"region";"sppName";"latinName";"RFMO";"RFMO_Stock_ID";"X3A_CODE";"FIDES_AREA";"area";"areaBis";"TAC.area.description";"Comments";"areaRDB";"latinNameASFIS";"TAXOCODE";"latinNameJoin"
"North-East Atlantic";"Conger";"Conger conger";"ICES";NA;"COE";"XDS";"5, 6, 7 (excl. 7d), 8, 9, 10, 12 and 14";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14";"NEAFC Stock - Deep Sea Fisheries";"";"27.5.a,27.5.b,27.5.b.1,27.5.b.2,27.6.a,27.6.a.n,27.6.a.s,27.6.b,27.7.a,27.7.b,27.7.c,27.7.e,27.7.f,27.7.g,27.7.h,27.7.j,27.7.k,27.8.a,27.8.b,27.8.c,27.8.d,27.8.e,27.9.a,27.9.b,27.9.b.1,27.9.b.2,27.10,27.10.a,27.10.b,27.12,27.14,27.14.a,27.14.b,27.14.b.1,27.14.b.2";"Conger conger";"1431300101";"Conger conger"
"North-East Atlantic";"Roundnose grenadier";"Coryphaenoides rupestris";"ICES";NA;"RNG";"5B67-";"5b, 6, 7";"27_5_B,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K";"to be confirmed";"";"27.5.b,27.5.b.1,27.5.b.2,27.6.a,27.6.a.n,27.6.a.s,27.6.b,27.7.a,27.7.b,27.7.c,27.7.e,27.7.f,27.7.g,27.7.h,27.7.j,27.7.k";"Coryphaenoides rupestris";"1480600401";"Coryphaenoides rupestris"
"North-East Atlantic";"Roundnose grenadier";"Coryphaenoides rupestris";"ICES";NA;"RNG";"8X14-,514GRN";"8, 9, 10, 12, 14";"27_8,27_9,27_10,27_12,27_14";"to be confirmed";"";"27.8.a,27.8.b,27.8.c,27.8.d,27.8.e,27.9.a,27.9.b,27.9.b.1,27.9.b.2,27.10,27.10.a,27.10.b,27.12,27.14,27.14.a,27.14.b,27.14.b.1,27.14.b.2";"Coryphaenoides rupestris";"1480600401";"Coryphaenoides rupestris"
"North-East Atlantic";"Kitefin shark";"Dalatias licha";"ICES";NA;"SCK";"XDS";"5, 6, 7 (excl. 7d), 8, 9, 10, 12 and 14";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14";"NEAFC Stock - Deep Sea Fisheries";"";"27.5.a,27.5.b,27.5.b.1,27.5.b.2,27.6.a,27.6.a.n,27.6.a.s,27.6.b,27.7.a,27.7.b,27.7.c,27.7.e,27.7.f,27.7.g,27.7.h,27.7.j,27.7.k,27.8.a,27.8.b,27.8.c,27.8.d,27.8.e,27.9.a,27.9.b,27.9.b.1,27.9.b.2,27.10,27.10.a,27.10.b,27.12,27.14,27.14.a,27.14.b,27.14.b.1,27.14.b.2";"Dalatias licha";"1090101801";"Dalatias licha"
"North-East Atlantic";"Common stingray";"Dasyatis pastinaca";"ICES";NA;"SRX";"67AKXD,07D.,89-C.";"7, 8";"27_7,27_8";"SRX = all rays";"";"27.7.a,27.7.b,27.7.c,27.7.d,27.7.e,27.7.f,27.7.g,27.7.h,27.7.j,27.7.k,27.8.a,27.8.b,27.8.c,27.8.d,27.8.e";"Dasyatis pastinaca";"1100500326";"Dasyatis pastinaca"
"North-East Atlantic";"Birdbeak dogfish";"Deania calcea";"ICES";NA;"DCA";"XDS";"5, 6, 7, 9, 10, 12";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12";"";"";"27.5.a,27.5.b,27.5.b.1,27.5.b.2,27.6.a,27.6.a.n,27.6.a.s,27.6.b,27.7.a,27.7.b,27.7.c,27.7.e,27.7.f,27.7.g,27.7.h,27.7.j,27.7.k,27.8.a,27.8.b,27.8.c,27.8.d,27.8.e,27.9.a,27.9.b,27.9.b.1,27.9.b.2,27.10,27.10.a,27.10.b,27.12";"Deania calcea";"1090101401";"Deania calcea"
"North-East Atlantic";"Sea bass";"Dicentrarchus labrax";"ICES";NA;"BSS";"No TAC";"5, 6, 7 (excl. 7d), 8, 9, 10, 12 and 14";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14";"";"";"27.5.a,27.5.b,27.5.b.1,27.5.b.2,27.6.a,27.6.a.n,27.6.a.s,27.6.b,27.7.a,27.7.b,27.7.c,27.7.e,27.7.f,27.7.g,27.7.h,27.7.j,27.7.k,27.8.a,27.8.b,27.8.c,27.8.d,27.8.e,27.9.a,27.9.b,27.9.b.1,27.9.b.2,27.10,27.10.a,27.10.b,27.12,27.14,27.14.a,27.14.b,27.14.b.1,27.14.b.2";"Dicentrarchus labrax";"1700634503";"Dicentrarchus labrax"
"North-East Atlantic";"Wedge sole";"Dicologlossa cuneata";"ICES";NA;"CET";"No TAC";"8c, 9";"27_8_C,27_9";"";"";"27.8.c,27.9.a,27.9.b,27.9.b.1,27.9.b.2";"Dicologlossa cuneata";"1830301701";"Dicologlossa cuneata"
"North-East Atlantic";"Blue skate";"Dipturus batis, Dipturis intermedius";"ICES";NA;"DRJ,RJB";"";"6, 7a, 7e-k";"27_6,27_7_A,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K";"";"";"27.6.a,27.6.a.n,27.6.a.s,27.6.b,27.7.a,27.7.e,27.7.f,27.7.g,27.7.h,27.7.j,27.7.k";"Dipturus batis, Dipturis intermedius";NA;"Dipturus batis,Dipturis intermedius,Dipturus intermedius"
"North-East Atlantic";"Blue skate";"Dipturus batis, Dipturis intermedius";"ICES";NA;"DRJ,RJB";"";"8, 9a";"27_8_C,27_9_A";"";"";"27.8.c,27.9.a";"Dipturus batis, Dipturis intermedius";NA;"Dipturus batis,Dipturis intermedius,Dipturus intermedius"
"North-East Atlantic";"Anchovy";"Engraulis encrasicolus";"ICES";NA;"ANE";"08.";"8";"27_8";"";"";"27.8.a,27.8.b,27.8.c,27.8.d,27.8.e";"Engraulis encrasicolus";"1210600201";"Engraulis encrasicolus"
"North-East Atlantic";"Anchovy";"Engraulis encrasicolus";"ICES";NA;"ANE";"9/3411";"9, 10";"27_9,27_10";"";"";"27.9.a,27.9.b,27.9.b.1,27.9.b.2,27.10,27.10.a,27.10.b";"Engraulis encrasicolus";"1210600201";"Engraulis encrasicolus"
"North-East Atlantic";"Great lanternshark";"Etmopterus princeps";"ICES";NA;"ETR";"";"5, 6, 7, 8, 9, 10";"27_5,27_6,27_7,27_8,27_9,27_10";"";"";"27.5.a,27.5.b,27.5.b.1,27.5.b.2,27.6.a,27.6.a.n,27.6.a.s,27.6.b,27.7.a,27.7.b,27.7.c,27.7.d,27.7.e,27.7.f,27.7.g,27.7.h,27.7.j,27.7.k,27.8.a,27.8.b,27.8.c,27.8.d,27.8.e,27.9.a,27.9.b,27.9.b.1,27.9.b.2,27.10,27.10.a,27.10.b";"Etmopterus princeps";"1090101005";"Etmopterus princeps"
"North-East Atlantic";"Velvet belly";"Etmopterus spinax";"ICES";NA;"ETX";"No TAC";"6, 7, 8, 10";"27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_10";"";"";"27.6.a,27.6.a.n,27.6.a.s,27.6.b,27.7.a,27.7.b,27.7.c,27.7.e,27.7.f,27.7.g,27.7.h,27.7.j,27.7.k,27.8.a,27.8.b,27.8.c,27.8.d,27.8.e,27.10,27.10.a,27.10.b";"Etmopterus spinax";"1090101001";"Etmopterus spinax"
"North-East Atlantic";"Grey gurnard";"Eutrigla gurnardus";"ICES";NA;"GUG";"No TAC";"7e";"27_7_E";"";"";"27.7.e";"Eutrigla gurnardus";"1780207001";"Eutrigla gurnardus"
"North-East Atlantic";"Cod";"Gadus morhua";"ICES";NA;"COD";"05B-F.";"5b";"27_5_B";"Faroe zone: Vb)";"";"27.5.b,27.5.b.1,27.5.b.2";"Gadus morhua";"1480400202";"Gadus morhua"
"North-East Atlantic";"Cod";"Gadus morhua";"ICES";NA;"COD";"5BE6A";"6a";"27_6_A";"Via,   EU and international waters of Vb east of 12W";"";"27.6.a,27.6.a.n,27.6.a.s";"Gadus morhua";"1480400202";"Gadus morhua"
"North-East Atlantic";"Cod";"Gadus morhua";"ICES";NA;"COD";"5W6-14";"6b";"27_6_B";"Vib,   EU and international waters of Vb west of 12 W and of XII and XIV";"";"27.6.b";"Gadus morhua";"1480400202";"Gadus morhua"
"North-East Atlantic";"Cod";"Gadus morhua";"ICES";NA;"COD";"07A.";"7a";"27_7_A";"ICES division VIIa - Irish Sea";"";"27.7.a";"Gadus morhua";"1480400202";"Gadus morhua"
"North-East Atlantic";"Cod";"Gadus morhua";"ICES";NA;"COD";"7XAD34";"7b, 7c, 7e-k, 8, 9, 10";"27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10";"VII b-c, e-k, VIII, IX and X, EC waters of CECAF 34.1.1";"";"27.7.b,27.7.c,27.7.e,27.7.f,27.7.g,27.7.h,27.7.j,27.7.k,27.8.a,27.8.b,27.8.c,27.8.d,27.8.e,27.9.a,27.9.b,27.9.b.1,27.9.b.2,27.10,27.10.a,27.10.b";"Gadus morhua";"1480400202";"Gadus morhua"
"North-East Atlantic";"Cod";"Gadus morhua";"ICES";NA;"COD";"5W6-14";"5, 14";"27_5,27_14";"";"";"27.5.a,27.5.b,27.5.b.1,27.5.b.2,27.14,27.14.a,27.14.b,27.14.b.1,27.14.b.2";"Gadus morhua";"1480400202";"Gadus morhua"
"North-East Atlantic";"Tope shark";"Galeorhinus galeus";"ICES";NA;"GAG";"No TAC";"5-10, 12";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12";"";"";"27.5.a,27.5.b,27.5.b.1,27.5.b.2,27.6.a,27.6.a.n,27.6.a.s,27.6.b,27.7.a,27.7.b,27.7.c,27.7.e,27.7.f,27.7.g,27.7.h,27.7.j,27.7.k,27.8.a,27.8.b,27.8.c,27.8.d,27.8.e,27.9.a,27.9.b,27.9.b.1,27.9.b.2,27.10,27.10.a,27.10.b,27.12";"Galeorhinus galeus";"1080401103";"Galeorhinus galeus"
"North-East Atlantic";"Black-mouthed dogfish";"Galeus melastomus";"ICES";NA;"SHO";"";"6, 7";"27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K";"";"";"27.6.a,27.6.a.n,27.6.a.s,27.6.b,27.7.a,27.7.b,27.7.c,27.7.e,27.7.f,27.7.g,27.7.h,27.7.j,27.7.k";"Galeus melastomus";"1080100104";"Galeus melastomus"
"North-East Atlantic";"Black-mouthed dogfish";"Galeus melastomus";"ICES";NA;"SHO";"";"8, 9a";"27_8,27_9_A";"";"";"27.8.a,27.8.b,27.8.c,27.8.d,27.8.e,27.9.a";"Galeus melastomus";"1080100104";"Galeus melastomus"
"North-East Atlantic";"Mouse catshark";"Galeus murinus";"ICES";NA;"GAM";"";"5, 6, 7, 8, 9, 10";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10";"";"";"27.5.a,27.5.b,27.5.b.1,27.5.b.2,27.6.a,27.6.a.n,27.6.a.s,27.6.b,27.7.a,27.7.b,27.7.c,27.7.e,27.7.f,27.7.g,27.7.h,27.7.j,27.7.k,27.8.a,27.8.b,27.8.c,27.8.d,27.8.e,27.9.a,27.9.b,27.9.b.1,27.9.b.2,27.10,27.10.a,27.10.b";"Galeus murinus";"1080100106";"Galeus murinus"
"North-East Atlantic";"Witch ";"Glyptocephalus cynoglossus";"ICES";NA;"WIT";"No TAC";"6, 7";"27_6,27_7_A,27_7_B,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K";"";"";"27.6.a,27.6.a.n,27.6.a.s,27.6.b,27.7.a,27.7.b,27.7.e,27.7.f,27.7.g,27.7.h,27.7.j,27.7.k";"Glyptocephalus cynoglossus";"1830201102";"Glyptocephalus cynoglossus"
"North-East Atlantic";"Bluntnose sixgill shark";"Hexanchus griseus";"ICES";NA;"SBL";"No TAC";"5, 6, 7, 8, 9, 10";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10";"";"";"27.5.a,27.5.b,27.5.b.1,27.5.b.2,27.6.a,27.6.a.n,27.6.a.s,27.6.b,27.7.a,27.7.b,27.7.c,27.7.e,27.7.f,27.7.g,27.7.h,27.7.j,27.7.k,27.8.a,27.8.b,27.8.c,27.8.d,27.8.e,27.9.a,27.9.b,27.9.b.1,27.9.b.2,27.10,27.10.a,27.10.b";"Hexanchus griseus";"1050200201";"Hexanchus griseus"
"North-East Atlantic";"Bluemouth rockfish";"Helicolenus dactylopterus";"ICES";NA;"BRF";"No TAC";"5, 6, 7 (excl. 7d), 8, 9, 10, 12 and 14";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14";"";"";"27.5.a,27.5.b,27.5.b.1,27.5.b.2,27.6.a,27.6.a.n,27.6.a.s,27.6.b,27.7.a,27.7.b,27.7.c,27.7.e,27.7.f,27.7.g,27.7.h,27.7.j,27.7.k,27.8.a,27.8.b,27.8.c,27.8.d,27.8.e,27.9.a,27.9.b,27.9.b.1,27.9.b.2,27.10,27.10.a,27.10.b,27.12,27.14,27.14.a,27.14.b,27.14.b.1,27.14.b.2";"Helicolenus dactylopterus";"1780101703";"Helicolenus dactylopterus"
"North-East Atlantic";"Atlantic halibut";"Hippoglossus hippoglossus";"ICES";NA;"HAL";"514GRN";"5, 14";"27_5,27_14";"";"";"27.5.a,27.5.b,27.5.b.1,27.5.b.2,27.14,27.14.a,27.14.b,27.14.b.1,27.14.b.2";"Hippoglossus hippoglossus";"1830200201";"Hippoglossus hippoglossus"
"North-East Atlantic";"Lobster";"Homarus gammarus";"ICES";NA;"LBE";"No TAC";"5, 6, 7 (excl. 7d), 8, 9, 10, 12 and 14";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14";"";"";"27.5.a,27.5.b,27.5.b.1,27.5.b.2,27.6.a,27.6.a.n,27.6.a.s,27.6.b,27.7.a,27.7.b,27.7.c,27.7.e,27.7.f,27.7.g,27.7.h,27.7.j,27.7.k,27.8.a,27.8.b,27.8.c,27.8.d,27.8.e,27.9.a,27.9.b,27.9.b.1,27.9.b.2,27.10,27.10.a,27.10.b,27.12,27.14,27.14.a,27.14.b,27.14.b.1,27.14.b.2";"Homarus gammarus";"2294200718";"Homarus gammarus"
"North-East Atlantic";"Orange roughy";"Hoplostethus atlanticus";"ICES";NA;"ORY";"No TAC";"5, 6, 7 (excl. 7d), 8, 9, 10, 12 and 14";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14";"";"";"27.5.a,27.5.b,27.5.b.1,27.5.b.2,27.6.a,27.6.a.n,27.6.a.s,27.6.b,27.7.a,27.7.b,27.7.c,27.7.e,27.7.f,27.7.g,27.7.h,27.7.j,27.7.k,27.8.a,27.8.b,27.8.c,27.8.d,27.8.e,27.9.a,27.9.b,27.9.b.1,27.9.b.2,27.10,27.10.a,27.10.b,27.12,27.14,27.14.a,27.14.b,27.14.b.1,27.14.b.2";"Hoplostethus atlanticus";"1610500202";"Hoplostethus atlanticus"
"North-East Atlantic";"Silver scabbardfish";"Lepidopus caudatus";"ICES";NA;"SFS";"XDS";"9a";"27_9_A";"NEAFC Stock - Deep Sea Fisheries";"";"27.9.a";"Lepidopus caudatus";"1750600601";"Lepidopus caudatus"
"North-East Atlantic";"Four-spot megrim";"Lepidorhombus boscii";"ICES";NA;"LEZ,LDB";"8C3411";"8c, 9a";"27_8_C,27_9_A";"VIIIc), IX, X,  COPACE 34.1.1 (1),   international waters of XII and XIV ";"";"27.8.c,27.9.a";"Lepidorhombus boscii";"1830500302";"Lepidorhombus boscii"
"North-East Atlantic";"Megrim";"Lepidorhombus whiffiagonis";"ICES";NA;"LEZ,MEG";"56-14";"6";"27_6";"VI,  EU and international waters of Vb";"";"27.6.a,27.6.a.n,27.6.a.s,27.6.b";"Lepidorhombus whiffiagonis";"1830500301";"Lepidorhombus whiffiagonis"
"North-East Atlantic";"Megrim";"Lepidorhombus whiffiagonis";"ICES";NA;"LEZ,MEG";"07.,8ABDE.";"7, 8abd";"27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8_A,27_8_B";"";"";"27.7.a,27.7.b,27.7.c,27.7.e,27.7.f,27.7.g,27.7.h,27.7.j,27.7.k,27.8.a,27.8.b";"Lepidorhombus whiffiagonis";"1830500301";"Lepidorhombus whiffiagonis"
"North-East Atlantic";"Megrim";"Lepidorhombus whiffiagonis";"ICES";NA;"LEZ,MEG";"8C3411";"8c, 9a";"27_8_C,27_9_A";"";"";"27.8.c,27.9.a";"Lepidorhombus whiffiagonis";"1830500301";"Lepidorhombus whiffiagonis"
"North-East Atlantic";"Sandy ray";"Leucoraja circularis";"ICES";NA;"RJI";"67AKXD";"6, 7";"27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_8,27_7_K";"";"Leucoraja circularis";"27.6.a,27.6.a.n,27.6.a.s,27.6.b,27.7.a,27.7.b,27.7.c,27.7.e,27.7.f,27.7.g,27.7.h,27.7.j,27.8.a,27.8.b,27.8.c,27.8.d,27.8.e,27.7.k";"Leucoraja circularis";NA;"Leucoraja circularis"
"North-East Atlantic";"Shagreen ray";"Leucoraja fullonica";"ICES";NA;"RJF";"02B.";"6, 7";"27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K";"";"Leucoraja fullonica";"27.6.a,27.6.a.n,27.6.a.s,27.6.b,27.7.a,27.7.b,27.7.c,27.7.e,27.7.f,27.7.g,27.7.h,27.7.j,27.7.k";"Leucoraja fullonica";NA;"Leucoraja fullonica"
"North-East Atlantic";"Cuckoo ray";"Leucoraja naevus";"ICES";NA;"RJN";"67AKXD";"6, 7, 8ab";"27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8_A,27_8_B";"";"";"27.6.a,27.6.a.n,27.6.a.s,27.6.b,27.7.a,27.7.b,27.7.c,27.7.e,27.7.f,27.7.g,27.7.h,27.7.j,27.7.k,27.8.a,27.8.b";"Leucoraja naevus";NA;"Leucoraja naevus"
"North-East Atlantic";"Cuckoo ray";"Leucoraja naevus";"ICES";NA;"RJN";"89-C.";"8c";"27_8_C";"";"";"27.8.c";"Leucoraja naevus";NA;"Leucoraja naevus"
"North-East Atlantic";"Cuckoo ray";"Leucoraja naevus";"ICES";NA;"RJN";"89-C.";"9a";"27_9_A";"";"";"27.9.a";"Leucoraja naevus";NA;"Leucoraja naevus"
"North-East Atlantic";"Dab";"Limanda limanda";"ICES";NA;"DAB";"No TAC";"7a, 7f-h";"27_7_A,27_7_F,27_7_G,27_7_H";"";"";"27.7.a,27.7.f,27.7.g,27.7.h";"Limanda limanda";"1830202405";"Limanda limanda"
"North-East Atlantic";"Dab";"Limanda limanda";"ICES";NA;"DAB";"No TAC";"7e";"27_7_E";"";"";"27.7.e";"Limanda limanda";"1830202405";"Limanda limanda"
"North-East Atlantic";"Common squid";"Loligo vulgaris";"ICES";NA;"SQR";"No TAC";"5, 6, 7 (excl. 7d), 8, 9, 10, 12 and 14";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14";"";"";"27.5.a,27.5.b,27.5.b.1,27.5.b.2,27.6.a,27.6.a.n,27.6.a.s,27.6.b,27.7.a,27.7.b,27.7.c,27.7.e,27.7.f,27.7.g,27.7.h,27.7.j,27.7.k,27.8.a,27.8.b,27.8.c,27.8.d,27.8.e,27.9.a,27.9.b,27.9.b.1,27.9.b.2,27.10,27.10.a,27.10.b,27.12,27.14,27.14.a,27.14.b,27.14.b.1,27.14.b.2";"Loligo vulgaris";"3210400109";"Loligo vulgaris"
"North-East Atlantic";"Black-bellied angler";"Lophius budegassa";"ICES";NA;"ANF,MNZ";"*56-14,56-14";"6";"27_6";"";"";"27.6.a,27.6.a.n,27.6.a.s,27.6.b";"Lophius budegassa";"1950100102";"Lophius budegassa"
"North-East Atlantic";"Black-bellied angler";"Lophius budegassa";"ICES";NA;"ANF,MNZ";"07.,8ABDE";"7, 8abd";"27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8_A,27_8_B,27_8_D";"";"";"27.7.a,27.7.b,27.7.c,27.7.e,27.7.f,27.7.g,27.7.h,27.7.j,27.7.k,27.8.a,27.8.b,27.8.d";"Lophius budegassa";"1950100102";"Lophius budegassa"
"North-East Atlantic";"Black-bellied angler";"Lophius budegassa";"ICES";NA;"ANF,MNZ";"8C3411";"8c, 9a";"27_8_C,27_9_A";"";"";"27.8.c,27.9.a";"Lophius budegassa";"1950100102";"Lophius budegassa"
"North-East Atlantic";"Anglerfish";"Lophius piscatorius";"ICES";NA;"MON,MNZ";"*56-14,56-14";"6";"27_6";"";"";"27.6.a,27.6.a.n,27.6.a.s,27.6.b";"Lophius piscatorius";"1950100101";"Lophius piscatorius"
"North-East Atlantic";"Anglerfish";"Lophius piscatorius";"ICES";NA;"MON,MNZ";"*56-14,56-14";"5b, 12, 14";"27_5_B,27_12,27_14";"";"";"27.5.b,27.5.b.1,27.5.b.2,27.12,27.14,27.14.a,27.14.b,27.14.b.1,27.14.b.2";"Lophius piscatorius";"1950100101";"Lophius piscatorius"
"North-East Atlantic";"Anglerfish";"Lophius piscatorius";"ICES";NA;"MON,MNZ";"07.,8ABDE";"7, 8abd";"27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8_A,27_8_B,27_8_D";"";"";"27.7.b,27.7.c,27.7.e,27.7.f,27.7.g,27.7.h,27.7.j,27.7.k,27.8.a,27.8.b,27.8.d";"Lophius piscatorius";"1950100101";"Lophius piscatorius"
"North-East Atlantic";"Anglerfish";"Lophius piscatorius";"ICES";NA;"MON,MNZ";"8C3411";"8c, 9a";"27_8_C,27_9_A";"";"";"27.8.c,27.9.a";"Lophius piscatorius";"1950100101";"Lophius piscatorius"
"North-East Atlantic";"Roughhead grenadier";"Macrourus berglax";"ICES";NA;"RHG";"8X14-,514GRN";"8, 9, 10, 12, 14";"27_8,27_9,27_10,27_12,27_14";"";"";"27.8.a,27.8.b,27.8.c,27.8.d,27.8.e,27.9.a,27.9.b,27.9.b.1,27.9.b.2,27.10,27.10.a,27.10.b,27.12,27.14,27.14.a,27.14.b,27.14.b.1,27.14.b.2";"Macrourus berglax";"1480600103";"Macrourus berglax"
"North-East Atlantic";"Spider crab";"Maja brachydactyla";"ICES";NA;"JDV";"No TAC";"5, 6, 7";"27_5,27_6,27_7";"";"";"27.5.a,27.5.b,27.5.b.1,27.5.b.2,27.6.a,27.6.a.n,27.6.a.s,27.6.b,27.7.a,27.7.b,27.7.c,27.7.d,27.7.e,27.7.f,27.7.g,27.7.h,27.7.j,27.7.k";"Maja brachydactyla";"2312100504";"Maja brachydactyla"
"North-East Atlantic";"Capelin";"Mallotus villosus";"ICES";NA;"CAP";"514GRN";"14";"27_14";"Greenland zone: V & XIV";"";"27.14,27.14.a,27.14.b,27.14.b.1,27.14.b.2";"Mallotus villosus";"1230400201";"Mallotus villosus"
"North-East Atlantic";"Haddock";"Melanogrammus aeglefinus";"ICES";NA;"HAD";"5BC6A.";"5b, 6a";"27_5_B,27_6_A";"Faroe zone: Vb)";"";"27.5.b,27.5.b.1,27.5.b.2,27.6.a,27.6.a.n,27.6.a.s";"Melanogrammus aeglefinus";"1480401001";"Melanogrammus aeglefinus"
"North-East Atlantic";"Haddock";"Melanogrammus aeglefinus";"ICES";NA;"HAD";"6B1214";"6b, 12, 14";"27_6_B,27_12,27_14";"Ec and international waters of Vib),  XII and XIV";"";"27.6.b,27.12,27.14,27.14.a,27.14.b,27.14.b.1,27.14.b.2";"Melanogrammus aeglefinus";"1480401001";"Melanogrammus aeglefinus"
"North-East Atlantic";"Haddock";"Melanogrammus aeglefinus";"ICES";NA;"HAD";"07A.";"7a";"27_7_A";"ICES division VIIa - Irish Sea";"";"27.7.a";"Melanogrammus aeglefinus";"1480401001";"Melanogrammus aeglefinus"
"North-East Atlantic";"Haddock";"Melanogrammus aeglefinus";"ICES";NA;"HAD";"7X7A34";"7b-k, 8, 9, 10";"27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10";"VIIbcdefghjk, VII, IX, X, EC waters of CECAF 34.1.1";"";"27.7.b,27.7.c,27.7.e,27.7.f,27.7.g,27.7.h,27.7.j,27.7.k,27.8.a,27.8.b,27.8.c,27.8.d,27.8.e,27.9.a,27.9.b,27.9.b.1,27.9.b.2,27.10,27.10.a,27.10.b";"Melanogrammus aeglefinus";"1480401001";"Melanogrammus aeglefinus"
"North-East Atlantic";"Whiting";"Merlangius merlangus";"ICES";NA;"WHG";"08.";"8, 9, 10";"27_8,27_9,27_10";"";"";"27.8.a,27.8.b,27.8.c,27.8.d,27.8.e,27.9.a,27.9.b,27.9.b.1,27.9.b.2,27.10,27.10.a,27.10.b";"Merlangius merlangus";"1480403401";"Merlangius merlangus"
"North-East Atlantic";"Whiting";"Merlangius merlangus";"ICES";NA;"WHG";"56-14";"5b, 6, 12, 14";"27_5_B,27_6,27_12,27_14";"";"";"27.5.b,27.5.b.1,27.5.b.2,27.6.a,27.6.a.n,27.6.a.s,27.6.b,27.12,27.14,27.14.a,27.14.b,27.14.b.1,27.14.b.2";"Merlangius merlangus";"1480403401";"Merlangius merlangus"
"North-East Atlantic";"Whiting";"Merlangius merlangus";"ICES";NA;"WHG";"07A.";"7a";"27_7_A";"";"";"27.7.a";"Merlangius merlangus";"1480403401";"Merlangius merlangus"
"North-East Atlantic";"Whiting";"Merlangius merlangus";"ICES";NA;"WHG";"7X7A-C";"7b-k";"27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K";"";"";"27.7.b,27.7.c,27.7.e,27.7.f,27.7.g,27.7.h,27.7.j,27.7.k";"Merlangius merlangus";"1480403401";"Merlangius merlangus"
"North-East Atlantic";"Hake";"Merluccius merluccius";"ICES";NA;"HKE";"571214";"5b, 6, 7, 12, 14";"27_5_B,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_12,27_14";"VIIIabde, Vb (1), Vi, VII, XII, XIV";"";"27.5.b,27.5.b.1,27.5.b.2,27.6.a,27.6.a.n,27.6.a.s,27.6.b,27.7.a,27.7.b,27.7.c,27.7.e,27.7.f,27.7.g,27.7.h,27.7.j,27.7.k,27.12,27.14,27.14.a,27.14.b,27.14.b.1,27.14.b.2";"Merluccius merluccius";"1480500401";"Merluccius merluccius"
