species,fishreg,unit,geo\time	2019 	2018 	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 
RSK,51_8_1,TLW,EU27_2020	: 	: 	: 	: 	: 	: 	: 	: 	25.61 	11.2 	8.9 	3 	6.3 	: 	: 	6.3 	: 	: 	: 	: 
RSK,51_8_1,TLW,EU28	: 	: 	: 	: 	: 	: 	: 	: 	25.61 	11.2 	8.9 	3 	6.3 	: 	: 	6.3 	: 	: 	: 	: 
RSK,51_8_2,TLW,ES	: 	: 	: 	: 	: 	: 	: 	: 	0.93 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
RSK,51_8_2,TLW,EU27_2020	: 	: 	: 	: 	: 	: 	: 	: 	0.93 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
RSK,51_8_2,TLW,EU28	: 	: 	: 	: 	: 	: 	: 	: 	0.93 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
RSK,51_8_NK,TLW,ES	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	11.1 	6.6 	: 	0.3 	: 	: 	: 
RSK,51_8_NK,TLW,EU27_2020	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4 	28.5 	22.6 	: 	0.3 	: 	: 	: 
RSK,51_8_NK,TLW,EU28	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4 	28.5 	22.6 	: 	0.3 	: 	: 	: 
RSK,51_8_NK,TLW,PT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4 	17.4 	16 	: 	: 	: 	: 	: 
RSK,51_NK,TLW,ES	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	8 	9 
RSK,51_NK,TLW,EU27_2020	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	37 	88 	1 	85.3 	8 	9 
RSK,51_NK,TLW,EU28	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	37 	88 	1 	85.3 	8 	9 
RSK,51_NK,TLW,PT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	37 	88 	1 	85.3 	: 	: 
SAI,51,TLW,EU27_2020	0.44 	1.57 	3.08 	6.37 	1.17 	2.58 	5.7326 	4.1855 	: 	6 	2 	: 	2.01 	10.6 	7 	: 	: 	: 	: 	: 
SAI,51,TLW,EU28	0.44 	1.57 	2.99 	6.37 	1.17 	2.58 	5.7326 	4.1855 	: 	6 	2 	: 	2.01 	10.6 	7 	: 	: 	: 	: 	: 
SAI,51,TLW,PT	0.44 	1.57 	3.08 	6.37 	1.17 	2.58 	5.7326 	4.1855 	: 	6 	2 	: 	2.01 	10.6 	7 	: 	: 	: 	: 	: 
SAI,51_4,TLW,EU27_2020	: 	: 	: 	: 	: 	: 	0.0117 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SAI,51_4,TLW,EU28	: 	: 	: 	: 	: 	: 	0.0117 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SAI,51_4,TLW,PT	: 	: 	: 	: 	: 	: 	0.0117 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SAI,51_4_NK,TLW,EU27_2020	: 	: 	: 	: 	: 	: 	0.0117 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SAI,51_4_NK,TLW,EU28	: 	: 	: 	: 	: 	: 	0.0117 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SAI,51_4_NK,TLW,PT	: 	: 	: 	: 	: 	: 	0.0117 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SAI,51_6,TLW,EU27_2020	0.21 	0.13 	0.03 	0.7 	0.27 	: 	0.8865 	1.164 	: 	: 	: 	: 	: 	0.3 	: 	: 	: 	: 	: 	: 
SAI,51_6,TLW,EU28	0.21 	0.13 	0.03 	0.7 	0.27 	: 	0.8865 	1.164 	: 	: 	: 	: 	: 	0.3 	: 	: 	: 	: 	: 	: 
SAI,51_6,TLW,PT	0.21 	0.13 	0.03 	0.7 	0.27 	: 	0.8865 	1.164 	: 	: 	: 	: 	: 	0.3 	: 	: 	: 	: 	: 	: 
SAI,51_7,TLW,EU27_2020	0.17 	0.85 	2.96 	5.67 	0.37 	2.43 	4.7054 	2.8056 	: 	4 	: 	: 	0.01 	3 	1 	: 	: 	: 	: 	: 
SAI,51_7,TLW,EU28	0.17 	0.85 	2.96 	5.67 	0.37 	2.43 	4.7054 	2.8056 	: 	4 	: 	: 	0.01 	3 	1 	: 	: 	: 	: 	: 
SAI,51_7,TLW,PT	0.17 	0.85 	2.96 	5.67 	0.37 	2.43 	4.7054 	2.8056 	: 	4 	: 	: 	0.01 	3 	1 	: 	: 	: 	: 	: 
SAI,51_8,TLW,EU27_2020	0.06 	0.59 	0.09 	: 	0.53 	0.15 	0.1291 	0.2159 	: 	2 	: 	: 	2 	7.3 	2 	: 	: 	: 	: 	: 
SAI,51_8,TLW,EU28	0.06 	0.59 	: 	: 	0.53 	0.15 	0.1291 	0.2159 	: 	2 	: 	: 	2 	7.3 	2 	: 	: 	: 	: 	: 
SAI,51_8,TLW,PT	0.06 	0.59 	0.09 	: 	0.53 	0.15 	0.1291 	0.2159 	: 	2 	: 	: 	2 	7.3 	2 	: 	: 	: 	: 	: 
SAI,51_8_NK,TLW,EU27_2020	: 	: 	: 	: 	: 	: 	: 	: 	: 	2 	: 	: 	2 	7.3 	2 	: 	: 	: 	: 	: 
SAI,51_8_NK,TLW,EU28	: 	: 	: 	: 	: 	: 	: 	: 	: 	2 	: 	: 	2 	7.3 	2 	: 	: 	: 	: 	: 
SAI,51_8_NK,TLW,PT	: 	: 	: 	: 	: 	: 	: 	: 	: 	2 	: 	: 	2 	7.3 	2 	: 	: 	: 	: 	: 
SAI,51_NK,TLW,EU27_2020	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2 	: 	: 	: 	4 	: 	: 	: 	: 	: 
SAI,51_NK,TLW,EU28	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2 	: 	: 	: 	4 	: 	: 	: 	: 	: 
SAI,51_NK,TLW,PT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2 	: 	: 	: 	4 	: 	: 	: 	: 	: 
SAO,51,TLW,EU27_2020	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.01 	: 	: 	: 	: 	: 	: 
SAO,51,TLW,EU28	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.01 	: 	: 	: 	: 	: 	: 
SAO,51,TLW,PT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.01 	: 	: 	: 	: 	: 	: 
SAO,51_8,TLW,EU27_2020	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.01 	: 	: 	: 	: 	: 	: 
SAO,51_8,TLW,EU28	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.01 	: 	: 	: 	: 	: 	: 
SAO,51_8,TLW,PT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.01 	: 	: 	: 	: 	: 	: 
SAO,51_8_NK,TLW,EU27_2020	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.01 	: 	: 	: 	: 	: 	: 
SAO,51_8_NK,TLW,EU28	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.01 	: 	: 	: 	: 	: 	: 
SAO,51_8_NK,TLW,PT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.01 	: 	: 	: 	: 	: 	: 
SBF,51,TLW,ES	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	67.01 	113 	92.9 	88.6 	51.4 	192.3 	34.8 	40 	0 	0 
SBF,51,TLW,EU27_2020	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	67.01 	113 	97.91 	117.2 	51.4 	192.3 	34.8 	40 	0 	0 
SBF,51,TLW,EU28	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	88.11 	113 	97.91 	117.2 	51.4 	192.3 	34.8 	40 	0 	0 
SBF,51,TLW,PT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	5.01 	28.6 	: 	: 	: 	: 	0 	0 
SBF,51,TLW,UK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	21.1 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SBF,51_4,TLW,ES	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	21 	: 	8.2 	1.6 	1 	: 	: 	: 	: 
SBF,51_4,TLW,EU27_2020	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	21 	: 	8.2 	1.6 	1 	: 	: 	: 	: 
SBF,51_4,TLW,EU28	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	21 	: 	8.2 	1.6 	1 	: 	: 	: 	: 
SBF,51_4_2,TLW,ES	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	21 	: 	8.2 	1.6 	1 	: 	: 	: 	: 
SBF,51_4_2,TLW,EU27_2020	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	21 	: 	8.2 	1.6 	1 	: 	: 	: 	: 
SBF,51_4_2,TLW,EU28	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	21 	: 	8.2 	1.6 	1 	: 	: 	: 	: 
SBF,51_5,TLW,ES	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	47.7 	72 	40.7 	16.6 	13 	0.1 	: 	: 	: 	: 
SBF,51_5,TLW,EU27_2020	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	47.7 	72 	40.7 	16.6 	13 	0.1 	: 	: 	: 	: 
SBF,51_5,TLW,EU28	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	47.7 	72 	40.7 	16.6 	13 	0.1 	: 	: 	: 	: 
SBF,51_6,TLW,ES	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.01 	: 	17.3 	12.1 	16.4 	57 	14.4 	2 	: 	: 
SBF,51_6,TLW,EU27_2020	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.01 	: 	17.31 	12.1 	16.4 	57 	14.4 	2 	: 	: 
SBF,51_6,TLW,EU28	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.01 	: 	17.31 	12.1 	16.4 	57 	14.4 	2 	: 	: 
SBF,51_6,TLW,PT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.01 	: 	: 	: 	: 	: 	: 	: 
SBF,51_7,TLW,ES	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	8.9 	4 	21.5 	4.9 	8.2 	42.6 	16.7 	25 	: 	: 
SBF,51_7,TLW,EU27_2020	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	8.9 	4 	24.5 	22.7 	8.2 	42.6 	16.7 	25 	: 	: 
SBF,51_7,TLW,EU28	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	8.9 	4 	24.5 	22.7 	8.2 	42.6 	16.7 	25 	: 	: 
SBF,51_7,TLW,PT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3 	17.8 	: 	: 	: 	: 	: 	: 
SBF,51_8,TLW,ES	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	10.4 	16 	13.4 	46.8 	12.2 	91.6 	3.7 	13 	: 	: 
SBF,51_8,TLW,EU27_2020	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	10.4 	16 	15.4 	57.6 	12.2 	91.6 	3.7 	13 	: 	: 
SBF,51_8,TLW,EU28	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	10.4 	16 	15.4 	57.6 	12.2 	91.6 	3.7 	13 	: 	: 
SBF,51_8,TLW,PT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2 	10.8 	: 	: 	: 	: 	: 	: 
SBF,51_8_1,TLW,ES	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	10.4 	16 	13.4 	: 	: 	91.6 	: 	: 	: 	: 
SBF,51_8_1,TLW,EU27_2020	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	10.4 	16 	13.4 	: 	: 	91.6 	: 	: 	: 	: 
SBF,51_8_1,TLW,EU28	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	10.4 	16 	13.4 	: 	: 	91.6 	: 	: 	: 	: 
SBF,51_8_NK,TLW,ES	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	46.8 	12.2 	: 	3.7 	13 	: 	: 
SBF,51_8_NK,TLW,EU27_2020	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2 	57.6 	12.2 	: 	3.7 	13 	: 	: 
SBF,51_8_NK,TLW,EU28	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2 	57.6 	12.2 	: 	3.7 	13 	: 	: 
SBF,51_8_NK,TLW,PT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2 	10.8 	: 	: 	: 	: 	: 	: 
SBF,51_NK,TLW,ES	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 
SBF,51_NK,TLW,EU27_2020	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 
SBF,51_NK,TLW,EU28	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	21.1 	: 	: 	: 	: 	: 	: 	: 	0 	0 
SBF,51_NK,TLW,PT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 
SBF,51_NK,TLW,UK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	21.1 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SBG,51,TLW,EU27_2020	: 	: 	: 	: 	: 	: 	: 	: 	: 	3.9 	0.01 	: 	: 	: 	: 	: 	: 	0.4 	: 	: 
SBG,51,TLW,EU28	: 	: 	: 	: 	: 	: 	: 	: 	: 	3.9 	0.01 	: 	: 	: 	: 	: 	: 	0.4 	: 	: 
SBG,51,TLW,FR	: 	: 	: 	: 	: 	: 	: 	: 	: 	3.9 	0.01 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SBG,51,TLW,PT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.4 	: 	: 
SBG,51_7,TLW,EU27_2020	: 	: 	: 	: 	: 	: 	: 	: 	: 	3.9 	0.01 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SBG,51_7,TLW,EU28	: 	: 	: 	: 	: 	: 	: 	: 	: 	3.9 	0.01 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SBG,51_7,TLW,FR	: 	: 	: 	: 	: 	: 	: 	: 	: 	3.9 	0.01 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SBG,51_NK,TLW,EU27_2020	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.4 	: 	: 
SBG,51_NK,TLW,EU28	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.4 	: 	: 
SBG,51_NK,TLW,PT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.4 	: 	: 
SBL,51,TLW,EU27_2020	: 	: 	: 	: 	: 	0.03 	0.03 	0.42 	1.91 	3.2 	1 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SBL,51,TLW,EU28	: 	: 	: 	: 	: 	0.03 	0.03 	0.42 	1.91 	3.2 	1 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SBL,51,TLW,FR	: 	: 	: 	: 	: 	0.03 	0.03 	0.42 	1.91 	3.2 	1 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SBL,51_6,TLW,EU27_2020	: 	: 	: 	: 	: 	0.03 	: 	0.42 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SBL,51_6,TLW,EU28	: 	: 	: 	: 	: 	0.03 	: 	0.42 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SBL,51_6,TLW,FR	: 	: 	: 	: 	: 	0.03 	: 	0.42 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SBL,51_7,TLW,EU27_2020	: 	: 	: 	: 	: 	: 	: 	: 	: 	3.2 	1 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SBL,51_7,TLW,EU28	: 	: 	: 	: 	: 	: 	: 	: 	: 	3.2 	1 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SBL,51_7,TLW,FR	: 	: 	: 	: 	: 	: 	: 	: 	: 	3.2 	1 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SBL,51_NK,TLW,EU27_2020	: 	: 	: 	: 	: 	: 	0.03 	: 	1.91 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SBL,51_NK,TLW,EU28	: 	: 	: 	: 	: 	: 	0.03 	: 	1.91 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SBL,51_NK,TLW,FR	: 	: 	: 	: 	: 	: 	0.03 	: 	1.91 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SBP,51,TLW,EU27_2020	1.1 p	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SBP,51,TLW,EU28	1.1 p	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SBP,51,TLW,FR	1.1 p	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SBP,51_5,TLW,EU27_2020	1.1 p	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SBP,51_5,TLW,EU28	1.1 p	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SBP,51_5,TLW,FR	1.1 p	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SBX,51,TLW,ES	: 	: 	: 	: 	: 	: 	: 	0.28 	: 	: 	: 	: 	: 	: 	0.91 	: 	0.7 	1 	: 	: 
SBX,51,TLW,EU27_2020	: 	0.012 p	0.696 	7.006 	0.01 	0.03 	9.23 	0.29 	4.97 	: 	: 	: 	: 	: 	0.91 	: 	0.7 	1 	0 	0 
SBX,51,TLW,EU28	: 	0.012 p	0.696 	7.006 	0.01 	0.03 	9.23 	0.29 	4.97 	: 	: 	: 	: 	: 	0.91 	: 	0.7 	1 	0 	0 
SBX,51,TLW,FR	: 	0.012 p	0.696 	7.006 	0.01 	0.03 	9.23 	0.01 	4.97 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SBX,51,TLW,PT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 
SBX,51_4,TLW,ES	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.01 	: 	: 	: 	: 	: 
SBX,51_4,TLW,EU27_2020	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.01 	: 	: 	: 	: 	: 
SBX,51_4,TLW,EU28	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.01 	: 	: 	: 	: 	: 
SBX,51_4_2,TLW,ES	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.01 	: 	: 	: 	: 	: 
SBX,51_4_2,TLW,EU27_2020	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.01 	: 	: 	: 	: 	: 
SBX,51_4_2,TLW,EU28	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.01 	: 	: 	: 	: 	: 
SBX,51_6,TLW,ES	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.1 	: 	: 	: 	: 	: 
SBX,51_6,TLW,EU27_2020	: 	0.012 p	0.696 	7.006 	0.01 	0.03 	: 	0.01 	: 	: 	: 	: 	: 	: 	0.1 	: 	: 	: 	: 	: 
SBX,51_6,TLW,EU28	: 	0.012 p	0.696 	7.006 	0.01 	0.03 	: 	0.01 	: 	: 	: 	: 	: 	: 	0.1 	: 	: 	: 	: 	: 
SBX,51_6,TLW,FR	: 	0.012 p	0.696 	7.006 	0.01 	0.03 	: 	0.01 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SBX,51_7,TLW,ES	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.3 	: 	0.6 	1 	: 	: 
SBX,51_7,TLW,EU27_2020	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.3 	: 	0.6 	1 	: 	: 
SBX,51_7,TLW,EU28	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.3 	: 	0.6 	1 	: 	: 
SBX,51_8,TLW,ES	: 	: 	: 	: 	: 	: 	: 	0.28 	: 	: 	: 	: 	: 	: 	0.5 	: 	0.1 	: 	: 	: 
SBX,51_8,TLW,EU27_2020	: 	: 	: 	: 	: 	: 	: 	0.28 	: 	: 	: 	: 	: 	: 	0.5 	: 	0.1 	: 	: 	: 
SBX,51_8,TLW,EU28	: 	: 	: 	: 	: 	: 	: 	0.28 	: 	: 	: 	: 	: 	: 	0.5 	: 	0.1 	: 	: 	: 
SBX,51_8_NK,TLW,ES	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.5 	: 	0.1 	: 	: 	: 
SBX,51_8_NK,TLW,EU27_2020	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.5 	: 	0.1 	: 	: 	: 
SBX,51_8_NK,TLW,EU28	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.5 	: 	0.1 	: 	: 	: 
SBX,51_NK,TLW,EU27_2020	: 	: 	: 	: 	: 	: 	9.23 	: 	4.97 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 
SBX,51_NK,TLW,EU28	: 	: 	: 	: 	: 	: 	9.23 	: 	4.97 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 
SBX,51_NK,TLW,FR	: 	: 	: 	: 	: 	: 	9.23 	: 	4.97 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SBX,51_NK,TLW,PT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 
SCK,51,TLW,ES	13.93 	325.83 	1113.96 	2233.71 	1825.83 	1750.26 	959.44 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SCK,51,TLW,EU27_2020	13.93 	325.83 	1113.96 	2233.71 	1825.83 	1750.26 	959.44 	: 	: 	: 	: 	0.4 	: 	: 	: 	: 	: 	: 	: 	: 
SCK,51,TLW,EU28	13.93 	325.83 	1113.96 	2233.71 	1825.83 	1750.26 	959.44 	: 	: 	: 	: 	258.4 	: 	: 	: 	: 	: 	: 	: 	: 
SCK,51,TLW,PT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.4 	: 	: 	: 	: 	: 	: 	: 	: 
SCK,51,TLW,UK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	258 	: 	: 	: 	: 	: 	: 	: 	: 
SCK,51_1,TLW,ES	: 	: 	: 	: 	5.03 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SCK,51_1,TLW,EU27_2020	: 	: 	: 	: 	5.03 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SCK,51_1,TLW,EU28	: 	: 	: 	: 	5.03 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SCK,51_6,TLW,ES	: 	: 	: 	0.69 	: 	12.45 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SCK,51_6,TLW,EU27_2020	: 	: 	: 	0.69 	: 	12.45 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SCK,51_6,TLW,EU28	: 	: 	: 	0.69 	: 	12.45 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SCK,51_7,TLW,ES	13.93 	325.83 	1113.96 	2233.02 	1811.87 	1737.81 	879.1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SCK,51_7,TLW,EU27_2020	13.93 	325.83 	1113.96 	2233.02 	1811.87 	1737.81 	879.1 	: 	: 	: 	: 	0.4 	: 	: 	: 	: 	: 	: 	: 	: 
SCK,51_7,TLW,EU28	13.93 	325.83 	1113.96 	2233.02 	1811.87 	1737.81 	879.1 	: 	: 	: 	: 	0.4 	: 	: 	: 	: 	: 	: 	: 	: 
SCK,51_7,TLW,PT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.4 	: 	: 	: 	: 	: 	: 	: 	: 
SCK,51_8,TLW,ES	: 	: 	: 	: 	8.93 	: 	80.34 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SCK,51_8,TLW,EU27_2020	: 	: 	: 	: 	8.93 	: 	80.34 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SCK,51_8,TLW,EU28	: 	: 	: 	: 	8.93 	: 	80.34 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SCK,51_NK,TLW,EU28	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	258 	: 	: 	: 	: 	: 	: 	: 	: 
SCK,51_NK,TLW,UK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	258 	: 	: 	: 	: 	: 	: 	: 	: 
SCO,51,TLW,EU27_2020	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.01 	: 	: 	: 	: 
SCO,51,TLW,EU28	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.01 	: 	: 	: 	: 
SCO,51,TLW,PT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.01 	: 	: 	: 	: 
SCO,51_NK,TLW,EU27_2020	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.01 	: 	: 	: 	: 
SCO,51_NK,TLW,EU28	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.01 	: 	: 	: 	: 
SCO,51_NK,TLW,PT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.01 	: 	: 	: 	: 
SCS,51,TLW,EU27_2020	0.01 p	: 	: 	: 	: 	: 	: 	: 	0.16 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
