species,fishreg,unit,geo\time	2018 	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 
DCP,37_1_3,TLW,FR	: 	: 	: 	: 	: 	: 	0.09 	0.4 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DCP,37_1_3,TLW,PT	: 	: 	: 	: 	: 	: 	0.095 	: 	10 	3 	0.01 	: 	: 	: 	: 	: 	: 	: 	: 
DCP,37_2,TLW,EL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	67 	63 
DCP,37_2,TLW,ES	: 	: 	: 	: 	2.4 	3.42 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DCP,37_2,TLW,EU28	: 	: 	: 	: 	2.4 	3.42 	9.8314 	: 	70 	54 	30 	: 	32.1 	30 	26 	37 	29 	103 	86 
DCP,37_2,TLW,MT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	32.1 	30 	26 	37 	29 	36 	23 
DCP,37_2,TLW,PT	: 	: 	: 	: 	: 	: 	9.8314 	: 	70 	54 	30 	: 	: 	: 	: 	: 	: 	: 	: 
DCP,37_2_1,TLW,ES	: 	: 	: 	: 	2.4 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DCP,37_2_1,TLW,EU28	: 	: 	: 	: 	2.4 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DCP,37_2_2,TLW,EL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	67 	63 
DCP,37_2_2,TLW,ES	: 	: 	: 	: 	: 	3.42 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DCP,37_2_2,TLW,EU28	: 	: 	: 	: 	: 	3.42 	9.8314 	: 	70 	54 	30 	: 	32.1 	30 	26 	37 	29 	103 	86 
DCP,37_2_2,TLW,MT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	32.1 	30 	26 	37 	29 	36 	23 
DCP,37_2_2,TLW,PT	: 	: 	: 	: 	: 	: 	9.8314 	: 	70 	54 	30 	: 	: 	: 	: 	: 	: 	: 	: 
DCP,37_3,TLW,CY	: 	: 	: 	: 	: 	0.1 	2.8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DCP,37_3,TLW,EL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	777 	1022 
DCP,37_3,TLW,ES	: 	: 	: 	: 	: 	: 	0.03 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DCP,37_3,TLW,EU28	: 	: 	: 	: 	: 	0.1 	2.83 	: 	: 	0.01 	2 	: 	: 	: 	: 	: 	: 	777 	1022 
DCP,37_3,TLW,PT	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.01 	2 	: 	: 	: 	: 	: 	: 	: 	: 
DCP,37_3,TLW,TR	910.6 	1618.5 e	1815.4 	1431.9 	1120 	1211.5 	1514.8 	1037.5 	1254 	1096 	1587 	780 	1472 	2797 	1692 	1923 	1282 	580 	343 
DCP,37_3_1,TLW,EL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	777 	1022 
DCP,37_3_1,TLW,EU28	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.01 	: 	: 	: 	: 	: 	: 	: 	777 	1022 
DCP,37_3_1,TLW,PT	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.01 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DCP,37_3_1,TLW,TR	56.5 	803.2 e	1053.2 	953.1 	582.1 	421.8 	640.6 	185.8 	184 	208 	225 	148 	995 	1837 	966 	1098 	732 	366 	210 
DCP,37_3_2,TLW,CY	: 	: 	: 	: 	: 	0.1 	2.8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DCP,37_3_2,TLW,ES	: 	: 	: 	: 	: 	: 	0.03 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DCP,37_3_2,TLW,EU28	: 	: 	: 	: 	: 	0.1 	2.83 	: 	: 	: 	2 	: 	: 	: 	: 	: 	: 	: 	: 
DCP,37_3_2,TLW,PT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2 	: 	: 	: 	: 	: 	: 	: 	: 
DCP,37_3_2,TLW,TR	854.1 	815.3 e	762.2 	478.8 	537.9 	789.7 	874.2 	851.7 	1070 	888 	1362 	632 	477 	960 	726 	825 	550 	214 	133 
DCP,37_4,TLW,BG	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.2 	0.01 	0.01 	1 	0.01 	: 
DCP,37_4,TLW,EU28	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.2 	0.01 	0.01 	1 	0.01 	: 
DCP,37_4,TLW,TR	193.2 	547 e	623.6 	520.2 	522.6 	841.8 	1538.9 	1608 	1087 	1003 	9 	4 	2384 	3542 	3587 	4077 	2718 	2420 	1657 
DCP,37_4_1,TLW,TR	193.2 	547 e	623.1 	511.1 	522.6 	840.4 	1538.9 	1608 	1087 	1001 	9 	4 	2384 	3542 	3571 	4059 	2706 	2357 	1655 
DCP,37_4_2,TLW,BG	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.2 	0.01 	0.01 	1 	0.01 	: 
DCP,37_4_2,TLW,EU28	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.2 	0.01 	0.01 	1 	0.01 	: 
DCP,37_4_2,TLW,TR	: 	: 	0.5 	9.1 	: 	1.4 	: 	: 	: 	2 	: 	: 	: 	0 	16 	18 	12 	63 	2 
DCP,37_NK,TLW,ES	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	33 	0 	0 
DCP,37_NK,TLW,EU28	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	33 	0 	0 
DCP,37_NK,TLW,TR	: 	: 	: 	: 	: 	: 	: 	: 	2341 	2099 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DEC,37,TLW,CY	: 	1.762 	2.4 	2.75 	4.1369 	3.6 	9.7537 	5.5 	10.8 	7.2 	12.3 	5.9 	8.5 	10.4 	12 	16 	16 	19 	18 
DEC,37,TLW,EL	275.88 p	281.28 	257.02 	138.55 	190.37 	175.55 	173.8 	226.26 	278.56 	261.42 	237.85 	257.58 	233.7 	251.3 	253.29 	257.1 	169.44 	163 	230 
DEC,37,TLW,ES	: 	86.49 	85.04 	101.05 	79.73 	81.98 	: 	: 	: 	: 	: 	: 	: 	: 	: 	53 	44 	56 	265 
DEC,37,TLW,EU28	: 	502.27 	556.4561 	455.7288 	485.9486 	517.3595 	372.5084 	458.66 	514.96 	487.02 	445.56 	565.58 	474.51 	269.3 	505.3 	594.1 	445.45 	451 	880 
DEC,37,TLW,FR	: 	7.486 	10.727 	8.87 	12.69 	19.36 	9.1 	37.45 	19.6 	13.2 	0.6 	1 	0.01 	0.4 	1 	0 	0.01 	1 	2 
DEC,37,TLW,HR	: 	18.94 	19.5811 	19.5498 	19.0837 	19.97 	15.83 	21.41 	19.6 	16.3 	: 	13 	12 	6 	6 	16 	7 	10 	55 
DEC,37,TLW,IT	: 	101.4 	176.5 	179.2 	176.5 	210.4 	157.1 	165.9 	186.4 	188.9 	194.8 	288.1 	219 	: 	232 	251 	207 	201 	309 
DEC,37,TLW,MT	: 	4.92 	5.188 	5.759 	3.438 	6.4995 	6.9247 	2.14 	: 	: 	0.01 	: 	1.3 	1 	1 	1 	2 	1 	1 
DEC,37,TLW,SI	0 n	0 n	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0.2 	0.01 	: 	: 	: 	: 
DEC,37,TLW,TR	69.4 	47.2 e	53.9 	58.9 	55 	60.3 	81.2 	82.8 	340 	330 	146 	106 	242 	136 	106 	90 	79 	60 	100 
DEC,37_1,TLW,ES	: 	86.49 	85.04 	101.05 	79.73 	81.92 	: 	: 	: 	: 	: 	: 	: 	: 	: 	53 	44 	56 	265 
DEC,37_1,TLW,EU28	: 	168.776 	192.267 	198.42 	193.7 	224.68 	90.4 	134.45 	141.4 	137.8 	114 	172.9 	117.01 	0.4 	202 	256 	224.01 	164 	410 
DEC,37_1,TLW,FR	: 	7.486 	10.727 	8.87 	12.67 	19.36 	9.1 	37.45 	19.6 	13.2 	0.6 	1 	0.01 	0.4 	1 	0 	0.01 	1 	2 
DEC,37_1,TLW,IT	: 	74.8 	96.5 	88.5 	101.3 	123.4 	81.3 	97 	121.8 	124.6 	113.4 	171.9 	117 	: 	201 	203 	180 	107 	143 
DEC,37_1_1,TLW,ES	: 	85.93 	84.65 	100.44 	79.37 	81.6 	: 	: 	: 	: 	: 	: 	: 	: 	: 	52 	42 	55 	217 
DEC,37_1_1,TLW,EU28	: 	85.93 	84.65 	100.44 	79.37 	81.6 	: 	: 	: 	: 	: 	: 	: 	: 	: 	52 	42 	55 	217 
DEC,37_1_2,TLW,ES	: 	0.56 	0.39 	0.61 	0.36 	0.31 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1 	2 	1 	48 
DEC,37_1_2,TLW,EU28	: 	4.12 	2.663 	3.15 	3.13 	3.72 	2.16 	3.1 	13.9 	1.8 	0.6 	1 	0.01 	0.4 	: 	1 	2 	1 	49 
DEC,37_1_2,TLW,FR	: 	3.56 	2.273 	2.54 	2.77 	3.41 	2.16 	3.1 	13.9 	1.8 	0.6 	1 	0.01 	0.4 	: 	0 	0 	0 	1 
DEC,37_1_3,TLW,ES	: 	: 	: 	: 	: 	0.01 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DEC,37_1_3,TLW,EU28	: 	78.726 	104.954 	94.83 	111.2 	139.36 	88.24 	131.35 	127.5 	136 	113.4 	171.9 	117 	: 	202 	203 	180.01 	108 	144 
DEC,37_1_3,TLW,FR	: 	3.926 	8.454 	6.33 	9.9 	15.95 	6.94 	34.35 	5.7 	11.4 	: 	: 	: 	: 	1 	0 	0.01 	1 	1 
DEC,37_1_3,TLW,IT	: 	74.8 	96.5 	88.5 	101.3 	123.4 	81.3 	97 	121.8 	124.6 	113.4 	171.9 	117 	: 	201 	203 	180 	107 	143 
DEC,37_2,TLW,CY	: 	: 	: 	0.05 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DEC,37_2,TLW,EL	60.09 p	69.28 	45.14 	25.08 	67.5 	43.48 	36.45 	36.34 	44.96 	44.49 	39.76 	43.49 	37.76 	34.91 	30.53 	57.12 	38.63 	50 	41 
DEC,37_2,TLW,EU28	: 	119.732 	149.9091 	141.1388 	165.2417 	156.9495 	135.0047 	128.79 	129.16 	125.09 	121.17 	172.69 	153.06 	42.11 	68.54 	122.12 	74.63 	155 	263 
DEC,37_2,TLW,FR	: 	: 	: 	: 	0.02 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DEC,37_2,TLW,HR	: 	18.94 	19.5811 	19.5498 	19.0837 	19.97 	15.83 	21.41 	19.6 	16.3 	: 	13 	12 	6 	6 	16 	7 	10 	55 
DEC,37_2,TLW,IT	: 	26.6 	80 	90.7 	75.2 	87 	75.8 	68.9 	64.6 	64.3 	81.4 	116.2 	102 	: 	31 	48 	27 	94 	166 
DEC,37_2,TLW,MT	: 	4.92 	5.188 	5.759 	3.438 	6.4995 	6.9247 	2.14 	: 	: 	0.01 	: 	1.3 	1 	1 	1 	2 	1 	1 
DEC,37_2,TLW,SI	0 n	0 n	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0.2 	0.01 	: 	: 	: 	: 
DEC,37_2_1,TLW,EU28	: 	19.735 	19.9811 	20.6498 	19.1837 	20.17 	15.93 	22.11 	19.9 	17.4 	0.6 	14.3 	13 	6.2 	8.01 	20 	11 	11 	62 
DEC,37_2_1,TLW,HR	: 	18.94 	19.5811 	19.5498 	19.0837 	19.97 	15.83 	21.41 	19.6 	16.3 	: 	13 	12 	6 	6 	16 	7 	10 	55 
DEC,37_2_1,TLW,IT	: 	0.8 	0.4 	1.1 	0.1 	0.2 	0.1 	0.7 	0.3 	1.1 	0.6 	1.3 	1 	: 	2 	4 	4 	1 	7 
DEC,37_2_1,TLW,SI	0 n	0 n	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0.2 	0.01 	: 	: 	: 	: 
DEC,37_2_2,TLW,CY	: 	: 	: 	0.05 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DEC,37_2_2,TLW,EL	60.09 p	69.28 	45.14 	25.08 	67.5 	43.48 	36.45 	36.34 	44.96 	44.49 	39.76 	43.49 	37.76 	34.91 	30.53 	57.12 	38.63 	50 	41 
DEC,37_2_2,TLW,EU28	: 	99.997 	129.928 	120.489 	146.058 	136.7795 	119.0747 	106.68 	109.26 	107.69 	120.57 	158.39 	140.06 	35.91 	60.53 	102.12 	63.63 	144 	201 
DEC,37_2_2,TLW,FR	: 	: 	: 	: 	0.02 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DEC,37_2_2,TLW,IT	: 	25.8 	79.6 	89.6 	75.1 	86.8 	75.7 	68.2 	64.3 	63.2 	80.8 	114.9 	101 	: 	29 	44 	23 	93 	159 
DEC,37_2_2,TLW,MT	: 	4.92 	5.188 	5.759 	3.438 	6.4995 	6.9247 	2.14 	: 	: 	0.01 	: 	1.3 	1 	1 	1 	2 	1 	1 
DEC,37_3,TLW,CY	: 	1.762 	2.4 	2.7 	4.1369 	3.6 	9.7537 	5.5 	10.8 	7.2 	12.3 	5.9 	8.5 	10.4 	12 	16 	16 	19 	18 
DEC,37_3,TLW,EL	215.79 p	212 	211.88 	113.47 	122.87 	132.07 	137.35 	189.92 	233.6 	216.93 	198.09 	214.09 	195.94 	216.39 	222.76 	199.98 	130.81 	113 	189 
DEC,37_3,TLW,ES	: 	: 	: 	: 	: 	0.06 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DEC,37_3,TLW,EU28	: 	213.762 	214.28 	116.17 	127.0069 	135.73 	147.1037 	195.42 	244.4 	224.13 	210.39 	219.99 	204.44 	226.79 	234.76 	215.98 	146.81 	132 	207 
DEC,37_3,TLW,TR	69 	46.8 e	52.8 	57.4 	54.9 	60 	79.6 	82.2 	167 	157 	138 	101 	216 	136 	106 	90 	79 	58 	97 
DEC,37_3_1,TLW,EL	215.79 p	212 	211.88 	113.47 	122.87 	132.07 	137.35 	189.92 	233.6 	216.93 	198.09 	214.09 	195.94 	216.39 	222.76 	199.98 	130.81 	113 	189 
DEC,37_3_1,TLW,EU28	: 	212 	211.88 	113.47 	122.87 	132.07 	137.35 	189.92 	233.6 	216.93 	198.09 	214.09 	195.94 	216.39 	222.76 	199.98 	130.81 	113 	189 
DEC,37_3_1,TLW,TR	64.3 	43 e	48 	53.9 	51.4 	53.7 	70.2 	58.9 	122 	93 	81 	73 	199 	108 	77 	65 	57 	47 	78 
DEC,37_3_2,TLW,CY	: 	1.762 	2.4 	2.7 	4.1369 	3.6 	9.7537 	5.5 	10.8 	7.2 	12.3 	5.9 	8.5 	10.4 	12 	16 	16 	19 	18 
DEC,37_3_2,TLW,ES	: 	: 	: 	: 	: 	0.06 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DEC,37_3_2,TLW,EU28	: 	1.762 	2.4 	2.7 	4.1369 	3.66 	9.7537 	5.5 	10.8 	7.2 	12.3 	5.9 	8.5 	10.4 	12 	16 	16 	19 	18 
DEC,37_3_2,TLW,TR	4.7 	3.8 e	4.8 	3.5 	3.5 	6.3 	9.4 	23.3 	45 	64 	57 	28 	17 	28 	29 	25 	22 	11 	19 
DEC,37_4,TLW,TR	0.4 	0.4 e	1.1 	1.5 	0.1 	0.3 	1.6 	0.6 	3 	8 	8 	5 	26 	0 	0 	0 	0 	2 	3 
DEC,37_4_1,TLW,TR	0.4 	0.4 e	1.1 	1.5 	0.1 	0.3 	1.6 	0.6 	3 	8 	8 	5 	26 	0 	0 	0 	0 	2 	3 
DEC,37_4_2,TLW,TR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 
DEC,37_NK,TLW,TR	: 	: 	: 	: 	: 	: 	: 	: 	170 	165 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DEL,37,TLW,EL	332.53 p	361.58 	346.99 	283.4 	415.97 	424.26 	373.34 	501.49 	566.44 	466.9 	445.63 	615.03 	550.2 	456.35 	484.77 	356.86 	347.39 	318 	378 
DEL,37,TLW,ES	: 	0.73 	1.42 	1.06 	0.33 	0.05 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 
DEL,37,TLW,EU28	: 	362.31 	348.41 	284.46 	416.3 	424.31 	373.34 	501.49 	566.44 	466.9 	445.63 	615.03 	550.2 	456.35 	484.77 	356.86 	347.39 	318 	378 
DEL,37,TLW,TR	8.2 	9.4 e	32.9 	27.5 	19.3 	33.7 	55.1 	53.6 	182 	196 	143 	97 	: 	: 	: 	: 	: 	: 	: 
DEL,37_1,TLW,ES	: 	0.73 	1.42 	1.06 	0.33 	0.05 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 
DEL,37_1,TLW,EU28	: 	0.73 	1.42 	1.06 	0.33 	0.05 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 
DEL,37_1_1,TLW,ES	: 	0.73 	1.42 	1.06 	0.33 	0.05 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 
DEL,37_1_1,TLW,EU28	: 	0.73 	1.42 	1.06 	0.33 	0.05 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 
DEL,37_2,TLW,EL	47.7 p	56.31 	32.72 	17.48 	30.83 	35.57 	36.66 	46.89 	56.92 	55.21 	63.9 	102.33 	79.97 	62.49 	39.58 	25.56 	31.16 	59 	83 
DEL,37_2,TLW,EU28	: 	56.31 	32.72 	17.48 	30.83 	35.57 	36.66 	46.89 	56.92 	55.21 	63.9 	102.33 	79.97 	62.49 	39.58 	25.56 	31.16 	59 	83 
DEL,37_2_2,TLW,EL	47.7 p	56.31 	32.72 	17.48 	30.83 	35.57 	36.66 	46.89 	56.92 	55.21 	63.9 	102.33 	79.97 	62.49 	39.58 	25.56 	31.16 	59 	83 
DEL,37_2_2,TLW,EU28	: 	56.31 	32.72 	17.48 	30.83 	35.57 	36.66 	46.89 	56.92 	55.21 	63.9 	102.33 	79.97 	62.49 	39.58 	25.56 	31.16 	59 	83 
DEL,37_3,TLW,EL	284.83 p	305.27 	314.27 	265.92 	385.14 	388.69 	336.68 	454.6 	509.52 	411.69 	381.73 	512.7 	470.23 	393.86 	445.19 	331.3 	316.23 	259 	295 
DEL,37_3,TLW,EU28	: 	305.27 	314.27 	265.92 	385.14 	388.69 	336.68 	454.6 	509.52 	411.69 	381.73 	512.7 	470.23 	393.86 	445.19 	331.3 	316.23 	259 	295 
DEL,37_3,TLW,TR	8.2 	9.3 e	32.9 	27.1 	18.4 	33.7 	55.1 	53.6 	91 	89 	143 	96 	: 	: 	: 	: 	: 	: 	: 
DEL,37_3_1,TLW,EL	284.83 p	305.27 	314.27 	265.92 	385.14 	388.69 	336.68 	454.6 	509.52 	411.69 	381.73 	512.7 	470.23 	393.86 	445.19 	331.3 	316.23 	259 	295 
DEL,37_3_1,TLW,EU28	: 	305.27 	314.27 	265.92 	385.14 	388.69 	336.68 	454.6 	509.52 	411.69 	381.73 	512.7 	470.23 	393.86 	445.19 	331.3 	316.23 	259 	295 
DEL,37_3_1,TLW,TR	7.9 	6.4 e	20.6 	5.9 	13.8 	26.2 	44.2 	24 	50 	37 	63 	66 	: 	: 	: 	: 	: 	: 	: 
DEL,37_3_2,TLW,TR	0.3 	2.9 e	12.3 	21.2 	4.6 	7.5 	10.9 	29.6 	41 	52 	80 	30 	: 	: 	: 	: 	: 	: 	: 
DEL,37_4,TLW,TR	: 	0.1 e	: 	0.4 	0.9 	: 	: 	: 	: 	9 	: 	1 	: 	: 	: 	: 	: 	: 	: 
DEL,37_4_1,TLW,TR	: 	0.1 e	: 	: 	: 	: 	: 	: 	: 	4 	: 	1 	: 	: 	: 	: 	: 	: 	: 
DEL,37_4_2,TLW,TR	: 	: 	: 	0.4 	0.9 	: 	: 	: 	: 	5 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DEL,37_NK,TLW,TR	: 	: 	: 	: 	: 	: 	: 	: 	91 	98 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DEM,37,TLW,ES	: 	0.09 	0.11 	0.21 	0.08 	6.89 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DEM,37,TLW,EU28	: 	0.09 	0.11 	0.21 	0.08 	6.89 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DEM,37_1,TLW,ES	: 	0.09 	0.11 	0.21 	0.08 	6.89 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DEM,37_1,TLW,EU28	: 	0.09 	0.11 	0.21 	0.08 	6.89 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DEM,37_1_1,TLW,ES	: 	0.09 	0.11 	0.21 	0.08 	6.89 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DEM,37_1_1,TLW,EU28	: 	0.09 	0.11 	0.21 	0.08 	6.89 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DEP,37,TLW,ES	: 	0.59 	0.34 	1.02 	0.34 	1.05 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DEP,37,TLW,EU28	: 	1.577 	2.2375 	3.9071 	1.9399 	1.97 	1.633 	0.7 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DEP,37,TLW,HR	: 	0.72 	1.8755 	2.8711 	1.5999 	0.92 	1.61 	0.67 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DEP,37,TLW,MT	: 	0.27 	0.022 	0.016 	: 	: 	0.023 	0.03 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DEP,37_1,TLW,ES	: 	0.59 	0.34 	1.02 	0.34 	1.05 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DEP,37_1,TLW,EU28	: 	0.59 	0.34 	1.02 	0.34 	1.05 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DEP,37_1_1,TLW,ES	: 	0.59 	0.34 	1.02 	0.34 	1.05 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DEP,37_1_1,TLW,EU28	: 	0.59 	0.34 	1.02 	0.34 	1.05 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DEP,37_2,TLW,EU28	: 	0.987 	1.8975 	2.8871 	1.5999 	0.92 	1.633 	0.7 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DEP,37_2,TLW,HR	: 	0.72 	1.8755 	2.8711 	1.5999 	0.92 	1.61 	0.67 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DEP,37_2,TLW,MT	: 	0.27 	0.022 	0.016 	: 	: 	0.023 	0.03 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DEP,37_2_1,TLW,EU28	: 	0.715 	1.8755 	2.8711 	1.5999 	0.92 	1.61 	0.67 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DEP,37_2_1,TLW,HR	: 	0.72 	1.8755 	2.8711 	1.5999 	0.92 	1.61 	0.67 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DEP,37_2_2,TLW,EU28	: 	0.272 	0.022 	0.016 	: 	: 	0.023 	0.03 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DEP,37_2_2,TLW,MT	: 	0.27 	0.022 	0.016 	: 	: 	0.023 	0.03 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DEQ,37,TLW,ES	: 	0 	: 	0 	: 	0.1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DEQ,37,TLW,EU28	: 	0 	: 	0 	: 	0.1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DEQ,37_1,TLW,ES	: 	0 	: 	0 	: 	0.1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DEQ,37_1,TLW,EU28	: 	0 	: 	0 	: 	0.1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DEQ,37_1_1,TLW,ES	: 	0 	: 	0 	: 	0.1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DEQ,37_1_1,TLW,EU28	: 	0 	: 	0 	: 	0.1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DEX,37,TLW,ES	: 	6.92 	8.05 	12.04 	3.64 	2.88 	92.94 	111.12 	123.31 	116.9 	106.01 	87 	73.3 	62 	69.9 	: 	: 	: 	: 
DEX,37,TLW,EU28	: 	6.92 	8.05 	12.04 	3.64 	2.88 	92.94 	111.12 	130.01 	121.2 	110.01 	91.7 	73.3 	62 	69.9 	: 	: 	: 	: 
DEX,37,TLW,MT	: 	: 	: 	: 	: 	: 	: 	: 	6.7 	4.3 	4 	4.7 	: 	: 	: 	: 	: 	: 	: 
DEX,37_1,TLW,ES	: 	6.92 	8.05 	12.04 	3.64 	2.88 	92.94 	111.12 	123.31 	116.9 	106.01 	87 	73.3 	62 	69.9 	: 	: 	: 	: 
DEX,37_1,TLW,EU28	: 	6.92 	8.05 	12.04 	3.64 	2.88 	92.94 	111.12 	123.31 	116.9 	106.01 	87 	73.3 	62 	69.9 	: 	: 	: 	: 
DEX,37_1_1,TLW,ES	: 	6.92 	8.05 	12.04 	3.64 	2.85 	92.51 	110.69 	122.9 	115.4 	105 	86.5 	73 	61.6 	68.8 	: 	: 	: 	: 
DEX,37_1_1,TLW,EU28	: 	6.92 	8.05 	12.04 	3.64 	2.85 	92.51 	110.69 	122.9 	115.4 	105 	86.5 	73 	61.6 	68.8 	: 	: 	: 	: 
DEX,37_1_2,TLW,ES	: 	: 	: 	: 	: 	: 	0.43 	0.43 	0.4 	0.8 	1 	0.4 	0.3 	0.4 	1.1 	: 	: 	: 	: 
DEX,37_1_2,TLW,EU28	: 	: 	: 	: 	: 	: 	0.43 	0.43 	0.4 	0.8 	1 	0.4 	0.3 	0.4 	1.1 	: 	: 	: 	: 
DEX,37_1_3,TLW,ES	: 	: 	: 	: 	: 	0.03 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DEX,37_1_3,TLW,EU28	: 	: 	: 	: 	: 	0.03 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DEX,37_1_NK,TLW,ES	: 	: 	: 	: 	: 	: 	: 	: 	0.01 	0.7 	0.01 	0.1 	: 	: 	: 	: 	: 	: 	: 
DEX,37_1_NK,TLW,EU28	: 	: 	: 	: 	: 	: 	: 	: 	0.01 	0.7 	0.01 	0.1 	: 	: 	: 	: 	: 	: 	: 
