species,fishreg,unit,geo\time	2018 	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 
CDX,41_1,TLW,EU28	: 	0.763 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CDX,41_1,TLW,FR	: 	0.763 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CDX,41_1_1,TLW,EU28	: 	0.763 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CDX,41_1_1,TLW,FR	: 	0.763 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CDX,41_NK,TLW,ES	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	8 	0.01 	0 
CDX,41_NK,TLW,EU28	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	8 	0.01 	0 
CEN,41,TLW,ES	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.01 	: 
CEN,41,TLW,EU28	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.01 	: 
CEN,41_NK,TLW,ES	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.01 	: 
CEN,41_NK,TLW,EU28	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.01 	: 
CEX,41,TLW,EU28	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	98.2 	88.7 	: 
CEX,41,TLW,PT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	98.2 	88.7 	: 
CEX,41_3,TLW,EU28	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	36.4 	88.7 	: 
CEX,41_3,TLW,PT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	36.4 	88.7 	: 
CEX,41_3_1,TLW,EU28	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	36.4 	88.7 	: 
CEX,41_3_1,TLW,PT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	36.4 	88.7 	: 
CEX,41_NK,TLW,EU28	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	61.8 	: 	: 
CEX,41_NK,TLW,PT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	61.8 	: 	: 
CGX,41,TLW,EU28	: 	1.258 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CGX,41,TLW,FR	: 	1.258 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CGX,41_1,TLW,EU28	: 	1.258 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CGX,41_1,TLW,FR	: 	1.258 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CGX,41_1_1,TLW,EU28	: 	1.258 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CGX,41_1_1,TLW,FR	: 	1.258 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CLX,41,TLW,ES	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 
CLX,41,TLW,EU28	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 
CLX,41_NK,TLW,ES	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 
CLX,41_NK,TLW,EU28	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 
COS,41,TLW,ES	: 	: 	: 	42.25 	119.72 	6.23 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
COS,41,TLW,EU28	: 	: 	: 	42.25 	119.72 	6.23 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
COS,41_3,TLW,ES	: 	: 	: 	42.25 	119.72 	6.23 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
COS,41_3,TLW,EU28	: 	: 	: 	42.25 	119.72 	6.23 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
COS,41_3_1,TLW,ES	: 	: 	: 	40.73 	119.72 	6.23 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
COS,41_3_1,TLW,EU28	: 	: 	: 	40.73 	119.72 	6.23 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
COS,41_3_2,TLW,ES	: 	: 	: 	1.52 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
COS,41_3_2,TLW,EU28	: 	: 	: 	1.52 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
COU,41,TLW,EU28	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.1 	: 	: 
COU,41,TLW,PT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.1 	: 	: 
COU,41_2,TLW,EU28	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.1 	: 	: 
COU,41_2,TLW,PT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.1 	: 	: 
COU,41_2_4,TLW,EU28	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.1 	: 	: 
COU,41_2_4,TLW,PT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.1 	: 	: 
CQF,41,TLW,ES	: 	231.13 	163.84 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CQF,41,TLW,EU28	: 	231.13 	163.84 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CQF,41_3,TLW,ES	: 	231.13 	163.84 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CQF,41_3,TLW,EU28	: 	231.13 	163.84 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CQF,41_3_2,TLW,ES	: 	231.13 	163.84 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CQF,41_3_2,TLW,EU28	: 	231.13 	163.84 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CRA,41,TLW,ES	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.7 	: 	7 	: 	0 
CRA,41,TLW,EU28	: 	0.019 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0.7 	138.9 	367.1 	36.2 	0 
CRA,41,TLW,FR	: 	0.019 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CRA,41,TLW,PT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 
CRA,41,TLW,UK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	138.9 	360.1 	36.2 	0 
CRA,41_1,TLW,ES	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.7 	: 	: 	: 	: 
CRA,41_1,TLW,EU28	: 	0.019 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.7 	: 	: 	: 	: 
CRA,41_1,TLW,FR	: 	0.019 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CRA,41_1_1,TLW,EU28	: 	0.019 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CRA,41_1_1,TLW,FR	: 	0.019 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CRA,41_1_2,TLW,ES	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.4 	: 	: 	: 	: 
CRA,41_1_2,TLW,EU28	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.4 	: 	: 	: 	: 
CRA,41_1_4,TLW,ES	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.3 	: 	: 	: 	: 
CRA,41_1_4,TLW,EU28	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.3 	: 	: 	: 	: 
CRA,41_2,TLW,ES	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	7 	: 	: 
CRA,41_2,TLW,EU28	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	7 	: 	: 
CRA,41_2_1,TLW,ES	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	6 	: 	: 
CRA,41_2_1,TLW,EU28	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	6 	: 	: 
CRA,41_2_2,TLW,ES	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1 	: 	: 
CRA,41_2_2,TLW,EU28	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1 	: 	: 
CRA,41_3,TLW,EU28	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	360.1 	36.2 	: 
CRA,41_3,TLW,UK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	360.1 	36.2 	: 
CRA,41_3_2,TLW,EU28	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	360.1 	36.2 	: 
CRA,41_3_2,TLW,UK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	360.1 	36.2 	: 
CRA,41_NK,TLW,ES	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 
CRA,41_NK,TLW,EU28	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	138.9 	0 	0 	0 
CRA,41_NK,TLW,PT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 
CRA,41_NK,TLW,UK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	138.9 	0 	0 	0 
CRR,41,TLW,EU28	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	556.5 	443.9 	0 	1192.7 	417.5 	596.4 	: 
CRR,41,TLW,UK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	556.5 	443.9 	0 	1192.7 	417.5 	596.4 	: 
CRR,41_3,TLW,EU28	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	417.5 	596.4 	: 
CRR,41_3,TLW,UK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	417.5 	596.4 	: 
CRR,41_3_2,TLW,EU28	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	417.5 	596.4 	: 
CRR,41_3_2,TLW,UK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	417.5 	596.4 	: 
CRR,41_NK,TLW,EU28	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	556.5 	443.9 	0 	1192.7 	0 	0 	: 
CRR,41_NK,TLW,UK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	556.5 	443.9 	0 	1192.7 	0 	0 	: 
CRS,41,TLW,EU28	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3.01 	0.02 	: 	: 	: 	: 
CRS,41,TLW,PT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3.01 	0.02 	: 	: 	: 	: 
CRS,41_1,TLW,EU28	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1 	0.01 	: 	: 	: 	: 
CRS,41_1,TLW,PT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1 	0.01 	: 	: 	: 	: 
CRS,41_1_4,TLW,EU28	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1 	0.01 	: 	: 	: 	: 
CRS,41_1_4,TLW,PT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1 	0.01 	: 	: 	: 	: 
CRS,41_2,TLW,EU28	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2.01 	0.01 	: 	: 	: 	: 
CRS,41_2,TLW,PT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2.01 	0.01 	: 	: 	: 	: 
CRS,41_2_1,TLW,EU28	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2 	0.01 	: 	: 	: 	: 
CRS,41_2_1,TLW,PT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2 	0.01 	: 	: 	: 	: 
CRS,41_2_4,TLW,EU28	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.01 	: 	: 	: 	: 	: 
CRS,41_2_4,TLW,PT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.01 	: 	: 	: 	: 	: 
CRU,41,TLW,ES	: 	: 	: 	: 	: 	: 	: 	2226.15 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CRU,41,TLW,EU28	: 	: 	: 	: 	: 	: 	: 	2226.15 	: 	: 	: 	: 	: 	: 	1 	: 	: 	: 	0 
CRU,41,TLW,PT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1 	: 	: 	: 	0 
CRU,41_2,TLW,EU28	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1 	: 	: 	: 	: 
CRU,41_2,TLW,PT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1 	: 	: 	: 	: 
CRU,41_2_1,TLW,EU28	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1 	: 	: 	: 	: 
CRU,41_2_1,TLW,PT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1 	: 	: 	: 	: 
CRU,41_3,TLW,ES	: 	: 	: 	: 	: 	: 	: 	2226.15 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CRU,41_3,TLW,EU28	: 	: 	: 	: 	: 	: 	: 	2226.15 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CRU,41_3_2,TLW,ES	: 	: 	: 	: 	: 	: 	: 	2226.15 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CRU,41_3_2,TLW,EU28	: 	: 	: 	: 	: 	: 	: 	2226.15 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CRU,41_NK,TLW,EU28	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 
CRU,41_NK,TLW,PT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 
CUS,41,TLW,EE	: 	: 	: 	: 	: 	: 	90.163 	127.04 	144.3 	: 	: 	: 	21.5 	16.9 	26.9 	: 	: 	: 	: 
CUS,41,TLW,ES	: 	2814.54 	2410.3 	3742.08 	4740.89 	2602.57 	2123.55 	1882.81 	2759.2 	1986.2 	: 	1055.9 	: 	: 	787 	840.1 	388 	1408 	1392 
CUS,41,TLW,EU28	: 	2814.843 	2410.328 	3742.08 	4740.89 	2602.57 	2213.713 	2009.85 	2903.5 	1986.2 	21 	1055.9 	21.5 	16.9 	826.3 	850 	395.4 	1417.3 	1412 
CUS,41,TLW,FR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 
CUS,41,TLW,PT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	13 
CUS,41,TLW,UK	9.593 	0.303 	0.028 	: 	: 	: 	: 	: 	: 	: 	21 	: 	: 	0 	12.4 	9.9 	7.4 	9.3 	7 
CUS,41_1,TLW,ES	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.7 	: 	: 	: 	: 
CUS,41_1,TLW,EU28	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.7 	: 	: 	: 	: 
CUS,41_1_1,TLW,ES	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.7 	: 	: 	: 	: 
CUS,41_1_1,TLW,EU28	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.7 	: 	: 	: 	: 
CUS,41_2,TLW,ES	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4 	: 	: 
CUS,41_2,TLW,EU28	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4 	: 	: 
CUS,41_2_1,TLW,ES	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4 	: 	: 
CUS,41_2_1,TLW,EU28	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4 	: 	: 
CUS,41_3,TLW,EE	: 	: 	: 	: 	: 	: 	90.163 	127.04 	144.3 	: 	: 	: 	21.5 	16.9 	26.9 	: 	: 	: 	: 
CUS,41_3,TLW,ES	: 	2814.54 	2410.3 	3742.08 	4740.89 	2602.57 	2123.55 	1882.81 	2759.2 	1986.2 	: 	1041.1 	: 	: 	786.3 	840.1 	384 	123 	: 
CUS,41_3,TLW,EU28	: 	2814.843 	2410.328 	3742.08 	4740.89 	2602.57 	2213.713 	2009.85 	2903.5 	1986.2 	: 	1041.1 	21.5 	16.9 	813.2 	840.1 	391.4 	132.3 	: 
CUS,41_3,TLW,UK	9.593 	0.303 	0.028 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	7.4 	9.3 	: 
CUS,41_3_1,TLW,EE	: 	: 	: 	: 	: 	: 	90.163 	127.04 	144.3 	: 	: 	: 	: 	0 	17.9 	: 	: 	: 	: 
CUS,41_3_1,TLW,ES	: 	1416.88 	1032.05 	1398.99 	2202.62 	783.61 	: 	546.2 	1175.1 	740.8 	: 	426.7 	: 	: 	302 	400.1 	146 	: 	: 
CUS,41_3_1,TLW,EU28	: 	1417.047 	1032.05 	1398.99 	2202.62 	783.61 	90.163 	673.24 	1319.4 	740.8 	: 	426.7 	: 	0 	319.9 	400.1 	146 	: 	: 
CUS,41_3_1,TLW,UK	5.704 	0.167 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CUS,41_3_2,TLW,EE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	21.5 	16.9 	9 	: 	: 	: 	: 
CUS,41_3_2,TLW,ES	: 	1397.66 	1378.25 	2343.09 	2538.27 	1818.96 	574.45 	1299.53 	1584.1 	1245.4 	: 	596.5 	: 	: 	397.4 	429.4 	238 	123 	: 
CUS,41_3_2,TLW,EU28	: 	1397.796 	1378.278 	2343.09 	2538.27 	1818.96 	574.45 	1299.53 	1584.1 	1245.4 	: 	596.5 	21.5 	16.9 	406.4 	429.4 	245.4 	132.3 	: 
CUS,41_3_2,TLW,UK	3.889 	0.136 	0.028 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	7.4 	9.3 	: 
CUS,41_3_3,TLW,ES	: 	: 	: 	: 	: 	: 	1549.1 	: 	: 	: 	: 	: 	: 	: 	86.9 	10.6 	: 	: 	: 
CUS,41_3_3,TLW,EU28	: 	: 	: 	: 	: 	: 	1549.1 	: 	: 	: 	: 	: 	: 	: 	86.9 	10.6 	: 	: 	: 
CUS,41_3_NK,TLW,ES	: 	: 	: 	: 	: 	: 	: 	37.08 	: 	: 	: 	17.9 	: 	: 	: 	: 	: 	: 	: 
CUS,41_3_NK,TLW,EU28	: 	: 	: 	: 	: 	: 	: 	37.08 	: 	: 	: 	17.9 	: 	: 	: 	: 	: 	: 	: 
CUS,41_NK,TLW,ES	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	14.8 	: 	: 	: 	: 	: 	1285 	1392 
CUS,41_NK,TLW,EU28	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	21 	14.8 	: 	0 	12.4 	9.9 	0 	1285 	1412 
CUS,41_NK,TLW,FR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 
CUS,41_NK,TLW,PT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	13 
CUS,41_NK,TLW,UK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	21 	: 	: 	0 	12.4 	9.9 	0 	0 	7 
DCP,41,TLW,ES	: 	: 	: 	: 	: 	: 	: 	3.83 	: 	: 	: 	4 	: 	: 	: 	: 	0.01 	: 	0 
DCP,41,TLW,EU28	: 	35.51 	: 	: 	: 	: 	: 	129.02 	: 	: 	: 	4 	: 	: 	: 	: 	0.01 	: 	0 
DCP,41,TLW,FR	: 	35.51 	: 	: 	: 	: 	: 	125.19 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DCP,41_1,TLW,ES	: 	: 	: 	: 	: 	: 	: 	3.83 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DCP,41_1,TLW,EU28	: 	35.51 	: 	: 	: 	: 	: 	3.83 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DCP,41_1,TLW,FR	: 	35.51 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DCP,41_1_1,TLW,ES	: 	: 	: 	: 	: 	: 	: 	0.08 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DCP,41_1_1,TLW,EU28	: 	35.51 	: 	: 	: 	: 	: 	0.08 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DCP,41_1_1,TLW,FR	: 	35.51 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DCP,41_1_4,TLW,ES	: 	: 	: 	: 	: 	: 	: 	3.75 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DCP,41_1_4,TLW,EU28	: 	: 	: 	: 	: 	: 	: 	3.75 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DCP,41_2,TLW,ES	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.01 	: 	: 
DCP,41_2,TLW,EU28	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.01 	: 	: 
DCP,41_2_1,TLW,ES	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.01 	: 	: 
DCP,41_2_1,TLW,EU28	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.01 	: 	: 
DCP,41_3,TLW,ES	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4 	: 	: 	: 	: 	: 	: 	: 
DCP,41_3,TLW,EU28	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4 	: 	: 	: 	: 	: 	: 	: 
DCP,41_3_1,TLW,ES	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4 	: 	: 	: 	: 	: 	: 	: 
DCP,41_3_1,TLW,EU28	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4 	: 	: 	: 	: 	: 	: 	: 
DCP,41_NK,TLW,ES	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 
DCP,41_NK,TLW,EU28	: 	: 	: 	: 	: 	: 	: 	125.19 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 
DCP,41_NK,TLW,FR	: 	: 	: 	: 	: 	: 	: 	125.19 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DGS,41,TLW,ES	: 	14.32 	36.25 	63.81 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DGS,41,TLW,EU28	: 	14.32 	36.25 	63.81 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DGS,41_3,TLW,ES	: 	14.32 	36.25 	63.81 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DGS,41_3,TLW,EU28	: 	14.32 	36.25 	63.81 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DGS,41_3_1,TLW,ES	: 	2.23 	12.4 	5.72 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DGS,41_3_1,TLW,EU28	: 	2.23 	12.4 	5.72 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DGS,41_3_2,TLW,ES	: 	12.09 	23.85 	58.09 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DGS,41_3_2,TLW,EU28	: 	12.09 	23.85 	58.09 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DGX,41,TLW,EU28	: 	1.559 	: 	: 	: 	: 	: 	: 	: 	75.8 	109 	127 	: 	: 	: 	: 	: 	: 	: 
DGX,41,TLW,FR	: 	1.559 	: 	: 	: 	: 	: 	: 	: 	75.8 	109 	127 	: 	: 	: 	: 	: 	: 	: 
DGX,41_1,TLW,EU28	: 	1.559 	: 	: 	: 	: 	: 	: 	: 	75.8 	109 	127 	: 	: 	: 	: 	: 	: 	: 
DGX,41_1,TLW,FR	: 	1.559 	: 	: 	: 	: 	: 	: 	: 	75.8 	109 	127 	: 	: 	: 	: 	: 	: 	: 
DGX,41_1_1,TLW,EU28	: 	1.559 	: 	: 	: 	: 	: 	: 	: 	75.8 	109 	127 	: 	: 	: 	: 	: 	: 	: 
