Country of Registration;CFR;UVI;Event;Event Start Date;Event End Date;Registration Number;External marking;Name of vessel;Place of registration;IRCS;IRCS indicator;Licence indicator;VMS indicator;ERS indicator;AIS indicator;MMSI;Vessel Type;Main fishing gear;Subsidiary fishing gear 1;Subsidiary fishing gear 2;Subsidiary fishing gear 3;Subsidiary fishing gear 4;Subsidiary fishing gear 5;LOA;LBP;Tonnage GT;Other tonnage;GTs;Power of main engine;Power of auxiliary engine;Hull material;Date of entry into service;Segment;Country of importation/exportation;Type of export;Public aid;Year of construction
FIN;DEU000120400;;CHA;2005-09-26;2009-10-13;FIN-14-V;FIN-14-V;CHRISTINA JARCHAU;V;OF7544;Y;Y;Y;;;;FX;OTM;OTB;;;;;33.34;28.26;237.00;183.22;0.00;485.00;173.46;2;1983-01-01;MFL;;;PA;1983-01-01
FIN;DEU000120400;;MOD;2009-10-14;2010-12-31;FIN-14-V;FIN-14-V;CHRISTINA JARCHAU;V;OF7544;Y;Y;Y;;;;FX;OTM;OTB;;;;;33.34;28.26;260.00;183.22;23.00;485.00;173.46;2;1983-01-01;MFL;;;PA;1983-01-01
FIN;DEU000120400;;MOD;2011-01-01;2012-01-30;FIN-14-V;FIN-14-V;CHRISTINA JARCHAU;V;OF7544;Y;Y;Y;;;;FX;OTM;OTB;;;;;33.34;28.26;260.00;183.22;0.00;485.00;173.46;2;1983-01-01;MFL;;;PA;1983-01-01
FIN;DEU000120400;;MOD;2012-01-31;2013-01-08;FIN-14-V;FIN-14-V;CHRISTINA JARCHAU;V;OF7544;Y;Y;Y;;;;FX;OTM;OTB;;;;;33.34;28.26;260.00;183.22;0.00;485.00;173.46;2;1983-01-01;MFL;;;PA;1983-01-01
FIN;DEU000120400;;MOD;2013-01-09;2014-01-20;FIN-14-V;FIN-14-V;CHRISTINA JARCHAU;V;OF7544;Y;Y;Y;;;;FX;OTM;OTB;;;;;33.34;28.26;315.00;183.22;0.00;485.00;173.46;2;1983-01-01;MFL;;;PA;1983-01-01
FIN;DEU000120400;;MOD;2014-01-21;2100-12-31;FIN-14-V;FIN-14-V;CHRISTINA JARCHAU;V;OF7544;Y;Y;Y;;;;FX;OTM;OTB;;;;;33.34;28.26;319.00;183.22;0.00;683.00;173.46;2;1983-01-01;MFL;;;PA;1983-01-01
FIN;DEU001160602;;IMP;2011-04-11;2011-09-01;FIN-31613-T;FIN-31613-T;BÄRBEL;T;;N;Y;N;;;;FX;PTM;OTM;;;;;11.99;0.00;20.23;0.00;0.00;350.00;0.00;2;1998-01-01;MFL;DEU;;PA;1998-01-01
FIN;DEU001160602;;MOD;2011-09-02;2015-05-19;FIN-31613-T;FIN-31613-T;BÄRBEL;T;;N;Y;N;;;;FX;PTM;OTM;;;;;11.99;0.00;20.23;0.00;0.00;350.00;0.00;2;1998-01-01;MFL;;;PA;1998-01-01
FIN;DNK000007253;;IMP;2009-09-02;2009-12-20;FIN-158-V;FIN-158-V;DIANA;V;OJ8624;Y;Y;Y;;;;FX;OTB;OTM;;;;;18.52;18.51;71.00;0.00;0.00;262.00;12.00;1;2009-09-02;MFL;SWE;;PA;1959-01-01
FIN;DNK000007253;;MOD;2009-12-21;2010-12-31;FIN-158-V;FIN-158-V;DIANA;V;OJ8624;Y;Y;Y;;;;FX;OTB;OTM;;;;;18.52;18.51;71.00;0.00;0.00;308.00;12.00;1;2009-09-02;MFL;;;PA;1959-01-01
