Country of Registration;CFR;UVI;Event;Event Start Date;Event End Date;Registration Number;External marking;Name of vessel;Place of registration;IRCS;IRCS indicator;Licence indicator;VMS indicator;ERS indicator;AIS indicator;MMSI;Vessel Type;Main fishing gear;Subsidiary fishing gear 1;Subsidiary fishing gear 2;Subsidiary fishing gear 3;Subsidiary fishing gear 4;Subsidiary fishing gear 5;LOA;LBP;Tonnage GT;Other tonnage;GTs;Power of main engine;Power of auxiliary engine;Hull material;Date of entry into service;Segment;Country of importation/exportation;Type of export;Public aid;Year of construction
SWE;BEL013491989;;IMP;1998-02-17;1998-12-04;SIRW;SG76;NETANYA;365;SIRW;Y;Y;N;;;;FX;GND;LLD;;;;;16.55;0.00;68.00;0.00;0.00;315.00;0.00;2;1998-02-17;4M4;GBR;;PA;1989-01-01
SWE;BEL013491989;;MOD;1998-12-05;1998-12-30;SIRW;SG76;NETANYA;365;SIRW;Y;N;N;;;;FX;GND;LLD;;;;;16.55;0.00;68.00;0.00;0.00;315.00;0.00;2;1998-02-17;4M4;;;PA;1989-01-01
SWE;DEU000130630;;IMP;2015-03-16;2015-07-12;SFD2268;VY21;AXELIA;326;SFD2268;Y;Y;N;;;;FX;OTM;GNS;;;;;11.89;0.00;19.40;0.00;0.00;174.00;50.00;3;2015-03-12;MFL;DEU;;PA;2000-01-01
SWE;DEU000130630;;MOD;2015-07-13;2016-10-16;SFD2268;VY21;AXELIA;326;SFD2268;Y;Y;N;;;;FX;OTM;OTB;;;;;11.89;0.00;19.40;0.00;0.00;174.00;50.00;3;2015-03-12;MFL;;;PA;2000-01-01
SWE;DEU000130630;;MOD;2016-10-17;2017-03-01;SFD2268;VY21;AXELIA;326;SFD2268;Y;Y;N;;;;FX;OTM;OTB;;;;;11.89;0.00;19.40;0.00;0.00;174.00;50.00;3;2015-03-12;MFL;;;PA;2000-01-01
SWE;DEU000130630;;MOD;2017-03-02;2100-12-31;SFD2268;VY21;AXELIA;326;SFD2268;Y;Y;N;;;;FX;OTM;OTB;;;;;11.89;0.00;19.40;0.00;0.00;174.00;50.00;3;2015-03-12;MFL;;;PA;2000-01-01
SWE;DNK000001225;;IMP;1996-07-01;1996-12-31;SFC5005;KA124;SOFIE;358;SFC5005;Y;Y;N;;;;FX;GNS;GNS;;;;;6.66;0.00;1.33;0.00;0.00;20.59;0.00;3;1996-07-01;F31;DNK;;PA;1979-01-01
SWE;DNK000001225;;MOD;1997-01-01;1997-12-22;SFC5005;KA124;SOFIE;358;SFC5005;Y;Y;N;;;;FX;GNS;GNS;;;;;6.66;0.00;1.33;0.00;0.00;20.59;0.00;3;1996-07-01;4M1;;;PA;1979-01-01
SWE;DNK000001439;;IMP;2015-12-17;2016-02-07;SFD2362;LL467;GULLBRIS;662;SFD2362;Y;Y;N;;;;FX;OTB;OTB;;;;;10.30;0.00;8.75;0.00;0.00;81.00;0.00;1;2015-12-09;MFL;DNK;;PA;1958-01-01
SWE;DNK000001439;;MOD;2016-02-08;2100-12-31;SFD2362;LL467;GULLBRIS;662;SFD2362;Y;Y;N;;;;FX;OTB;OTB;;;;;10.30;0.00;8.75;0.00;0.00;81.00;0.00;1;2015-12-09;MFL;;;PA;1958-01-01
