Country of Registration,CFR,UVI,Event,Event Start Date,Event End Date,Registration Number,External marking,Name of vessel,Place of registration,IRCS,IRCS indicator,Licence indicator,VMS indicator,ERS indicator,AIS indicator,MMSI,Vessel Type,Main fishing gear,Subsidiary fishing gear 1,Subsidiary fishing gear 2,Subsidiary fishing gear 3,Subsidiary fishing gear 4,Subsidiary fishing gear 5,LOA,LBP,Tonnage GT,Other tonnage,GTs,Power of main engine,Power of auxiliary engine,Hull material,Date of entry into service,Segment,Country of importation/exportation,Type of export,Public aid,Year of construction
LVA,DEU000150400,8716942,IMP,09/12/2004,24/05/2009,LVV1551,LVV1551,HARENGUS,VP,YLBH,Y,Y,Y,,Y,,FX,OTB,OTM,,,,,30.71,26.25,296,199.41,0,700,0,2,30/06/1988,MFL,DEU,,,01/01/1988
LVA,DEU000150400,8716942,MOD,25/05/2009,13/03/2014,LVV1551,LVV1551,HARENGUS,VP,YLBH,Y,Y,Y,,Y,,FX,OTB,OTM,,,,,30.71,26.25,296,0,0,700,120,2,30/06/1988,MFL,,,,01/01/1988
LVA,DEU000150400,8716942,MOD,14/03/2014,18/08/2014,LVV1551,LVV1551,HARENGUS,VP,YLBH,Y,Y,Y,,Y,,FX,OTB,OTM,,,,,30.71,26.25,296,0,0,700,120,2,30/06/1988,MFL,,,,01/01/1988
LVA,DEU000150400,8716942,MOD,19/08/2014,09/12/2014,LVV1551,LVV1551,HARENGUS,VP,YLBH,Y,N,Y,,Y,,FX,OTB,OTM,,,,,30.71,26.25,296,0,0,700,120,2,30/06/1988,MFL,,,,01/01/1988
LVA,DEU000150400,8716942,MOD,10/12/2014,20/08/2015,LVV1551,LVV1551,HARENGUS,VP,YLBH,Y,Y,Y,,Y,,FX,OTB,OTM,,,,,30.71,26.25,296,0,0,700,120,2,30/06/1988,MFL,,,,01/01/1988
LVA,DEU000150400,8716942,MOD,21/08/2015,03/12/2015,LVV1551,LVV1551,HARENGUS,VP,YLBH,Y,N,Y,,Y,,FX,OTB,OTM,,,,,30.71,26.25,296,0,0,700,120,2,30/06/1988,MFL,,,,01/01/1988
LVA,DEU000150400,8716942,MOD,04/12/2015,30/12/2015,LVV1551,LVV1551,HARENGUS,VP,YLBH,Y,Y,Y,,Y,,FX,OTB,OTM,,,,,30.71,26.25,296,0,0,700,120,2,30/06/1988,MFL,,,,01/01/1988
LVA,DEU000150400,8716942,MOD,31/12/2015,31/12/2015,LVV1551,LVV1551,HARENGUS,VP,YLBH,Y,N,Y,,Y,,FX,OTB,OTM,,,,,30.71,26.25,296,0,0,700,120,2,30/06/1988,MFL,,,,01/01/1988
LVA,DEU000150400,8716942,MOD,01/01/2016,30/11/2016,LVV1551,LVV1551,HARENGUS,VP,YLBH,Y,Y,Y,,Y,,FX,OTB,OTM,,,,,30.71,26.25,296,0,0,700,120,2,30/06/1988,MFL,,,,01/01/1988
LVA,DEU000150400,8716942,MOD,01/12/2016,20/08/2017,LVV1551,LVV1551,HARENGUS,VP,YLBH,Y,Y,Y,,Y,,FX,OTB,OTM,,,,,30.71,26.25,296,0,0,700,120,2,30/06/1988,MFL,,,,01/01/1988
