Country of Registration,CFR,UVI,Event,Event Start Date,Event End Date,Registration Number,External marking,Name of vessel,Place of registration,IRCS,IRCS indicator,Licence indicator,VMS indicator,ERS indicator,AIS indicator,MMSI,Vessel Type,Main fishing gear,Subsidiary fishing gear 1,Subsidiary fishing gear 2,Subsidiary fishing gear 3,Subsidiary fishing gear 4,Subsidiary fishing gear 5,LOA,LBP,Tonnage GT,Other tonnage,GTs,Power of main engine,Power of auxiliary engine,Hull material,Date of entry into service,Segment,Country of importation/exportation,Type of export,Public aid,Year of construction
EST,DNK000013170,7637292,IMP,20/12/2021,31/12/2100,910,EK-2102,MILTON,EEHKS,ESLV,Y,Y,Y,Y,Y,276863000,TO,OTB,OTM,,,,,31.7,28.24,182,0,0,749,152.5,2,30/12/1978,MFL,FIN,,PA,01/01/1978
EST,ESP000015587,8619699,IMP,15/12/2016,06/12/2021,772,EK-1602,LENNUK,EETLL,ESKT,Y,Y,Y,Y,Y,276831000,TO,OTB,NO,,,,,56.2,46,971,0,0,904,592,2,31/12/1988,MFL,ESP,,PA,01/01/1988
EST,ESP000015587,8619699,MOD,07/12/2021,25/07/2022,772,EK-1602,LENNUK,EETLL,ESKT,Y,Y,Y,Y,Y,276831000,TO,OTB,NO,,,,,56.2,46,971,0,0,904,592,2,31/12/1988,MFL,,,PA,01/01/1988
EST,ESP000015587,8619699,MOD,26/07/2022,31/12/2100,772,EK-1602,LENNUK,EETLL,ESKT,Y,Y,Y,Y,Y,276831000,TO,OTB,NO,,,,,56.2,46,971,0,0,904,592,2,31/12/1988,MFL,,,PA,01/01/1988
EST,EST000202119,,CEN,01/05/2004,31/12/2100,6S000219,BSA-484,BSA-484,EEXAH,,N,Y,N,N,N,,GO,GNS,NO,,,,,5.5,5.28,0.3,0,0,0,0,1,31/12/1997,MFL,,,,01/01/1997
EST,EST000314164,,CEN,01/05/2004,02/03/2020,6M000099,BMA-198,BMA-198,EENJS,,N,Y,N,N,N,,GO,GNS,FPO,,,,,8.1,7.78,2.31,0,0,18.39,0,2,31/12/1990,MFL,,,,01/01/1990
EST,EST000314164,,MOD,03/03/2020,06/07/2022,BMA-198,BMA-198,BMA-198,EENJS,,N,Y,N,N,N,,GO,GNS,FPO,,,,,8.1,7.78,2.31,0,0,18.39,0,2,31/12/1990,MFL,,,PA,01/01/1990
EST,EST000314164,,MOD,07/07/2022,31/12/2100,BMA-198,BMA-198,BMA-198,EENJS,,N,Y,N,N,N,,GO,GNS,FPO,,,,,8.1,7.78,2.31,0,0,3.39,0,2,31/12/1990,MFL,,,PA,01/01/1990
EST,EST000403160,,CEN,01/05/2004,31/12/2100,6M000169,BMA-263,BMA-263,N05,,N,Y,N,N,N,,GO,FPO,GNS,,,,,4.65,4.46,0.8,0,0,22.06,0,2,31/12/1980,MFL,,,,01/01/1980
EST,EST000606348,,CEN,01/05/2004,17/04/2018,3M000254,SMA-299,JOHANNA,EEVEE,ES2427,Y,Y,N,N,N,,WO,OTB,OTM,,,,,10.28,9.87,6.9,0,0,202,0,3,31/12/1993,MFL,,,,01/01/1993
