Country of Registration,CFR,UVI,Event,Event Start Date,Event End Date,Registration Number,External marking,Name of vessel,Place of registration,IRCS,IRCS indicator,Licence indicator,VMS indicator,ERS indicator,AIS indicator,MMSI,Vessel Type,Main fishing gear,Subsidiary fishing gear 1,Subsidiary fishing gear 2,Subsidiary fishing gear 3,Subsidiary fishing gear 4,Subsidiary fishing gear 5,LOA,LBP,Tonnage GT,Other tonnage,GTs,Power of main engine,Power of auxiliary engine,Hull material,Date of entry into service,Segment,Country of importation/exportation,Type of export,Public aid,Year of construction
SWE,BEL013491989,,IMP,17/02/1998,04/12/1998,SIRW,SG76,NETANYA,365,SIRW,Y,Y,N,,,,FX,GND,LLD,,,,,16.55,0,68,0,0,315,0,2,17/02/1998,4M4,GBR,,PA,01/01/1989
SWE,BEL013491989,,MOD,05/12/1998,30/12/1998,SIRW,SG76,NETANYA,365,SIRW,Y,N,N,,,,FX,GND,LLD,,,,,16.55,0,68,0,0,315,0,2,17/02/1998,4M4,,,PA,01/01/1989
SWE,BEL013491989,,DES,31/12/1998,31/12/1998,SIRW,SG76,NETANYA,SEKRS,SIRW,Y,N,Y,N,N,,FX,GND,LLD,,,,,16.55,0,68,0,0,315,0,2,17/02/1998,4M4,,,PA,01/01/1989
SWE,DEU000130630,,IMP,16/03/2015,12/07/2015,SFD2268,VY21,AXELIA,326,SFD2268,Y,Y,N,,,,FX,OTM,GNS,,,,,11.89,0,19.4,0,0,174,50,3,12/03/2015,MFL,DEU,,PA,01/01/2000
SWE,DEU000130630,,MOD,13/07/2015,16/10/2016,SFD2268,VY21,AXELIA,326,SFD2268,Y,Y,N,,,,FX,OTM,OTB,,,,,11.89,0,19.4,0,0,174,50,3,12/03/2015,MFL,,,PA,01/01/2000
SWE,DEU000130630,,MOD,17/10/2016,01/03/2017,SFD2268,VY21,AXELIA,326,SFD2268,Y,Y,N,,,,FX,OTM,OTB,,,,,11.89,0,19.4,0,0,174,50,3,12/03/2015,MFL,,,PA,01/01/2000
SWE,DEU000130630,,MOD,02/03/2017,31/12/2100,SFD2268,VY21,AXELIA,326,SFD2268,Y,Y,N,,,,FX,OTM,OTB,,,,,11.89,0,19.4,0,0,174,50,3,12/03/2015,MFL,,,PA,01/01/2000
SWE,DNK000001225,,IMP,01/07/1996,31/12/1996,SFC5005,KA124,SOFIE,358,SFC5005,Y,Y,N,,,,FX,GNS,GNS,,,,,6.66,0,1.33,0,0,20.59,0,3,01/07/1996,F31,DNK,,PA,01/01/1979
SWE,DNK000001225,,MOD,01/01/1997,22/12/1997,SFC5005,KA124,SOFIE,358,SFC5005,Y,Y,N,,,,FX,GNS,GNS,,,,,6.66,0,1.33,0,0,20.59,0,3,01/07/1996,4M1,,,PA,01/01/1979
SWE,DNK000001225,,EXP,23/12/1997,23/12/1997,SFC5005,KA124,SOFIE,358,SFC5005,Y,N,N,,,,FX,GNS,GNS,,,,,6.66,0,1.33,0,0,20.59,0,3,01/07/1996,4M1,DNK,EX,PA,01/01/1979
