Country of Registration,CFR,UVI,Event,Event Start Date,Event End Date,Registration Number,External marking,Name of vessel,Place of registration,IRCS,IRCS indicator,Licence indicator,VMS indicator,ERS indicator,AIS indicator,MMSI,Vessel Type,Main fishing gear,Subsidiary fishing gear 1,Subsidiary fishing gear 2,Subsidiary fishing gear 3,Subsidiary fishing gear 4,Subsidiary fishing gear 5,LOA,LBP,Tonnage GT,Other tonnage,GTs,Power of main engine,Power of auxiliary engine,Hull material,Date of entry into service,Segment,Country of importation/exportation,Type of export,Public aid,Year of construction
LTU,DEU000090601,8707733,IMP,19/07/2007,17/04/2008,781,KL 781,SEBASTES M.,LTKLJ,LYSO,Y,N,Y,N,N,,FX,OTM,NK,,,,,62.22,56.11,1943,0,0,1764,1244,2,30/05/1987,MFL,DEU,,,31/12/1986
LTU,DEU000090601,8707733,EXP,18/04/2008,18/04/2008,781,KL 781,SEBASTES M.,LTKLJ,LYSO,Y,N,Y,N,N,,FX,OTM,NK,,,,,62.22,56.11,1943,0,0,1764,1244,2,30/05/1987,MFL,LBR,SM,PA,31/12/1986
LTU,DEU000100601,8707745,IMP,02/03/2006,28/04/2015,759,KL 759,NIDA,LTKLJ,LYSA,Y,Y,Y,Y,Y,277336000,FX,OTM,NK,,,,,62.22,56.11,1943,0,0,1764,1244,2,01/01/1987,MFL,DEU,,PA,31/12/1986
LTU,DEU000100601,8707745,MOD,29/04/2015,31/07/2015,759,KL 759,NIDA,LTKLJ,LYSA,Y,Y,Y,Y,Y,277336000,FX,OTM,NK,,,,,62.22,56.11,1943,0,0,1764,1244,2,26/06/1987,MFL,,,,31/12/1986
LTU,DEU000100601,8707745,MOD,01/08/2015,08/12/2015,759,KL 759,NIDA,LTKLJ,LYSA,Y,Y,Y,Y,Y,277336000,FX,OTM,NK,,,,,62.22,56.11,1943,0,0,1764,1244,2,26/06/1987,MFL,,,,31/12/1986
LTU,DEU000100601,8707745,MOD,09/12/2015,20/07/2016,759,KL 759,NIDA,LTKLJ,LYSA,Y,Y,Y,Y,Y,277336000,FX,OTB,NK,,,,,62.22,56.11,1943,0,0,1764,1244,2,26/06/1987,MFL,,,,31/12/1986
LTU,DEU000100601,8707745,MOD,21/07/2016,26/12/2016,759,KL 759,NIDA,LTKLJ,LYSA,Y,Y,Y,Y,Y,277336000,FX,OTB,NK,,,,,62.22,56.11,1943,0,0,1764,1244,2,26/06/1987,MFL,,,,31/12/1986
LTU,DEU000100601,8707745,MOD,27/12/2016,30/06/2017,759,KL 759,NIDA,LTKLJ,LYSA,Y,Y,Y,Y,Y,277336000,FX,OTM,NK,,,,,62.22,56.11,1943,0,0,1764,1244,2,26/06/1987,MFL,,,,31/12/1986
LTU,DEU000100601,8707745,MOD,01/07/2017,19/04/2018,759,KL 759,NIDA,LTKLJ,LYSA,Y,Y,Y,Y,Y,277336000,FX,OTM,NK,,,,,62.22,56.11,1943,0,0,1764,1244,2,26/06/1987,MFL,,,,31/12/1986
LTU,DEU000100601,8707745,MOD,20/04/2018,04/01/2021,759,KL 759,NIDA,LTKLJ,LYSA,Y,Y,Y,Y,Y,277336000,FX,OTM,NK,,,,,62.22,56.11,1943,0,0,1764,1244,2,26/06/1987,MFL,,,,31/12/1986
