Country of Registration;CFR;UVI;Event;Event Start Date;Event End Date;Registration Number;External marking;Name of vessel;Place of registration;IRCS;IRCS indicator;Licence indicator;VMS indicator;ERS indicator;AIS indicator;MMSI;Vessel Type;Main fishing gear;Subsidiary fishing gear 1;Subsidiary fishing gear 2;Subsidiary fishing gear 3;Subsidiary fishing gear 4;Subsidiary fishing gear 5;LOA;LBP;Tonnage GT;Other tonnage;GTs;Power of main engine;Power of auxiliary engine;Hull material;Date of entry into service;Segment;Country of importation/exportation;Type of export;Public aid;Year of construction
LVA;DEU000150400;;MOD;2020-07-02;2100-12-31;LVV1551;LVV1551;HARENGUS;LVVNT;YLBH;Y;Y;Y;;Y;;FX;OTB;OTM;;;;;30.71;26.25;296.00;0.00;0.00;700.00;120.00;2;;MFL;;;;1988-01-01
LVA;DNK000006781;;MOD;2020-07-02;2100-12-31;LVR0842;LVR0842;SIRIUS;LVRIX;YL2771;Y;Y;Y;;Y;;FX;OTB;OTM;;;;;33.50;0.00;246.00;0.00;0.00;633.00;309.00;2;;MFL;DNK;;;1985-01-01
LVA;EST010101150;;MOD;2020-07-02;2021-09-10;LVR0851;LVR0851;AUSEKLIS;LVRIX;YLPL;Y;Y;Y;Y;Y;;FX;OTB;OTM;;;;;63.83;0.00;1410.00;0.00;0.00;1840.00;0.00;2;;MFL;EST;;;1984-01-01
LVA;GBR000B10280;;MOD;2020-12-31;2100-12-31;VP108;VP108;SILVA;LVVNT;;N;N;N;;Y;;FX;GNS;NK;;;;;11.20;0.00;15.12;0.00;0.00;125.00;0.00;2;;MFL;GBR;;;1989-01-01
LVA;GBR000B11108;;MOD;2020-07-02;2100-12-31;LVV1555;LVV1555;GLENROSE;LVVNT;YL2694;Y;Y;Y;;Y;;FX;OTM;OTB;;;;;38.50;0.00;554.00;0.00;0.00;1268.00;158.00;2;;MFL;GBR;;;1990-01-01
LVA;LTU000000047;;MOD;2020-07-02;2100-12-31;LVL2148;LVL2148;ILONA;LVLPX;YL2830;Y;Y;Y;;Y;;FX;OTB;OTM;;;;;25.50;0.00;117.00;0.00;0.00;220.00;30.00;2;;MFL;LTU;;;1990-01-01
LVA;LVA000000002;;MOD;2020-07-02;2100-12-31;LVR0798;LVR0798;AKO;LVRIX;YL2256;Y;Y;Y;;Y;;FX;OTM;;;;;;25.45;22.00;112.00;0.00;0.00;368.00;42.00;2;;MFL;;;;1992-01-01
LVA;LVA000000007;;MOD;2020-10-07;2021-04-06;LVV1507;LVV1507;BANDAVA;LVLPX;YL2055;Y;Y;Y;;Y;;FX;OTM;OTB;;;;;25.45;22.00;112.00;0.00;0.00;287.00;30.00;2;;MFL;;;;1981-01-01
LVA;LVA000000010;;MOD;2020-12-22;2100-12-31;LVR0830;LVR0830;BUBIS;LVRIX;YL2403;Y;Y;Y;;Y;;FX;OTM;NO;;;;;17.80;15.50;41.00;0.00;0.00;214.00;0.00;2;;MFL;;;;1987-01-01
LVA;LVA000000015;;MOD;2020-09-11;2021-03-31;LVR0797;LVR0797;AUDA;LVRIX;YL2257;Y;Y;Y;;Y;;FX;OTM;OTB;;;;;25.45;22.00;112.00;0.00;0.00;330.00;26.20;2;;MFL;;;;1992-01-01
LVA;LVA000000031;;MOD;2020-08-05;2100-12-31;LVR0518;LVR0518;ZANE;LVRIX;YL2016;Y;Y;Y;;Y;;FX;OTM;OTB;;;;;25.45;22.00;112.00;0.00;0.00;221.00;50.00;2;;MFL;;;;1978-01-01
LVA;LVA000000049;;MOD;2020-07-02;2021-06-09;LVR0802;LVR0802;AVA;LVRIX;YL2321;Y;Y;Y;;Y;;FX;OTM;NO;;;;;17.56;15.00;27.00;0.00;0.00;184.00;0.00;2;;MFL;;;;1985-01-01
LVA;LVA000000051;;MOD;2020-07-02;2021-07-24;LVR0804;LVR0804;DANIELS;LVRIX;YL2320;Y;Y;Y;;Y;;FX;OTM;OTB;;;;;25.45;22.00;109.00;0.00;0.00;272.00;29.00;2;;MFL;;;;1994-01-01
LVA;LVA000000062;;MOD;2020-07-02;2100-12-31;LVR0657;LVR0657;VARITA;LVRIX;YL2132;Y;Y;Y;;Y;;FX;OTM;NO;;;;;27.10;24.60;80.00;0.00;0.00;162.00;38.00;2;;MFL;;;;1983-01-01
LVA;LVA000000069;;MOD;2020-07-02;2100-12-31;LVR0706;LVR0706;LUBE;LVRIX;YL2139;Y;Y;Y;;Y;;FX;OTM;NO;;;;;17.56;15.00;27.00;0.00;0.00;206.00;0.00;2;;MFL;;;;1983-01-01
LVA;LVA000000071;;MOD;2021-01-01;2100-12-31;LVR0834;LVR0834;SENATOR;LVRIX;YLAC;Y;Y;Y;;Y;;FX;;;;;;;61.17;55.17;1211.00;0.00;0.00;2207.00;0.00;2;;MFL;;;;1968-01-01
LVA;LVA000000077;;MOD;2020-07-02;2021-02-23;LVR0812;LVR0812;RAUDA;LVRIX;YL2341;Y;Y;Y;;Y;;FX;OTM;NO;;;;;17.56;15.00;27.00;0.00;0.00;184.00;0.00;2;;MFL;;;;1984-01-01
LVA;LVA000000078;;MOD;2020-12-03;2100-12-31;LVL2121;LVL2121;RENĀTE;LVLPX;YL2384;Y;Y;Y;;Y;;FX;OTM;OTB;;;;;25.45;22.00;112.00;0.00;0.00;368.00;24.00;2;;MFL;;;;1981-01-01
LVA;LVA000000081;;MOD;2020-07-02;2021-09-06;LVR0705;LVR0705;RUCAVA;LVRIX;YL2141;Y;Y;Y;;Y;;FX;OTM;NO;;;;;18.56;15.00;27.00;0.00;0.00;184.00;0.00;2;;MFL;;;;1973-01-01
LVA;LVA000000085;;MOD;2020-07-02;2100-12-31;LVR0789;LVR0789;SAMS;LVRIX;YL2143;Y;Y;Y;;Y;;FX;OTM;NO;;;;;17.56;15.00;27.00;0.00;0.00;184.00;0.00;2;;MFL;;;;1974-01-01
LVA;LVA000000094;;MOD;2020-07-02;2100-12-31;LVR0799;LVR0799;STRAUPE;LVRIX;YL2297;Y;Y;Y;;Y;;FX;OTM;OTB;;;;;25.33;22.00;109.00;0.00;0.00;330.00;20.80;2;;MFL;;;;1994-01-01
LVA;LVA000000123;;MOD;2020-07-25;2021-04-18;LVL2038;LVL2038;BROCĒNI;LVLPX;YL2100;Y;Y;Y;;Y;;FX;OTM;OTB;;;;;25.45;22.00;110.00;0.00;0.00;221.00;42.00;2;;MFL;;;;1985-01-01
LVA;LVA000000126;;MOD;2020-07-02;2021-06-07;LVL2013;LVL2013;BRIEDIS;LVLPX;YLIH;Y;Y;Y;;Y;;FX;OTM;OTB;;;;;25.45;22.00;112.00;0.00;0.00;368.00;36.00;2;;MFL;;;;1987-01-01
LVA;LVA000000130;;MOD;2021-01-01;2021-08-16;LVL2058;LVL2058;BUKAIŠI;LVLPX;YLII;Y;Y;Y;;Y;;FX;OTM;OTB;;;;;25.60;22.00;110.00;0.00;0.00;220.00;19.00;2;;MFL;;;;1988-01-01
LVA;LVA000000134;;MOD;2020-08-20;2100-12-31;LVL2037;LVL2037;BURTNIEKI;LVLPX;YLIJ;Y;Y;Y;;Y;;FX;OTM;OTB;;;;;25.60;22.00;110.00;0.00;0.00;221.00;19.00;2;;MFL;;;;1989-01-01
LVA;LVA000000152;;MOD;2020-08-12;2021-08-04;LVR0744;LVR0744;GRĪVA;LVRIX;YL2201;Y;Y;Y;;Y;;FX;OTM;OTB;;;;;25.45;22.00;110.00;0.00;0.00;220.00;19.00;2;;MFL;;;;1982-01-01
LVA;LVA000000153;;MOD;2020-07-02;2100-12-31;LVR0697;LVR0697;GRIFS;LVRIX;YL2237;Y;Y;Y;;Y;;FX;OTM;OTB;;;;;25.45;22.00;112.00;0.00;0.00;386.00;37.00;2;;MFL;;;;1983-01-01
LVA;LVA000000157;;MOD;2020-07-02;2100-12-31;LVR0803;LVR0803;GELE;LVRIX;YL2323;Y;Y;Y;;Y;;FX;OTM;NO;;;;;17.56;15.00;27.00;0.00;0.00;204.00;0.00;2;;MFL;;;;1987-01-01
LVA;LVA000000162;;MOD;2021-01-01;2021-08-16;LVR0813;LVR0813;BRAVO;LVRIX;YL2343;Y;Y;Y;;Y;;FX;OTM;NO;;;;;25.45;22.00;109.00;0.00;0.00;220.00;30.00;2;;MFL;;;;1992-01-01
LVA;LVA000000165;;MOD;2020-07-02;2100-12-31;LVL2039;LVL2039;ALBATROSS 1;LVLPX;YLIK;Y;Y;Y;;Y;;FX;OTM;LLS;;;;;25.60;22.00;110.00;0.00;0.00;221.00;19.00;2;;MFL;;;;1990-01-01
LVA;LVA000000168;;MOD;2020-07-02;2021-05-23;LVL2125;LVL2125;KRISTĪNA;LVLPX;YL2419;Y;Y;Y;;Y;;FX;OTM;OTB;;;;;25.45;22.00;112.00;0.00;0.00;368.00;34.00;2;;MFL;;;;1984-01-01
LVA;LVA000000171;;MOD;2021-01-01;2100-12-31;LVR0831;LVR0831;KORMORAN;LVRIX;YL2413;Y;Y;Y;;Y;;FX;OTM;OTB;;;;;29.00;25.51;122.00;0.00;0.00;441.00;43.00;2;;MFL;;;;1973-01-01
LVA;LVA000000175;;MOD;2020-07-02;2100-12-31;LVL0658;LVL0658;PLIEŅCIEMS;LVLPX;YLJE;Y;Y;Y;;Y;;FX;OTM;OTB;;;;;25.60;22.00;109.00;0.00;0.00;276.00;34.00;2;;MFL;;;;1988-01-01
LVA;LVA000000177;;MOD;2018-07-04;2100-12-31;LVR0530;LVR0530;PIRITA;LVRIX;YL2235;Y;Y;Y;;Y;;FX;OTM;NO;;;;;18.02;15.08;47.00;0.00;0.00;217.00;18.00;2;;MFL;;;;1985-01-01
