Country of Registration;CFR;UVI;Event;Event Start Date;Event End Date;Registration Number;External marking;Name of vessel;Place of registration;IRCS;IRCS indicator;Licence indicator;VMS indicator;ERS indicator;AIS indicator;MMSI;Vessel Type;Main fishing gear;Subsidiary fishing gear 1;Subsidiary fishing gear 2;Subsidiary fishing gear 3;Subsidiary fishing gear 4;Subsidiary fishing gear 5;LOA;LBP;Tonnage GT;Other tonnage;GTs;Power of main engine;Power of auxiliary engine;Hull material;Date of entry into service;Segment;Country of importation/exportation;Type of export;Public aid;Year of construction
FRA;ESP000022941;9108013;MOD;2019-06-05;2021-05-06;932998;BA932998;PLAYA DE TUYA;BA;FIUW;Y;Y;N;Y;Y;228067700;FX;OTB;NO;;;;;33.50;33.00;279.00;0.00;0.00;707.00;0.00;2;2015-08-06;MFL;;;;1994-01-01
FRA;ESP000022972;9103257;MOD;2019-04-23;2021-05-06;922721;BA922721;RIO DA BOUZA;BA;FFZU;Y;Y;Y;Y;Y;228004700;FX;OTB;NO;NO;NO;NO;;30.47;30.00;250.00;178.47;0.00;588.00;0.00;2;2011-03-22;MFL;;;;1995-01-01
FRA;ESP000022984;9108025;MOD;2019-04-16;2021-05-06;929520;BA929520;FERREIRA MARTINEZ;BA;FLTR;Y;Y;Y;Y;Y;228349800;FX;OTB;NO;;;;;28.99;25.00;227.00;158.60;0.00;570.00;0.00;4;2010-07-02;MFL;;;;1994-01-01
FRA;ESP000023157;9105712;MOD;2019-05-03;2021-05-06;930430;BA930430;FARPESCA;BA;FHZJ;Y;Y;Y;Y;Y;228015700;FX;OTB;NO;;;;;33.09;30.00;305.00;196.90;0.00;810.00;0.00;2;2011-09-28;MFL;;;;1996-01-01
FRA;ESP000023601;9160645;MOD;2019-06-11;2021-02-23;931195;BA931195;MARIA VIDAL;BA;FIFF;Y;Y;Y;Y;Y;228031700;FX;LLS;LLD;;;;;24.82;24.05;244.00;113.29;0.00;588.00;0.00;2;2012-11-15;MFL;;;;1997-01-01
FRA;ESP000023933;9187291;MOD;2019-03-20;2021-05-06;930501;BA930501;FARO PICAMILLO;BA;FICU;Y;Y;Y;Y;Y;226045000;FX;OTB;NO;;;;;32.00;29.36;298.00;191.34;0.00;588.00;0.00;2;2012-02-23;MFL;;;;1998-01-01
FRA;ESP000024117;9194189;MOD;2019-08-19;2021-05-06;935990;BA935990;PUENTEAREAS UNO;BA;FLXH;Y;Y;Y;Y;Y;228378700;FX;OTB;OTM;;;;;36.00;31.76;340.00;0.00;0.00;720.00;0.00;2;2019-07-19;MFL;;;;1999-01-01
FRA;ESP000024554;8962503;MOD;2020-01-09;2021-05-06;930590;BA930590;PEDRA BLANCA II;BA;FIDD;Y;Y;Y;Y;Y;228020900;FX;OTB;NO;;;;;29.38;25.00;295.00;168.33;0.00;688.00;0.00;2;2012-01-27;MFL;;;;2000-01-01
FRA;ESP000024588;9221542;MOD;2019-05-07;2021-04-28;932355;LO932355;ARGELES;LO;FIOI;Y;Y;Y;Y;Y;228048600;FX;OTB;NO;;;;;33.60;33.00;393.00;211.81;0.00;954.00;0.00;2;2014-11-18;MFL;;;;2000-01-01
FRA;ESP000024996;8968519;MOD;2019-04-24;2021-05-06;930703;BA930703;RADOCHE TERCERO;BA;FIDH;Y;Y;Y;Y;Y;228021800;FX;OTB;NO;NO;NO;NO;;30.43;25.00;311.00;177.43;0.00;888.00;0.00;2;2012-03-12;MFL;;;;2001-01-01
FRA;ESP000025109;9247156;MOD;2019-04-15;2021-05-06;932152;BA932152;PUNTA VIXIA;BA;FIKF;Y;Y;Y;Y;Y;227275010;FX;OTB;OTM;;;;;31.94;20.00;324.00;209.68;0.00;717.00;0.00;2;2014-03-13;MFL;;;;2001-01-01
FRA;ESP000025300;8731019;MOD;2013-03-13;2021-05-06;931194;BA931194;MAR DE FLORES;BA;FIFK;Y;Y;Y;N;N;;FX;LLS;NO;;;;;31.00;25.00;274.00;0.00;0.00;701.00;0.00;2;2013-01-08;MFL;;;;2002-01-01
FRA;ESP000025741;9282637;MOD;2019-04-15;2021-05-06;932029;BA932029;PEPE BARREIRO;BA;FIJO;Y;Y;Y;Y;Y;228043800;FX;OTB;NO;;;;;37.25;37.00;391.00;0.00;0.00;882.00;0.00;2;2014-06-16;MFL;;;;2014-01-01
FRA;ESP000025775;8731825;MOD;2019-12-11;2021-04-28;933825;LO933825;SIEMPRE VIRIATO;LO;FJVW;Y;Y;N;Y;Y;228082600;FX;LLS;GNS;;;;;29.00;1.00;235.50;0.00;0.00;549.00;0.00;2;2016-10-17;MFL;;;;2016-01-01
FRA;ESP000025951;;MOD;2021-01-01;2021-12-26;931385;MT931385;LE MARCO II;FRMTU;FAB7769;Y;Y;Y;Y;Y;227237790;FX;GNS;LLS;;;;;13.30;13.00;14.35;30.95;0.00;153.00;0.00;6;2017-06-12;MFL;;;;2004-01-01
FRA;ESP000026787;9095333;MOD;2019-06-26;2021-05-06;930106;BA930106;BIKAIN;BA;FICM;Y;Y;Y;Y;Y;228019600;FX;OTB;NO;NO;NO;NO;;31.40;27.00;285.00;120.02;0.00;723.00;0.00;2;2011-05-12;MFL;;;;2000-01-01
FRA;ESP000027166;;MOD;2019-01-29;2021-05-09;933069;ST933069;AARON;ST;FITY;Y;Y;N;Y;Y;228065800;FX;OTM;OTB;;;;;24.99;22.45;57.61;0.00;0.00;298.00;0.00;3;2015-06-23;MFL;;;;2007-01-01
FRA;FRA000104641;;MOD;2014-03-26;2021-05-11;104641;TL 104641;YOUPI ONE;TL;FGG9258;Y;Y;N;;;;FX;LLS;GNS;;;;;6.03;0.00;2.32;3.20;0.00;37.00;0.00;3;2000-10-26;MFL;;;;1971-01-01
FRA;FRA000110854;8577358;MOD;2016-02-08;2021-04-06;110854;SB110854;TETHYS;SB;FS5503;Y;Y;Y;N;N;;FX;OTB;DRB;;;;;12.20;12.10;21.61;17.95;0.00;157.00;0.00;1;1975-10-10;MFL;;;;1968-01-01
FRA;FRA000110855;;MOD;2017-09-21;2021-05-04;110855;SB 110855;LOARGANN;SB;FI2728;Y;Y;N;;;;TO;OTB;DRB;;;;;9.13;0.00;8.53;7.66;0.00;108.00;0.00;1;1975-10-21;MFL;;;;1973-01-01
FRA;FRA000113967;;MOD;2014-11-07;2021-05-10;113967;BR 113967;GLAZIK;BR;FT3373;Y;Y;N;;;;FX;LTL;FPO;;;;;6.70;0.00;3.27;4.11;0.00;22.00;0.00;1;1975-09-10;MFL;;;;1970-01-01
FRA;FRA000114654;;MOD;2020-01-21;2021-05-10;114654;GV114654;TON JOS;GV;FH9579;Y;Y;N;N;Y;227465690;FX;FPO;LHP;LLS;GNS;;;7.52;0.00;0.99;3.19;0.00;44.00;0.00;1;1982-06-20;MFL;;;;1972-01-01
FRA;FRA000114907;;MOD;2019-11-29;2021-05-06;114907;BA114907;LE VIEUX LOUP;BA;FJ2557;Y;Y;N;N;Y;227316230;FX;GNS;LLD;GTR;;;;9.79;0.00;10.04;9.88;0.00;154.00;0.00;1;1975-07-09;MFL;;;;1972-01-01
FRA;FRA000114913;;MOD;2010-12-24;2021-05-06;114913;MX 114913;CORALIE;MX;FO3494;Y;Y;N;;;;FX;GNS;FPO;;;;;7.95;0.00;4.19;5.69;0.00;61.00;0.00;1;1975-07-09;MFL;;;AC;1972-01-01
FRA;FRA000114914;;MOD;2019-02-26;2021-04-29;114914;SB114914;TROUZ AR MOR;SB;FI7760;Y;Y;N;N;Y;227649110;FX;OTB;OTM;DRB;;;;10.40;0.00;10.59;9.70;0.00;180.00;0.00;1;1975-07-10;MFL;;;;1973-01-01
FRA;FRA000114933;;MOD;2017-09-18;2021-02-04;114933;CC 114933;MIZ MARI;CC;FU4716;Y;Y;N;;;;FX;OTB;DRB;;;;;9.70;0.00;10.92;9.51;0.00;147.00;0.00;1;1975-07-10;MFL;;;;1973-01-01
FRA;FRA000120350;;CHA;2020-09-04;2021-05-09;120350;MT120350;DOPY 2;MT;FAA2112;Y;Y;N;N;Y;227005640;FX;LLS;GNS;GNC;;;;7.66;6.77;4.26;4.25;0.00;147.00;0.00;6;2011-02-22;MFL;;;;1972-01-01
FRA;FRA000123444;;MOD;2020-03-06;2021-05-09;123444;PV123444;LA BARAKA;PV;FS2459;Y;Y;N;N;Y;227586780;FX;GNS;LLS;LHM;FPO;GTR;;8.60;0.00;5.83;5.74;0.00;71.00;0.00;1;1975-08-13;MFL;;;;1971-01-01
FRA;FRA000128248;;MOD;2018-12-20;2021-05-09;128248;TL128248;BETTINA LOUNA DEVI;TL;FL7690;Y;Y;N;N;Y;227723230;FX;GNS;LLS;GTR;;;;9.00;0.00;4.55;8.31;0.00;125.00;0.00;3;1990-03-20;MFL;;;;1967-01-01
