Country of Registration;CFR;UVI;Event;Event Start Date;Event End Date;Registration Number;External marking;Name of vessel;Place of registration;IRCS;IRCS indicator;Licence indicator;VMS indicator;ERS indicator;AIS indicator;MMSI;Vessel Type;Main fishing gear;Subsidiary fishing gear 1;Subsidiary fishing gear 2;Subsidiary fishing gear 3;Subsidiary fishing gear 4;Subsidiary fishing gear 5;LOA;LBP;Tonnage GT;Other tonnage;GTs;Power of main engine;Power of auxiliary engine;Hull material;Date of entry into service;Segment;Country of importation/exportation;Type of export;Public aid;Year of construction
BEL;BEL000021964;8523448;MOD;2020-09-10;2021-01-17;002;O.2;MIKE MICHEL JR;OOSTE;OPAB;Y;Y;Y;Y;Y;205308000;FX;TBB;OTB;;;;;21.39;18.66;53.00;0.00;0.00;213.00;0.00;2;1975-03-26;MFL;;;;1964-01-01
BEL;BEL000081967;8341096;MOD;2020-09-09;2021-01-12;008;Z.8;AQUARIUS;ZEEBR;OPAH;Y;Y;Y;Y;Y;205264000;FX;TBB;OTB;;;;;21.91;19.31;58.00;0.00;0.00;220.00;0.00;2;1967-07-01;MFL;;;;1967-01-01
BEL;BEL000131989;8564404;MOD;2017-01-19;2021-01-04;013;O.13;MORGENSTER;OOSTE;OPAM;Y;Y;Y;Y;N;;FX;TBB;OTB;;;;;23.94;21.14;94.00;0.00;0.00;218.00;0.00;2;1989-02-15;MFL;;;;1989-01-01
BEL;BEL000241964;8564480;MOD;2020-09-09;2021-01-04;024;BOU.24;ZEEVONK;BOEKH;OPAX;Y;Y;Y;Y;Y;205632000;FX;TBB;OTB;;;;;19.04;16.64;44.00;0.00;0.00;202.00;0.00;2;1964-07-01;MFL;;;;1964-01-01
BEL;BEL010291967;8745424;MOD;2018-03-21;2021-01-04;029;O.29;BROODWINNER;OOSTE;OPBC;Y;Y;Y;Y;N;;FX;TBB;OTB;;;;;27.20;23.58;109.00;0.00;0.00;221.00;0.00;2;1967-10-10;MFL;;;;1967-01-01
BEL;BEL010331976;7936791;MOD;2020-09-09;2021-01-11;033;O.33;MARBI;OOSTE;OPBG;Y;Y;Y;Y;Y;205275000;FX;TBB;OTB;;;;;34.80;31.03;254.00;0.00;0.00;1200.00;0.00;2;1976-04-09;MFL;;;;1976-01-01
BEL;BEL010511983;8308642;MOD;2020-09-09;2021-01-10;051;O.51;STORMVOGEL;OOSTE;OPBY;Y;Y;Y;Y;Y;205277000;FX;TBB;OTB;;;;;33.00;27.16;254.00;0.00;0.00;898.00;0.00;2;1983-03-31;MFL;;;;1983-01-01
BEL;BEL010621963;8559722;MOD;2020-09-09;2021-01-10;062;O.62;DINI;OOSTE;OPCJ;Y;Y;Y;Y;Y;205315000;FX;TBB;OTB;;;;;21.97;19.32;44.00;0.00;0.00;221.00;0.00;2;1963-07-01;MFL;;;;1963-01-01
BEL;BEL011541988;8835906;MOD;2020-09-09;2021-01-17;154;O.154;WILMAR;OOSTE;OPFX;Y;Y;Y;Y;Y;205165000;FX;OTB;NO;;;;;25.94;22.92;207.00;0.00;0.00;1200.00;0.00;2;1988-07-26;MFL;;;;1988-01-01
BEL;BEL011871989;8835891;MOD;2020-10-20;2021-01-11;187;Z.187;GRIETJE;ZEEBR;OPHE;Y;Y;Y;Y;Y;205258000;FX;TBB;OTB;;;;;23.99;21.52;109.00;0.00;0.00;221.00;0.00;2;1989-07-10;MFL;;;;1989-01-01
