Country of Registration;CFR;UVI;Event;Event Start Date;Event End Date;Registration Number;External marking;Name of vessel;Place of registration;IRCS;IRCS indicator;Licence indicator;VMS indicator;ERS indicator;AIS indicator;MMSI;Vessel Type;Main fishing gear;Subsidiary fishing gear 1;Subsidiary fishing gear 2;Subsidiary fishing gear 3;Subsidiary fishing gear 4;Subsidiary fishing gear 5;LOA;LBP;Tonnage GT;Other tonnage;GTs;Power of main engine;Power of auxiliary engine;Hull material;Date of entry into service;Segment;Country of importation/exportation;Type of export;Public aid;Year of construction,
PRT;PRT000000481;;MOD;2006-01-01;2100-12-31;LX-124-C;LX-124-C;SOL ARDENTE;LX;;N;N;N;;;;FX;GNS;NO;;;;;13.75;0.00;22.71;29.53;0.00;97.00;0.00;1;1954-01-01;MFL;;;PA;1954-01-01,
PRT;PRT000000484;;MOD;2019-01-07;2021-05-31;VR-548-C;VR-548-C;S. JOÃO BATISTA;VR;CUPH3;Y;Y;Y;Y;Y;263420260;SP;PS;NO;;;;;17.07;0.00;26.86;33.23;0.00;176.52;0.00;1;1954-01-01;MFL;;;PA;1954-01-01,
PRT;PRT000000490;;MOD;2006-01-01;2100-12-31;LG-188-C;LG-188-C;FERNANDINHO;LG;;N;N;N;;;;FX;GNS;NO;;;;;13.70;0.00;20.21;16.91;0.00;83.00;0.00;1;1957-01-01;MFL;;;PA;1957-01-01,
PRT;PRT000000492;;MOD;2019-01-08;2021-03-24;LG-1109-C;LG-1109-C;VIRGEM DOS REMEDIOS;LG;CUPC7;Y;Y;N;N;Y;263408840;MOX;GNS;GTR;;;;;9.10;0.00;4.42;5.80;0.00;37.28;0.00;1;1954-12-31;MFL;;;PA;1954-01-01,
PRT;PRT000000495;;MOD;2020-10-22;2021-01-31;VC-315-C;VC-315-C;VASQUES CALAFATE;VC;CUDK2;Y;Y;N;N;Y;263401290;MOX;GNS;NO;;;;;17.00;0.00;30.89;32.41;0.00;111.80;0.00;1;1981-01-01;MFL;;;PA;1981-01-01,
PRT;PRT000000508;;MOD;2006-01-01;2100-12-31;FZ-528-C;FZ-528-C;VILA DA ERICEIRA;FZ;;N;N;N;;;;FX;LLS;FPO;;;;;11.39;0.00;9.85;9.36;0.00;59.00;0.00;1;1956-01-01;MFL;;;PA;1956-01-01,
PRT;PRT000000511;;MOD;2010-01-01;2100-12-31;T-715-C;T-715-C;RUBEL;T;CUQT5;Y;N;N;;;;FX;FPO;FPO;;;;;11.35;0.00;8.27;8.91;0.00;85.76;0.00;1;1946-01-01;MFL;;;PA;1946-01-01,
PRT;PRT000000516;;MOD;2006-01-01;2100-12-31;PM-423-C;PM-423-C;CARRICO;PM;;N;N;N;;;;FX;GNS;FPO;;;;;10.72;0.00;6.12;8.43;0.00;65.00;0.00;1;1975-09-25;MFL;;;PA;1975-01-01,
PRT;PRT000000520;;MOD;2016-08-18;2100-12-31;O-1949-C;O-1949-C;RENOVADORA;O;CUQX7;Y;Y;N;;;;FX;LLS;DRB;;;;;9.85;0.00;4.86;6.84;0.00;63.25;0.00;1;1972-01-01;MFL;;;PA;1945-01-01,
PRT;PRT000000526;;MOD;2019-01-04;2021-05-31;CS-860-C;CS-860-C;S. BARTOLOMEU DO MAR;CS;CUBK3;Y;Y;N;N;Y;263433780;MOX;GND;GTR;;;;;13.67;0.00;14.20;13.00;0.00;101.41;0.00;1;1978-01-01;MFL;;;PA;1978-01-01,
PRT;PRT000000529;;MOD;2006-01-01;2100-12-31;SB-1194-C;SB-1194-C;CARLOS LOPES;SB;;N;N;N;;;;FX;GNS;NO;;;;;12.56;0.00;11.43;14.44;0.00;37.00;0.00;1;1969-01-01;MFL;;;PA;1969-01-01,
PRT;PRT000000534;;MOD;2020-01-01;2100-12-31;SB-1254-C;SB-1254-C;PESTINHA;SB;CUKF9;Y;N;N;N;Y;263500340;DB;DRB;FPO;;;;;10.60;0.00;6.99;8.58;0.00;72.90;0.00;1;1960-01-01;MFL;;;PA;1960-01-01,
PRT;PRT000000536;;MOD;2006-01-01;2100-12-31;CS-389-C;CS-389-C;VILA DE CASCAIS;CS;;N;N;N;;;;FX;TBB;NO;;;;;11.15;0.00;6.11;8.44;0.00;37.00;0.00;1;1962-01-01;MFL;;;PA;1962-01-01,
PRT;PRT000000538;;MOD;2017-07-19;2100-12-31;C-116-C;C-116-C;PEDRO RUI;C;CQCN3;Y;Y;N;;;;FX;LLS;GNS;;;;;11.90;0.00;6.72;9.49;0.00;29.40;0.00;1;1980-01-01;MFL;;;PA;1980-01-01,
PRT;PRT000000546;;MOD;2006-01-01;2100-12-31;A-2986-C;A-2986-C;POVOA DO MAR;A;;N;N;N;;;;FX;GNS;NO;;;;;12.78;0.00;13.47;20.58;0.00;108.00;0.00;1;1975-12-31;MFL;;;PA;1975-01-01,
PRT;PRT000000556;;MOD;2012-04-11;2100-12-31;VR-69-C;VR-69-C;PRINCESA DO GUADIANA;VR;CURH6;Y;N;N;;;;FX;PS;NO;;;;;16.80;0.00;27.11;28.35;0.00;178.97;0.00;1;1960-12-31;MFL;;;PA;1960-01-01,
PRT;PRT000000562;;MOD;2006-01-01;2100-12-31;VR-393-C;VR-393-C;AUDAZ;VR;CSYI;Y;N;N;;;;FX;PS;NO;;;;;22.54;0.00;43.97;46.27;0.00;132.39;0.00;1;1959-01-01;MFL;;;PA;1959-01-01,
PRT;PRT000000581;;MOD;2015-01-01;2100-12-31;SN-889-C;SN-889-C;SELVAGEM;SN;CURK9;Y;N;N;;;;FX;FPO;LLS;;;;;13.13;12.16;12.24;12.77;0.00;70.61;0.00;1;1958-01-01;MFL;;;PA;1958-01-01,
PRT;PRT000000585;;MOD;2018-11-08;2021-05-31;VR-165-C;VR-165-C;PRAIA DE MONTE GORDO;VR;CURJ4;Y;Y;Y;Y;Y;263433000;TTW;OTB;NO;;;;;16.97;0.00;21.96;28.81;0.00;88.00;0.00;1;1958-01-01;MFL;;;PA;1958-01-01,
PRT;PRT000000595;;MOD;2021-01-01;2100-12-31;VR-146-C;VR-146-C;MARIO EDUARDO;VR;CSVZ;Y;N;Y;Y;Y;263395000;TTW;OTB;NO;;;;;16.96;13.08;24.16;27.65;0.00;171.51;0.00;1;1957-01-01;MFL;;;PA;1957-01-01,
PRT;PRT000000607;;MOD;2018-01-12;2100-12-31;T-41-C;T-41-C;REI DOS REIS;T;CUCT5;Y;N;Y;;;;FX;GNS;GTR;;;;;13.09;0.00;13.04;15.13;0.00;128.71;0.00;1;1977-01-01;MFL;;;PA;1977-01-01,
PRT;PRT000000611;;MOD;2019-07-19;2021-11-29;LX-171-C;LX-171-C;SENHORA DO SAMEIRO;LX;CUCJ3;Y;N;N;N;Y;263404880;MOX;GNS;FPO;;;;;19.00;17.18;35.32;32.28;0.00;140.00;0.00;1;1974-01-01;MFL;;;PA;1974-01-01,
PRT;PRT000000618;;MOD;2017-01-01;2100-12-31;VC-49-C;VC-49-C;ARMINDO FERNANDO;VC;CUCF3;Y;N;Y;;;;FX;GTR;GNS;;;;;17.30;0.00;26.18;32.49;0.00;127.00;0.00;1;1970-01-01;MFL;;;PA;1969-01-01,
PRT;PRT000000619;;MOD;2010-01-01;2021-05-31;VC-192-C;VC-192-C;HUGO RICARDO;VC;CUDC4;Y;Y;Y;;;;MOX;LLS;GNS;;;;;17.42;15.08;28.59;40.29;0.00;145.00;0.00;1;1985-01-01;MFL;;;PA;1985-01-01,
PRT;PRT000000623;;MOD;2013-01-01;2021-05-31;VC-185-C;VC-185-C;FE EM SANTA CLARA;VC;CUCC2;Y;Y;Y;;;;MOX;GNS;LLS;;;;;17.62;0.00;35.06;35.56;0.00;143.00;0.00;1;1984-01-01;MFL;;;PA;1984-01-01,
PRT;PRT000000628;;MOD;2018-01-01;2021-05-31;PV-257-C;PV-257-C;VERA MARINA;PV;CUCQ4;Y;Y;Y;Y;Y;263401580;MOX;GNS;GTR;;;;;17.49;0.00;32.13;40.35;0.00;175.00;0.00;1;1983-01-01;MFL;;;PA;1983-01-01,
PRT;PRT000000634;;MOD;2015-01-01;2021-05-31;VC-217-C;VC-217-C;CONCEICAO ALEXANDRINA;VC;CUCJ5;Y;Y;N;;;;DB;DRB;GNS;;;;;14.68;0.00;18.82;20.32;0.00;88.00;0.00;1;1982-01-01;MFL;;;PA;1982-01-01,
PRT;PRT000000639;;MOD;2015-01-01;2021-05-31;N-2480-C;N-2480-C;FILHO DA PAZ;N;CUCE4;Y;Y;Y;;;;MOX;GTR;GNS;;;;;16.54;0.00;24.22;25.84;0.00;147.10;0.00;1;1982-01-01;MFL;;;PA;1982-01-01,
PRT;PRT000000647;;MOD;2017-02-09;2021-06-24;PE-2189-C;PE-2189-C;IRMAOS FERNANDES;PE;CUCH3;Y;Y;N;;;;MOX;GTR;FPO;;;;;13.43;0.00;13.58;14.54;0.00;92.67;0.00;1;1980-01-01;MFL;;;PA;1980-01-01,
PRT;PRT000000657;;MOD;2013-01-01;2021-05-31;VC-126-C;VC-126-C;FALCAO PEREGRINO;VC;CUCI2;Y;Y;N;;;;MOX;GNS;GTR;;;;;14.65;0.00;18.54;22.33;0.00;118.00;0.00;1;1980-03-07;MFL;;;PA;1980-01-01,
PRT;PRT000000680;;MOD;2019-12-09;2100-12-31;F-79-C;F-79-C;LINDA VIANA;F;CUQM5;Y;Y;N;N;N;;MOX;FPO;GNS;;;;;14.75;0.00;14.62;16.42;0.00;110.33;0.00;1;1966-01-01;MFL;;;PA;1966-01-01,
PRT;PRT000000682;;MOD;2006-01-01;2100-12-31;V-38-C;V-38-C;DEUS DE ISRAEL;V;CUBM2;Y;N;N;;;;FX;LLS;GNS;;;;;18.20;16.22;37.94;37.49;0.00;143.42;0.00;1;1979-01-01;MFL;;;PA;1979-01-01,
PRT;PRT000000695;;MOD;2006-01-01;2100-12-31;TR-1132-C;TR-1132-C;AMOR DIVINO;TR;;N;N;N;;;;FX;LLS;NO;;;;;17.00;0.00;33.97;37.96;0.00;147.10;0.00;4;1971-01-01;MFL;;;PA;1971-01-01,
PRT;PRT000000699;;MOD;2006-01-01;2100-12-31;T-90-C;T-90-C;VALE FORMOSO;T;;N;N;N;;;;FX;GNS;NO;;;;;15.65;0.00;29.61;20.84;0.00;141.21;0.00;4;1957-01-01;MFL;;;PA;1957-01-01,
PRT;PRT000000705;;MOD;2006-01-01;2100-12-31;T-61-C;T-61-C;TULIPA NEGRA;T;;N;N;N;;;;FX;GNS;NO;;;;;14.18;0.00;22.44;17.15;0.00;101.00;0.00;4;1942-01-01;MFL;;;PA;1942-01-01,
PRT;PRT000000712;;MOD;2018-01-01;2100-12-31;T-455-C;T-455-C;GONÇALINHO;T;CUOI3;Y;N;N;N;Y;263423470;MOX;FPO;NO;;;;;10.08;0.00;7.68;9.48;0.00;67.30;0.00;1;1923-01-01;MFL;;;PA;1923-01-01,
PRT;PRT000000718;;MOD;2006-01-01;2100-12-31;T-283-C;T-283-C;ESTRELA DE TAVIRA;T;;N;N;N;;;;FX;GNS;FPO;;;;;7.55;0.00;4.80;6.25;0.00;34.00;0.00;1;1932-12-31;MFL;;;PA;1932-01-01,
PRT;PRT000000722;;MOD;2018-01-23;2100-12-31;T-160-C;T-160-C;ANDR� LUIS;T;CUOJ5;Y;Y;N;;;;FX;GNS;DRB;;;;;11.15;0.00;8.69;11.27;0.00;66.93;0.00;1;1977-01-01;MFL;;;PA;1977-01-01,
PRT;PRT000000723;;MOD;2015-09-14;2100-12-31;T-158-C;T-158-C;GARATUJA;T;;N;N;N;;;;FX;FPO;FPO;;;;;12.11;0.00;10.97;9.23;0.00;81.00;0.00;1;1943-12-31;MFL;;;PA;1943-01-01,
PRT;PRT000000724;;MOD;2012-03-14;2021-05-31;T-15-C;T-15-C;DENIS;T;CURD4;Y;Y;Y;;;;SP;LLS;PS;;;;;13.78;0.00;16.63;20.23;0.00;141.68;0.00;1;1973-01-01;MFL;;;PA;1973-01-01,
PRT;PRT000000728;;MOD;2018-01-01;2100-12-31;T-141-C;T-141-C;DINA E PAULA;T;CUOI5;Y;N;N;N;Y;263404990;MOX;FPO;LLS;;;;;11.56;0.00;7.89;7.95;0.00;52.20;0.00;1;1929-01-01;MFL;;;PA;1929-01-01,
PRT;PRT000000733;;MOD;2020-10-09;2100-12-31;VR-542-C;VR-542-C;ESPADIM;VR;CQOQ9;Y;Y;N;N;Y;263433350;MOX;GNS;FPO;;;;;9.97;0.00;5.80;6.81;0.00;54.44;0.00;1;1963-01-01;MFL;;;PA;1963-01-01,
PRT;PRT000000737;;MOD;2012-04-11;2100-12-31;T-105-C;T-105-C;PRAIA DE BENAGIL;T;CUOH5;Y;N;N;;;;FX;GTR;FPO;;;;;13.15;0.00;13.80;16.89;0.00;59.65;0.00;1;1965-01-01;MFL;;;PA;1965-01-01,
PRT;PRT000000742;;MOD;2019-04-17;2021-05-31;S-2058-C;S-2058-C;ARGONAUTA;S;CUMA8;Y;Y;N;N;Y;263420840;MOX;GNS;GTR;;;;;12.15;0.00;11.85;13.42;0.00;95.61;0.00;1;1985-01-01;MFL;;;PA;1985-01-01,
PRT;PRT000000745;;MOD;2020-07-08;2021-05-31;PE-2160-C;PE-2160-C;LOURDES CRISTINA;PE;CUMB6;Y;Y;N;N;Y;263429940;MOX;GTR;FPO;;;;;12.29;0.00;12.62;13.56;0.00;97.09;0.00;1;1983-01-01;MFL;;;PA;1983-01-01,
PRT;PRT000000767;;MOD;2006-01-01;2100-12-31;SM-200-C;SM-200-C;DIAMANTINO;SM;;N;N;N;;;;FX;LLS;FPO;;;;;9.65;0.00;4.96;6.81;0.00;38.00;0.00;1;1958-01-01;MFL;;;PA;1958-01-01,
PRT;PRT000000770;;MOD;2013-04-17;2021-05-31;PE-2458-C;PE-2458-C;MEIA VIA;PE;CULH2;Y;Y;Y;;;;SP;PS;NO;;;;;21.09;0.00;34.45;0.00;0.00;272.00;0.00;1;1961-01-01;MFL;;;PA;1961-01-01,
PRT;PRT000000771;;MOD;2010-01-01;2021-05-31;SB-715-C;SB-715-C;A SESIMBRENSE;SB;CULL2;Y;Y;Y;;;;SP;PS;NO;;;;;18.00;0.00;29.11;30.56;0.00;190.90;0.00;1;1958-01-01;MFL;;;PA;1958-01-01,
PRT;PRT000000773;;MOD;2006-01-01;2100-12-31;SB-967-C;SB-967-C;ROSA DOS VENTOS;SB;;N;N;N;;;;FX;PS;NO;;;;;16.10;0.00;22.65;29.78;0.00;97.08;0.00;1;1963-01-01;MFL;;;PA;1963-01-01,
PRT;PRT000000782;;MOD;2012-01-01;2100-12-31;SN-851-C;SN-851-C;AMOR AO OFICIO;SN;CUKL7;Y;N;N;;;;FX;LHP;LHP;;;;;10.95;0.00;7.27;9.09;0.00;96.35;0.00;1;1933-01-01;MFL;;;PA;1933-01-01,
PRT;PRT000000793;;MOD;2020-06-16;2021-10-21;VC-324-C;VC-324-C;PEROLA DE SESIMBRA;VC;CUKE3;Y;Y;Y;Y;Y;263413580;SP;PS;LLS;;;;;19.58;17.46;32.87;34.90;0.00;237.00;0.00;1;1963-01-01;MFL;;;PA;1963-01-01,
PRT;PRT000000794;;MOD;2020-06-03;2021-11-15;SB-676-C;SB-676-C;FLOR DA FELICIDADE;SB;CUKX7;Y;Y;N;N;N;;DB;LLS;DRB;GTR;;;;12.64;10.80;10.00;9.68;0.00;74.57;0.00;1;1960-01-01;MFL;;;PA;1960-01-01,
PRT;PRT000000796;;MOD;2020-12-03;2100-12-31;SB-643-C;SB-643-C;AMALIA CASTANHO;SB;CULI3;Y;Y;N;N;Y;263404750;MOX;FPO;LLS;;;;;9.24;0.00;5.19;7.84;0.00;26.00;0.00;1;1964-01-01;MFL;;;PA;1964-01-01,
PRT;PRT000000799;;MOD;2013-01-01;2021-05-31;SN-860-C;SN-860-C;DIREITO AO DESTINO;SN;CUOC;Y;Y;Y;;;;LL;LHP;LLS;;;;;16.23;0.00;24.81;29.53;0.00;143.42;0.00;1;1968-01-01;MFL;;;PA;1968-01-01,
PRT;PRT000000800;;MOD;2016-05-27;2021-05-31;SB-526-C;SB-526-C;GAIVOTA VIVAZ;SB;CQLA7;Y;Y;N;;;;DB;DRB;LLS;;;;;12.40;0.00;9.62;11.05;0.00;96.94;0.00;1;1952-01-01;MFL;;;PA;1952-01-01,
PRT;PRT000000817;;MOD;2021-01-01;2100-12-31;PE-2002-C;PE-2002-C;GURI;PE;CUKI2;Y;Y;Y;Y;Y;263312000;LL;LHP;NO;;;;;19.22;0.00;30.51;31.13;0.00;165.00;0.00;1;1961-01-01;MFL;;;PA;1961-01-01,
PRT;PRT000000822;;MOD;2007-11-08;2100-12-31;SB-1320-C;SB-1320-C;BRUNO E GONCALO;SB;CUKD3;Y;N;N;;;;FX;LLS;NO;;;;;18.04;15.08;27.65;0.00;0.00;203.50;0.00;1;1979-01-01;MFL;;;PA;1979-01-01,
PRT;PRT000000828;;MOD;2018-01-01;2100-12-31;SB-1058-C;SB-1058-C;DOIS PISCOS;SB;CUKR5;Y;Y;N;N;Y;263413740;MOX;GNS;LLS;;;;;10.05;0.00;5.80;7.29;0.00;68.00;0.00;1;1973-01-01;MFL;;;PA;1973-01-01,
PRT;PRT000000833;;MOD;2020-01-06;2021-05-31;SB-1032-C;SB-1032-C;LUIS ADRIAO;SB;CULM2;Y;Y;Y;Y;Y;263500262;SP;PS;NO;;;;;22.00;19.25;55.16;0.00;0.00;296.00;0.00;1;1981-01-01;MFL;;;PA;1981-01-01,
PRT;PRT000000840;;MOD;2006-01-01;2100-12-31;SA-380-C;SA-380-C;LILITA;SA;;N;N;N;;;;FX;GNS;NO;;;;;18.08;0.00;58.29;51.90;0.00;246.39;0.00;1;1979-01-01;MFL;;;PA;1979-01-01,
PRT;PRT000000855;;MOD;2018-01-01;2100-12-31;S-1966-C;S-1966-C;PELICANO;S;CULC8;Y;N;N;N;Y;263407560;SP;LLS;PS;;;;;14.40;0.00;20.69;16.72;0.00;141.00;0.00;1;1941-01-01;MFL;;;PA;1941-01-01,
PRT;PRT000000860;;MOD;2019-11-28;2100-12-31;S-917-C;S-917-C;FLOR DE SINES;S;CUNK;Y;N;N;N;N;;SP;PS;NO;;;;;19.32;0.00;30.05;28.90;0.00;176.52;0.00;1;1962-01-01;MFL;;;PA;1962-01-01,
PRT;PRT000000866;;MOD;2020-09-15;2021-05-31;PM-1314-C;PM-1314-C;LUZ DA MANHA;PM;CUKT8;Y;Y;N;N;Y;263430390;MOX;GNS;GTR;;;;;12.14;0.00;9.95;11.38;0.00;97.69;0.00;1;1957-01-01;MFL;;;PA;1957-01-01,
PRT;PRT000000870;;MOD;2006-01-01;2100-12-31;S-615-C;S-615-C;JAIME MIGUEL;S;;N;N;N;;;;FX;GNS;NO;;;;;11.87;0.00;10.73;8.33;0.00;37.00;0.00;1;1975-12-31;MFL;;;PA;1975-01-01,
PRT;PRT000000878;;MOD;2016-09-22;2100-12-31;F-64-C;F-64-C;CORREIO DO SUL;F;CUQK9;Y;Y;N;;;;FX;GNS;FPO;;;;;11.27;9.61;7.39;10.29;0.00;84.50;0.00;1;1958-01-01;MFL;;;PA;1958-01-01,
PRT;PRT000000881;;MOD;2006-01-01;2100-12-31;S-1927-C;S-1927-C;RETIGIO;S;;N;N;N;;;;FX;PS;NO;;;;;15.07;0.00;28.88;34.50;0.00;220.65;0.00;1;1960-01-01;MFL;;;PA;1960-01-01,
PRT;PRT000000882;;MOD;2021-01-01;2021-06-17;S-1930-C;S-1930-C;GINA;S;CULK3;Y;Y;N;N;Y;263404940;DB;DRB;LLD;;;;;11.67;0.00;6.72;5.90;0.00;60.30;0.00;1;1956-01-01;MFL;;;PA;1956-01-01,
PRT;PRT000000883;;MOD;2006-01-01;2100-12-31;S-1921-C;S-1921-C;LA ROSE;S;;N;N;N;;;;FX;LLS;NO;;;;;14.09;0.00;19.69;25.11;0.00;169.00;0.00;1;1943-01-01;MFL;;;PA;1943-01-01,
PRT;PRT000000889;;MOD;2012-05-01;2100-12-31;S-189-C;S-189-C;CAIXINHA DE SEGREDOS;S;CUKW9;Y;Y;N;;;;FX;GNS;GTR;;;;;9.47;0.00;6.49;6.49;0.00;81.00;0.00;1;1952-01-01;MFL;;;PA;1946-01-01,
PRT;PRT000000890;;MOD;2018-11-17;2021-04-26;PM-1299-C;PM-1299-C;DIREITO A VIDA;PM;CULE4;Y;Y;N;N;Y;263416690;MOX;GTR;FPO;;;;;13.34;0.00;15.65;17.77;0.00;109.60;0.00;1;1982-01-01;MFL;;;PA;1982-01-01,
PRT;PRT000000891;;MOD;2006-01-01;2100-12-31;S-1873-C;S-1873-C;LARGO HORIZONTE;S;;N;N;N;;;;FX;GNS;NO;;;;;12.16;0.00;18.31;20.60;0.00;101.00;0.00;1;1962-01-01;MFL;;;PA;1962-01-01,
PRT;PRT000000897;;MOD;2006-01-01;2100-12-31;S-1298-C;S-1298-C;LUA;S;;N;N;N;;;;FX;PS;NO;;;;;19.20;0.00;31.16;32.31;0.00;100.03;0.00;1;1962-01-01;MFL;;;PA;1962-01-01,
PRT;PRT000000899;;MOD;2006-01-01;2100-12-31;S-1797-C;S-1797-C;VILA VELHA;S;;N;N;N;;;;FX;GNS;NO;;;;;17.70;0.00;33.77;27.45;0.00;110.32;0.00;1;1958-01-01;MFL;;;PA;1958-01-01,
PRT;PRT000000909;;MOD;2006-01-01;2100-12-31;S-1619-C;S-1619-C;DIVINO MAR;S;;N;N;N;;;;FX;PS;NO;;;;;13.82;0.00;14.22;14.69;0.00;59.00;0.00;1;1964-01-01;MFL;;;PA;1964-01-01,
PRT;PRT000000913;;MOD;2006-01-01;2100-12-31;S-1480-C;S-1480-C;DORINDINHA;S;;N;N;N;;;;FX;PS;NO;;;;;15.06;0.00;25.94;32.48;0.00;144.89;0.00;1;1959-01-01;MFL;;;PA;1959-01-01,
PRT;PRT000000919;;MOD;2020-01-01;2100-12-31;T-750-C;T-750-C;ARTUR PAULA;T;CUKG3;Y;N;N;N;Y;263419840;MOX;GNS;GTR;;;;;11.57;0.00;13.42;14.30;0.00;82.77;0.00;1;1961-12-31;MFL;;;PA;1961-01-01,
PRT;PRT000000921;;MOD;2020-02-01;2021-05-31;S-1287-C;S-1287-C;ACHO BEM;S;CUKS9;Y;Y;N;N;Y;263405440;DB;DRB;GNS;;;;;12.13;0.00;14.04;14.74;0.00;73.08;0.00;1;1967-01-01;MFL;;;PA;1967-01-01,
PRT;PRT000000924;;MOD;2018-01-01;2100-12-31;VR-546-C;VR-546-C;LENINHA;VR;CULE6;Y;N;N;N;Y;263409240;MOX;GNS;NO;;;;;10.37;0.00;9.27;10.36;0.00;72.08;0.00;1;1973-01-01;MFL;;;PA;1973-01-01,
PRT;PRT000000926;;MOD;2019-01-01;2021-02-28;LG-1402-C;LG-1402-C;JÚLIO ANTÓNIO;LG;CUKY5;Y;Y;N;N;Y;263415990;MOX;GNS;NO;;;;;9.93;0.00;6.20;7.39;0.00;52.20;0.00;1;1972-01-01;MFL;;;PA;1972-01-01,
PRT;PRT000000928;;MOD;2018-01-01;2100-12-31;S-1169-C;S-1169-C;JOSE JULIO;S;CUKZ3;Y;Y;N;N;Y;263402590;MOX;GNS;GTR;;;;;9.76;0.00;6.76;7.88;0.00;81.00;0.00;1;1972-01-01;MFL;;;PA;1952-01-01,
PRT;PRT000000942;;MOD;2006-01-01;2100-12-31;O-2027-C;O-2027-C;CONGRO;O;;N;N;N;;;;FX;GTR;LLS;;;;;12.73;0.00;13.37;15.04;0.00;55.00;0.00;1;1954-01-01;MFL;;;PA;1954-01-01,
PRT;PRT000000948;;MOD;2014-06-25;2021-05-31;Q-829-C;Q-829-C;MILITA;Q;CUQI2;Y;Y;Y;;;;SP;PS;NO;;;;;19.68;17.52;35.86;33.66;0.00;223.71;0.00;1;1962-01-01;MFL;;;PA;1962-01-01,
PRT;PRT000000951;;MOD;2006-01-01;2100-12-31;Q-788-C;Q-788-C;MAR DE DEUS;Q;;N;N;N;;;;FX;GNS;GTR;;;;;10.67;0.00;5.76;7.84;0.00;44.00;0.00;1;1942-01-01;MFL;;;PA;1942-01-01,
PRT;PRT000000953;;MOD;2018-01-01;2100-12-31;Q-759-C;Q-759-C;BAÍA DOS TIGRES;Q;CQOA9;Y;N;N;N;Y;263409940;MOX;GNS;GTR;;;;;9.25;0.00;4.61;6.33;0.00;54.44;0.00;1;1975-01-01;MFL;;;PA;1954-01-01,
PRT;PRT000000954;;MOD;2013-05-02;2100-12-31;VR-487-C;VR-487-C;DARIO PEDRO;VR;CQOM8;Y;N;N;;;;FX;FPO;FPO;;;;;10.60;0.00;7.72;10.71;0.00;66.00;0.00;1;1960-01-01;MFL;;;PA;1960-01-01,
PRT;PRT000000955;;MOD;2019-11-11;2021-05-31;Q-1050-C;Q-1050-C;DOIS ALHINHOS;Q;CUQI5;Y;Y;N;N;Y;263406480;MOX;GNS;GTR;;;;;12.15;10.38;11.31;19.85;0.00;119.31;0.00;3;1983-01-01;MFL;;;PA;1982-01-01,
PRT;PRT000000957;;MOD;2018-01-01;2100-12-31;T-697-C;T-697-C;GISERGIO;T;CUOH4;Y;Y;N;N;Y;263403280;MOX;GNS;FPO;;;;;10.03;0.00;5.55;8.02;0.00;67.11;0.00;1;1959-12-31;MFL;;;PA;1959-01-01,
PRT;PRT000000961;;MOD;2018-05-22;2021-05-31;VC-280-C;VC-280-C;DEUS TEM PIEDADE;VC;CUBC3;Y;Y;N;;;;DB;GTR;DRB;;;;;14.53;13.73;23.00;24.82;0.00;102.97;0.00;1;1981-01-01;MFL;;;PA;1981-01-01,
PRT;PRT000000970;;MOD;2019-09-19;2021-09-23;PM-1353-C;PM-1353-C;HERANCA DO MAR;PM;CQCF2;Y;N;N;N;Y;263412880;MOX;GND;NO;;;;;12.15;0.00;9.68;12.13;0.00;0.00;0.00;1;1976-01-01;MFL;;;PA;1976-01-01,
PRT;PRT000000976;;MOD;2006-01-01;2100-12-31;PV-176-L;PV-176-L;JESUS E MEU PASTOR;PV;;N;N;N;;;;FX;LLS;GNS;;;;;5.20;0.00;0.81;1.30;0.00;18.00;0.00;1;1981-01-01;MFL;;;PA;1981-01-01,
PRT;PRT000000977;;MOD;2014-11-04;2021-05-31;PV-166-C;PV-166-C;VIANA COENTR�O;PV;CUBP5;Y;Y;Y;;;;MOX;GNS;GTR;;;;;17.30;14.68;30.92;37.42;0.00;178.97;0.00;1;1982-01-01;MFL;;;PA;1982-01-01,
PRT;PRT000000982;;MOD;2015-01-01;2021-05-31;PV-159-C;PV-159-C;DOIS MARQUES;PV;CUBO9;Y;Y;Y;;;;MOX;GNS;FPO;;;;;16.46;0.00;26.52;27.46;0.00;140.00;0.00;1;1981-01-01;MFL;;;PA;1981-01-01,
PRT;PRT000000998;;MOD;2015-01-01;2021-05-31;PV-233-C;PV-233-C;MANTO SAGRADO;PV;CUBO6;Y;Y;N;;;;DB;DRB;GTR;;;;;13.15;10.00;11.00;14.44;0.00;110.00;0.00;1;1978-01-01;MFL;;;PA;1978-01-01,
PRT;PRT000001003;;MOD;2014-08-26;2021-05-31;T-746-C;T-746-C;ALA-ARRIBA;T;CUBN2;Y;Y;N;;;;MOX;GNS;GTR;;;;;13.06;0.00;12.37;13.64;0.00;74.00;0.00;1;1976-01-01;MFL;;;PA;1976-01-01,
PRT;PRT000001009;;MOD;2012-04-11;2021-11-28;PM-87-C;PM-87-C;CHOUPA;PM;CUPQ6;Y;Y;N;;;;MOX;GNS;FPO;;;;;13.45;0.00;13.54;12.34;0.00;63.99;0.00;1;1984-01-01;MFL;;;PA;1984-01-01,
PRT;PRT000001022;;MOD;2009-01-12;2100-12-31;PM-659-C;PM-659-C;FARILHAO;PM;CSYV;Y;N;N;;;;FX;PS;NO;;;;;22.96;0.00;45.30;50.80;0.00;0.00;0.00;1;1951-01-01;MFL;;;PA;1951-01-01,
