Country of Registration;CFR;UVI;Event;Event Start Date;Event End Date;Registration Number;External marking;Name of vessel;Place of registration;IRCS;IRCS indicator;Licence indicator;VMS indicator;ERS indicator;AIS indicator;MMSI;Vessel Type;Main fishing gear;Subsidiary fishing gear 1;Subsidiary fishing gear 2;Subsidiary fishing gear 3;Subsidiary fishing gear 4;Subsidiary fishing gear 5;LOA;LBP;Tonnage GT;Other tonnage;GTs;Power of main engine;Power of auxiliary engine;Hull material;Date of entry into service;Segment;Country of importation/exportation;Type of export;Public aid;Year of construction
DEU;BEL011101959;;MOD;2018-01-16;2100-12-31;FED10;FED10;OSTWIND;0301;DGDM2;Y;Y;Y;Y;Y;211653680;TU;TBB;NK;;;;;18.00;16.20;34.00;0.00;0.00;221.00;0.00;2;1989-01-01;MFL;;;;1959-01-01
DEU;DEU000010619;;MOD;2014-01-08;2100-12-31;HER12;HER12;SEESCHWALBE;0620;;N;Y;N;;;;FX;GNS;LLS;;;;;8.60;7.10;5.00;0.00;0.00;36.00;0.00;1;1978-04-03;MFL;;;;1978-01-01
DEU;DEU000010621;;MOD;2019-11-27;2021-12-31;AHL43;AHL43;---;0618;;N;Y;N;N;N;;GO;GNS;LLS;;;;;6.00;0.00;1.00;0.00;0.00;24.00;0.00;1;1976-05-02;MFL;;;;1976-01-01
DEU;DEU000010625;;MOD;2014-06-05;2100-12-31;ZIW1;ZIW1;---;0625;;N;Y;N;;;;FX;GNS;LLS;;;;;6.80;6.05;2.00;5.50;0.00;18.00;0.00;1;1977-03-01;MFL;;;;1977-01-01
DEU;DEU000010633;;MOD;2004-11-04;2100-12-31;USE1;USE1;---;0633;;N;Y;N;;;;FX;GNS;LLS;;;;;8.40;7.32;2.00;2.43;0.00;6.00;0.00;2;1978-04-15;MFL;;;;1978-01-01
DEU;DEU000010637;;MOD;2003-11-20;2100-12-31;NEU001;NEU001;LACHS;0637;Y4TY;Y;Y;N;;;;FX;GNS;OTB;;;;;11.59;11.04;17.00;19.41;0.00;162.00;0.00;1;1956-05-03;MFL;;;;1956-01-01
DEU;DEU000010639;;MOD;2016-03-01;2100-12-31;BRE60;BRE60;---;0613;;N;Y;N;;;;FX;GNS;LLS;;;;;10.72;10.42;7.00;0.00;0.00;37.00;0.00;1;1956-11-13;MFL;;;;1956-01-01
DEU;DEU000010669;;MOD;2020-01-13;2100-12-31;STRA8;STRA8;BLINKER;0252;;N;Y;N;N;N;;GO;GNS;FPO;;;;;4.88;0.00;1.00;0.00;0.00;8.00;0.00;3;2017-05-09;MFL;;;;1998-01-01
DEU;DEU000010671;;CHA;2013-02-11;2100-12-31;SEE14N;SEE14N;---;0671;;N;Y;N;;;;FX;GNS;LLS;;;;;4.52;0.00;1.00;0.00;0.00;3.00;0.00;3;1999-05-03;MFL;;;PA;1999-01-01
DEU;DEU000010672;;MOD;2017-12-13;2100-12-31;KROE11;KROE11;---;0672;;N;Y;N;;;;FX;GNS;LLS;;;;;5.06;0.00;1.00;0.00;0.00;9.00;0.00;3;2002-11-12;MFL;;;;2002-01-01
DEU;DEU000010673;;MOD;2008-06-25;2100-12-31;BAA19N;BAA19N;---;0673;;N;Y;N;;;;FX;GNS;LLS;;;;;5.06;0.00;1.00;0.00;0.00;4.00;0.00;3;2005-11-03;MFL;;;;2005-01-01
DEU;DEU000020400;7315521;CHA;2016-04-25;2100-12-31;NG2;NG2;RHEIDERLAND;0315;DEOG;Y;Y;Y;Y;Y;211234500;TTW;OTB;TBB;;;;;26.29;23.72;125.00;0.00;0.00;340.00;0.00;2;1973-02-21;MFL;;;PA;1973-01-01
DEU;DEU000020615;;MOD;2012-09-28;2100-12-31;GAG03;GAG03;---;0615;;N;Y;N;;;;FX;GNS;LLS;;;;;8.85;8.50;6.00;9.83;0.00;18.00;0.00;1;1977-02-11;MFL;;;;1977-01-01
DEU;DEU000020623;;CHA;2018-01-29;2100-12-31;KOS009;KOS009;---;0623;;N;Y;N;N;N;;GO;GNS;LLS;;;;;6.60;6.50;1.00;0.00;0.00;10.00;0.00;1;1969-11-02;MFL;;;PA;1969-01-01
DEU;DEU000020625;;MOD;2014-06-05;2100-12-31;ZIW2;ZIW2;---;0625;;N;Y;N;;;;FX;GNS;LLS;;;;;4.99;0.00;1.00;0.00;0.00;26.00;0.00;3;2000-03-26;MFL;;;;1999-01-01
DEU;DEU000020631;;MOD;2017-03-15;2100-12-31;AWA2;AWA2;---;0631;;N;Y;N;;;;FX;GNS;FPO;;;;;8.65;7.45;3.00;0.00;0.00;52.00;0.00;2;1968-07-11;MFL;;;PA;1968-01-01
DEU;DEU000020633;;MOD;2009-05-07;2100-12-31;USE2;USE2;---;0633;;N;Y;N;;;;FX;GNS;FPO;;;;;7.80;7.15;2.00;3.20;0.00;6.00;0.00;2;1963-01-15;MFL;;;PA;1963-01-01
DEU;DEU000020639;;MOD;2016-11-01;2021-12-31;UMM6;UMM6;---;0666;;N;Y;N;;;;GO;GNS;LLS;;;;;11.00;10.50;9.00;0.00;0.00;37.00;0.00;1;1931-04-02;MFL;;;;1931-01-01
DEU;DEU000020648;;MOD;2011-02-18;2100-12-31;PRU2;PRU2;---;0648;;N;Y;N;;;;FX;GNS;LLS;;;;;5.80;0.00;1.00;2.37;0.00;3.00;0.00;1;1983-01-01;MFL;;;;1983-01-01
DEU;DEU000020656;;MOD;2018-05-16;2100-12-31;BAR17;BAR17;---;0610;;N;Y;N;N;N;;GO;GNS;LLS;;;;;5.04;0.00;1.00;0.00;0.00;6.00;0.00;3;2004-03-15;MFL;;;;1979-01-01
DEU;DEU000020665;;MOD;2020-01-01;2100-12-31;PRU6;PRU6;---;0661;;N;Y;N;N;N;;GO;GNS;FPO;;;;;5.75;0.00;1.00;0.00;0.00;22.00;0.00;3;2007-10-30;MFL;;;;2007-01-01
