"region";"sppName";"latinName";"RFMO";"RFMO_Stock_ID";"X3A_CODE";"FIDES_AREA";"area";"areaBis";"TAC.area.description";"Comments";"areaRDB"
"Other regions";"Longnose velvet dogfish";"Centroscymnus crepidater";"NAFO";NA;"CYP";"";"SA1-6";"21_1,21_2,21_3,21_4,21_5,12_6";"";"";"21_1,21_2,21_3,21_4,21_5,12_6"
"Other regions";"Black dogfish";"Centroscyllium fabricii";"NAFO";NA;"CFB";"";"SA1-6";"21_1,21_2,21_3,21_4,21_5,12_6";"";"";"21_1,21_2,21_3,21_4,21_5,12_6"
"Other regions";"Frilled shark";"Chlamydoselachus anguineus";"NAFO";NA;"HXC";"";"SA1-6";"21_1,21_2,21_3,21_4,21_5,12_6";"";"";"21_1,21_2,21_3,21_4,21_5,12_6"
"Other regions";"Kitefin shark";"Dalatias licha";"NAFO";NA;"SCK";"";"SA1-6";"21_1,21_2,21_3,21_4,21_5,12_6";"";"";"21_1,21_2,21_3,21_4,21_5,12_6"
"Other regions";"Birdbeak dogfish";"Deania calcea";"NAFO";NA;"DCA";"";"SA1-6";"21_1,21_2,21_3,21_4,21_5,12_6";"";"";"21_1,21_2,21_3,21_4,21_5,12_6"
"Other regions";"Great lanternshark";"Etmopterus princeps";"NAFO";NA;"ETR";"";"SA1-6";"21_1,21_2,21_3,21_4,21_5,12_6";"";"";"21_1,21_2,21_3,21_4,21_5,12_6"
"Other regions";"Velvet belly";"Etmopterus spinax";"NAFO";NA;"ETX";"";"SA1-6";"21_1,21_2,21_3,21_4,21_5,12_6";"";"";"21_1,21_2,21_3,21_4,21_5,12_6"
"Other regions";"Cod";"Gadus morhua";"NAFO";NA;"COD";"N3M.";"3M";"21_3_M";"";"";"21_3_M"
"Other regions";"Cod";"Gadus morhua";"NAFO";NA;"COD";"N3NO.";"3NO";"21_3_N,21_3_O";"";"";"21_3_N,21_3_O"
"Other regions";"Cod";"Gadus morhua";"NAFO";NA;"COD";"no TAC";"3Ps";"21_3_P_S";"";"";"21_3_P_S"
"Other regions";"Cod";"Gadus morhua";"NAFO";NA;"COD";"N1GL14";"SA1";"21_1";"";"";"21_1"
"Other regions";"Mouse catshark";"Galeus murinus";"NAFO";NA;"GAM";"";"SA1-6";"21_1,21_2,21_3,21_4,21_5,12_6";"";"";"21_1,21_2,21_3,21_4,21_5,12_6"
"Other regions";"Witch flounder";"Glyptocephalus cynoglossus";"NAFO";NA;"WIT";"N3NO.";"3NO";"21_3_N,21_3_O";"";"";"21_3_N,21_3_O"
"Other regions";"Witch flounder";"Glyptocephalus cynoglossus";"NAFO";NA;"WIT";"N3L.";"2J3KL";"21_2_J,21_3_K,21_3_L";"";"";"21_2_J,21_3_K,21_3_L"
"Other regions";"Bluntnose sixgill shark";"Hexanchus griseus";"NAFO";NA;"SBL";"";"SA1-6";"21_1,21_2,21_3,21_4,21_5,12_6";"";"";"21_1,21_2,21_3,21_4,21_5,12_6"
"Other regions";"American plaice";"Hippoglossoides platessoides";"NAFO";NA;"PLA";"N3LNO.";"3LNO";"21_3_L,21_3_N,21_3_O";"";"";"21_3_L,21_3_N,21_3_O"
"Other regions";"American plaice";"Hippoglossoides platessoides";"NAFO";NA;"PLA";"N3M.";"3M";"21_3_M";"";"";"21_3_M"
"Other regions";"Shortfin squid";"Illex illecebrosus";"NAFO";NA;"SQI";"N34.";"SA3-4";"21_3,21_4";"";"";"21_3,21_4"
"Other regions";"Yellowtail flounder";"Limanda ferruginea";"NAFO";NA;"YEL";"N3LNO.";"3LNO";"21_3_L,21_3_N,21_3_O";"";"";"21_3_L,21_3_N,21_3_O"
"Other regions";"Roughhead grenadier";"Macrourus berglax";"NAFO";NA;"RHG";"N1GRN.";"SA1-3";"21_1,21_2,21_3";"";"";"21_1,21_2,21_3"
"Other regions";"Capelin";"Mallotus villosus";"NAFO";NA;"CAP";"N3NO.";"3NO";"21_3_N,21_3_O";"";"";"21_3_N,21_3_O"
"Other regions";"Sailfin roughshark (Sharpback shark)";"Oxynotus paradoxus";"NAFO";NA;"OXN";"";"SA1-6";"21_1,21_2,21_3,21_4,21_5,12_6";"";"";"21_1,21_2,21_3,21_4,21_5,12_6"
"Other regions";"Northern shrimp";"Pandalus borealis";"NAFO";NA;"PRA";"N1GRM.";"SA1";"21_1";"";"";"21_1"
"Other regions";"Northern shrimp";"Pandalus borealis";"NAFO";NA;"PRA";"N3LNO.";"3LNO";"21_3_L,21_3_N,21_3_O";"";"";"21_3_L,21_3_N,21_3_O"
"Other regions";"Northern shrimp";"Pandalus borealis";"NAFO";NA;"PRA";"*N3M.";"3M";"21_3_M";"";"";"21_3_M"
"Other regions";"Greenland halibut";"Reinhardtius hippoglossoides";"NAFO";NA;"GHL";"N3LMNO";"3KLMNO";"21_3_K,21_3_L,21_3_M,21_3_N,21_3_O";"";"";"21_3_K,21_3_L,21_3_M,21_3_N,21_3_O"
"Other regions";"Greenland halibut";"Reinhardtius hippoglossoides";"NAFO";NA;"GHL";"N1GRN.";"SA1";"21_1";"";"";"21_1"
"Other regions";"Salmon";"Salmo salar";"NAFO";NA;"SAL";"No TAC";"NAFO S1 + 1CES Sub- area 14, NEAFC, NASCO";"21_1,27_14";"";"";"21_1,27_14"
"Other regions";"Knifetooth dogfish";"Scymnodon ringenes";"NAFO";NA;"SYR";"";"SA1-6";"21_1,21_2,21_3,21_4,21_5,12_6";"";"";"21_1,21_2,21_3,21_4,21_5,12_6"
"Other regions";"Beaked redfish";"Sebastes mentella";"NAFO";NA;"REB";"No TAC";"SA1";"21_1";"";"";"21_1"
"Other regions";"Redfish";"Sebastes spp";"NAFO";NA;"RED";"N3LN.";"3LN";"21_3_L,21_3_N";"";"";"21_3_L,21_3_N"
"Other regions";"Redfish";"Sebastes spp";"NAFO";NA;"RED";"N3M.";"3M";"21_3_M";"";"";"21_3_M"
"Other regions";"Redfish";"Sebastes spp";"NAFO";NA;"RED";"N3O.";"3O";"21_3_O";"";"";"21_3_O"
"Other regions";"Greenland shark";"Somniosus microcephalus";"NAFO";NA;"GSK";"";"SA1-6";"21_1,21_2,21_3,21_4,21_5,12_6";"";"";"21_1,21_2,21_3,21_4,21_5,12_6"
"Other regions";"White hake";"Urophycis tenuis";"NAFO";NA;"HKW";"N3NO.";"3NO";"21_3_N,21_3_O";"";"";"21_3_N,21_3_O"
"Other regions";"Black scabbardfish";"Aphanopus carbo";"CECAF";NA;"BSF";"C3412-";"All areas";"34";"";"";"34"
"Other regions";"Intermediate scabbardfish";"Aphanopus intermedius";"CECAF";NA;"APH";"";"All areas";"34";"";"";"34"
"Other regions";"Deep water catsharks";"Apristurus spp.";"CECAF";NA;"API";"";"34.1.1, 34.1.2, 34.2";"34_1_1,34_1_2,34_2";"";"";"34_1_1,34_1_2,34_2"
"Other regions";"Striped red shrimp";"Aristeus varidens";"CECAF";NA;"ARV";"";"All areas";"34";"";"";"34"
"Other regions";"Grunt";"Brachydeuterus spp";"CECAF";NA;"HWX";"No TAC";"All areas";"34";"";"";"34"
"Other regions";"Atlantic pomfret";"Brama brama";"CECAF";NA;"POA";"";"All areas";"34";"";"";"34"
"Other regions";"Jack";"Caranx spp";"CECAF";NA;"TRE";"No TAC";"34.3.1, 34.3.3-6";"34_3_1,34_3_3,34_3_4,34_3_5,34_3_6";"";"";"34_3_1,34_3_3,34_3_4,34_3_5,34_3_6"
"Other regions";"Gulper shark";"Centrophorus spp.";"CECAF";NA;"CWO";"";"34.1.1, 34.1.2, 34.2";"34_1_1,34_1_2,34_2";"";"";"34_1_1,34_1_2,34_2"
"Other regions";"Portuguese dogfish";"Centroscymnus coelolepis";"CECAF";NA;"CYO";"";"34.1.1, 34.1.2, 34.2";"34_1_1,34_1_2,34_2";"";"";"34_1_1,34_1_2,34_2"
"Other regions";"Longnose velvet dogfish";"Centroscymnus crepidater";"CECAF";NA;"CYP";"";"34.1.1, 34.1.2, 34.2";"34_1_1,34_1_2,34_2";"";"";"34_1_1,34_1_2,34_2"
"Other regions";"Black dogfish";"Centroscyllium fabricii";"CECAF";NA;"CFB";"";"34.1.1, 34.1.2, 34.2";"34_1_1,34_1_2,34_2";"";"";"34_1_1,34_1_2,34_2"
"Other regions";"Frilled shark";"Chlamydoselachus anguineus";"CECAF";NA;"HXC";"";"34.1.1, 34.1.2, 34.2";"34_1_1,34_1_2,34_2";"";"";"34_1_1,34_1_2,34_2"
"Other regions";"Tongue sole";"Cynoglossus spp";"CECAF";NA;"YOX";"No TAC";"All areas";"34";"";"";"34"
"Other regions";"Kitefin shark";"Dalatias licha";"CECAF";NA;"SCK";"";"34.1.1, 34.1.2, 34.2";"34_1_1,34_1_2,34_2";"";"";"34_1_1,34_1_2,34_2"
"Other regions";"Birdbeak dogfish";"Deania calcea";"CECAF";NA;"DCA";"";"34.1.1, 34.1.2, 34.2";"34_1_1,34_1_2,34_2";"";"";"34_1_1,34_1_2,34_2"
"Other regions";"Scad";"Decapterus spp";"CECAF";NA;"SDX";"No TAC";"34.3.1, 34.3.3-6";"34_3_1,34_3_3,34_3_4,34_3_5,34_3_6";"";"";"34_3_1,34_3_3,34_3_4,34_3_5,34_3_6"
"Other regions";"Large-eye dentex";"Dentex macrophthalmus";"CECAF";NA;"DEL";"No TAC";"All areas";"34";"";"";"34"
"Other regions";"Anchovy";"Engraulis encrasicolus";"CECAF";NA;"ANE";"No TAC";"All areas";"34";"";"";"34"
"Other regions";"White grouper";"Epinephelus aeneus";"CECAF";NA;"GPW";"No TAC";"34.1.3, 34.3.1, 34.3.3-6";"34_1_3,34_3_1,34_3_3,34_3_4,34_3_5,34_3_6";"";"";"34_1_3,34_3_1,34_3_3,34_3_4,34_3_5,34_3_6"
"Other regions";"Bonga shad";"Ethmalosa fimbriata";"CECAF";NA;"BOA";"No TAC";"34.3.1, 34.3.3-6";"34_3_1,34_3_3,34_3_4,34_3_5,34_3_6";"";"";"34_3_1,34_3_3,34_3_4,34_3_5,34_3_6"
"Other regions";"Great lanternshark";"Etmopterus princeps";"CECAF";NA;"ETR";"";"34.1.1, 34.1.2, 34.2";"34_1_1,34_1_2,34_2";"";"";"34_1_1,34_1_2,34_2"
"Other regions";"Velvet belly";"Etmopterus spinax";"CECAF";NA;"ETX";"";"34.1.1, 34.1.2, 34.2";"34_1_1,34_1_2,34_2";"";"";"34_1_1,34_1_2,34_2"
"Other regions";"Southern pink shrimp";"Farfantepenaeus notialis";"CECAF";NA;"SOP";"No TAC";"All areas";"34";"";"";"34"
"Other regions";"Lesser African threadfin";"Galeoides decadactylus";"CECAF";NA;"GAL";"No TAC";"34.1.3, 34.3.1, 34.3.3-6";"34_1_3,34_3_1,34_3_3,34_3_4,34_3_5,34_3_6";"";"";"34_1_3,34_3_1,34_3_3,34_3_4,34_3_5,34_3_6"
"Other regions";"Mouse catshark";"Galeus murinus";"CECAF";NA;"GAM";"";"34.1.1, 34.1.2, 34.2";"34_1_1,34_1_2,34_2";"";"";"34_1_1,34_1_2,34_2"
"Other regions";"Bluntnose sixgill shark";"Hexanchus griseus";"CECAF";NA;"SBL";"";"34.1.1, 34.1.2, 34.2";"34_1_1,34_1_2,34_2";"";"";"34_1_1,34_1_2,34_2"
"Other regions";"Common squid";"Loligo vulgaris";"CECAF";NA;"SQR";"No TAC";"All areas";"34";"";"";"34"
"Other regions";"Benguela hake";"Merluccius polli";"CECAF";NA;"HKB";"No TAC";"All areas";"34";"";"";"34"
"Other regions";"Senegalese hake";"Merluccius senegalensis";"CECAF";NA;"HKM";"No TAC";"All areas";"34";"";"";"34"
"Other regions";"Common octopus";"Octopus vulgaris";"CECAF";NA;"OCC";"No TAC";"All areas";"34";"";"";"34"
"Other regions";"Sailfin roughshark (Sharpback shark)";"Oxynotus paradoxus";"CECAF";NA;"OXN";"";"34.1.1, 34.1.2, 34.2";"34_1_1,34_1_2,34_2";"";"";"34_1_1,34_1_2,34_2"
"Other regions";"axillary sea bream";"Pagellus acarne";"CECAF";NA;"SBA";"No TAC";"34.1.1";"34_1_1";"";"";"34_1_1"
"Other regions";"Red pandora";"Pagellus bellottii";"CECAF";NA;"PAR";"No TAC";"All areas";"34";"";"";"34"
"Other regions";"Blue spotted sea bream";"Pagrus caeruleostictus";"CECAF";NA;"BSC";"No TAC";"All areas";"34";"";"";"34"
"Other regions";"Deepwater rose shrimp";"Parapenaeus longirostris";"CECAF";NA;"DPS";"No TAC";"All areas";"34";"";"";"34"
"Other regions";"Grunt";"Pomadasys spp";"CECAF";NA;"BGX";"No TAC";"All areas";"34";"";"";"34"
"Other regions";"West African croakers";"Pseudotolithus spp";"CECAF";NA;"CKW";"No TAC";"34.1.1";"34_1_1";"";"";"34_1_1"
"Other regions";"Sardine";"Sardina pilchardus";"CECAF";NA;"PIL";"No TAC";"34.1.1, 34.1.3";"34_1_1,34_1_3";"";"";"34_1_1,34_1_3"
"Other regions";"Round sardinella";"Sardinella aurita";"CECAF";NA;"SAA";"No TAC";"All areas";"34";"";"";"34"
"Other regions";"Short-body sardinella";"Sardinella maderensis";"CECAF";NA;"SAE";"No TAC";"All areas";"34";"";"";"34"
"Other regions";"Chub mackerel";"Scomber colias";"CECAF";NA;"VMA";"No TAC";"All areas";"34";"";"";"34"
"Other regions";"Knifetooth dogfish";"Scymnodon ringenes";"CECAF";NA;"SYR";"";"34.1.1, 34.1.2, 34.2";"34_1_1,34_1_2,34_2";"";"";"34_1_1,34_1_2,34_2"
"Other regions";"Cuttlefish";"Sepia hierredda";"CECAF";NA;"CVT";"No TAC";"All areas";"34";"";"";"34"
"Other regions";"Common cuttlefish";"Sepia officinalis";"CECAF";NA;"CTC";"No TAC";"All areas";"34";"";"";"34"
"Other regions";"Sea bream";"Sparus spp";"CECAF";NA;"SBX";"No TAC";"34.1.1";"34_1_1";"";"";"34_1_1"
"Other regions";"Horse mackerel";"Trachurus spp.";"CECAF";NA;"JAX";"No TAC";"All areas";"34";"";"";"34"
"Other regions";"Jack mackerel";"Trachurus murphyi";"SPRFMO";NA;"CJM";"SPRFMO";"All areas";"81.870000000000005";"";"";"81.870000000000005"
"Other regions";"Wahoo";"Acanthocybium solandri";"ICCAT";NA;"WAH";"No TAC";"All areas";"21,31,27,34,37";"";"";"21,31,27,34,37"
"Other regions";"Bigeye thresher shark";"Alopias superciliosus";"ICCAT";NA;"BTH";"";"All areas";"21,31,27,34,37";"";"";"21,31,27,34,37"
"Other regions";"Common thresher shark";"Alopias vulpinus";"ICCAT";NA;"ALV";"";"All areas";"21,31,27,34,37";"";"";"21,31,27,34,37"
"Other regions";"Bullet tuna";"Auxis rochei";"ICCAT";NA;"BLT";"No TAC";"All areas";"21,31,27,34,37";"";"";"21,31,27,34,37"
"Other regions";"Frigate tuna";"Auxis thazard";"ICCAT";NA;"FRZ";"No TAC";"All areas";"21,31,27,34,37";"";"";"21,31,27,34,37"
"Other regions";"Silky shark";"Carcharhinus falciformis";"ICCAT";NA;"FAL";"";"All areas";"21,31,27,34,37";"";"";"21,31,27,34,37"
"Other regions";"Oceanic whitetip shark";"Carcharhinus longimanus";"ICCAT";NA;"OCS";"";"All areas";"21,31,27,34,37";"";"";"21,31,27,34,37"
"Other regions";"Requiem sharks";"Carcharhinus spp.";"ICCAT";NA;"CWZ";"";"All areas";"21,31,27,34,37";"";"";"21,31,27,34,37"
"Other regions";"Dolphinfish";"Coryphaena hippurus";"ICCAT";NA;"DOL";"No TAC";"All areas";"21,31,27,34,37";"";"";"21,31,27,34,37"
"Other regions";"Atlantic black skipjack";"Euthynnus alletteratus";"ICCAT";NA;"LTA";"No TAC";"All areas";"21,31,27,34,37";"";"";"21,31,27,34,37"
"Other regions";"Sailfish";"Istiophorus albicans";"ICCAT";NA;"SAI";"AE45W,AW45W";"All areas";"21,31,27,34,37";"";"";"21,31,27,34,37"
"Other regions";"Shortfin mako";"Isurus oxyrinchus";"ICCAT";NA;"SMA";"";"All areas";"21,31,27,34,37";"";"";"21,31,27,34,37"
"Other regions";"Longfin mako shark";"Isurus paucus";"ICCAT";NA;"LMA";"";"All areas";"21,31,27,34,37";"";"";"21,31,27,34,37"
"Other regions";"White marlin";"Kajikia albida";"ICCAT";NA;"WHM";"ATLANT";"All areas";"21,31,27,34,37";"";"";"21,31,27,34,37"
"Other regions";"Skipjack tuna";"Katsuwonus pelamis";"ICCAT";NA;"SKJ";"No TAC";"All areas";"21,31,27,34,37";"";"";"21,31,27,34,37"
"Other regions";"Porbeagle";"Lamna nasus";"ICCAT";NA;"POR";"";"All areas";"21,31,27,34,37";"";"";"21,31,27,34,37"
"Other regions";"Blue marlin";"Makaira nigricans (or mazara)";"ICCAT";NA;"BUM";"ATLANT";"All areas";"21,31,27,34,37";"";"";"21,31,27,34,37"
"Other regions";"Mobulidae-manta rays";"Mobula spp.";"ICCAT";NA;"RMV";"";"All areas";"21,31,27,34,37";"";"";"21,31,27,34,37"
"Other regions";"Plain bonito";"Orcynopsis unicolor";"ICCAT";NA;"BOP";"No TAC";"All areas";"21,31,27,34,37";"";"";"21,31,27,34,37"
"Other regions";"Blue shark";"Prionace glauca";"ICCAT";NA;"BSH";"AN05N, AS05N";"All areas";"21,31,27,34,37";"";"";"21,31,27,34,37"
"Other regions";"Whale shark";"Rhincodon typus";"ICCAT";NA;"RHN";"";"All areas";"21,31,27,34,37";"";"";"21,31,27,34,37"
"Other regions";"Atlantic bonito";"Sarda sarda";"ICCAT";NA;"BON";"No TAC";"All areas";"21,31,27,34,37";"";"";"21,31,27,34,37"
"Other regions";"Serra Spanish mackerel";"Scomberomorus brasiliensis";"ICCAT";NA;"BRS";"No TAC";"All areas";"21,31,27,34,37";"";"";"21,31,27,34,37"
"Other regions";"King mackerel";"Scomberomorus cavalla";"ICCAT";NA;"KGM";"No TAC";"All areas";"21,31,27,34,37";"";"";"21,31,27,34,37"
"Other regions";"Atlantic Spanish mackerel";"Scomberomorus maculatus";"ICCAT";NA;"SSM";"No TAC";"All areas";"21,31,27,34,37";"";"";"21,31,27,34,37"
"Other regions";"Cero";"Scomberomorus regalis";"ICCAT";NA;"CER";"No TAC";"All areas";"21,31,27,34,37";"";"";"21,31,27,34,37"
"Other regions";"West African Spanish mackerel";"Scomberomorus tritor";"ICCAT";NA;"MAW";"No TAC";"All areas";"21,31,27,34,37";"";"";"21,31,27,34,37"
"Other regions";"Scalopped hammerhead shark";"Sphyrna lewini";"ICCAT";NA;"SPL";"";"All areas";"21,31,27,34,37";"";"";"21,31,27,34,37"
"Other regions";"Great hammerhead shark";"Sphyrna mokarran";"ICCAT";NA;"SPK";"";"All areas";"21,31,27,34,37";"";"";"21,31,27,34,37"
"Other regions";"Smooth hammerhead shark";"Sphyrna zygaena";"ICCAT";NA;"SPZ";"";"All areas";"21,31,27,34,37";"";"";"21,31,27,34,37"
"Other regions";"Mediterranean spearfish";"Tetrapturus belone";"ICCAT";NA;"MSP";"";"All areas";"21,31,27,34,37";"";"";"21,31,27,34,37"
"Other regions";"Roundscale spearfish";"Tetrapturus georgii";"ICCAT";NA;"RSP";"";"All areas";"21,31,27,34,37";"";"";"21,31,27,34,37"
"Other regions";"Longbill spearfish";"Tetrapturus pfluegeri";"ICCAT";NA;"SPF";"";"All areas";"21,31,27,34,37";"";"";"21,31,27,34,37"
"Other regions";"Albacore tuna";"Thunnus alalunga";"ICCAT";NA;"ALB";"AS05N,AN05N";"All areas";"31, 34, 41, 47";"";"";"31,34,41,47"
"Other regions";"Yellowfin tuna";"Thunnus albacares";"ICCAT";NA;"YFT";"ATLANT";"All areas";"21,27, 37";"";"";"21,27,37"
"Other regions";"Blackfin tuna";"Thunnus atlanticus";"ICCAT";NA;"BLF";"No TAC";"All areas";"21,31,27,34,37";"";"";"21,31,27,34,37"
"Other regions";"Bigeye tuna";"Thunnus obesus";"ICCAT";NA;"BET";"ATLLL,ATLPS,ATLANT";"All areas";"21,31,27,34,37";"";"";"21,31,27,34,37"
"Other regions";"Bluefin tuna";"Thunnus thynnus";"ICCAT";NA;"BFT";"*641,*643,*8301,*8302,'*8303F,AE45WM,AVARCH";"All areas";"31,27,34,37,47";"";"";"31,27,34,37,47"
"Other regions";"Swordfish";"Xiphias gladius";"ICCAT";NA;"SWO";"AN05N,AS05N,MED";"All areas";"21,31,27,34,37";"";"";"21,31,27,34,37"
"Other regions";"Wahoo";"Acanthocybium solandri";"IOTC";NA;"WAH";"";"All areas";"51.57";"";"";"51.57"
"Other regions";"Pelagic thresher shark";"Alopias pelagicus";"IOTC";NA;"PTH";"No TAC";"All areas";"51.57";"";"";"51.57"
"Other regions";"Bigeye thresher shark";"Alopias superciliosus";"IOTC";NA;"BTH";"No TAC";"All areas";"51.57";"";"";"51.57"
"Other regions";"Bullet tuna";"Auxis rochei";"IOTC";NA;"BLT";"No TAC";"All areas";"51.57";"";"";"51.57"
"Other regions";"Frigate tuna";"Auxis thazard";"IOTC";NA;"FRZ";"No TAC";"All areas";"51.57";"";"";"51.57"
"Other regions";"Silky shark";"Carcharhinus falciformis";"IOTC";NA;"FAL";"No TAC";"All areas";"51.57";"";"";"51.57"
"Other regions";"Oceanic whitetip shark";"Carcharhinus longimanus";"IOTC";NA;"OCS";"No TAC";"All areas";"51.57";"";"";"51.57"
"Other regions";"Requiem sharks";"Carcharhinus spp.";"IOTC";NA;"CWZ";"";"All areas";"51.57";"";"";"51.57"
"Other regions";"Dolphinfish";"Coryphaena hippurus";"IOTC";NA;"DOL";"No TAC";"All areas";"51.57";"";"";"51.57"
"Other regions";"Kawakawa";"Euthynnus affinis";"IOTC";NA;"KAW";"No TAC";"All areas";"51.57";"";"";"51.57"
"Other regions";"Black marlin";"Istiompax indica";"IOTC";NA;"BLM";"No TAC";"All areas";"51.57";"";"";"51.57"
"Other regions";"Indo-Pacific sailfish";"Istiophorus platypterus";"IOTC";NA;"SFA";"No TAC";"All areas";"51.57";"";"";"51.57"
"Other regions";"Shortfin mako";"Isurus oxyrinchus";"IOTC";NA;"SMA";"";"All areas";"51.57";"";"";"51.57"
"Other regions";"Longfin mako shark";"Isurus paucus";"IOTC";NA;"LMA";"";"All areas";"51.57";"";"";"51.57"
"Other regions";"Skipjack tuna";"Katsuwonus pelamis";"IOTC";NA;"SKJ";"No TAC";"All areas";"51.57";"";"";"51.57"
"Other regions";"Porbeagle";"Lamna nasus";"IOTC";NA;"POR";"";"All areas";"51.57";"";"";"51.57"
"Other regions";"Blue marlin";"Makaira nigricans (or mazara)";"IOTC";NA;"BUM";"No TAC";"All areas";"51.57";"";"";"51.57"
"Other regions";"Mobulidae-manta rays";"Mobula spp.";"IOTC";NA;"RMV";"";"All areas";"51.57";"";"";"51.57"
"Other regions";"Blue shark";"Prionace glauca";"IOTC";NA;"BSH";"No TAC";"All areas";"51.57";"";"";"51.57"
"Other regions";"Whale shark";"Rhincodon typus";"IOTC";NA;"RHN";"";"All areas";"51.57";"";"";"51.57"
"Other regions";"Indo-Pacific king mackerel";"Scomberomorus guttatus";"IOTC";NA;"GUT";"No TAC";"All areas";"51.57";"";"";"51.57"
"Other regions";"Narrow-barred Spanish mackerel";"Scomberomorus commerson";"IOTC";NA;"COM";"No TAC";"All areas";"51.57";"";"";"51.57"
"Other regions";"Longtail tuna";"Thunnus tonggol";"IOTC";NA;"LOT";"No TAC";"All areas";"51.57";"";"";"51.57"
"Other regions";"Scalloped hammerhead shark";"Sphyrna lewini";"IOTC";NA;"SPL";"No TAC";"All areas";"51.57";"";"";"51.57"
"Other regions";"Great hammerhead shark";"Sphyrna mokarran";"IOTC";NA;"SPK";"";"All areas";"51.57";"";"";"51.57"
"Other regions";"Smooth hammerhead shark";"Sphyrna zygaena";"IOTC";NA;"SPZ";"";"All areas";"51.57";"";"";"51.57"
"Other regions";"Striped marlin";"Tetrapturus audax";"IOTC";NA;"MLS";"No TAC";"All areas";"51.57";"";"";"51.57"
"Other regions";"Shortbill spearfish";"Tetrapturus angustirostris";"IOTC";NA;"SSP";"";"All areas";"51.57";"";"";"51.57"
"Other regions";"Albacore tuna";"Thunnus alalunga";"IOTC";NA;"ALB";"No TAC";"All areas";"51.57";"";"";"51.57"
"Other regions";"Yellowfin tuna";"Thunnus albacares";"IOTC";NA;"YFT";"IOTC";"All areas";"51.57";"";"";"51.57"
"Other regions";"Bigeye tuna";"Thunnus obesus";"IOTC";NA;"BET";"No TAC";"All areas";"51.57";"";"";"51.57"
"Other regions";"Swordfish";"Xiphias gladius";"IOTC";NA;"SWO";"No TAC";"All areas";"51.57";"";"";"51.57"
"Other regions";"Pelagic thresher";"Alopias pelagicus";"WCPFC";NA;"PTH";"No TAC";"All areas";"71";"";"";"71"
"Other regions";"big eye thresher";"Alopias superciliosus";"WCPFC";NA;"BTH";"No TAC";"All areas";"71";"";"";"71"
"Other regions";"Common thresher";"Alopias vulpinus";"WCPFC";NA;"ALV";"No TAC";"All areas";"71";"";"";"71"
"Other regions";"Silky shark";"Carcharhinus falciformis";"WCPFC";NA;"FAL";"No TAC";"All areas";"71";"";"";"71"
"Other regions";"Oceanic whitetip shark";"Carcharhinus longimanus";"WCPFC";NA;"OCS";"No TAC";"All areas";"71";"";"";"71"
"Other regions";"Black marlin";"Istiompax indica";"WCPFC";NA;"BLM";"No TAC";"All areas";"71";"";"";"71"
"Other regions";"Shortfin mako shark";"Isurus oxyrinchus";"WCPFC";NA;"SMA";"";"All areas";"71";"";"";"71"
"Other regions";"Longfin mako shark";"Isurus paucus";"WCPFC";NA;"LMA";"";"All areas";"71";"";"";"71"
"Other regions";"Skipjack tuna";"Katsuwonus pelamis";"WCPFC";NA;"SKJ";"No TAC";"All areas";"71";"";"";"71"
"Other regions";"Porbeagle";"Lamna nasus";"WCPFC";NA;"POR";"";"All areas";"71";"";"";"71"
"Other regions";"Blue marlin";"Makaira nigricans (or mazara)";"WCPFC";NA;"BUM";"No TAC";"All areas";"71";"";"";"71"
"Other regions";"Blue shark";"Prionace glauca";"WCPFC";NA;"BSH";"No TAC";"All areas";"71";"";"";"71"
"Other regions";"Whale shark";"Rhincodon typus";"WCPFC";NA;"RHN";"";"All areas";"71";"";"";"71"
"Other regions";"Scalopped hammerhead shark";"Sphyrna lewini";"WCPFC";NA;"SPL";"";"All areas";"71";"";"";"71"
"Other regions";"Great hammerhead shark";"Sphyrna mokarran";"WCPFC";NA;"SPK";"";"All areas";"71";"";"";"71"
"Other regions";"Smooth hammerhead shark";"Sphyrna zygaena";"WCPFC";NA;"SPZ";"";"All areas";"71";"";"";"71"
"Other regions";"Striped marlin";"Tetrapturus audax";"WCPFC";NA;"MLS";"No TAC";"All areas";"71";"";"";"71"
"Other regions";"Albacore tuna";"Thunnus alalunga";"WCPFC";NA;"ALB";"No TAC";"All areas";"71";"";"";"71"
"Other regions";"Yellowfin tuna";"Thunnus albacares";"WCPFC";NA;"YFT";"No TAC";"All areas";"71";"";"";"71"
"Other regions";"Bigeye tuna";"Thunnus obesus";"WCPFC";NA;"BET";"F7120S";"All areas";"71";"";"";"71"
"Other regions";"Pacific bluefin tuna";"Thunnus orientalis";"WCPFC";NA;"PBF";"No TAC";"All areas";"71";"";"";"71"
"Other regions";"Swordfish";"Xiphias gladius";"WCPFC";NA;"SWO";"F7120S";"All areas";"71";"";"";"71"
"Other regions";"Mobulidae-manta rays";"Mobula spp.";"WCPFC";NA;"RMV";"";"All areas";"71";"";"";"71"
"Other regions";"Silky shark";"Carcharhinus falciformis";"IATTC";NA;"FAL";"";"All areas";"77, 87";"";"";"77,87"
"Other regions";"Oceanic whitetip shark";"Carcharhinus longimanus";"IATTC";NA;"OCS";"";"All areas";"77, 87";"";"";"77,87"
"Other regions";"Black marlin";"Istiompax indica";"IATTC";NA;"BLM";"No TAC";"All areas";"77, 87";"";"";"77,87"
