"region";"sppName";"latinName";"RFMO";"RFMO_Stock_ID";"X3A_CODE";"FIDES_AREA";"area";"areaBis";"TAC.area.description";"Comments";"areaRDB";"latinNameJoin"
"North-East Atlantic";"Black-bellied angler";"Lophius budegassa";"ICES";NA;"ANF,MNZ";"*56-14,56-14";"6";"27_6";"";"";"27_6";"Lophius budegassa"
"North-East Atlantic";"Black-bellied angler";"Lophius budegassa";"ICES";NA;"ANF,MNZ";"07.,8ABDE";"7, 8abd";"27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8_A,27_8_B,27_8_D";"";"";"27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8_A,27_8_B,27_8_D";"Lophius budegassa"
"North-East Atlantic";"Black-bellied angler";"Lophius budegassa";"ICES";NA;"ANF,MNZ";"8C3411";"8c, 9a";"27_8_C,27_9_A";"";"";"27_8_C,27_9_A";"Lophius budegassa"
"North-East Atlantic";"Anglerfish";"Lophius piscatorius";"ICES";NA;"MON,MNZ";"*56-14,56-14";"6";"27_6";"";"";"27_6";"Lophius piscatorius"
"North-East Atlantic";"Anglerfish";"Lophius piscatorius";"ICES";NA;"MON,MNZ";"*56-14,56-14";"5b, 12, 14";"27_5_B,27_12,27_14";"";"";"27_5_B,27_12,27_14";"Lophius piscatorius"
"North-East Atlantic";"Anglerfish";"Lophius piscatorius";"ICES";NA;"MON,MNZ";"07.,8ABDE";"7, 8abd";"27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8_A,27_8_B,27_8_D";"";"";"27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8_A,27_8_B,27_8_D";"Lophius piscatorius"
"North-East Atlantic";"Anglerfish";"Lophius piscatorius";"ICES";NA;"MON,MNZ";"8C3411";"8c, 9a";"27_8_C,27_9_A";"";"";"27_8_C,27_9_A";"Lophius piscatorius"
"North-East Atlantic";"Roughhead grenadier";"Macrourus berglax";"ICES";NA;"RHG";"8X14-,514GRN";"8, 9, 10, 12, 14";"27_8,27_9,27_10,27_12,27_14";"";"";"27_8,27_9,27_10,27_12,27_14";"Macrourus berglax"
"North-East Atlantic";"Spider crab";"Maja brachydactyla";"ICES";NA;"JDV";"No TAC";"5, 6, 7";"27_5,27_6,27_7";"";"";"27_5,27_6,27_7";"Maja brachydactyla"
"North-East Atlantic";"Capelin";"Mallotus villosus";"ICES";NA;"CAP";"514GRN";"14";"27_14";"Greenland zone: V & XIV";"";"27_14";"Mallotus villosus"
"North-East Atlantic";"Haddock";"Melanogrammus aeglefinus";"ICES";NA;"HAD";"5BC6A.";"5b, 6a";"27_5_B, 27_6_A";"Faroe zone: Vb)";"";"27_5_B,27_6_A";"Melanogrammus aeglefinus"
"North-East Atlantic";"Haddock";"Melanogrammus aeglefinus";"ICES";NA;"HAD";"6B1214";"6b, 12, 14";"27_6_B,27_12,27_14";"Ec and international waters of Vib),  XII and XIV";"";"27_6_B,27_12,27_14";"Melanogrammus aeglefinus"
"North-East Atlantic";"Haddock";"Melanogrammus aeglefinus";"ICES";NA;"HAD";"07A.";"7a";"27_7_A";"ICES division VIIa - Irish Sea";"";"27_7_A";"Melanogrammus aeglefinus"
"North-East Atlantic";"Haddock";"Melanogrammus aeglefinus";"ICES";NA;"HAD";"7X7A34";"7b-k, 8, 9, 10";"27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10";"VIIbcdefghjk, VII, IX, X, EC waters of CECAF 34.1.1";"";"27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10";"Melanogrammus aeglefinus"
"North-East Atlantic";"Whiting";"Merlangius merlangus";"ICES";NA;"WHG";"08.";"8, 9, 10 ";"27_8,27_9,27_10";"";"";"27_8,27_9,27_10";"Merlangius merlangus"
"North-East Atlantic";"Whiting";"Merlangius merlangus";"ICES";NA;"WHG";"56-14";"5b, 6, 12, 14";"27_5_B,27_6,27_12,27_14";"";"";"27_5_B,27_6,27_12,27_14";"Merlangius merlangus"
"North-East Atlantic";"Whiting";"Merlangius merlangus";"ICES";NA;"WHG";"07A.";"7a";"27_6_A";"";"";"27_6_A";"Merlangius merlangus"
"North-East Atlantic";"Whiting";"Merlangius merlangus";"ICES";NA;"WHG";"7X7A-C";"7b-k";"27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K";"";"";"27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K";"Merlangius merlangus"
"North-East Atlantic";"Hake";"Merluccius merluccius";"ICES";NA;"HKE";"571214";"5b, 6, 7, 12, 14";"27_5_B,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_12,27_14";"VIIIabde, Vb (1), Vi, VII, XII, XIV";"";"27_5_B,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_12,27_14";"Merluccius merluccius"
"North-East Atlantic";"Hake";"Merluccius merluccius";"ICES";NA;"HKE";"8ABDE.";"8abde";"27_8_A,27_8_B,27_8_D,27_8_E";"";"";"27_8_A,27_8_B,27_8_D,27_8_E";"Merluccius merluccius"
"North-East Atlantic";"Hake";"Merluccius merluccius";"ICES";NA;"HKE";"8C3411";"8c, 9, 10";"27_8_C,27_9,27_10";"VIIIc), IX, X, COPACE 34.1.1 (1), internatina waters of XII and XIV";"";"27_8_C,27_9,27_10";"Merluccius merluccius"
"North-East Atlantic";"Wedge sole";"Microchirus variegatus";"ICES";NA;"MKG";"No TAC";"All areas";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14";"";"";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14";"Microchirus variegatus"
"North-East Atlantic";"Blue whiting";"Micromesistius poutassou";"ICES";NA;"WHB";"1X14";"1-9, 12, 14";"27_1,27_2,27_3,27_4,27_5,27_6,27_7,27_8,27_9,27_12,27_14";"ICES I-II, III, IV, V, VII, VIIIabde, XII and XIV (EC and international waters)";"";"27_1,27_2,27_3,27_4,27_5,27_6,27_7,27_8,27_9,27_12,27_14";"Micromesistius poutassou"
"North-East Atlantic";"Lemon sole";"Microstomus kitt";"ICES";NA;"LEM";"No TAC";"All areas";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14";"";"";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14";"Microstomus kitt"
"North-East Atlantic";"Blue ling";"Molva dypterygia";"ICES";NA;"BLI";"5B67-";"5b, 6, 7";"27_5_B,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K";"EU waters of Iia, IV, Vb, VI and VII";"";"27_5_B,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K";"Molva dypterygia"
"North-East Atlantic";"Blue ling";"Molva dypterygia";"ICES";NA;"BLI";"12INT-";"12 international waters";"27_12";"EU waters of Iia, IV, Vb, VI and VII";"";"27_12";"Molva dypterygia"
"North-East Atlantic";"Spanish ling";"Molva macrophthalma";"ICES";NA;"SLI";"No TAC";"10";"27_10";"";"";"27_10";"Molva macrophthalma"
"North-East Atlantic";"Ling";"Molva molva";"ICES";NA;"LIN";"05EI.";"5";"27_5";"VI, VII, VIII, IX, X, XII, XIV (1)(2)";"";"27_5";"Molva molva"
"North-East Atlantic";"Ling";"Molva molva";"ICES";NA;"LIN";"6X14.";"6-14";"27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14";"VI, VII, VIII, IX, X, XII, XIV (1)(2)";"";"27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14";"Molva molva"
"North-East Atlantic";"Striped red mullet";"Mullus surmuletus";"ICES";NA;"MUR";"No TAC";"All areas";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14";"";"";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14";"Mullus surmuletus"
"North-East Atlantic";"Starry smooth-hound";"Mustelus asterias";"ICES";NA;"SDS";"No TAC";"6, 7, 8, 9";"27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_8,27_9,27_7_K,27_8,27_9";"";"";"27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_8,27_9,27_7_K,27_8,27_9";"Mustelus asterias"
"North-East Atlantic";"Smooth-hound";"Mustelus mustelus";"ICES";NA;"SMD";"No TAC";"6, 7, 8, 9";"27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_8,27_9,27_7_K,27_8,27_9";"";"";"27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_8,27_9,27_7_K,27_8,27_9";"Mustelus mustelus"
"North-East Atlantic";"Blackspotted smooth-hound";"Mustelus punctulatus";"ICES";NA;"MPT";"No TAC";"6, 7, 8, 9";"27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_8,27_9,27_7_K,27_8,27_9";"";"";"27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_8,27_9,27_7_K,27_8,27_9";"Mustelus punctulatus"
"North-East Atlantic";"Smooth-hound";"Mustelus spp.";"ICES";NA;"SKH";"No TAC";"5-10, 12, 14";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_8,27_9,27_7_K,27_10,27_12,27_14";"";"";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_8,27_9,27_7_K,27_10,27_12,27_14";"Mustelus,Mustelus mustelus,Mustelus asterias,Mustelus punctulatus"
"North-East Atlantic";"Norway lobster";"Nephrops norvegicus";"ICES";NA;"NEP";"5BC6.";"5b, 6";"27_5_B,27_6";"Vb) (1), VI";"";"27_5_B,27_6";"Nephrops norvegicus"
"North-East Atlantic";"Norway lobster";"Nephrops norvegicus";"ICES";NA;"NEP";"07.";"7";"27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K";"VII";"";"27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K";"Nephrops norvegicus"
"North-East Atlantic";"Norway lobster";"Nephrops norvegicus";"ICES";NA;"NEP";"8ABDE.";"8abde";"27_8_A,27_8_B,27_8_D,27_8_E";"VIIIabde";"";"27_8_A,27_8_B,27_8_D,27_8_E";"Nephrops norvegicus"
"North-East Atlantic";"Norway lobster";"Nephrops norvegicus";"ICES";NA;"NEP";"08C.";"8c";"27_8_C";"ICES division VIIIc - Bay of Biscay - South";"";"27_8_C";"Nephrops norvegicus"
"North-East Atlantic";"Norway lobster";"Nephrops norvegicus";"ICES";NA;"NEP";"9/3411";"9";"27_9";"Functional Units 26 and 27 of ICES division IXa";"";"27_9";"Nephrops norvegicus"
"North-East Atlantic";"Common octopus";"Octopus vulgaris";"ICES";NA;"OCC";"No TAC";"All areas";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8_A,27_8_B,27_8_D,27_8_C,27_8_E,27_9_A,27_9_B,27_10,27_12,27_14";"";"";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8_A,27_8_B,27_8_D,27_8_C,27_8_E,27_9_A,27_9_B,27_10,27_12,27_14";"Octopus vulgaris"
"North-East Atlantic";"Sailfin roughshark";"Oxynotus paradoxus";"ICES";NA;"OXN";"";"5, 6, 7, 8, 9, 10";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10";"";"";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10";"Oxynotus paradoxus"
"North-East Atlantic";"Blackspot sea bream";"Pagellus bogaraveo";"ICES";NA;"SBR";"678-";"6, 7, 8";"27_6,27_7,27_8";"";"";"27_6,27_7,27_8";"Pagellus bogaraveo"
"North-East Atlantic";"Blackspot sea bream";"Pagellus bogaraveo";"ICES";NA;"SBR";"09-";"9";"27_9";"";"";"27_9";"Pagellus bogaraveo"
"North-East Atlantic";"Blackspot sea bream";"Pagellus bogaraveo";"ICES";NA;"SBR";"10-";"10";"27_10";"";"";"27_10";"Pagellus bogaraveo"
"North-East Atlantic";"Northern shrimp";"Pandalus borealis";"ICES";NA;"PRA";"514GRN";"5, 14";"27_5,27_14";"";"";"27_5,27_14";"Pandalus borealis"
"North-East Atlantic";"Pandalid shrimps";"Pandalus spp";"ICES";NA;"PAN";"No TAC";"5, 14";"27_5,27_14";"";"";"27_5,27_14";"Pandalus spp"
"North-East Atlantic";"Deepwater rose shrimp";"Parapenaeus longirostris";"ICES";NA;"DPS";"No TAC";"9a";"27_9_A";"";"";"27_9_A";"Parapenaeus longirostris"
"North-East Atlantic";"Scallop";"Pecten maximus";"ICES";NA;"SCE";"No TAC";"6, 7";"27_6,27_7_E,27_7_A,27_7_B,27_7_C,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K";"";"";"27_6,27_7_E,27_7_A,27_7_B,27_7_C,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K";"Pecten maximus"
"North-East Atlantic";"Greater Forkbeard";"Phycis blennoides";"ICES";NA;"GFB";"567-,89-,1012-";"All areas";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14";"Should we add areas 1 II-III and IV? There also other TAC codes looking redundant";"";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14";"Phycis blennoides"
"North-East Atlantic";"Forkbeard";"Phycis phycis";"ICES";NA;"FOR";"No TAC";"All areas";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14";"";"";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14";"Phycis phycis"
"North-East Atlantic";"Plaice";"Pleuronectes platessa";"ICES";NA;"PLE";"56-14";"5b, 6, 12, 14";"27_5_B,27_6,27_12,27_14";"";"";"27_5_B,27_6,27_12,27_14";"Pleuronectes platessa"
"North-East Atlantic";"Plaice";"Pleuronectes platessa";"ICES";NA;"PLE";"07A.";"7a";"27_7_A";"ICES division VIIa - Irish Sea";"";"27_7_A";"Pleuronectes platessa"
"North-East Atlantic";"Plaice";"Pleuronectes platessa";"ICES";NA;"PLE";"7BC.";"7bc";"27_7_B,27_7_C";"VIIbc ";"";"27_7_B,27_7_C";"Pleuronectes platessa"
"North-East Atlantic";"Plaice";"Pleuronectes platessa";"ICES";NA;"PLE";"7DE.";"7e";"27_7_E";"VIIde";"";"27_7_E";"Pleuronectes platessa"
"North-East Atlantic";"Plaice";"Pleuronectes platessa";"ICES";NA;"PLE";"7FG.";"7fg";"27_7_F,27_7_G";"VIIfg";"";"27_7_F,27_7_G";"Pleuronectes platessa"
"North-East Atlantic";"Plaice";"Pleuronectes platessa";"ICES";NA;"PLE";"7HJK.";"7h-k";"27_7_H,27_7_J,27_7_K";"VIIhjk";"";"27_7_H,27_7_J,27_7_K";"Pleuronectes platessa"
"North-East Atlantic";"Plaice";"Pleuronectes platessa";"ICES";NA;"PLE";"8/3411";"8, 9, 10";"27_8,27_9,27_10";"VIII, IX, X, COPACE 34.1.1 (1)";"";"27_8,27_9,27_10";"Pleuronectes platessa"
"North-East Atlantic";"Pollack";"Pollachius pollachius";"ICES";NA;"POL";"56-14";"5b, 6, 12, 14";"27_5_B,27_6,27_12,27_14";"";"";"27_5_B,27_6,27_12,27_14";"Pollachius pollachius"
"North-East Atlantic";"Pollack";"Pollachius pollachius";"ICES";NA;"POL";"07.";"7";"27_7";"";"";"27_7";"Pollachius pollachius"
"North-East Atlantic";"Pollack";"Pollachius pollachius";"ICES";NA;"POL";"8ABDE.";"8abde";"27_8_A,27_8_B,27_8_D,27_8_E";"";"";"27_8_A,27_8_B,27_8_D,27_8_E";"Pollachius pollachius"
"North-East Atlantic";"Pollack";"Pollachius pollachius";"ICES";NA;"POL";"08C.";"8c";"27_8_C";"";"";"27_8_C";"Pollachius pollachius"
"North-East Atlantic";"Pollack";"Pollachius pollachius";"ICES";NA;"POL";"9/3411";"9, 10";"27_9,27_10";"";"";"27_9,27_10";"Pollachius pollachius"
"North-East Atlantic";"Saithe";"Pollachius virens";"ICES";NA;"POK";"56-14";"5b, 6, 12, 14";"27_5_B,27_6,27_12,27_14";"";"";"27_5_B,27_6,27_12,27_14";"Pollachius virens"
"North-East Atlantic";"Saithe";"Pollachius virens";"ICES";NA;"POK";"7/3411";"7, 8, 9, 10";"27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10";"VII, VIII, IX, X, COPACE 34.1.1(1)";"";"27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10";"Pollachius virens"
"North-East Atlantic";"Wreckfish";"Polyprion americanus";"ICES";NA;"WRF";"";"10";"27_10";"";"";"27_10";"Polyprion americanus"
"North-East Atlantic";"Blonde ray";"Raja brachyura";"ICES";NA;"RJH";"67AKXD";"4a, 6";"27_4_A,27_6";"";"";"27_4_A,27_6";"Raja brachyura"
"North-East Atlantic";"Blonde ray";"Raja brachyura";"ICES";NA;"RJH";"67AKXD";"7a,7fg";"27_7_A,27_7_F,27_7_G";"";"";"27_7_A,27_7_F,27_7_G";"Raja brachyura"
"North-East Atlantic";"Blonde ray";"Raja brachyura";"ICES";NA;"RJH";"67AKXD";"7e";"27_7_E";"";"";"27_7_E";"Raja brachyura"
"North-East Atlantic";"Blonde ray";"Raja brachyura";"ICES";NA;"RJH";"89-C.";"9a";"27_9_A";"";"";"27_9_A";"Raja brachyura"
"North-East Atlantic";"Thornback ray";"Raja clavata";"ICES";NA;"RJC";"67AKXD";"6";"27_6";"";"";"27_6";"Raja clavata"
"North-East Atlantic";"Thornback ray";"Raja clavata";"ICES";NA;"RJC";"67AKXD";"7a, 7fg";"27_7_A,27_7_F,27_7_G";"";"";"27_7_A,27_7_F,27_7_G";"Raja clavata"
"North-East Atlantic";"Thornback ray";"Raja clavata";"ICES";NA;"RJC";"67AKXD";"7e";"27_7_E";"";"";"27_7_E";"Raja clavata"
"North-East Atlantic";"Thornback ray";"Raja clavata";"ICES";NA;"RJC";"89-C.";"8";"27_8";"";"";"27_8";"Raja clavata"
"North-East Atlantic";"Thornback ray";"Raja clavata";"ICES";NA;"RJC";"No TAC";"9a";"27_9_A";"";"";"27_9_A";"Raja clavata"
"North-East Atlantic";"Thornback ray";"Raja clavata";"ICES";NA;"RJC";"No TAC";"10, 12";"27_10,27_12";"";"";"27_10,27_12";"Raja clavata"
"North-East Atlantic";"Small-eyed ray";"Raja microocellata";"ICES";NA;"RJE";"07D.";"7e";"27_7_E";"";"";"27_7_E";"Raja microocellata"
"North-East Atlantic";"Small-eyed ray";"Raja microocellata";"ICES";NA;"RJE";"7FG.";"7fg";"27_7_F,27_7_G";"";"";"27_7_F,27_7_G";"Raja microocellata"
"North-East Atlantic";"Spotted ray";"Raja montagui";"ICES";NA;"RJM";"67AKXD";"6, 7b, 7j";"27_6,27_7_B,27_7_J";"";"";"27_6,27_7_B,27_7_J";"Raja montagui"
"North-East Atlantic";"Spotted ray";"Raja montagui";"ICES";NA;"RJM";"67AKXD";"7a, 7e-h";"27_7_A,,27_7_E,27_7_F,27_7_G,27_7_H";"";"";"27_7_A,,27_7_E,27_7_F,27_7_G,27_7_H";"Raja montagui"
"North-East Atlantic";"Spotted ray";"Raja montagui";"ICES";NA;"RJM";"No TAC";"8";"27_8";"";"";"27_8";"Raja montagui"
"North-East Atlantic";"Spotted ray";"Raja montagui";"ICES";NA;"RJM";"No TAC";"9a";"27_9_A";"";"";"27_9_A";"Raja montagui"
"North-East Atlantic";"Undulate ray";"Raja undulata";"ICES";NA;"RJU";"No TAC";"7b, 7j";"27_7_B,27_7_J";"";"";"27_7_B,27_7_J";"Raja undulata"
"North-East Atlantic";"Undulate ray";"Raja undulata";"ICES";NA;"RJU";"07DE.";"7e";"27_7_E";"";"";"27_7_E";"Raja undulata"
"North-East Atlantic";"Undulate ray";"Raja undulata";"ICES";NA;"RJU";"8-C.";"8ab";"27_8_A,27_8_B";"";"";"27_8_A,27_8_B";"Raja undulata"
"North-East Atlantic";"Undulate ray";"Raja undulata";"ICES";NA;"RJU";"8-C.";"8c";"27_8_C";"";"";"27_8_C";"Raja undulata"
"North-East Atlantic";"Undulate ray";"Raja undulata";"ICES";NA;"RJU";"9-C.";"9a";"27_9_A";"";"";"27_9_A";"Raja undulata"
"North-East Atlantic";"Greenland halibut";"Reinhardtius hippoglossoides";"ICES";NA;"GHL";"5-14GL";"5a, 14";"27_5_A,27_14";"Greenland zone: V & XIV";"";"27_5_A,27_14";"Reinhardtius hippoglossoides"
"North-East Atlantic";"Greenland halibut";"Reinhardtius hippoglossoides";"ICES";NA;"GHL";"2A-C46";"5b, 6";"27_5_B,27_6";"EU waters of IIa and VI. In VI";"";"27_5_B,27_6";"Reinhardtius hippoglossoides"
"North-East Atlantic";"White skate";"Raja alba";"ICES";NA;"RJA";"No TAC";"All areas";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14";"";"Rostroraja alba";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14";"Raja alba"
"North-East Atlantic";"Salmon";"Salmo salar";"ICES";NA;"SAL";"No TAC";"All areas";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14";"";"";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14";"Salmo salar"
"North-East Atlantic";"Sea trout";"Salmo trutta";"ICES";NA;"TRS";"";"All areas";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14";"";"";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14";"Salmo trutta"
"North-East Atlantic";"Sardine";"Sardina pilchardus";"ICES";NA;"PIL";"No TAC";"8abd";"27_8_A,27_8_B,27_8_D";"";"";"27_8_A,27_8_B,27_8_D";"Sardina pilchardus"
"North-East Atlantic";"Sardine";"Sardina pilchardus";"ICES";NA;"PIL";"No TAC";"8c, 9a";"27_8_C,27_9_A";"";"";"27_8_C,27_9_A";"Sardina pilchardus"
"North-East Atlantic";"Spanish mackerel";"Scomber colias";"ICES";NA;"VMA";"No TAC";"8, 9, 10";"27_8,27_9,27_10";"";"";"27_8,27_9,27_10";"Scomber colias"
"North-East Atlantic";"Mackerel";"Scomber scombrus";"ICES";NA;"MAC";"2CX14-";"5, 6, 7, 8, 9";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9";"VI, VII, VIIIabde, EC waters of Vb,  international waters of Iia, XII and XIV";"";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9";"Scomber scombrus"
"North-East Atlantic";"Turbot";"Scophthalmus maximus";"ICES";NA;"TUR";"No TAC";"All areas";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14";"";"";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14";"Scophthalmus maximus"
"North-East Atlantic";"Brill";"Scophthalmus rhombus";"ICES";NA;"BLL";"No TAC";"All areas";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14";"";"";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14";"Scophthalmus rhombus"
"North-East Atlantic";"Lesser-spotted dogfish";"Scyliorhinus canicula";"ICES";NA;"SYC";"";"6, 7a-c, 7e-j";"27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J";"";"";"27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J";"Scyliorhinus canicula"
"North-East Atlantic";"Lesser-spotted dogfish";"Scyliorhinus canicula";"ICES";NA;"SYC";"";"8abd";"27_8_A,27_8_B,27_8_D";"";"";"27_8_A,27_8_B,27_8_D";"Scyliorhinus canicula"
"North-East Atlantic";"Lesser-spotted dogfish";"Scyliorhinus canicula";"ICES";NA;"SYC";"";"8c, 9a";"27_8_C,27_9_A";"";"";"27_8_C,27_9_A";"Scyliorhinus canicula"
"North-East Atlantic";"Greater spotted dogfish";"Scyliorhinus stellaris";"ICES";NA;"SYT";"";"6, 7";"27_6,27_7";"";"";"27_6,27_7";"Scyliorhinus stellaris"
"North-East Atlantic";"Knifetooth dogfish";"Scymnodon ringenes";"ICES";NA;"SYR";"No TAC";"5, 6, 7, 8, 9, 10";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10";"";"";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10";"Scymnodon ringenes"
