"Country_Code";"CFR";"UVI";"Event_Code";"Event_Start_Date";"Event_End_Date";"Registration_Nbr";"Ext_Marking";"Vessel_Name";"Port_Code";"IRCS";"IRCS_Code";"License_Ind";"Vms_Code";"ERS_Code";"AIS_Code";"MMSI";"Vessel_Type";"Gear_Main_Code";"Gear_1_Code";"Gear_2_Code";"Gear_3_Code";"Gear_4_Code";"Gear_5_Code";"Loa";"Lbp";"Ton_Gt";"Ton_Oth";"Ton_Gts";"Power_Main";"Power_Aux";"Hull_Material";"Com_Date";"Segment";"Exp_Country";"Exp_Type";"Public_Aid_Code";"Construction_Year";"NA";"NA"
"LVA";"DEU000150400";8716942;"IMP";NA;NA;"LVV1551";"LVV1551";"HARENGUS";"VP";"Ventspils";"YLBH";"Y";"Y";"Y";"Y";"N";"Y";NA;"FX";"OTB";"OTM";NA;NA;NA;NA;"30.71";"26.25";"296.00";"199.41";"0.00";"700.00";"0.00";2;"1988-06-30";"MFL";"DEU";"";"PA";"1988-01-01"
"LVA";"DEU000150400";8716942;"MOD";NA;NA;"LVV1551";"LVV1551";"HARENGUS";"VP";"Ventspils";"YLBH";"Y";"Y";"Y";"Y";"N";"Y";NA;"FX";"OTB";"OTM";NA;NA;NA;NA;"30.71";"26.25";"296.00";"199.41";"0.00";"700.00";"80.00";2;"1988-06-30";"MFL";"";"";"";"1988-01-01"
"LVA";"DEU000150400";8716942;"MOD";NA;NA;"LVV1551";"LVV1551";"HARENGUS";"VP";"Ventspils";"YLBH";"Y";"Y";"Y";"Y";"N";"Y";NA;"FX";"OTB";"OTM";NA;NA;NA;NA;"30.71";"26.25";"296.00";"199.41";"0.00";"700.00";"120.00";2;"1988-06-30";"MFL";"";"";"";"1988-01-01"
"LVA";"DEU000150400";8716942;"MOD";NA;NA;"LVV1551";"LVV1551";"HARENGUS";"VP";"Ventspils";"YLBH";"Y";"N";"Y";"Y";"N";"Y";NA;"FX";"OTB";"OTM";NA;NA;NA;NA;"30.71";"26.25";"296.00";"199.41";"0.00";"700.00";"120.00";2;"1988-06-30";"MFL";"";"";"";"1988-01-01"
"LVA";"DEU000150400";8716942;"MOD";NA;NA;"LVV1551";"LVV1551";"HARENGUS";"VP";"Ventspils";"YLBH";"Y";"Y";"Y";"Y";"N";"Y";NA;"FX";"OTB";"OTM";NA;NA;NA;NA;"30.71";"26.25";"296.00";"199.41";"0.00";"700.00";"120.00";2;"1988-06-30";"MFL";"";"";"";"1988-01-01"
"LVA";"DEU000150400";8716942;"MOD";NA;NA;"LVV1551";"LVV1551";"HARENGUS";"VP";"Ventspils";"YLBH";"Y";"N";"Y";"Y";"N";"Y";NA;"FX";"OTB";"OTM";NA;NA;NA;NA;"30.71";"26.25";"296.00";"199.41";"0.00";"700.00";"120.00";2;"1988-06-30";"MFL";"";"";"";"1988-01-01"
"LVA";"DEU000150400";8716942;"MOD";NA;NA;"LVV1551";"LVV1551";"HARENGUS";"VP";"Ventspils";"YLBH";"Y";"Y";"Y";"Y";"N";"Y";NA;"FX";"OTB";"OTM";NA;NA;NA;NA;"30.71";"26.25";"296.00";"199.41";"0.00";"700.00";"120.00";2;"1988-06-30";"MFL";"";"";"";"1988-01-01"
"LVA";"DEU000150400";8716942;"MOD";NA;NA;"LVV1551";"LVV1551";"HARENGUS";"VP";"Ventspils";"YLBH";"Y";"N";"Y";"Y";"N";"Y";NA;"FX";"OTB";"OTM";NA;NA;NA;NA;"30.71";"26.25";"296.00";"199.41";"0.00";"700.00";"120.00";2;"1988-06-30";"MFL";"";"";"";"1988-01-01"
"LVA";"DEU000150400";8716942;"MOD";NA;NA;"LVV1551";"LVV1551";"HARENGUS";"VP";"Ventspils";"YLBH";"Y";"Y";"Y";"Y";"N";"Y";NA;"FX";"OTB";"OTM";NA;NA;NA;NA;"30.71";"26.25";"296.00";"199.41";"0.00";"700.00";"120.00";2;"1988-06-30";"MFL";"";"";"";"1988-01-01"
"LVA";"DEU000150400";8716942;"MOD";NA;NA;"LVV1551";"LVV1551";"HARENGUS";"VP";"Ventspils";"YLBH";"Y";"N";"Y";"Y";"N";"Y";NA;"FX";"OTB";"OTM";NA;NA;NA;NA;"30.71";"26.25";"296.00";"199.41";"0.00";"700.00";"120.00";2;"1988-06-30";"MFL";"";"";"";"1988-01-01"
"LVA";"DEU000150400";8716942;"MOD";NA;NA;"LVV1551";"LVV1551";"HARENGUS";"VP";"Ventspils";"YLBH";"Y";"Y";"Y";"Y";"N";"Y";NA;"FX";"OTB";"OTM";NA;NA;NA;NA;"30.71";"26.25";"296.00";"199.41";"0.00";"700.00";"120.00";2;"1988-06-30";"MFL";"";"";"";"1988-01-01"
"LVA";"DEU000150400";8716942;"MOD";NA;NA;"LVV1551";"LVV1551";"HARENGUS";"VP";"Ventspils";"YLBH";"Y";"N";"Y";"Y";"N";"Y";NA;"FX";"OTB";"OTM";NA;NA;NA;NA;"30.71";"26.25";"296.00";"199.41";"0.00";"700.00";"120.00";2;"1988-06-30";"MFL";"";"";"";"1988-01-01"
"LVA";"DEU000150400";8716942;"MOD";NA;NA;"LVV1551";"LVV1551";"HARENGUS";"VP";"Ventspils";"YLBH";"Y";"Y";"Y";"Y";"N";"Y";NA;"FX";"OTB";"OTM";NA;NA;NA;NA;"30.71";"26.25";"296.00";"199.41";"0.00";"700.00";"120.00";2;"1988-06-30";"MFL";"";"";"";"1988-01-01"
"LVA";"DEU000150400";8716942;"MOD";NA;NA;"LVV1551";"LVV1551";"HARENGUS";"VP";"Ventspils";"YLBH";"Y";"N";"Y";"Y";"N";"Y";NA;"FX";"OTB";"OTM";NA;NA;NA;NA;"30.71";"26.25";"296.00";"199.41";"0.00";"700.00";"120.00";2;"1988-06-30";"MFL";"";"";"";"1988-01-01"
"LVA";"DEU000150400";8716942;"MOD";NA;NA;"LVV1551";"LVV1551";"HARENGUS";"VP";"Ventspils";"YLBH";"Y";"Y";"Y";"Y";"N";"Y";NA;"FX";"OTB";"OTM";NA;NA;NA;NA;"30.71";"26.25";"296.00";"199.41";"0.00";"700.00";"120.00";2;"1988-06-30";"MFL";"";"";"";"1988-01-01"
"LVA";"DEU000150400";8716942;"MOD";NA;NA;"LVV1551";"LVV1551";"HARENGUS";"VP";"Ventspils";"YLBH";"Y";"Y";"Y";"Y";"N";"Y";275312000;"FX";"OTB";"OTM";NA;NA;NA;NA;"30.71";"26.25";"296.00";"199.41";"0.00";"700.00";"120.00";2;"1988-06-30";"MFL";"";"";"";"1988-01-01"
"LVA";"DEU000150400";8716942;"MOD";NA;NA;"LVV1551";"LVV1551";"HARENGUS";"VP";"Ventspils";"YLBH";"Y";"N";"Y";"Y";"N";"Y";275312000;"FX";"OTB";"OTM";NA;NA;NA;NA;"30.71";"26.25";"296.00";"199.41";"0.00";"700.00";"120.00";2;"1988-06-30";"MFL";"";"";"";"1988-01-01"
"LVA";"DEU000150400";8716942;"MOD";NA;NA;"LVV1551";"LVV1551";"HARENGUS";"VP";"Ventspils";"YLBH";"Y";"Y";"Y";"Y";"N";"Y";275312000;"FX";"OTB";"OTM";NA;NA;NA;NA;"30.71";"26.25";"296.00";"199.41";"0.00";"700.00";"120.00";2;"1988-06-30";"MFL";"";"";"";"1988-01-01"
"LVA";"DNK000006781";8612108;"IMP";NA;NA;"LVR0842";"LVR0842";"SIRIUS";"RG";"Riga";"YL2771";"Y";"Y";"Y";"Y";"N";"Y";NA;"FX";"OTB";"OTM";NA;NA;NA;NA;"33.50";"32.16";"246.00";"0.00";"0.00";"633.00";"221.00";2;"2012-05-15";"MFL";"DNK";"";"PA";"1985-01-01"
"LVA";"DNK000006781";8612108;"MOD";NA;NA;"LVR0842";"LVR0842";"SIRIUS";"RG";"Riga";"YL2771";"Y";"Y";"Y";"Y";"N";"Y";NA;"FX";"OTB";"OTM";NA;NA;NA;NA;"33.50";"32.16";"246.00";"0.00";"0.00";"633.00";"309.00";2;"2012-05-15";"MFL";"";"";"";"1985-01-01"
"LVA";"DNK000006781";8612108;"MOD";NA;NA;"LVR0842";"LVR0842";"SIRIUS";"RG";"Riga";"YL2771";"Y";"N";"Y";"Y";"N";"Y";NA;"FX";"OTB";"OTM";NA;NA;NA;NA;"33.50";"32.16";"246.00";"0.00";"0.00";"633.00";"309.00";2;"2012-05-15";"MFL";"";"";"";"1985-01-01"
"LVA";"DNK000006781";8612108;"MOD";NA;NA;"LVR0842";"LVR0842";"SIRIUS";"RG";"Riga";"YL2771";"Y";"Y";"Y";"Y";"N";"Y";NA;"FX";"OTB";"OTM";NA;NA;NA;NA;"33.50";"32.16";"246.00";"0.00";"0.00";"633.00";"309.00";2;"2012-05-15";"MFL";"";"";"";"1985-01-01"
