"Country_Code";"CFR";"UVI";"Event_Code";"Event_Start_Date";"Event_End_Date";"Registration_Nbr";"Ext_Marking";"Vessel_Name";"Port_Code";"IRCS";"IRCS_Code";"License_Ind";"Vms_Code";"ERS_Code";"AIS_Code";"MMSI";"Vessel_Type";"Gear_Main_Code";"Gear_1_Code";"Gear_2_Code";"Gear_3_Code";"Gear_4_Code";"Gear_5_Code";"Loa";"Lbp";"Ton_Gt";"Ton_Oth";"Ton_Gts";"Power_Main";"Power_Aux";"Hull_Material";"Com_Date";"Segment";"Exp_Country";"Exp_Type";"Public_Aid_Code";"Construction_Year";"NA";"NA"
"POL";"DEU002120300";9048902;"EXP";NA;NA;"PL02309";"GDY-58";"POLONUS";"PLGDY";"Gdynia";"SNLE";"Y";"N";"Y";"Y";"";"Y";261536000;"TTP";"OTB";"PTB";"OTM";"PT";"OTP";"TBS";"80.35";"73.65";"2348.00";"0.00";"0.00";"3000.00";"536.00";2;"1992-12-31";"MFL";"DEU";"EX";"PA";"1992-01-01"
"POL";"DEU107000301";NA;"CEN";NA;NA;"PL00014";"GDY-157";"WIESBADEN";"0352";"";"SNBH";"Y";"Y";"Y";"";"";"";NA;"FX";"OTB";"OTM";"";"";"";"";"91.98";"84.90";"3071.00";"0.00";"0.00";"3530.00";"588.00";2;"1973-12-31";"MFL";"";"";"";"1973-01-01"
"POL";"DEU107000301";NA;"RET";NA;NA;"PL00014";"GDY-157";"WIESBADEN";"0352";"";"SNBH";"Y";"N";"N";"";"";"";NA;"FX";"OTB";"OTM";"";"";"";"";"91.98";"84.90";"3071.00";"0.00";"0.00";"3530.00";"588.00";2;"1973-12-31";"MFL";"";"";"PA";"1973-01-01"
"POL";"DEU200640201";NA;"CEN";NA;NA;"PL00005";"GDY-40";"MERCATOR";"0352";"";"SPG2669";"Y";"Y";"Y";"";"";"";NA;"FX";"OTB";"OTM";"";"";"";"";"26.09";"23.45";"120.00";"128.65";"0.00";"296.00";"0.00";2;"1973-01-05";"MFL";"";"";"";"1972-01-01"
"POL";"DEU200640201";NA;"DES";NA;NA;"PL00005";"GDY-40";"MERCATOR";"0352";"";"SPG2669";"Y";"N";"N";"";"";"";NA;"FX";"OTB";"OTM";"";"";"";"";"26.09";"23.45";"120.00";"128.65";"0.00";"296.00";"0.00";2;"1973-01-05";"MFL";"";"";"AC";"1972-01-01"
"POL";"DEU300540207";NA;"IMP";NA;NA;"PL01995";"WŁA-44";"No name";"0345";"";"";"N";"Y";"N";"N";"";"N";NA;"FX";"GNS";"LLS";"LLD";"GND";"";"";"10.52";"9.55";"9.48";"0.00";"0.00";"50.00";"0.00";3;"1983-05-20";"MFL";"DEU";"";"PA";"1982-01-01"
"POL";"DEU300540207";NA;"MOD";NA;NA;"PL01995";"WŁA-44";"No name";"0345";"";"";"N";"Y";"N";"N";"";"N";NA;"FX";"GNS";"GND";"LLS";"LLD";"";"";"10.52";"9.55";"9.48";"0.00";"0.00";"50.00";"0.00";3;"1983-05-20";"MFL";"";"";"";"1982-01-01"
"POL";"DEU300540207";NA;"MOD";NA;NA;"PL01995";"WŁA-44";"No name";"0345";"";"SPG2761";"Y";"Y";"N";"N";"";"N";NA;"FX";"GNS";"FPO";"LLS";"LLD";"";"";"10.52";"9.55";"9.48";"0.00";"0.00";"50.00";"0.00";3;"1983-05-20";"MFL";"";"";"";"1982-01-01"
"POL";"DEU300590207";NA;"CEN";NA;NA;"PL00002";"KOL-184";"LAGUNA";"0225";"";"SPS2434";"Y";"Y";"Y";"";"";"";NA;"FX";"OTM";"OTB";"";"";"";"";"29.95";"27.53";"184.00";"0.00";"0.00";"588.00";"0.00";2;"1965-12-31";"MFL";"";"";"";"1965-01-01"
"POL";"DEU300590207";NA;"MOD";NA;NA;"PL00002";"WLA-54";"<NO NAME GIVEN>";"0345";"";"SPS2434";"Y";"Y";"Y";"";"";"";NA;"FX";"OTM";"OTB";"";"";"";"";"29.95";"27.53";"184.00";"0.00";"0.00";"588.00";"0.00";2;"1965-12-31";"MFL";"";"";"";"1965-01-01"
"POL";"DEU300590207";NA;"MOD";NA;NA;"PL00002";"WLA-54";"LAGUNA";"0345";"";"SPS2434";"Y";"Y";"Y";"";"";"";NA;"FX";"OTM";"OTB";"";"";"";"";"29.95";"27.53";"184.00";"0.00";"0.00";"588.00";"0.00";2;"1965-12-31";"MFL";"";"";"";"1965-01-01"
"POL";"DEU300590207";NA;"MOD";NA;NA;"PL00002";"WLA-54";"LAGUNA";"0345";"";"SPS2434";"Y";"Y";"Y";"";"";"";NA;"FX";"OTM";"OTB";"";"";"";"";"29.95";"27.53";"184.00";"0.00";"0.00";"588.00";"0.00";2;"1965-12-31";"MFL";"";"";"";"1965-01-01"
"POL";"DEU300590207";NA;"DES";NA;NA;"PL00002";"WLA-54";"LAGUNA";"0345";"";"SPS2434";"Y";"N";"N";"";"";"";NA;"FX";"OTM";"OTB";"";"";"";"";"29.95";"27.53";"184.00";"0.00";"0.00";"588.00";"0.00";2;"1965-12-31";"MFL";"";"";"AC";"1965-01-01"
"POL";"DEU300740207";NA;"CEN";NA;NA;"PL00021";"MRZ-10";"BORNEO";"0123";"";"SPS2466";"Y";"Y";"N";"";"";"";NA;"FX";"OTB";"OTM";"";"";"";"";"18.10";"16.84";"44.00";"0.00";"0.00";"221.00";"0.00";1;"2003-10-13";"MFL";"";"";"";"1951-01-01"
"POL";"DEU300740207";NA;"MOD";NA;NA;"PL00021";"MRZ-10";"BORNEO";"0123";"";"SPS2466";"Y";"Y";"Y";"";"";"";NA;"FX";"OTB";"OTM";"";"";"";"";"18.10";"16.84";"44.00";"0.00";"0.00";"221.00";"0.00";1;"2003-10-13";"MFL";"";"";"";"1951-01-01"
"POL";"DEU300740207";NA;"MOD";NA;NA;"PL00021";"MRZ-10";"BORNEO";"0123";"";"SPS2466";"Y";"Y";"Y";"";"";"";NA;"FX";"OTB";"OTM";"";"";"";"";"18.10";"16.84";"44.00";"0.00";"0.00";"221.00";"0.00";1;"2003-10-13";"MFL";"";"";"";"1951-01-01"
"POL";"DEU300740207";NA;"DES";NA;NA;"PL00021";"MRZ-10";"BORNEO";"0123";"";"SPS2466";"Y";"N";"Y";"";"";"";NA;"FX";"OTB";"OTM";"";"";"";"";"18.10";"16.84";"44.00";"0.00";"0.00";"221.00";"0.00";1;"2003-10-13";"MFL";"";"";"PA";"1951-01-01"
"POL";"DNK000009275";NA;"IMP";NA;NA;"PL02328";"SWA-26";"No name";"0343";"";"SPG4455";"Y";"Y";"N";"N";"";"N";NA;"WO";"FYK";"GNS";"FPO";"LLS";"LLD";"";"7.50";"6.84";"2.50";"0.00";"0.00";"20.00";"0.00";3;"1976-01-01";"MFL";"DNK";"";"PA";"1976-01-01"
"POL";"DNK000011127";NA;"IMP";NA;NA;"PL02324";"JAS-136";"No name";"0338";"";"SPG3942";"Y";"Y";"N";"N";"";"N";NA;"MTG";"GNS";"LLD";"LLS";"FPO";"";"";"7.99";"7.16";"2.06";"0.00";"0.00";"29.30";"0.00";3;"1973-01-01";"MFL";"DNK";"";"PA";"1973-01-01"
"POL";"DNK000011127";NA;"MOD";NA;NA;"PL02324";"JAS-136";"No name";"PLJAT";"Jastarnia";"SPG3942";"Y";"Y";"N";"N";"";"N";NA;"MTG";"GNS";"FYK";"FPO";"LLD";"LLS";"";"7.99";"7.16";"2.06";"0.00";"0.00";"29.30";"0.00";3;"1973-01-01";"MFL";"";"";"";"1973-01-01"
"POL";"DNK000012227";NA;"IMP";NA;NA;"PL02144";"JAS-79";"<NO NAME GIVEN>";"0338";"";"SPG3293";"Y";"Y";"N";"";"";"";NA;"TS";"OTB";"LLS";"";"";"";"";"13.25";"12.28";"19.77";"0.00";"0.00";"121.00";"0.00";1;"1960-07-01";"MFL";"DNK";"";"";"1960-01-01"
"POL";"DNK000012227";NA;"MOD";NA;NA;"PL02144";"JAS-79";"<NO NAME GIVEN>";"0338";"";"SPG3293";"Y";"Y";"Y";"";"";"";NA;"TS";"OTB";"LLS";"";"";"";"";"13.25";"12.28";"19.77";"0.00";"0.00";"121.00";"0.00";1;"1960-07-01";"MFL";"";"";"";"1960-01-01"
"POL";"DNK000012227";NA;"MOD";NA;NA;"PL02144";"JAS-79";"No name";"0338";"";"SPG3293";"Y";"Y";"Y";"Y";"";"N";NA;"TS";"OTB";"LLD";"PTB";"LLS";"GNS";"PTM";"13.56";"12.28";"20.38";"0.00";"0.00";"121.00";"0.00";1;"1960-07-01";"MFL";"";"";"";"1960-01-01"
"POL";"DNK000012260";NA;"IMP";NA;NA;"PL02114";"ŁEB-49";"";"0236";"";"";"N";"Y";"N";"N";"";"N";NA;"MTG";"GNS";"OTB";"FPO";"LLS";"";"";"8.26";"7.45";"4.11";"0.00";"0.00";"32.50";"0.00";3;"1987-10-15";"MFL";"DNK";"";"PA";"1977-01-01"
"POL";"DNK000012260";NA;"MOD";NA;NA;"PL02114";"ŁEB-49";"";"0236";"";"";"N";"Y";"N";"N";"";"N";NA;"MTG";"GNS";"FPO";"LLD";"LLS";"";"";"8.26";"7.45";"4.11";"0.00";"0.00";"32.50";"0.00";3;"1987-10-15";"MFL";"";"";"";"1977-01-01"
"POL";"DNK000012260";NA;"MOD";NA;NA;"PL02114";"ŁEB-49";"";"0236";"";"";"N";"Y";"N";"N";"";"N";NA;"MTG";"GNS";"FPO";"LLD";"LLS";"";"";"8.26";"7.45";"4.11";"0.00";"0.00";"32.50";"0.00";3;"1987-10-15";"MFL";"";"";"";"1977-01-01"
"POL";"DNK000012260";NA;"MOD";NA;NA;"PL02114";"ŁEB-49";"";"0236";"";"";"N";"Y";"N";"N";"";"N";NA;"MTG";"GNS";"FPO";"LLD";"LLS";"";"";"8.26";"7.45";"4.11";"0.00";"0.00";"32.50";"0.00";3;"1987-10-15";"MFL";"";"";"";"1977-01-01"
"POL";"DNK000012260";NA;"MOD";NA;NA;"PL02114";"NIE-21";"No name";"0122";"";"SPS2764";"Y";"Y";"N";"N";"";"N";NA;"MTG";"GNS";"LLS";"FPO";"LLD";"";"";"8.26";"7.45";"4.11";"0.00";"0.00";"32.50";"0.00";3;"1987-10-15";"MFL";"";"";"";"1977-01-01"
"POL";"DNK000012260";NA;"MOD";NA;NA;"PL02114";"NIE-21";"No name";"PLNCH";"Niechorze";"SPS2764";"Y";"Y";"N";"N";"Y";"N";NA;"GO";"GNS";"FPO";"LHP";"FYK";"LLD";"LLS";"8.26";"7.45";"4.11";"0.00";"0.00";"32.50";"0.00";3;"1987-10-15";"MFL";"";"";"";"1977-01-01"
"POL";"DNK000012439";NA;"IMP";NA;NA;"PL02029";"UST-46";"<NO NAME GIVEN>";"0234";"";"";"N";"N";"N";"";"";"";NA;"MTG";"OTB";"GNS";"";"";"";"";"13.41";"12.31";"23.77";"0.00";"0.00";"106.00";"0.00";1;"1964-11-04";"MFL";"DNK";"";"";"1964-01-01"
"POL";"DNK000012439";NA;"MOD";NA;NA;"PL02029";"KOL-117";"<NO NAME GIVEN>";"0225";"";"";"N";"Y";"N";"";"";"";NA;"MTG";"OTB";"GNS";"";"";"";"";"13.60";"12.25";"23.77";"0.00";"0.00";"106.00";"0.00";1;"1964-11-04";"MFL";"";"";"";"1964-01-01"
"POL";"DNK000012439";NA;"MOD";NA;NA;"PL02029";"KOL-117";"<NO NAME GIVEN>";"0225";"";"SPS2720";"Y";"Y";"N";"";"";"";NA;"MTG";"OTB";"GNS";"";"";"";"";"13.60";"12.25";"23.77";"0.00";"0.00";"106.00";"0.00";1;"1964-11-04";"MFL";"";"";"";"1964-01-01"
"POL";"DNK000012439";NA;"MOD";NA;NA;"PL02029";"KOL-117";"<NO NAME GIVEN>";"0225";"";"SPS2720";"Y";"Y";"Y";"";"";"";NA;"MTG";"OTB";"GNS";"";"";"";"";"13.60";"12.25";"23.77";"0.00";"0.00";"106.00";"0.00";1;"1964-11-04";"MFL";"";"";"";"1964-01-01"
"POL";"DNK000012439";NA;"MOD";NA;NA;"PL02029";"KOL-117";"<NO NAME GIVEN>";"0225";"";"SPS2720";"Y";"Y";"Y";"";"";"";NA;"MTG";"OTB";"GNS";"";"";"";"";"13.60";"12.25";"23.77";"0.00";"0.00";"106.00";"0.00";1;"1964-11-04";"MFL";"";"";"";"1964-01-01"
"POL";"DNK000012439";NA;"RET";NA;NA;"PL02029";"KOL-117";"<NO NAME GIVEN>";"0225";"";"SPS2720";"Y";"N";"Y";"";"";"";NA;"MTG";"OTB";"GNS";"";"";"";"";"13.60";"12.25";"23.77";"0.00";"0.00";"106.00";"0.00";1;"1964-11-04";"MFL";"";"";"PA";"1964-01-01"
"POL";"DNK000013087";8612110;"IMP";NA;NA;"PL02336";"WŁA-220";"NECFISH 1";"PLWLA";"Władysławowo";"SPG5387";"Y";"Y";"Y";"Y";"";"Y";261002913;"TTW";"PTB";"OTM";"PTM";"LLD";"OTB";"GNS";"20.55";"17.31";"110.00";"0.00";"0.00";"368.00";"68.00";2;"1985-04-03";"MFL";"FIN";"";"PA";"1985-01-01"
"POL";"DNK000013126";NA;"IMP";NA;NA;"PL02338";"JAS-137";"No name";"PLJAT";"Jastarnia";"SPG5544";"Y";"N";"N";"N";"Y";"N";NA;"FX";"GNS";"FPO";"LLD";"LLS";"FYK";"";"6.71";"6.24";"2.30";"0.00";"0.00";"20.00";"0.00";3;"1980-01-01";"MFL";"DNK";"";"PA";"1980-01-01"
"POL";"DNK000013165";NA;"IMP";NA;NA;"PL02314";"DAR-348";"<NO NAME GIVEN>";"0232";"";"SPS3574";"Y";"Y";"N";"";"";"";NA;"WO";"GNS";"LLS";"";"";"";"";"8.88";"7.64";"3.80";"0.00";"0.00";"63.00";"0.00";NA;"1986-01-01";"MFL";"DNK";"";"";""
"POL";"DNK000013165";NA;"MOD";NA;NA;"PL02314";"DAR-348";"No name";"0232";"";"SPS3574";"Y";"Y";"N";"N";"";"Y";261038790;"WO";"GNS";"FPO";"LLD";"LLS";"LHP";"LHM";"8.88";"7.64";"3.80";"0.00";"0.00";"63.00";"0.00";3;"1986-01-01";"MFL";"";"";"";"1985-01-01"
"POL";"DNK000013667";NA;"IMP";NA;NA;"PL02311";"WŁA-187";"WŁA-187 AUGUSTYN";"0345";"";"SPG4557";"Y";"Y";"Y";"Y";"";"Y";261036610;"TO";"OTM";"OTB";"GNS";"";"";"";"19.09";"16.19";"61.00";"0.00";"0.00";"294.00";"21.51";2;"1982-12-01";"MFL";"DNK";"";"PA";"1982-01-01"
"POL";"DNK000013985";NA;"IMP";NA;NA;"PL02051";"ŚWI-24";"";"0118";"";"";"N";"Y";"N";"N";"";"N";NA;"TT";"OTB";"GNS";"SB";"LLS";"OTM";"FPO";"13.90";"12.69";"23.98";"0.00";"0.00";"169.00";"0.00";1;"1961-09-19";"MFL";"DNK";"";"PA";"1961-01-01"
"POL";"DNK000013985";NA;"MOD";NA;NA;"PL02051";"ŚWI-24";"";"0118";"";"";"N";"Y";"Y";"N";"";"N";NA;"TT";"OTB";"LLS";"SB";"FPO";"GNS";"OTM";"13.90";"12.69";"23.98";"0.00";"0.00";"169.00";"0.00";1;"1961-09-19";"MFL";"";"";"";"1961-01-01"
"POL";"DNK000013985";NA;"MOD";NA;NA;"PL02051";"ŚWI-24";"";"0118";"";"SPS2662";"Y";"Y";"Y";"N";"";"N";NA;"TT";"OTB";"GNS";"OTM";"FPO";"LLS";"SB";"13.90";"12.69";"23.98";"0.00";"0.00";"169.00";"0.00";1;"1961-09-19";"MFL";"";"";"";"1961-01-01"
"POL";"DNK000013985";NA;"MOD";NA;NA;"PL02051";"ŚWI-24";"";"0118";"";"SPS2662";"Y";"Y";"Y";"Y";"";"N";NA;"TT";"OTB";"OTM";"GNS";"LLS";"FPO";"PTM";"13.90";"12.69";"23.98";"0.00";"0.00";"169.00";"0.00";1;"1961-09-19";"MFL";"";"";"";"1961-01-01"
"POL";"DNK000013985";NA;"MOD";NA;NA;"PL02051";"ŚWI-24";"No name";"0118";"";"SPS2662";"Y";"Y";"Y";"Y";"";"Y";261013080;"TT";"OTB";"OTM";"LLS";"PTM";"FPO";"GNS";"13.90";"12.69";"23.98";"0.00";"0.00";"169.00";"0.00";1;"1961-09-19";"MFL";"";"";"";"1961-01-01"
"POL";"FIN000010029";NA;"IMP";NA;NA;"PL02043";"WLA-100";"SUZANNE KRYSTYNA";"0345";"";"SPG3022";"Y";"Y";"N";"";"";"";NA;"FX";"OTB";"OTM";"";"";"";"";"31.30";"27.89";"197.00";"0.00";"0.00";"596.00";"88.26";2;"1973-10-30";"MFL";"FIN";"";"";"1973-01-01"
"POL";"FIN000010029";NA;"MOD";NA;NA;"PL02043";"WLA-100";"SUZANNE KRYSTYNA";"0345";"";"SPG3022";"Y";"Y";"Y";"";"";"";NA;"FX";"OTB";"OTM";"";"";"";"";"31.30";"27.89";"197.00";"0.00";"0.00";"596.00";"88.26";2;"1973-10-30";"MFL";"";"";"";"1973-01-01"
"POL";"FIN000010029";NA;"MOD";NA;NA;"PL02043";"WLA-100";"SUZANNE KRYSTYNA";"0345";"";"SPG3022";"Y";"Y";"Y";"";"";"";NA;"FX";"OTB";"OTM";"";"";"";"";"31.30";"27.89";"197.00";"0.00";"0.00";"596.00";"88.26";2;"1973-10-30";"MFL";"";"";"";"1973-01-01"
"POL";"FIN000010029";NA;"MOD";NA;NA;"PL02043";"WLA-100";"SUZANNE KRYSTYNA";"0345";"";"SPG3022";"Y";"Y";"Y";"";"";"";NA;"FX";"OTB";"OTM";"";"";"";"";"31.30";"27.89";"281.00";"0.00";"84.00";"596.00";"88.26";2;"1973-10-30";"MFL";"";"";"";"1973-01-01"
"POL";"FIN000010029";NA;"DES";NA;NA;"PL02043";"WLA-100";"SUZANNE KRYSTYNA";"0345";"";"SPG3022";"Y";"Y";"Y";"";"";"";NA;"FX";"OTB";"OTM";"";"";"";"";"31.30";"27.89";"281.00";"0.00";"84.00";"596.00";"88.26";2;"1973-10-30";"MFL";"";"";"AC";"1973-01-01"
"POL";"FIN000010175";NA;"IMP";NA;NA;"PL02155";"LEB-77";"<NO NAME GIVEN>";"0236";"";"SPG3370";"Y";"Y";"N";"";"";"";NA;"FX";"GNS";"LLS";"";"";"";"";"11.30";"9.81";"7.04";"0.00";"0.00";"37.70";"0.00";3;"1989-12-31";"MFL";"FIN";"";"";"1989-01-01"
"POL";"FIN000010175";NA;"DES";NA;NA;"PL02155";"LEB-77";"<NO NAME GIVEN>";"0236";"";"SPG3370";"Y";"N";"N";"";"";"";NA;"FX";"GNS";"LLS";"";"";"";"";"11.30";"9.81";"7.04";"0.00";"0.00";"37.70";"0.00";3;"1989-12-31";"MFL";"";"";"PA";"1989-01-01"
"POL";"FRA000736420";8873893;"IMP";NA;NA;"PL02335";"WŁA-222";"No name";"PLWLA";"Władysławowo";"SPG5397";"Y";"Y";"Y";"Y";"";"Y";261003012;"WOP";"FPO";"OTP";"OTM";"";"";"";"23.89";"21.05";"185.00";"0.00";"0.00";"404.00";"0.00";2;"1990-04-25";"MFL";"FRA";"";"PA";"1989-01-01"
"POL";"GBR000C19345";9564530;"IMP";NA;NA;"PL02339";"GDY-347";"No name";"PLGDY";"Gdynia";"SPG5667";"Y";"Y";"Y";"Y";"N";"Y";261004881;"TSW";"OTB";"OTM";"FPO";"";"";"";"18.46";"16.72";"144.00";"0.00";"0.00";"358.00";"0.00";2;"2008-09-17";"MFL";"GBR";"";"PA";"2007-01-01"
"POL";"IRL000I13000";9204556;"IMP";NA;NA;"PL02315";"GDY-151";"ANNELIES ILENA";"PLGDY";"Gdynia";"SPG4839";"Y";"Y";"Y";"Y";"";"Y";261084090;"TT";"OTM";"PTM";"";"";"";"";"144.60";"134.30";"14055.00";"0.00";"0.00";"14400.00";"6720.00";2;"2000-08-17";"MFL";"NLD";"";"PA";"1999-01-01"
"POL";"IRL000I13000";9204556;"MOD";NA;NA;"PL02315";"GDY-151";"ANNELIES ILENA";"PLGDY";"Gdynia";"SPG4839";"Y";"Y";"Y";"Y";"";"Y";261084090;"TT";"OTM";"PTM";"";"";"";"";"144.60";"134.30";"14464.00";"0.00";"0.00";"14400.00";"6720.00";2;"2000-08-17";"MFL";"";"";"";"1999-01-01"
"POL";"IRL000I13000";9204556;"MOD";NA;NA;"PL02315";"GDY-151";"ANNELIES ILENA";"";"";"";"";"";"";"";"";"";NA;"TT";"";"";"";"";"";"";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";NA;"";"";"";"";"";""
"POL";"IRL000I13000";9204556;"MOD";NA;NA;"PL02315";"GDY-151";"ANNELIES ILENA";"PLGDY";"Gdynia";"SPG4839";"";"Y";"Y";"Y";"Y";"Y";261084090;"TT";"OTM";"PTM";"";"";"";"";"144.60";"0.00";"14464.00";"0.00";"0.00";"14400.00";"6720.00";NA;"2008-08-17";"MFL";"";"";"";""
"POL";"NLD198200977";8128573;"IMP";NA;NA;"PL02182";"WLA-84";"<NO NAME GIVEN>";"0345";"";"SPG3578";"Y";"Y";"N";"";"";"";NA;"TTW";"OTB";"OTM";"";"";"";"";"24.93";"22.11";"113.00";"0.00";"0.00";"243.00";"225.00";2;"1982-06-30";"MFL";"NLD";"";"";"1982-01-01"
"POL";"NLD198200977";8128573;"MOD";NA;NA;"PL02182";"WLA-84";"<NO NAME GIVEN>";"0345";"";"SPG3578";"Y";"Y";"Y";"";"";"";NA;"TTW";"OTB";"OTM";"";"";"";"";"24.93";"22.11";"113.00";"0.00";"0.00";"243.00";"225.00";2;"1982-06-30";"MFL";"";"";"";"1982-01-01"
"POL";"NLD198200977";8128573;"MOD";NA;NA;"PL02182";"WLA-84";"<NO NAME GIVEN>";"0345";"";"SPG3578";"Y";"Y";"Y";"";"";"";NA;"TTW";"OTB";"OTM";"";"";"";"";"26.65";"23.98";"122.00";"0.00";"0.00";"243.00";"225.00";2;"1982-06-30";"MFL";"";"";"";"1982-01-01"
"POL";"NLD198200977";8128573;"MOD";NA;NA;"PL02182";"WLA-84";"<NO NAME GIVEN>";"0345";"";"SPG3578";"Y";"Y";"Y";"";"";"";NA;"TTW";"OTB";"OTM";"";"";"";"";"26.65";"24.52";"125.00";"0.00";"0.00";"243.00";"225.00";2;"1982-06-30";"MFL";"";"";"";"1982-01-01"
