"Country_Code";"CFR";"UVI";"Event_Code";"Event_Start_Date";"Event_End_Date";"Registration_Nbr";"Ext_Marking";"Vessel_Name";"Port_Code";"IRCS";"IRCS_Code";"License_Ind";"Vms_Code";"ERS_Code";"AIS_Code";"MMSI";"Vessel_Type";"Gear_Main_Code";"Gear_1_Code";"Gear_2_Code";"Gear_3_Code";"Gear_4_Code";"Gear_5_Code";"Loa";"Lbp";"Ton_Gt";"Ton_Oth";"Ton_Gts";"Power_Main";"Power_Aux";"Hull_Material";"Com_Date";"Segment";"Exp_Country";"Exp_Type";"Public_Aid_Code";"Construction_Year"
"NLD";"BEL000041982";NA;"IMP";20120112;20120402;"BEL000041982";"BR-9";"ASTRID";"BR";"";"N";"Y";"N";"N";"N";NA;"TU";"OTB";"LHP";NA;NA;NA;NA;"14.36";"0.00";"14.00";"0.00";"0.00";"83.00";"0.00";2;"2012-01-12";"MFL";"BEL";NA;"";"1982-01-01"
"NLD";"BEL000041982";NA;"MOD";20120403;20120613;"BEL000041982";"BR-9";"ASTRID";"BR";"";"N";"N";"N";"N";"N";NA;"TU";"OTB";"LHP";NA;NA;NA;NA;"14.36";"0.00";"14.00";"0.00";"0.00";"83.00";"0.00";2;"2012-01-12";"MFL";"";NA;"";"1982-01-01"
"NLD";"BEL000041982";NA;"MOD";20120614;20150122;"BEL000041982";"BR-9";"ASTRID";"BR";"";"N";"Y";"Y";"Y";"N";NA;"TU";"OTB";"LHP";NA;NA;NA;NA;"14.36";"0.00";"14.00";"0.00";"0.00";"83.00";"0.00";2;"2012-01-12";"MFL";"";NA;"";"1982-01-01"
"NLD";"BEL000041982";NA;"MOD";20150123;20160121;"BEL000041982";"BR-9";"ASTRID";"BR";"PA2442";"Y";"Y";"Y";"Y";"N";NA;"TU";"OTB";"LHP";NA;NA;NA;NA;"14.36";"0.00";"14.00";"0.00";"0.00";"83.00";"0.00";2;"2012-01-12";"MFL";"";NA;"";"1982-01-01"
"NLD";"BEL000041982";NA;"MOD";20160122;20171129;"BEL000041982";"BR-9";"JACK.SON";"BR";"PA2442";"Y";"Y";"Y";"N";"N";NA;"TU";"GNS";"OTB";NA;NA;NA;NA;"14.36";"0.00";"14.00";"0.00";"0.00";"83.00";"0.00";2;"2012-01-12";"MFL";"";NA;"";"1982-01-01"
"NLD";"BEL000041982";NA;"MOD";20171130;21001231;"BEL000041982";"BR-9";"BOURIC";"BR";"PA2442";"Y";"Y";"Y";"Y";"N";NA;"TU";"OTB";"FPO";NA;NA;NA;NA;"14.36";"0.00";"14.00";"0.00";"0.00";"83.00";"0.00";2;"2012-01-12";"MFL";"";NA;"";"1982-01-01"
"NLD";"BEL000071985";NA;"IMP";20180601;20190731;"BEL000071985";"OL-5";"JACOB SR.";"OL";"PDKV";"Y";"Y";"Y";"Y";"Y";244170523;"TU";"TBB";"NO";NA;NA;NA;NA;"19.10";"0.00";"57.00";"0.00";"0.00";"187.00";"0.00";2;"1985-03-22";"MFL";"BEL";NA;"";"1985-01-01"
"NLD";"BEL000071985";NA;"MOD";20190801;21001231;"BEL000071985";"OL-5";"JACOB SR.";"OL";"PDKV";"Y";"Y";"Y";"Y";"Y";244170523;"TU";"TBB";"";NA;NA;NA;NA;"19.10";"0.00";"57.00";"0.00";"0.00";"221.00";"0.00";2;"1985-03-22";"MFL";"";NA;"";"1985-01-01"
"NLD";"BEL001191970";8432601;"IMP";19920630;19961231;"BEL001191970";"WR-32";"DEO VOLENTE";"WR";"PDPG";"Y";"N";"N";"N";"N";NA;"MO";"TBB";"PTM";NA;NA;NA;NA;"22.55";"0.00";"66.00";"0.00";"0.00";"220.00";"13.00";2;"1992-06-30";"E17";"BEL";NA;"";"1970-01-01"
"NLD";"BEL001191970";8432601;"MOD";19970101;20010130;"BEL001191970";"WR-32";"DEO VOLENTE";"WR";"PDPG";"Y";"N";"N";"N";"N";NA;"MO";"TBB";"PTM";NA;NA;NA;NA;"22.55";"0.00";"66.00";"0.00";"0.00";"220.00";"13.00";2;"1992-06-30";"4J4";"";NA;"";"1970-01-01"
"NLD";"BEL001191970";8432601;"MOD";20010131;20021127;"BEL001191970";"WR-27";"VISAREND";"WR";"PDPG";"Y";"N";"N";"N";"N";NA;"MO";"TBB";"PTM";NA;NA;NA;NA;"22.55";"0.00";"66.00";"0.00";"0.00";"220.00";"13.00";2;"1992-06-30";"4J4";"";NA;"";"1970-01-01"
"NLD";"BEL001191970";8432601;"MOD";20021128;20021231;"BEL001191970";"WR-27";"VISAREND";"WR";"PDPG";"Y";"Y";"N";"N";"N";NA;"MO";"TBB";"PTM";NA;NA;NA;NA;"22.55";"0.00";"66.00";"0.00";"0.00";"220.00";"13.00";2;"1992-06-30";"4J4";"";NA;"";"1970-01-01"
"NLD";"BEL001191970";8432601;"MOD";20030101;20030902;"BEL001191970";"WR-27";"VISAREND";"WR";"PDPG";"Y";"Y";"N";"N";"N";NA;"MO";"TBB";"OTB";NA;NA;NA;NA;"22.55";"0.00";"66.00";"0.00";"0.00";"220.00";"13.00";2;"1992-06-30";"MFL";"";NA;"";"1970-01-01"
"NLD";"BEL001191970";8432601;"MOD";20030903;20041231;"BEL001191970";"WR-27";"VISAREND";"WR";"PDPG";"Y";"Y";"Y";"N";"N";NA;"MO";"TBB";"OTB";NA;NA;NA;NA;"22.55";"0.00";"66.00";"0.00";"0.00";"220.00";"13.00";2;"1992-06-30";"MFL";"";NA;"";"1970-01-01"
"NLD";"BEL001191970";8432601;"MOD";20050101;20060323;"BEL001191970";"WR-27";"VISAREND";"WR";"PDPG";"Y";"Y";"Y";"N";"N";NA;"MO";"TBB";"OTB";NA;NA;NA;NA;"22.55";"0.00";"66.00";"0.00";"0.00";"220.00";"13.00";2;"1992-06-30";"MFL";"";NA;"PA";"1970-01-01"
"NLD";"BEL001191970";8432601;"MOD";20060324;20160818;"BEL001191970";"WR-27";"VISAREND";"WR";"PDPG";"Y";"Y";"Y";"Y";"N";NA;"MO";"TBB";"OTT";NA;NA;NA;NA;"22.55";"0.00";"66.00";"0.00";"0.00";"220.00";"13.00";2;"1992-06-30";"MFL";"";NA;"";"1970-01-01"
"NLD";"BEL001191970";8432601;"MOD";20160819;20190528;"BEL001191970";"WR-27";"VISAREND";"WR";"PDPG";"Y";"Y";"Y";"Y";"Y";244052000;"MO";"TBB";"OTT";NA;NA;NA;NA;"22.55";"0.00";"66.00";"0.00";"0.00";"220.00";"13.00";2;"1992-06-30";"MFL";"";NA;"";"1970-01-01"
"NLD";"BEL001191970";8432601;"MOD";20190529;20200114;"BEL001191970";"WR-27";"VISAREND";"WR";"PDPG";"Y";"Y";"Y";"Y";"Y";244052000;"MO";"TBB";"OTT";NA;NA;NA;NA;"22.55";"0.00";"66.00";"0.00";"0.00";"220.00";"13.00";2;"1992-06-30";"MFL";"";NA;"";"1970-01-01"
