"Country_Code";"CFR";"Event_Code";"Event_Start_Date";"Event_End_Date";"License_Ind";"Registration_Nbr";"Ext_Marking";"Vessel_Name";"Port_Code";"Port_Name";"IRCS_Code";"IRCS";"Vms_Code";"Gear_Main_Code";"Gear_Sec_Code";"Loa";"Lbp";"Ton_Ref";"Ton_Gt";"Ton_Oth";"Ton_Gts";"Power_Main";"Power_Aux";"Hull_Material";"Com_Year";"Com_Month";"Com_Day";"Segment";"Exp_Country";"Exp_Type";"Public_Aid_Code";"Decision_Date";"Decision_Seg_Code";"Construction_Year";"Construction_Place"
"BEL";"BEL000021964";"CEN";19890101;19910417;"N";2;"A.2";"NANCY";"ANTWE";NA;"Y";"OPAB";"N";"TBB";"NO";"21.39";"18.66";"53";"53";"50.72";NA;213;NA;2;1975;3;26;"BIN";"";"";"";NA;NA;2064;NA
"BEL";"BEL000021964";"MOD";19910418;19911231;"N";2;"A.2";"NANCY";"ANTWE";NA;"Y";"OPAB";"N";"TBB";"NO";"21.39";"18.66";"53";"53";"";NA;213;NA;2;1975;3;26;"BIN";"";"";"";NA;NA;2064;NA
"BEL";"BEL000021964";"MOD";19920101;19940728;"Y";2;"O.2";"NANCY";"OOSTE";"OOSTENDE";"Y";"OPAB";"N";"TBB";"NO";"21.39";"19.94";"53";"53";"";NA;213;NA;2;1975;3;26;"E10";"";"";"";NA;NA;2064;NA
"BEL";"BEL000021964";"MOD";19940729;19961231;"Y";2;"O.2";"NANCY";"OOSTE";"OOSTENDE";"Y";"OPAB";"N";"TBB";"NO";"21.39";"19.94";"53";"53";"";NA;213;NA;2;1975;3;26;"C10";"";"";"";NA;NA;2064;NA
"BEL";"BEL000021964";"MOD";19970101;20021231;"Y";2;"O.2";"NANCY";"OOSTE";"OOSTENDE";"Y";"OPAB";"Y";"TBB";"NO";"21.39";"19.94";"53";"53";"";NA;213;NA;2;1975;3;26;"4A1";"";"";"";NA;NA;2064;NA
"BEL";"BEL000021964";"MOD";20030101;20060201;"Y";2;"O.2";"NANCY";"OOSTE";"OOSTENDE";"Y";"OPAB";"Y";"TBB";"NO";"21.39";"19.94";"53";"53";"";NA;213;NA;2;1975;3;26;"MFL";"";"";"";NA;NA;2064;NA
"BEL";"BEL000021964";"MOD";20060202;20150326;"Y";2;"O.2";"NANCY";"OOSTE";"OOSTENDE";"Y";"OPAB";"Y";"TBB";"OTB";"21.39";"18.66";"53";"53";"";NA;213;NA;2;1975;3;26;"MFL";"";"";"";NA;NA;2064;NA
"BEL";"BEL000021964";"MOD";20150327;21001231;"Y";2;"O.2";"MIKE MICHEL JR";"OOSTE";"OOSTENDE";"Y";"OPAB";"Y";"TBB";"OTB";"21.39";"18.66";"53";"53";"";NA;213;NA;2;1975;3;26;"MFL";"";"";"";NA;NA;2064;NA
"BEL";"BEL000041982";"CEN";19890101;19911231;"N";4;"BOU 4";"ASTRID";"BOEKH";"BOEKHOUTE";"Y";"OPAD";"N";"TBB";"NO";"13.85";"12.58";"15.67";"";"15.67";NA;79;NA;2;1982;9;6;"EST";"";"";"";NA;NA;1982;NA
"BEL";"BEL000041982";"MOD";19920101;19940531;"N";4;"BOU 4";"ASTRID";"BOEKH";"BOEKHOUTE";"Y";"OPAD";"N";"TBB";"NO";"13.85";"12.58";"15.67";"";"15.67";NA;79;NA;2;1982;9;6;"E10";"";"";"";NA;NA;1982;NA
"BEL";"BEL000041982";"MOD";19940601;19961114;"N";4;"BOU 4";"ASTRID";"BOEKH";"BOEKHOUTE";"Y";"OPAD";"N";"TBB";"NO";"13.85";"12.58";"15.67";"";"15.67";NA;79;NA;2;1982;9;6;"C10";"";"";"";NA;NA;1982;NA
"BEL";"BEL000041982";"RET";19961115;19961115;"N";4;"BOU 4";"ASTRID";"BOEKH";"BOEKHOUTE";"Y";"OPAD";"N";"TBB";"NO";"13.85";"12.58";"15.67";"";"15.67";NA;79;NA;2;1982;9;6;"E10";"";"";"PA";NA;NA;1982;NA
"BEL";"BEL000061930";"CEN";19890101;19911231;"N";6;"BOU 6";"ANJA";"BOEKH";"BOEKHOUTE";"Y";"OPAF";"N";"TBB";"NO";"16.62";"13.56";"29.79";"";"29.79";NA;103;NA;2;1930;12;31;"EST";"";"";"";NA;NA;2030;NA
