"Country_Code";"CFR";"Event_Code";"Event_Start_Date";"Event_End_Date";"License_Ind";"Registration_Nbr";"Ext_Marking";"Vessel_Name";"Port_Code";"Port_Name";"IRCS_Code";"IRCS";"Vms_Code";"Gear_Main_Code";"Gear_Sec_Code";"Loa";"Lbp";"Ton_Ref";"Ton_Gt";"Ton_Oth";"Ton_Gts";"Power_Main";"Power_Aux";"Hull_Material";"Com_Year";"Com_Month";"Com_Day";"Segment";"Exp_Country";"Exp_Type";"Public_Aid_Code";"Decision_Date";"Decision_Seg_Code";"Construction_Year";"Construction_Place"
"LVA";"DEU000150400";"IMP";20041209;20090524;"Y";"LVV1551";"LVV1551";"HARENGUS";"LVA";NA;"Y";"YLBH";"Y";"OTB";"OTM";"30.71";"26.25";"296";"296";"199.41";NA;"700";"0";2;NA;NA;NA;"MFL";"DEU";"";NA;NA;NA;NA;NA
"LVA";"DEU000150400";"MOD";20090525;20140313;"Y";"LVV1551";"LVV1551";"HARENGUS";"LVA";NA;"Y";"YLBH";"Y";"OTB";"OTM";"30.71";"26.25";"296";"296";"0";NA;"700";"80";2;NA;NA;NA;"MFL";"";"";NA;NA;NA;NA;NA
"LVA";"DEU000150400";"MOD";20140314;20140818;"Y";"LVV1551";"LVV1551";"HARENGUS";"LVA";NA;"Y";"YLBH";"Y";"OTB";"OTM";"30.71";"26.25";"296";"296";"0";NA;"700";"120";2;NA;NA;NA;"MFL";"";"";NA;NA;NA;NA;NA
"LVA";"DEU000150400";"MOD";20140819;20141209;"N";"LVV1551";"LVV1551";"HARENGUS";"LVA";NA;"Y";"YLBH";"Y";"OTB";"OTM";"30.71";"26.25";"296";"296";"0";NA;"700";"120";2;NA;NA;NA;"MFL";"";"";NA;NA;NA;NA;NA
"LVA";"DEU000150400";"MOD";20141210;20150820;"Y";"LVV1551";"LVV1551";"HARENGUS";"LVA";NA;"Y";"YLBH";"Y";"OTB";"OTM";"30.71";"26.25";"296";"296";"0";NA;"700";"120";2;NA;NA;NA;"MFL";"";"";NA;NA;NA;NA;NA
"LVA";"DEU000150400";"MOD";20150821;20151203;"N";"LVV1551";"LVV1551";"HARENGUS";"LVA";NA;"Y";"YLBH";"Y";"OTB";"OTM";"30.71";"26.25";"296";"296";"0";NA;"700";"120";2;NA;NA;NA;"MFL";"";"";NA;NA;NA;NA;NA
"LVA";"DEU000150400";"MOD";20151204;20151230;"Y";"LVV1551";"LVV1551";"HARENGUS";"LVA";NA;"Y";"YLBH";"Y";"OTB";"OTM";"30.71";"26.25";"296";"296";"0";NA;"700";"120";2;NA;NA;NA;"MFL";"";"";NA;NA;NA;NA;NA
"LVA";"DEU000150400";"MOD";20151231;20151231;"N";"LVV1551";"LVV1551";"HARENGUS";"LVA";NA;"Y";"YLBH";"Y";"OTB";"OTM";"30.71";"26.25";"296";"296";"0";NA;"700";"120";2;NA;NA;NA;"MFL";"";"";NA;NA;NA;NA;NA
"LVA";"DEU000150400";"MOD";20160101;20161130;"Y";"LVV1551";"LVV1551";"HARENGUS";"LVA";NA;"Y";"YLBH";"Y";"OTB";"OTM";"30.71";"26.25";"296";"296";"0";NA;"700";"120";2;NA;NA;NA;"MFL";"";"";NA;NA;NA;NA;NA
"LVA";"DEU000150400";"MOD";20161201;20170820;"Y";"LVV1551";"LVV1551";"HARENGUS";"LVA";NA;"Y";"YLBH";"Y";"OTB";"OTM";"30.71";"26.25";"296";"296";"0";NA;"700";"120";2;NA;NA;NA;"MFL";"";"";NA;NA;NA;NA;NA
