"Country_Code";"CFR";"Event_Code";"Event_Start_Date";"Event_End_Date";"License_Ind";"Registration_Nbr";"Ext_Marking";"Vessel_Name";"Port_Code";"Port_Name";"IRCS_Code";"IRCS";"Vms_Code";"Gear_Main_Code";"Gear_Sec_Code";"Loa";"Lbp";"Ton_Ref";"Ton_Gt";"Ton_Oth";"Ton_Gts";"Power_Main";"Power_Aux";"Hull_Material";"Com_Year";"Com_Month";"Com_Day";"Segment";"Exp_Country";"Exp_Type";"Public_Aid_Code";"Decision_Date";"Decision_Seg_Code";"Construction_Year";"Construction_Place"
"EST";"ESP000015587";"IMP";20161215;21001231;"Y";"772";"EK-1602";"LENNUK";"T01";"TALLINN";"Y";"ESKT";"Y";"OTB";"NO";"56.2";"46";"971";"971";NA;NA;"904";592;2;1988;12;31;"MFL";"ESP";"";"PA";NA;NA;1988;NA
"EST";"EST000202119";"CEN";20040501;21001231;"Y";"6S000219";"BSA-484";"BSA-484";"J01";"JAAMAKÜLA";"N";"";"N";"GNS";"NO";"5.5";"5.28";".3";".3";NA;NA;"0";0;1;1997;12;31;"MFL";"";"";"";NA;NA;1997;NA
"EST";"EST000314164";"CEN";20040501;21001231;"Y";"6M000099";"BMA-198";"BMA-198";"N01";"NARVA-JÕESUU";"N";"";"N";"GNS";"FPO";"8.1";"7.78";"2.31";"2.31";NA;NA;"18.39";0;2;1990;12;31;"MFL";"";"";"";NA;NA;1990;NA
"EST";"EST000403160";"CEN";20040501;21001231;"Y";"6M000169";"BMA-263";"BMA-263";"N05";"NARVA-KULGU";"N";"";"N";"GNS";"FPO";"4.65";"4.46";".8";".8";NA;NA;"22.06";0;2;1980;12;31;"MFL";"";"";"";NA;NA;1980;NA
"EST";"EST000606348";"CEN";20040501;20180417;"Y";"3M000254";"SMA-299";"JOHANNA";"V01";"VEERE";"Y";"ES2427";"N";"OTB";"OTM";"10.28";"9.87";"6.9";"6.9";NA;NA;"202";0;3;1993;12;31;"MFL";"";"";"";NA;NA;1993;NA
"EST";"EST000606348";"RET";20180418;20180418;"N";"SMA-299";"SMA-299";"JOHANNA";"V01";"VEERE";"Y";"ES2427";"N";"OTB";"OTM";"10.28";"9.87";"6.9";"6.9";NA;NA;"202";0;3;1993;12;31;"MFL";"";"";"";NA;NA;1993;NA
"EST";"EST000825038";"CEN";20040501;20060328;"Y";"1F0058";"EK-1516";"VILLE";"T01";"TALLINN";"Y";"ES2325";"N";"OTM";"NO";"12.6";"12.1";"10.6";"10.6";NA;NA;"54";0;2;1990;12;31;"MFL";"";"";"";NA;NA;1990;NA
"EST";"EST000825038";"RET";20060329;20060329;"N";"1F0058";"EK-1516";"VILLE";"T01";"TALLINN";"Y";"ES2325";"N";"OTM";"NO";"12.6";"12.1";"10.6";"10.6";NA;NA;"54";0;2;1990;12;31;"MFL";"";"";"";NA;NA;1990;NA
"EST";"EST000825423";"CEN";20040501;20060705;"Y";"1F00H57";"EK-9244";"VIIKARI";"T01";"TALLINN";"Y";"ES2120";"N";"OTM";"OTB";"27.1";"24.82";"79";"79";NA;NA;"165";0;2;1974;12;31;"MFL";"";"";"";NA;NA;1974;NA
"EST";"EST000825423";"EXP";20060706;20060706;"N";"1F00H57";"EK-9244";"VIIKARI";"T01";"TALLINN";"Y";"ES2120";"N";"OTM";"OTB";"27.1";"24.82";"79";"79";NA;NA;"165";0;2;1974;12;31;"MFL";"LVA";"EX";"PA";NA;NA;1974;NA
"EST";"EST000825424";"CEN";20040501;20101220;"Y";"1F00G56";"EK-3231";"TOOLSE";"T01";"TALLINN";"Y";"ESBR";"Y";"OTM";"OTB";"25.5";"23.06";"117";"117";NA;NA;"221";0;2;1975;12;31;"MFL";"";"";"";NA;NA;1975;NA
"EST";"EST000825424";"MOD";20101221;20140818;"Y";"1F00G56";"EK-3231";"TOOLSE";"T01";"TALLINN";"Y";"ESBR";"Y";"OTM";"OTB";"25.5";"23.06";"117";"117";NA;NA;"221";0;2;1975;12;31;"MFL";"";"";"";NA;NA;1975;NA
"EST";"EST000825424";"DES";20140819;20140819;"N";"1F00G56";"EK-3231";"TOOLSE";"T01";"TALLINN";"Y";"ESBR";"Y";"OTM";"OTB";"25.5";"23.06";"117";"117";NA;NA;"221";0;2;1975;12;31;"MFL";"";"";"";NA;NA;1975;NA
"EST";"EST000825462";"CEN";20040501;20090219;"Y";"3F00F10";"EK-9250";"LIU";"P01";"PÄRNU";"Y";"ES2027";"Y";"OTM";"OTB";"25.42";"23.06";"122";"122";NA;NA;"221";0;2;1984;12;31;"MFL";"";"";"";NA;NA;1984;NA
"EST";"EST000825462";"RET";20090220;20090220;"N";"3F00F10";"EK-9250";"LIU";"P01";"PÄRNU";"Y";"ES2027";"Y";"OTM";"OTB";"25.42";"23.06";"122";"122";NA;NA;"221";0;2;1984;12;31;"MFL";"";"";"";NA;NA;1984;NA
"EST";"EST000825462";"CHA";20090303;20131229;"Y";"3F00F10";"EK-9250";"LIU";"P01";"PÄRNU";"Y";"ES2027";"Y";"OTM";"OTB";"25.42";"23.06";"122";"122";NA;NA;"221";0;2;1984;12;31;"MFL";"";"";"";NA;NA;1984;NA
"EST";"EST000825462";"RET";20131230;20131230;"N";"3F00F10";"EK-9250";"LIU";"P01";"PÄRNU";"Y";"ES2027";"Y";"OTM";"OTB";"25.42";"23.06";"122";"122";NA;NA;"221";0;2;1984;12;31;"MFL";"";"";"";NA;NA;1984;NA
"EST";"EST000825463";"CEN";20040501;20141127;"Y";"397FA02";"EK-9702";"AMAZON";"N02";"NASVA";"Y";"ES2281";"Y";"OTM";"OTB";"28.3";"25.5";"126";"126";NA;NA;"423";0;2;1961;12;31;"MFL";"";"";"";NA;NA;2061;NA
"EST";"EST000825463";"RET";20141128;20141128;"N";"397FA02";"EK-9702";"AMAZON";"N02";"NASVA";"Y";"ES2281";"Y";"OTM";"OTB";"28.3";"25.5";"126";"126";NA;NA;"423";0;2;1961;12;31;"MFL";"";"";"";NA;NA;2061;NA
"EST";"EST000825463";"CHA";20141201;20171017;"Y";"397FA02";"EK-9702";"AMAZON";"N02";"NASVA";"Y";"ES2281";"Y";"OTM";"OTB";"28.3";"25.5";"126";"126";NA;NA;"423";0;2;1961;12;31;"MFL";"";"";"";NA;NA;2061;NA
"EST";"EST000825463";"RET";20171018;20171018;"N";"397FA02";"EK-9702";"AMAZON";"N02";"NASVA";"Y";"ES2281";"Y";"OTM";"OTB";"28.3";"25.5";"126";"126";NA;NA;"423";0;2;1961;12;31;"MFL";"";"";"";NA;NA;2061;NA
