Country of Registration;CFR;UVI;Event;Event Start Date;Event End Date;Registration Number;External marking;Name of vessel;Place of registration;IRCS;IRCS indicator;Licence indicator;VMS indicator;ERS indicator;AIS indicator;MMSI;Vessel Type;Main fishing gear;Subsidiary fishing gear 1;Subsidiary fishing gear 2;Subsidiary fishing gear 3;Subsidiary fishing gear 4;Subsidiary fishing gear 5;LOA;LBP;Tonnage GT;Other tonnage;GTs;Power of main engine;Power of auxiliary engine;Hull material;Date of entry into service;Segment;Country of importation/exportation;Type of export;Public aid;Year of construction
EST;ESP000015587;;IMP;2016-12-15;2100-12-31;772;EK-1602;LENNUK;T01;ESKT;Y;Y;Y;;;;FX;OTB;NO;;;;;56.20;46.00;971.00;0.00;0.00;904.00;592.00;2;1988-12-31;MFL;ESP;;PA;1988-01-01
EST;EST000202119;;CEN;2004-05-01;2100-12-31;6S000219;BSA-484;BSA-484;J01;;N;Y;N;;;;FX;GNS;NO;;;;;5.50;5.28;0.30;0.00;0.00;0.00;0.00;1;1997-12-31;MFL;;;;1997-01-01
EST;EST000314164;;CEN;2004-05-01;2020-03-02;6M000099;BMA-198;BMA-198;N01;;N;Y;N;;;;GO;GNS;FPO;;;;;8.10;7.78;2.31;0.00;0.00;18.39;0.00;2;1990-12-31;MFL;;;;1990-01-01
EST;EST000314164;;MOD;2020-03-03;2100-12-31;BMA-198;BMA-198;BMA-198;N01;;N;N;N;N;N;;GO;GNS;FPO;;;;;8.10;7.78;2.31;0.00;0.00;18.39;0.00;2;1990-12-31;MFL;;;PA;1990-01-01
EST;EST000403160;;CEN;2004-05-01;2100-12-31;6M000169;BMA-263;BMA-263;N05;;N;Y;N;;;;FX;GNS;FPO;;;;;4.65;4.46;0.80;0.00;0.00;22.06;0.00;2;1980-12-31;MFL;;;;1980-01-01
EST;EST000606348;;CEN;2004-05-01;2018-04-17;3M000254;SMA-299;JOHANNA;V01;ES2427;Y;Y;N;;;;FX;OTB;OTM;;;;;10.28;9.87;6.90;0.00;0.00;202.00;0.00;3;1993-12-31;MFL;;;;1993-01-01
EST;EST000825038;;CEN;2004-05-01;2006-03-28;1F0058;EK-1516;VILLE;T01;ES2325;Y;Y;N;;;;FX;OTM;NO;;;;;12.60;12.10;10.60;0.00;0.00;54.00;0.00;2;1990-12-31;MFL;;;;1990-01-01
EST;EST000825423;;CEN;2004-05-01;2006-07-05;1F00H57;EK-9244;VIIKARI;T01;ES2120;Y;Y;N;;;;FX;OTM;OTB;;;;;27.10;24.82;79.00;0.00;0.00;165.00;0.00;2;1974-12-31;MFL;;;;1974-01-01
EST;EST000825424;;CEN;2004-05-01;2010-12-20;1F00G56;EK-3231;TOOLSE;T01;ESBR;Y;Y;Y;;;;FX;OTM;OTB;;;;;25.50;23.06;117.00;0.00;0.00;221.00;0.00;2;1975-12-31;MFL;;;;1975-01-01
EST;EST000825424;;MOD;2010-12-21;2014-08-18;1F00G56;EK-3231;TOOLSE;T01;ESBR;Y;Y;Y;;;;FX;OTM;OTB;;;;;25.50;23.06;117.00;0.00;0.00;221.00;0.00;2;1975-12-31;MFL;;;;1975-01-01
