Country of Registration;CFR;UVI;Event;Event Start Date;Event End Date;Registration Number;External marking;Name of vessel;Place of registration;IRCS;IRCS indicator;Licence indicator;VMS indicator;ERS indicator;AIS indicator;MMSI;Vessel Type;Main fishing gear;Subsidiary fishing gear 1;Subsidiary fishing gear 2;Subsidiary fishing gear 3;Subsidiary fishing gear 4;Subsidiary fishing gear 5;LOA;LBP;Tonnage GT;Other tonnage;GTs;Power of main engine;Power of auxiliary engine;Hull material;Date of entry into service;Segment;Country of importation/exportation;Type of export;Public aid;Year of construction
NLD;BEL000041982;;IMP;2012-01-12;2012-04-02;BEL000041982;BR-9;ASTRID;BR;;N;Y;N;N;N;;TU;OTB;LHP;;;;;14.36;0.00;14.00;0.00;0.00;83.00;0.00;2;2012-01-12;MFL;BEL;;;1982-01-01
NLD;BEL000041982;;MOD;2012-04-03;2012-06-13;BEL000041982;BR-9;ASTRID;BR;;N;N;N;N;N;;TU;OTB;LHP;;;;;14.36;0.00;14.00;0.00;0.00;83.00;0.00;2;2012-01-12;MFL;;;;1982-01-01
NLD;BEL000041982;;MOD;2012-06-14;2015-01-22;BEL000041982;BR-9;ASTRID;BR;;N;Y;Y;Y;N;;TU;OTB;LHP;;;;;14.36;0.00;14.00;0.00;0.00;83.00;0.00;2;2012-01-12;MFL;;;;1982-01-01
NLD;BEL000041982;;MOD;2015-01-23;2016-01-21;BEL000041982;BR-9;ASTRID;BR;PA2442;Y;Y;Y;Y;N;;TU;OTB;LHP;;;;;14.36;0.00;14.00;0.00;0.00;83.00;0.00;2;2012-01-12;MFL;;;;1982-01-01
NLD;BEL000041982;;MOD;2016-01-22;2017-11-29;BEL000041982;BR-9;JACK.SON;BR;PA2442;Y;Y;Y;N;N;;TU;GNS;OTB;;;;;14.36;0.00;14.00;0.00;0.00;83.00;0.00;2;2012-01-12;MFL;;;;1982-01-01
NLD;BEL000041982;;MOD;2017-11-30;2100-12-31;BEL000041982;BR-9;BOURIC;BR;PA2442;Y;Y;Y;Y;N;;TU;OTB;FPO;;;;;14.36;0.00;14.00;0.00;0.00;83.00;0.00;2;2012-01-12;MFL;;;;1982-01-01
NLD;BEL000071985;;IMP;2018-06-01;2019-07-31;BEL000071985;OL-5;JACOB SR.;OL;PDKV;Y;Y;Y;Y;Y;244170523;TU;TBB;NO;;;;;19.10;0.00;57.00;0.00;0.00;187.00;0.00;2;1985-03-22;MFL;BEL;;;1985-01-01
NLD;BEL000071985;;MOD;2019-08-01;2100-12-31;BEL000071985;OL-5;JACOB SR.;OL;PDKV;Y;Y;Y;Y;Y;244170523;TU;TBB;;;;;;19.10;0.00;57.00;0.00;0.00;221.00;0.00;2;1985-03-22;MFL;;;;1985-01-01
NLD;BEL001191970;8432601;IMP;1992-06-30;1996-12-31;BEL001191970;WR-32;DEO VOLENTE;WR;PDPG;Y;N;N;N;N;;MO;TBB;PTM;;;;;22.55;0.00;66.00;0.00;0.00;220.00;13.00;2;1992-06-30;E17;BEL;;;1970-01-01
NLD;BEL001191970;8432601;MOD;1997-01-01;2001-01-30;BEL001191970;WR-32;DEO VOLENTE;WR;PDPG;Y;N;N;N;N;;MO;TBB;PTM;;;;;22.55;0.00;66.00;0.00;0.00;220.00;13.00;2;1992-06-30;4J4;;;;1970-01-01
NLD;BEL001191970;8432601;MOD;2001-01-31;2002-11-27;BEL001191970;WR-27;VISAREND;WR;PDPG;Y;N;N;N;N;;MO;TBB;PTM;;;;;22.55;0.00;66.00;0.00;0.00;220.00;13.00;2;1992-06-30;4J4;;;;1970-01-01
NLD;BEL001191970;8432601;MOD;2002-11-28;2002-12-31;BEL001191970;WR-27;VISAREND;WR;PDPG;Y;Y;N;N;N;;MO;TBB;PTM;;;;;22.55;0.00;66.00;0.00;0.00;220.00;13.00;2;1992-06-30;4J4;;;;1970-01-01
NLD;BEL001191970;8432601;MOD;2003-01-01;2003-09-02;BEL001191970;WR-27;VISAREND;WR;PDPG;Y;Y;N;N;N;;MO;TBB;OTB;;;;;22.55;0.00;66.00;0.00;0.00;220.00;13.00;2;1992-06-30;MFL;;;;1970-01-01
