Country of Registration;CFR;UVI;Event;Event Start Date;Event End Date;Registration Number;External marking;Name of vessel;Place of registration;IRCS;IRCS indicator;Licence indicator;VMS indicator;ERS indicator;AIS indicator;MMSI;Vessel Type;Main fishing gear;Subsidiary fishing gear 1;Subsidiary fishing gear 2;Subsidiary fishing gear 3;Subsidiary fishing gear 4;Subsidiary fishing gear 5;LOA;LBP;Tonnage GT;Other tonnage;GTs;Power of main engine;Power of auxiliary engine;Hull material;Date of entry into service;Segment;Country of importation/exportation;Type of export;Public aid;Year of construction
IRL;BEL010322007;;IMP;2015-10-14;2019-06-23;394;SO394;DONNA JULIE II;SO;EIQL8;Y;Y;N;N;N;;MO;OTB;GND;;;;;11.50;0.00;12.40;0.00;0.00;93.26;9.60;3;2007-08-20;MFL;BEL;;PA;2007-01-01
IRL;BEL010322007;;MOD;2019-06-24;2019-07-02;394;SO394;DONNA JULIE II;SO;EIQL8;Y;N;N;N;N;;MO;OTB;GND;GNS;FPO;;;11.50;0.00;12.40;0.00;0.00;93.26;9.60;3;2007-08-20;MFL;;;PA;2007-01-01
IRL;BEL010322007;;MOD;2019-07-03;2100-12-31;394;SO394;DONNA JULIE II;SO;EIQL8;Y;Y;N;N;N;;MO;OTB;DRB;GNS;FPO;;;11.50;0.00;12.40;0.00;0.00;93.26;9.60;3;2007-08-20;MFL;;;PA;2007-01-01
IRL;BEL010871987;;IMP;2012-12-21;2013-08-07;628;S628;SEAN ANTHONY;S;EIND4;Y;Y;Y;Y;Y;;TO;TBB;NK;;;;;20.06;0.00;68.00;0.00;0.00;221.00;0.00;2;1987-01-01;MFL;BEL;;PA;1986-01-01
IRL;BEL010871987;;MOD;2013-08-08;2013-08-08;628;S628;SEAN ANTHONY;S;EIND4;Y;N;Y;Y;Y;;TO;TBB;NK;;;;;20.06;0.00;68.00;0.00;0.00;221.00;0.00;2;1987-01-01;MFL;;;;1986-01-01
IRL;BEL010871987;;MOD;2013-08-09;2017-07-10;628;S628;SEAN ANTHONY;S;EIND4;Y;Y;Y;Y;Y;;TO;TBB;NK;;;;;20.06;0.00;68.00;0.00;0.00;221.00;0.00;2;1987-01-01;MFL;;;;1986-01-01
IRL;BEL015181969;;IMP;1999-07-13;2002-12-31;118;WD118;KAREN ANN;WD;EI5539;Y;Y;N;Y;Y;;MO;DRB;NK;;;;;24.80;0.00;136.00;0.00;0.00;390.00;0.00;2;1969-01-01;4GZ;BEL;;;1969-01-01
IRL;BEL015181969;;MOD;2003-01-01;2003-04-30;118;WD118;KAREN ANN;WD;EI5539;Y;Y;Y;Y;Y;;MO;DRB;NK;;;;;24.80;0.00;136.00;0.00;0.00;390.00;0.00;2;1969-01-01;MFL;;;;1969-01-01
IRL;BEL015181969;;MOD;2003-05-01;2004-12-20;118;WD118;KAREN ANN;WD;EI5539;Y;Y;Y;Y;Y;;MO;DRB;NK;;;;;24.80;0.00;136.00;0.00;0.00;390.00;0.00;2;1969-01-01;MFL;;;;1969-01-01
IRL;BEL015181969;;MOD;2004-12-21;2005-07-05;118;WD118;KAREN ANN;WD;EI5539;Y;Y;Y;Y;Y;;MO;DRB;NK;;;;;24.80;0.00;136.00;0.00;0.00;390.00;0.00;2;1969-01-01;MFL;;;;1969-01-01
IRL;BEL015181969;;MOD;2005-07-06;2005-12-05;118;WD118;KAREN ANN;WD;EI5539;Y;Y;Y;Y;Y;;MO;DRB;NK;;;;;24.80;0.00;136.00;0.00;0.00;390.00;0.00;2;1969-01-01;MFL;;;;1969-01-01
IRL;BEL030341988;;IMP;2004-10-01;2005-07-05;34;WD34;JOHNNY K;WD;EI2492;Y;Y;Y;Y;Y;;TO;OTM;DRB;;;;;20.04;0.00;68.00;0.00;0.00;221.00;0.00;2;1988-11-28;MFL;BEL;;;1988-01-01
IRL;BEL030341988;;MOD;2005-07-06;2007-06-30;34;WD34;JOHNNY K;WD;EI2492;Y;Y;Y;Y;Y;;TO;OTM;DRB;;;;;20.04;0.00;68.00;0.00;0.00;221.00;0.00;2;1988-11-28;MFL;;;;1988-01-01
IRL;BEL030341988;;MOD;2007-07-01;2010-12-21;34;WD34;JOHNNY K;WD;EI2492;Y;Y;Y;Y;Y;;TO;OTM;DRB;;;;;20.04;0.00;68.00;0.00;0.00;221.00;0.00;2;1988-11-28;MFL;;;;1988-01-01
IRL;BEL030341988;;MOD;2010-12-22;2010-12-22;34;WD34;JOHNNY K;WD;EI2492;Y;N;Y;Y;Y;;TO;DRB;OTB;;;;;20.04;0.00;68.00;0.00;0.00;221.00;0.00;2;1988-11-28;MFL;;;;1988-01-01
IRL;BEL030341988;;MOD;2010-12-23;2019-10-21;34;WD34;JOHNNY K;WD;EI2492;Y;Y;Y;Y;Y;;TO;DRB;OTB;;;;;20.04;0.00;68.00;0.00;0.00;221.00;0.00;2;1988-11-28;MFL;;;;1988-01-01
IRL;BEL030471980;7902441;IMP;1998-10-07;1998-10-07;47;WD47;SATURNUS;WD;;N;Y;N;Y;Y;;TO;OTB;PTM;;;;;27.55;0.00;152.00;0.00;0.00;524.00;0.00;3;1998-10-07;4G3;BEL;;;1980-01-01
IRL;BEL030471980;7902441;MOD;1998-10-08;1998-10-12;47;WD47;SATURNUS;WD;;N;Y;N;Y;Y;;TO;OTB;PTM;;;;;27.55;0.00;152.00;0.00;0.00;524.00;0.00;3;1998-10-07;4G3;;;;1980-01-01
