Country_Code;CFR;UVI;Event_Code;Event_Start_Date;Event_End_Date;Registration_Nbr;Ext_Marking;Vessel_Name;Port_Code;IRCS;IRCS_Code;License_Ind;Vms_Code;ERS_Code;AIS_Code;MMSI;Vessel_Type;Gear_Main_Code;Gear_1_Code;Gear_2_Code;Gear_3_Code;Gear_4_Code;Gear_5_Code;Loa;Lbp;Ton_Gt;Ton_Oth;Ton_Gts;Power_Main;Power_Aux;Hull_Material;Com_Date;Segment;Exp_Country;Exp_Type;Public_Aid_Code;Construction_Year
LTU;DEU000090601;NA;IMP;20070719;20080417;781;KL 781;SEBASTES M.;K;LYSO;Y;N;Y;;;NA;FX;OTM;NK;NA;NA;NA;NA;62.22;56.11;1943.00;0.00;0.00;1764.00;1244.00;2;1987-05-30;MFL;DEU;;;1987-01-01
LTU;DEU000100601;8707745;IMP;20060302;20150428;759;KL 759;NIDA;LTKLJ;LYSA;Y;Y;Y;Y;Y;277336000;FX;OTM;NK;NA;NA;NA;NA;62.22;56.11;1943.00;0.00;0.00;1764.00;1244.00;2;1987-01-01;MFL;DEU;;PA;1987-01-01
LTU;DEU000100601;8707745;MOD;20150429;20150731;759;KL 759;NIDA;LTKLJ;LYSA;Y;Y;Y;Y;Y;277336000;FX;OTM;NK;NA;NA;NA;NA;62.22;56.11;1943.00;0.00;0.00;1764.00;1244.00;2;1987-06-26;MFL;;;;1987-01-01
LTU;DEU000100601;8707745;MOD;20150801;20151208;759;KL 759;NIDA;LTKLJ;LYSA;Y;Y;Y;Y;Y;277336000;FX;OTM;NK;NA;NA;NA;NA;62.22;56.11;1943.00;0.00;0.00;1764.00;1244.00;2;1987-06-26;MFL;;;;1987-01-01
LTU;DEU000100601;8707745;MOD;20151209;20160720;759;KL 759;NIDA;LTKLJ;LYSA;Y;Y;Y;Y;Y;277336000;FX;OTB;NK;NA;NA;NA;NA;62.22;56.11;1943.00;0.00;0.00;1764.00;1244.00;2;1987-06-26;MFL;;;;1987-01-01
LTU;DEU000100601;8707745;MOD;20160721;20161226;759;KL 759;NIDA;LTKLJ;LYSA;Y;Y;Y;Y;Y;277336000;FX;OTB;NK;NA;NA;NA;NA;62.22;56.11;1943.00;0.00;0.00;1764.00;1244.00;2;1987-06-26;MFL;;;;1987-01-01
LTU;DEU000100601;8707745;MOD;20161227;20170630;759;KL 759;NIDA;LTKLJ;LYSA;Y;Y;Y;Y;Y;277336000;FX;OTM;NK;NA;NA;NA;NA;62.22;56.11;1943.00;0.00;0.00;1764.00;1244.00;2;1987-06-26;MFL;;;;1987-01-01
LTU;DEU000100601;8707745;MOD;20170701;20180419;759;KL 759;NIDA;LTKLJ;LYSA;Y;Y;Y;Y;Y;277336000;FX;OTM;NK;NA;NA;NA;NA;62.22;56.11;1943.00;0.00;0.00;1764.00;1244.00;2;1987-06-26;MFL;;;;1987-01-01
LTU;DEU000100601;8707745;MOD;20180420;20210104;759;KL 759;NIDA;LTKLJ;LYSA;Y;Y;Y;Y;Y;277336000;FX;OTM;NK;NA;NA;NA;NA;62.22;56.11;1943.00;0.00;0.00;1764.00;1244.00;2;1987-06-26;MFL;;;;1987-01-01
LTU;DEU000100601;8707745;MOD;20210105;21001231;759;KL 759;NIDA;LTKLJ;LYSA;Y;Y;Y;Y;Y;277336000;FX;OTM;NK;NA;NA;NA;NA;62.22;56.11;1943.00;0.00;0.00;1764.00;1244.00;2;1987-06-26;MFL;;;;1987-01-01
LTU;DEU101000402;8707446;IMP;20090703;20090823;817;KL 817;ROJUS;K;LYTF;Y;N;Y;;;NA;TTP;OTM;NK;NA;NA;NA;NA;125.53;117.29;7646.00;0.00;0.00;6000.00;5755.00;2;1988-12-01;MFL;DEU;;;1988-01-01
LTU;DNK000013689;8413394;IMP;20170807;20171126;904;KL 904;INSE;LTKLJ;LYBB;Y;Y;Y;Y;Y;277547000;FX;PTM;PTB;NA;NA;NA;NA;39.05;36.00;442.00;0.00;0.00;809.00;210.00;2;1985-06-01;MFL;DNK;;PA;1985-01-01
LTU;DNK000013689;8413394;MOD;20171127;20181001;904;KL 904;INSE;LTKLJ;LYBB;Y;Y;Y;Y;Y;277547000;FX;OTM;OTB;NA;NA;NA;NA;39.05;36.00;442.00;0.00;0.00;809.00;210.00;2;1985-06-01;MFL;;;PA;1985-01-01
LTU;DNK000013689;8413394;MOD;20181002;20181112;904;KL 904;INSE;LTKLJ;LYBB;Y;Y;Y;Y;Y;277547000;FX;OTM;OTB;NA;NA;NA;NA;39.05;36.00;442.00;0.00;0.00;809.00;210.00;2;1985-06-01;MFL;;;PA;1985-01-01
LTU;DNK000013689;8413394;MOD;20181113;20191121;904;KL 904;INSE;LTKLJ;LYBB;Y;Y;Y;Y;Y;277547000;FX;OTM;OTB;NA;NA;NA;NA;39.05;36.00;442.00;0.00;0.00;809.00;210.00;2;1985-06-01;MFL;;;PA;1985-01-01
LTU;DNK000013689;8413394;MOD;20191122;20201216;904;KL 904;INSE;LTKLJ;LYBB;Y;Y;Y;Y;Y;277547000;FX;OTM;OTB;NA;NA;NA;NA;39.05;36.00;442.00;0.00;0.00;809.00;210.00;2;1985-06-01;MFL;;;PA;1985-01-01
LTU;DNK000013689;8413394;MOD;20201217;20210308;904;KL 904;INSE;LTKLJ;LYBB;Y;Y;Y;Y;Y;277547000;FX;OTM;OTB;NA;NA;NA;NA;39.05;36.00;442.00;0.00;0.00;809.00;210.00;2;1985-06-01;MFL;;;PA;1985-01-01
LTU;DNK000013689;8413394;MOD;20210309;20211231;904;KL 904;INSE;LTKLJ;LYBB;Y;Y;Y;Y;Y;277547000;FX;OTM;OTB;NA;NA;NA;NA;39.05;36.00;442.00;0.00;0.00;809.00;210.00;2;1985-06-01;MFL;;;PA;1985-01-01
LTU;DNK000013689;8413394;MOD;20220101;20220120;904;KL 904;INSE;LTKLJ;LYBB;Y;Y;Y;Y;Y;277547000;FX;OTM;OTB;NA;NA;NA;NA;39.05;36.00;442.00;0.00;0.00;809.00;210.00;2;1985-05-31;MFL;;;;1985-01-01
LTU;DNK000013689;8413394;MOD;20220121;21001231;904;KL 904;INSE;LTKLJ;LYBB;Y;Y;Y;Y;Y;277547000;FX;OTM;OTB;NA;NA;NA;NA;39.05;36.00;442.00;0.00;0.00;809.00;210.00;2;1985-05-31;MFL;;;;1985-01-01
LTU;DNK000013944;7003829;IMP;20070402;20121204;776;KL 776;GILIJA;LTKLJ;LYSK;Y;Y;Y;Y;Y;277354000;FX;OTM;NK;NA;NA;NA;NA;50.50;46.44;543.00;0.00;0.00;1400.00;1175.00;2;1973-12-31;MFL;DNK;;PA;1973-01-01
LTU;DNK000013944;7003829;MOD;20121205;20150421;776;KL 776;GILIJA;LTKLJ;LYSK;Y;Y;Y;Y;Y;277354000;FX;OTM;NK;NA;NA;NA;NA;50.50;46.44;543.00;0.00;0.00;1400.00;1175.00;2;1973-12-31;MFL;;;;1973-01-01
LTU;DNK000013944;7003829;MOD;20150422;20191006;886;KL 886;GILIJA;LTKLJ;LYSK;Y;Y;Y;Y;Y;277354000;FX;OTM;NK;NA;NA;NA;NA;50.50;46.44;543.00;0.00;0.00;1400.00;1175.00;2;1973-12-31;MFL;;;;1973-01-01
LTU;DNK000013944;7003829;MOD;20191007;20191007;886;KL 886;GILIJA;LTKLJ;LYSK;Y;Y;Y;Y;Y;277354000;FX;OTM;NK;NA;NA;NA;NA;50.50;46.44;543.00;0.00;0.00;1400.00;1175.00;2;1973-12-31;MFL;;;;1973-01-01
LTU;DNK000013944;7003829;MOD;20191008;20200329;886;KL 886;GILIJA;LTKLJ;LYSK;Y;Y;Y;Y;Y;277354000;FX;OTM;NK;NA;NA;NA;NA;50.50;46.44;543.00;0.00;0.00;1400.00;1175.00;2;1973-12-31;MFL;;;;1973-01-01
LTU;DNK000013944;7003829;MOD;20200330;20201011;886;KL 886;GILIJA;LTKLJ;LYSK;Y;Y;Y;Y;Y;277354000;FX;OTM;NK;NA;NA;NA;NA;50.50;46.44;543.00;0.00;0.00;1400.00;1175.00;2;1973-12-31;MFL;;;;1973-01-01
LTU;DNK000013944;7003829;MOD;20201012;21001231;886;KL 886;GILIJA;LTKLJ;LYSK;Y;Y;Y;Y;Y;277354000;FX;OTM;NK;NA;NA;NA;NA;50.50;46.44;543.00;0.00;0.00;1400.00;1175.00;2;1973-12-31;MFL;;;;1973-01-01
LTU;DNK000014198;5362087;IMP;20070202;20070912;768;KL 768;LEONA;LTKLJ;LYSF;Y;Y;Y;Y;Y;277346000;FX;OTM;OTB;NA;NA;NA;NA;35.95;31.20;296.00;0.00;0.00;638.00;360.00;2;1961-01-01;MFL;DNK;;PA;1961-01-01
LTU;DNK000014198;5362087;MOD;20070913;20071017;785;KL 785;LEONA;LTKLJ;LYSF;Y;Y;Y;Y;Y;277346000;FX;OTM;OTB;NA;NA;NA;NA;35.95;31.20;296.00;0.00;0.00;638.00;360.00;2;1961-01-01;MFL;;;;1961-01-01
LTU;DNK000014198;5362087;MOD;20071018;20181002;788;KL 788;TOVE;LTKLJ;LYSF;Y;Y;Y;Y;Y;277346000;FX;OTM;NK;NA;NA;NA;NA;35.95;31.20;296.00;0.00;0.00;638.00;360.00;2;1961-01-01;MFL;;;;1961-01-01
LTU;DNK000014198;5362087;MOD;20181003;20191104;788;KL 788;TOVE;LTKLJ;LYSF;Y;Y;Y;Y;Y;277346000;FX;OTM;PTM;NA;NA;NA;NA;35.95;31.20;296.00;0.00;0.00;638.00;360.00;2;1961-01-01;MFL;;;;1961-01-01
LTU;DNK000014198;5362087;MOD;20191105;21001231;788;KL 788;TOVE;LTKLJ;LYSF;Y;Y;Y;Y;Y;277346000;FX;OTM;PTM;NA;NA;NA;NA;35.95;31.20;296.00;0.00;0.00;638.00;360.00;2;1961-01-01;MFL;;;;1961-01-01
LTU;DNK000014292;6714809;IMP;20130405;20171130;856;KL-856;MINGE;LTKLJ;LYAB;Y;Y;Y;Y;Y;277029000;FX;OTM;NK;NA;NA;NA;NA;40.50;37.15;378.00;0.00;0.00;735.00;672.00;2;1967-01-01;MFL;DEU;;PA;1967-01-01
LTU;DNK000014292;6714809;MOD;20171201;20181111;856;KL-856;MINGE;LTKLJ;LYAB;Y;Y;Y;Y;Y;277029000;FX;PTM;OTM;NA;NA;NA;NA;40.50;37.15;378.00;0.00;0.00;735.00;672.00;2;1967-01-01;MFL;;;PA;1967-01-01
LTU;DNK000014292;6714809;MOD;20181112;20200413;856;KL-856;MINGE;LTKLJ;LYAB;Y;Y;Y;Y;Y;277029000;FX;PTM;OTM;NA;NA;NA;NA;40.50;37.15;378.00;0.00;0.00;735.00;672.00;2;1967-01-01;MFL;;;PA;1967-01-01
LTU;DNK000014292;6714809;MOD;20200414;20201231;856;KL-856;MINGE;LTKLJ;LYAB;Y;Y;Y;Y;Y;277029000;FX;PTM;OTM;NA;NA;NA;NA;40.50;37.15;378.00;0.00;0.00;735.00;672.00;2;1967-01-01;MFL;;;PA;1967-01-01
LTU;DNK000014292;6714809;MOD;20210101;20210408;856;KL-856;MINGE;LTKLJ;LYAB;Y;Y;Y;Y;Y;277029000;FX;PTM;OTM;NA;NA;NA;NA;40.50;37.15;378.00;0.00;0.00;735.00;672.00;2;1967-01-01;MFL;;;PA;1967-01-01
LTU;DNK000014292;6714809;MOD;20210409;20211231;856;KL-856;MINGE;LTKLJ;LYAB;Y;Y;Y;Y;Y;277029000;FX;PTM;OTM;NA;NA;NA;NA;40.50;37.15;378.00;0.00;0.00;735.00;672.00;2;1967-01-01;MFL;;;PA;1967-01-01
LTU;DNK000014292;6714809;MOD;20220101;21001231;856;KL-856;MINGE;LTKLJ;LYAB;Y;Y;Y;Y;Y;277029000;FX;PTM;OTM;NA;NA;NA;NA;40.50;37.15;378.00;0.00;0.00;735.00;672.00;2;1966-12-31;MFL;;;;1967-01-01
LTU;EST010101056;8411023;IMP;20161026;21001231;898;KL 898;TAURUS;LTKLJ;LYAY;Y;Y;Y;Y;Y;277544000;FX;OTB;NK;NA;NA;NA;NA;58.00;52.05;1780.00;0.00;0.00;2475.00;1415.00;2;1985-01-01;MFL;EST;;PA;1985-01-01
LTU;EST010101150;8315956;IMP;20180214;20190924;913;KL 913;ONTIKA;LTKLJ;LYBG;Y;Y;Y;N;N;NA;FX;OTB;NK;NA;NA;NA;NA;63.83;58.11;1410.00;0.00;0.00;2355.00;1210.00;2;1984-01-01;MFL;EST;EX;PA;1984-01-01
LTU;EST010101457;8877916;IMP;20060328;20130831;760;KL 760;PREILA;K;LYSB;Y;N;Y;;;NA;TO;OTM;OTB;NA;NA;NA;NA;25.40;24.38;117.00;0.00;0.00;221.00;25.00;2;1977-12-31;MFL;EST;;;1977-01-01
LTU;EST010101457;8877916;MOD;20130901;20141021;859;KL 859;PREILA;K;LYSB;Y;N;Y;;;NA;TO;OTM;OTB;NA;NA;NA;NA;25.40;24.38;117.00;0.00;0.00;221.00;25.00;2;1977-12-31;MFL;;;;1977-01-01
LTU;FIN000021431;NA;IMP;20100915;20160718;LT-2743;KL LT-2743;LT-2743;K;;N;Y;N;;;NA;FX;GNS;LLS;NA;NA;NA;NA;7.77;0.00;2.83;0.00;0.00;125.00;0.00;3;2000-12-31;MFL;FIN;;;2000-01-01
LTU;FIN000101175;6726280;IMP;20161021;20171123;897;KL 897;RAMUS;LTKLJ;LYAX;Y;Y;Y;Y;Y;277543000;FX;OTM;OTB;NA;NA;NA;NA;33.60;30.00;233.00;0.00;0.00;736.00;268.00;2;1967-01-01;MFL;FIN;;PA;1967-01-01
