Country of Registration;CFR;UVI;Event;Event Start Date;Event End Date;Registration Number;External marking;Name of vessel;Place of registration;Place of registration name;IRCS;IRCS indicator;Licence indicator;VMS indicator;ERS indicator;ERS Exempt indicator;AIS indicator;MMSI;Vessel Type;Main fishing gear;Subsidiary fishing gear 1;Subsidiary fishing gear 2;Subsidiary fishing gear 3;Subsidiary fishing gear 4;Subsidiary fishing gear 5;LOA;LBP;Tonnage GT;Other tonnage;GTs;Power of main engine;Power of auxiliary engine;Hull material;Date of entry into service;Segment;Country of importation/exportation;Type of export;Public aid;Year of construction
NLD;BEL001191970;8432601;MOD;1997-01-01;2001-01-30;BEL001191970;WR-32;DEO VOLENTE;NLWRG;Wieringen/Den Oever;PDPG;Y;N;N;N;N;N;;FX;TBB;PTM;;;;;22.55;0.00;66.00;0.00;0.00;220.00;13.00;2;1992-06-30;4J4;;;;1970-01-01
NLD;BEL001191970;8432601;MOD;2001-01-31;2002-11-27;BEL001191970;WR-27;VISAREND;NLWRG;Wieringen/Den Oever;PDPG;Y;N;N;N;N;N;;FX;TBB;PTM;;;;;22.55;0.00;66.00;0.00;0.00;220.00;13.00;2;1992-06-30;4J4;;;;1970-01-01
NLD;BEL001191970;8432601;MOD;2002-11-28;2002-12-31;BEL001191970;WR-27;VISAREND;NLWRG;Wieringen/Den Oever;PDPG;Y;Y;N;N;N;N;;FX;TBB;PTM;;;;;22.55;0.00;66.00;0.00;0.00;220.00;13.00;2;1992-06-30;4J4;;;;1970-01-01
NLD;BEL001191970;8432601;MOD;2003-01-01;2003-09-02;BEL001191970;WR-27;VISAREND;NLWRG;Wieringen/Den Oever;PDPG;Y;Y;N;N;N;N;;FX;TBB;OTB;;;;;22.55;0.00;66.00;0.00;0.00;220.00;13.00;2;1992-06-30;MFL;;;;1970-01-01
NLD;BEL001191970;8432601;MOD;2003-09-03;2004-12-31;BEL001191970;WR-27;VISAREND;NLWRG;Wieringen/Den Oever;PDPG;Y;Y;Y;N;N;N;;FX;TBB;OTB;;;;;22.55;0.00;66.00;0.00;0.00;220.00;13.00;2;1992-06-30;MFL;;;;1970-01-01
NLD;BEL001191970;8432601;MOD;2005-01-01;2006-03-23;BEL001191970;WR-27;VISAREND;NLWRG;Wieringen/Den Oever;PDPG;Y;Y;Y;N;N;N;;FX;TBB;OTB;;;;;22.55;0.00;66.00;0.00;0.00;220.00;13.00;2;1992-06-30;MFL;;;PA;1970-01-01
NLD;BEL001191970;8432601;MOD;2006-03-24;2016-08-18;BEL001191970;WR-27;VISAREND;NLWRG;Wieringen/Den Oever;PDPG;Y;Y;Y;Y;N;N;;FX;TBB;OTT;;;;;22.55;0.00;66.00;0.00;0.00;220.00;13.00;2;1992-06-30;MFL;;;;1970-01-01
NLD;BEL001191970;8432601;MOD;2016-08-19;2019-05-28;BEL001191970;WR-27;VISAREND;NLWRG;Wieringen/Den Oever;PDPG;Y;Y;Y;Y;N;Y;244052000;MO;TBB;OTT;;;;;22.55;0.00;66.00;0.00;0.00;220.00;13.00;2;1992-06-30;MFL;;;;1970-01-01
NLD;BEL001191970;8432601;MOD;2019-05-29;2020-01-14;BEL001191970;WR-27;VISAREND;NLWRG;Wieringen/Den Oever;PDPG;Y;Y;Y;Y;N;Y;244052000;MO;TBB;OTT;;;;;22.55;0.00;66.00;0.00;0.00;220.00;13.00;2;1992-06-30;MFL;;;;1970-01-01
NLD;BEL001191970;8432601;MOD;2020-01-15;2021-06-01;BEL001191970;WR-27;VISAREND;NLWRG;Wieringen/Den Oever;PDPG;Y;Y;Y;Y;N;Y;244052000;MO;TBB;MIS;;;;;22.55;0.00;66.00;0.00;0.00;220.00;13.00;2;1992-06-30;MFL;;;;1970-01-01
NLD;BEL001191970;8432601;MOD;2021-06-02;2022-02-16;BEL001191970;WR-27;VISAREND;NLWRG;Wieringen/Den Oever;PDPG;Y;Y;Y;Y;N;Y;244052000;MO;TBB;OTT;;;;;22.55;0.00;66.00;0.00;0.00;220.00;13.00;2;1992-06-30;MFL;;;;1970-01-01
NLD;BEL001191970;8432601;MOD;2022-02-17;2023-05-02;BEL001191970;WR-27;VISAREND;NLWRG;Wieringen/Den Oever;PDPG;Y;Y;Y;Y;N;Y;244052000;MO;TBB;MIS;;;;;22.55;0.00;66.00;0.00;0.00;220.00;13.00;2;1992-06-30;MFL;;;;1970-01-01
NLD;BEL001191970;8432601;MOD;2023-05-03;2023-07-24;BEL001191970;WR-27;VISAREND;NLWRG;Wieringen/Den Oever;PDPG;Y;Y;Y;Y;N;Y;244052000;MO;TBB;OTB;;;;;22.55;0.00;66.00;0.00;0.00;220.00;13.00;2;1992-06-30;MFL;;;;1970-01-01
NLD;BEL001191970;8432601;MOD;2023-07-25;2100-12-31;BEL001191970;WR-27;VISAREND;NLWRG;Wieringen/Den Oever;PDPG;Y;Y;Y;Y;N;Y;244052000;MO;TBB;OTB;;;;;22.55;0.00;66.00;0.00;0.00;220.00;13.00;2;1992-06-30;MFL;;;;1970-01-01
NLD;BEL001391987;;IMP;1997-11-10;1998-06-02;BEL001391987;WK-119;FROUKJE;NLWKU;Workum;;N;N;N;N;N;N;;FX;GNS;OTB;;;;;9.80;0.00;9.00;0.00;0.00;66.00;0.00;2;1997-11-10;4J5;BEL;;PA;1987-01-01
NLD;BEL001391987;;MOD;1998-06-03;1998-11-01;BEL001391987;TX-50;DENEB;NLTEX;Texel;;N;N;N;N;N;N;;FX;GNS;OTB;;;;;9.80;0.00;9.00;0.00;0.00;66.00;0.00;2;1997-11-10;4J5;;;;1987-01-01
NLD;BEL001391987;;MOD;1998-11-02;2002-12-31;BEL001391987;TX-50;DENEB;NLTEX;Texel;;N;Y;N;N;N;N;;FX;GNS;OTB;;;;;11.10;0.00;9.00;0.00;0.00;66.00;0.00;2;1997-11-10;4J5;;;;1987-01-01
NLD;BEL001391987;;MOD;2003-01-01;2010-12-31;BEL001391987;TX-50;DENEB;NLTEX;Texel;;N;Y;N;N;N;N;;FX;TBB;OTM;;;;;11.10;0.00;9.00;0.00;0.00;66.00;0.00;2;1997-11-10;MFL;;;;1987-01-01
NLD;BEL001391987;;MOD;2011-01-01;2100-12-31;BEL001391987;TX-50;DENEB;NLTEX;Texel;;N;Y;N;N;N;N;;MO;TBB;OTM;;;;;11.10;0.00;9.00;0.00;0.00;66.00;0.00;2;1997-11-10;MFL;;;;1987-01-01
NLD;BEL002011991;;IMP;1994-08-17;1994-08-23;BEL002011991;BRU-201;ADRIANA MARIA;NLBSE;Bruinisse;PCDU;Y;N;N;N;N;N;;FX;OTB;OTM;;;;;23.93;0.00;160.00;0.00;0.00;220.00;398.00;2;1994-08-17;Z18;BEL;;PA;1989-01-01
NLD;BEL002011991;;MOD;1994-08-24;1995-08-07;BEL002011991;BRU-201;ADRIANA MARIA;NLBSE;Bruinisse;PCDU;Y;N;N;N;N;N;;FX;OTB;OTM;;;;;23.93;0.00;160.00;0.00;0.00;220.00;398.00;2;1994-08-17;E17;;;;1989-01-01
NLD;BEL002011991;;EXP;1995-08-08;1995-08-08;BEL002011991;BRU-201;ADRIANA MARIA;NLBSE;Bruinisse;PCDU;Y;N;N;N;N;N;;FX;OTB;OTM;;;;;23.93;0.00;160.00;0.00;0.00;220.00;398.00;2;1994-08-17;E17;DEU;EX;PA;1989-01-01
NLD;BEL010821987;8431803;IMP;1994-10-17;1995-02-09;BEL010821987;OL-18;ST ANTOINE;NLDDE;Oostdongeradeel;;N;N;N;N;N;N;;FX;TBB;MIS;;;;;14.50;0.00;0.00;0.00;0.00;138.00;0.00;2;1994-10-17;Z18;BEL;;PA;1987-01-01
NLD;BEL010821987;8431803;MOD;1995-02-10;1995-03-30;BEL010821987;OL-18;ST ANTOINE;NLDDE;Oostdongeradeel;;N;N;N;N;N;N;;FX;TBB;MIS;;;;;17.90;0.00;40.00;0.00;0.00;138.00;0.00;2;1994-10-17;Z18;;;;1987-01-01
NLD;BEL010821987;8431803;MOD;1995-03-31;1996-12-31;BEL010821987;WL-18;VRIJHEID;NLWDE;Westdongeradeel;PIIW;Y;N;N;N;N;N;;FX;TBB;MIS;;;;;17.90;0.00;40.00;0.00;0.00;138.00;0.00;2;1994-10-17;Z18;;;;1987-01-01
NLD;BEL010821987;8431803;MOD;1997-01-01;1997-01-29;BEL010821987;WL-18;VRIJHEID;NLWDE;Westdongeradeel;PIIW;Y;N;N;N;N;N;;FX;TBB;MIS;;;;;17.90;0.00;40.00;0.00;0.00;138.00;0.00;2;1994-10-17;4J6;;;;1987-01-01
NLD;BEL010821987;8431803;MOD;1997-01-30;2000-09-01;BEL010821987;WL-18;VRIJHEID;NLWDE;Westdongeradeel;PIIW;Y;N;N;N;N;N;;FX;TBB;MIS;;;;;17.90;0.00;40.00;0.00;0.00;176.00;38.00;2;1994-10-17;4J6;;;;1987-01-01
NLD;BEL010821987;8431803;MOD;2000-09-02;2002-12-31;BEL010821987;WL-18;VRIJHEID;NLWDE;Westdongeradeel;PIIW;Y;Y;N;N;N;N;;FX;TBB;MIS;;;;;17.90;0.00;40.00;0.00;0.00;221.00;56.00;2;1994-10-17;4J6;;;;1987-01-01
NLD;BEL010821987;8431803;MOD;2003-01-01;2004-11-24;BEL010821987;WL-18;VRIJHEID;NLWDE;Westdongeradeel;PIIW;Y;Y;N;N;N;N;;FX;TBB;MIS;;;;;17.90;0.00;40.00;0.00;0.00;221.00;56.00;2;1994-10-17;MFL;;;;1987-01-01
NLD;BEL010821987;8431803;MOD;2004-11-25;2010-12-31;BEL010821987;WL-18;VRIJHEID;NLWDE;Westdongeradeel;PIIW;Y;Y;Y;N;N;N;;FX;TBB;MIS;;;;;17.90;0.00;40.00;0.00;0.00;221.00;56.00;2;1994-10-17;MFL;;;;1987-01-01
NLD;BEL010821987;8431803;MOD;2011-01-01;2011-11-17;BEL010821987;WL-18;VRIJHEID;NLWDE;Westdongeradeel;PIIW;Y;Y;Y;N;N;N;;FX;TBB;MIS;;;;;17.90;0.00;40.00;0.00;0.00;221.00;56.00;2;1994-10-17;MFL;;;;1987-01-01
NLD;BEL010821987;8431803;MOD;2011-11-18;2017-07-10;BEL010821987;WL-18;VRIJHEID;NLWDE;Westdongeradeel;PIIW;Y;Y;Y;Y;N;N;;FX;TBB;MIS;;;;;17.90;0.00;40.00;0.00;0.00;221.00;56.00;2;1994-10-17;MFL;;;;1987-01-01
NLD;BEL010821987;8431803;MOD;2017-07-11;2100-12-31;BEL010821987;WL-18;VRIJHEID;NLWDE;Westdongeradeel;PIIW;Y;Y;Y;Y;N;Y;245504000;DB;TBB;MIS;;;;;20.86;0.00;50.00;0.00;0.00;221.00;56.00;2;1994-10-17;MFL;;;;1987-01-01
NLD;BEL011101959;;IMP;1999-12-14;2001-03-31;BEL011101959;ZK-67;DORUS;NLZOT;Zoutkamp;;N;N;N;N;N;N;;FX;TBB;OTB;;;;;18.00;0.00;34.00;0.00;0.00;221.00;0.00;2;1999-12-14;4J6;BEL;;PA;1959-01-01
NLD;BEL011101959;;RET;2001-04-01;2001-04-01;BEL011101959;ZK-67;DORUS;NLZOT;Zoutkamp;;N;N;N;N;N;N;;FX;TBB;OTB;;;;;18.00;0.00;34.00;0.00;0.00;221.00;0.00;2;1999-12-14;4J6;;;PA;1959-01-01
NLD;BEL011101959;;CHA;2002-11-19;2002-12-31;BEL011101959;ZK-67;DORUS;NLZOT;Zoutkamp;PCHO;Y;Y;N;N;N;N;;FX;TBB;MIS;;;;;18.00;0.00;34.00;0.00;0.00;221.00;3.00;2;1999-12-14;4J6;;;;1959-01-01
NLD;BEL011101959;;MOD;2003-01-01;2004-04-06;BEL011101959;ZK-67;DORUS;NLZOT;Zoutkamp;PCHO;Y;Y;N;N;N;N;;FX;TBB;OTB;;;;;18.00;0.00;34.00;0.00;0.00;221.00;3.00;2;1999-12-14;MFL;;;;1959-01-01
NLD;BEL011101959;;MOD;2004-04-07;2014-01-19;BEL011101959;ZK-67;DORUS;NLZOT;Zoutkamp;PCHO;Y;Y;Y;N;N;N;;FX;TBB;OTB;;;;;18.00;0.00;34.00;0.00;0.00;221.00;3.00;2;1999-12-14;MFL;;;;1959-01-01
NLD;BEL011101959;;MOD;2014-01-20;2016-01-07;BEL011101959;ZK-67;DORUS;NLZOT;Zoutkamp;PCHO;Y;Y;Y;Y;N;N;;FX;TBB;MIS;;;;;18.00;0.00;34.00;0.00;0.00;221.00;3.00;2;1999-12-14;MFL;;;;1959-01-01
NLD;BEL011101959;;MOD;2016-01-08;2016-08-11;BEL011101959;ZK-67;DORUS;NLZOT;Zoutkamp;PCHO;Y;Y;Y;N;N;N;;FX;TBB;MIS;;;;;18.00;0.00;34.00;0.00;0.00;221.00;3.00;2;1999-12-14;MFL;;;;1959-01-01
NLD;BEL011101959;;MOD;2016-08-12;2017-05-22;BEL011101959;ZK-67;DORUS;NLZOT;Zoutkamp;PCHO;Y;Y;Y;N;N;N;;FX;TBB;MIS;;;;;18.00;0.00;34.00;0.00;0.00;221.00;3.00;2;1999-12-14;MFL;;;;1959-01-01
NLD;BEL011101959;;EXP;2017-05-23;2017-05-23;BEL011101959;ZK-67;DORUS;NLZOT;Zoutkamp;PCHO;Y;N;Y;N;N;N;;FX;TBB;MIS;;;;;18.00;0.00;34.00;0.00;0.00;221.00;3.00;2;1999-12-14;MFL;DEU;EX;PA;1959-01-01
NLD;BEL012111971;;IMP;1999-08-23;2001-01-30;BEL012111971;LE-64;HOOP OP ZEGEN;NLLEM;Lemsterland;;N;N;N;N;N;N;;FX;OTB;MIS;;;;;14.60;0.00;36.00;0.00;0.00;220.00;0.00;2;1999-08-23;4J4;BEL;;PA;1971-01-01
NLD;BEL012111971;;MOD;2001-01-31;2001-03-31;BEL012111971;LE-64;HOOP OP ZEGEN;NLLEM;Lemsterland;;N;N;N;N;N;N;;FX;OTB;MIS;;;;;15.03;0.00;38.00;0.00;0.00;220.00;0.00;2;1999-08-23;4J4;;;;1971-01-01
NLD;BEL012111971;;RET;2001-04-01;2001-04-01;BEL012111971;LE-64;HOOP OP ZEGEN;NLLEM;Lemsterland;;N;N;N;N;N;N;;FX;OTB;MIS;;;;;15.03;0.00;38.00;0.00;0.00;220.00;0.00;2;1999-08-23;4J4;;;PA;1971-01-01
NLD;BEL012111971;;CHA;2014-03-19;2017-09-28;BEL012111971;HD-64;HESSEL;NLDHR;Den Helder;PBAY;Y;Y;Y;Y;N;N;;FX;OTB;OTT;;;;;14.95;0.00;28.00;0.00;0.00;194.00;37.00;2;1999-08-23;MFL;;;;1971-01-01
NLD;BEL012111971;;MOD;2017-09-29;2021-01-14;BEL012111971;UK-190;GERRIT SENIOR;NLURK;Urk;PBAY;Y;Y;Y;Y;N;Y;244810702;MTG;OTB;MIS;;;;;14.95;0.00;28.00;0.00;0.00;194.00;37.00;2;1999-08-23;MFL;;;;1971-01-01
NLD;BEL012111971;;MOD;2021-01-15;2100-12-31;BEL012111971;UK-190;GERRIT SENIOR;NLURK;Urk;PBAY;Y;Y;Y;Y;N;Y;244810702;MTG;OTB;MIS;;;;;14.95;0.00;28.00;0.00;0.00;194.00;37.00;2;1999-08-23;MFL;;;;1971-01-01
NLD;BEL014271964;;IMP;1999-01-25;2000-05-23;BEL014271964;TH-11;MARJON;NLTHO;Tholen;;N;N;N;N;N;N;;FX;GNS;OTB;;;;;22.31;0.00;69.00;0.00;0.00;220.00;40.00;2;1999-01-25;4J4;BEL;;PA;1964-01-01
NLD;BEL014271964;;MOD;2000-05-24;2000-10-19;BEL014271964;TH-11;MARJON;NLTHO;Tholen;;N;N;N;N;N;N;;FX;GNS;OTB;;;;;22.31;0.00;69.00;0.00;0.00;220.00;40.00;2;1999-01-25;4J4;;;;1964-01-01
NLD;BEL014271964;;MOD;2000-10-20;2002-12-31;BEL014271964;TH-11;MARJON;NLTHO;Tholen;;N;Y;N;N;N;N;;FX;GNS;OTB;;;;;22.31;0.00;69.00;0.00;0.00;220.00;40.00;2;1999-01-25;4J4;;;;1964-01-01
NLD;BEL014271964;;MOD;2003-01-01;2003-10-03;BEL014271964;TH-11;MARJON;NLTHO;Tholen;;N;Y;N;N;N;N;;FX;TBB;OTB;;;;;22.31;0.00;69.00;0.00;0.00;220.00;40.00;2;1999-01-25;MFL;;;;1964-01-01
NLD;BEL014271964;;MOD;2003-10-04;2012-02-02;BEL014271964;TH-11;MARJON;NLTHO;Tholen;;N;Y;Y;N;N;N;;FX;TBB;OTB;;;;;22.31;0.00;69.00;0.00;0.00;220.00;40.00;2;1999-01-25;MFL;;;;1964-01-01
NLD;BEL014271964;;DES;2012-02-03;2012-02-03;BEL014271964;TH-11;MARJON;NLTHO;Tholen;;N;N;Y;N;N;N;;FX;TBB;OTB;;;;;22.31;0.00;69.00;0.00;0.00;220.00;40.00;2;1999-01-25;MFL;;;PA;1964-01-01
NLD;BEL014551964;;IMP;2000-07-19;2002-12-31;BEL014551964;WL-23;MARLOUGER;NLWDE;Westdongeradeel;;N;Y;N;N;N;N;;FX;TBB;MIS;;;;;18.56;0.00;34.00;0.00;0.00;221.00;0.00;2;2000-07-19;4J6;BEL;;PA;1964-01-01
NLD;BEL014551964;;MOD;2003-01-01;2003-11-25;BEL014551964;WL-23;MARLOUGER;NLWDE;Westdongeradeel;;N;Y;N;N;N;N;;FX;TBB;MIS;;;;;18.56;0.00;34.00;0.00;0.00;221.00;0.00;2;2000-07-19;MFL;;;;1964-01-01
NLD;BEL014551964;;MOD;2003-11-26;2004-03-15;BEL014551964;WL-23;MARLOUGER;NLWDE;Westdongeradeel;PFAK;Y;Y;N;N;N;N;;FX;TBB;MIS;;;;;18.56;0.00;34.00;0.00;0.00;221.00;0.00;2;2000-07-19;MFL;;;;1964-01-01
NLD;BEL014551964;;MOD;2004-03-16;2010-12-31;BEL014551964;WL-23;MARLOUGER;NLWDE;Westdongeradeel;PFAK;Y;Y;Y;N;N;N;;FX;TBB;MIS;;;;;18.56;0.00;34.00;0.00;0.00;221.00;0.00;2;2000-07-19;MFL;;;;1964-01-01
NLD;BEL014551964;;MOD;2011-01-01;2014-05-11;BEL014551964;WL-23;MARLOUGER;NLWDE;Westdongeradeel;PFAK;Y;Y;Y;N;N;N;;FX;TBB;MIS;;;;;18.56;0.00;34.00;0.00;0.00;221.00;0.00;2;2000-07-19;MFL;;;;1964-01-01
NLD;BEL014551964;;RET;2014-05-12;2014-05-12;BEL014551964;WL-23;MARLOUGER;NLWDE;Westdongeradeel;PFAK;Y;N;Y;N;N;N;;FX;TBB;MIS;;;;;18.56;0.00;34.00;0.00;0.00;221.00;0.00;2;2000-07-19;MFL;;;PA;1964-01-01
NLD;BEL025181998;8740797;IMP;2018-02-27;2019-06-03;BEL025181998;UK-136;DRAKKAR;NLURK;Urk;PBJS;Y;Y;Y;Y;N;Y;244150372;MO;TBB;MIS;;;;;37.81;0.00;384.00;0.00;0.00;1471.00;833.00;2;1998-06-26;MFL;BEL;;PA;1998-01-01
NLD;BEL025181998;8740797;MOD;2019-06-04;2023-07-02;BEL025181998;UK-136;DRAKKAR;NLURK;Urk;PBJS;Y;Y;Y;Y;N;Y;244150372;MO;TBB;MIS;;;;;37.81;0.00;384.00;0.00;0.00;1471.00;833.00;2;1998-06-26;MFL;;;;1998-01-01
NLD;BEL025181998;8740797;RET;2023-07-03;2023-07-03;BEL025181998;UK-136;DRAKKAR;NLURK;Urk;PBJS;Y;N;Y;Y;N;Y;244150372;MO;TBB;MIS;;;;;37.81;0.00;384.00;0.00;0.00;1471.00;833.00;2;1998-06-26;MFL;;;AC;1998-01-01
NLD;BEL025181998;8740797;DES;2023-07-04;2023-07-04;BEL025181998;UK-136;DRAKKAR;NLURK;Urk;PBJS;Y;N;Y;Y;N;Y;244150372;MO;TBB;MIS;;;;;37.81;0.00;384.00;0.00;0.00;1471.00;833.00;2;1998-06-26;MFL;;;AC;1998-01-01
NLD;BEL030381986;8412326;IMP;1995-07-06;1995-09-07;BEL030381986;VD-6;BRIGITTA;NLVOD;Volendam;PDGY;Y;N;N;N;N;N;;FX;TBB;MIS;;;;;24.00;0.00;69.00;0.00;0.00;220.00;0.00;2;1995-07-06;Z18;BEL;;PA;1986-01-01
NLD;BEL030381986;8412326;MOD;1995-09-08;1996-12-31;BEL030381986;VD-6;BRIGITTA;NLVOD;Volendam;PDGY;Y;N;N;N;N;N;;FX;TBB;MIS;;;;;24.54;0.00;75.00;0.00;0.00;220.00;0.00;2;1995-07-06;Z18;;;;1986-01-01
NLD;BEL030381986;8412326;MOD;1997-01-01;2000-03-13;BEL030381986;VD-6;BRIGITTA;NLVOD;Volendam;PDGY;Y;N;N;N;N;N;;FX;TBB;MIS;;;;;24.54;0.00;75.00;0.00;0.00;220.00;0.00;2;1995-07-06;4J6;;;;1986-01-01
NLD;BEL030381986;8412326;MOD;2000-03-14;2002-11-27;BEL030381986;VD-6;BRIGITTA;NLVOD;Volendam;PDGY;Y;N;Y;N;N;N;;FX;TBB;MIS;;;;;24.54;0.00;75.00;0.00;0.00;220.00;0.00;2;1995-07-06;4J6;;;;1986-01-01
NLD;BEL030381986;8412326;MOD;2002-11-28;2002-12-31;BEL030381986;VD-6;BRIGITTA;NLVOD;Volendam;PDGY;Y;Y;Y;N;N;N;;FX;TBB;MIS;;;;;24.54;0.00;75.00;0.00;0.00;220.00;0.00;2;1995-07-06;4J6;;;;1986-01-01
NLD;BEL030381986;8412326;MOD;2003-01-01;2013-11-25;BEL030381986;VD-6;BRIGITTA;NLVOD;Volendam;PDGY;Y;Y;Y;N;N;N;;FX;TBB;MIS;;;;;24.54;0.00;75.00;0.00;0.00;220.00;0.00;2;1995-07-06;MFL;;;;1986-01-01
NLD;BEL030381986;8412326;MOD;2013-11-26;2016-04-07;BEL030381986;VD-6;BRIGITTA;NLVOD;Volendam;PDGY;Y;Y;Y;Y;N;N;;FX;TBB;MIS;;;;;24.54;0.00;75.00;0.00;0.00;221.00;0.00;2;1995-07-06;MFL;;;;1986-01-01
NLD;BEL030381986;8412326;MOD;2016-04-08;2016-10-13;BEL030381986;VD-6;BRIGITTA;NLVOD;Volendam;PDGY;Y;Y;Y;N;N;N;;FX;TBB;MIS;;;;;24.54;0.00;75.00;0.00;0.00;221.00;0.00;2;1995-07-06;MFL;;;;1986-01-01
NLD;BEL030381986;8412326;MOD;2016-10-14;2018-08-12;BEL030381986;VD-6;BRIGITTA;NLVOD;Volendam;PDGY;Y;Y;Y;Y;N;Y;244165000;TU;TBB;MIS;;;;;24.54;0.00;75.00;0.00;0.00;221.00;0.00;2;1995-07-06;MFL;;;;1986-01-01
NLD;BEL030381986;8412326;MOD;2018-08-13;2100-12-31;BEL030381986;VD-6;BRIGITTA;NLVOD;Volendam;PDGY;Y;Y;Y;Y;N;Y;244165000;TU;TBB;OTB;;;;;24.54;0.00;75.00;0.00;0.00;221.00;0.00;2;1995-07-06;MFL;;;;1986-01-01
NLD;BEL030992022;9917268;IMP;2023-05-26;2100-12-31;BEL030992022;SCH-99;ARAVIS;NLSCE;Scheveningen;PGXS;Y;Y;Y;Y;N;Y;244682000;SN;SSC;OTB;;;;;24.99;0.00;240.00;0.00;0.00;500.00;0.00;2;2023-05-26;MFL;BEL;;PA;2022-01-01
NLD;BEL031981967;;IMP;1999-05-12;2000-02-09;BEL031981967;UK-328;ARTIC RANGER;NLURK;Urk;;N;N;N;N;N;N;;FX;SDN;MIS;;;;;29.20;0.00;158.00;0.00;0.00;368.00;40.00;2;1999-05-12;4J7;BEL;;PA;1967-01-01
NLD;BEL031981967;;MOD;2000-02-10;2001-02-22;BEL031981967;DZ-8;ARTIC RANGER;NLDZL;Delfzijl;;N;N;N;N;N;N;;FX;SDN;MIS;;;;;29.20;0.00;158.00;0.00;0.00;368.00;40.00;2;1999-05-12;4J7;;;;1967-01-01
NLD;BEL031981967;;EXP;2001-02-23;2001-02-23;BEL031981967;DZ-8;ARTIC RANGER;NLDZL;Delfzijl;;N;N;N;N;N;N;;FX;SDN;MIS;;;;;29.20;0.00;158.00;0.00;0.00;368.00;40.00;2;1999-05-12;4J7;ESP;EX;PA;1967-01-01
