Country of Registration;CFR;UVI;Event;Event Start Date;Event End Date;Registration Number;External marking;Name of vessel;Place of registration;Place of registration name;IRCS;IRCS indicator;Licence indicator;VMS indicator;ERS indicator;ERS Exempt indicator;AIS indicator;MMSI;Vessel Type;Main fishing gear;Subsidiary fishing gear 1;Subsidiary fishing gear 2;Subsidiary fishing gear 3;Subsidiary fishing gear 4;Subsidiary fishing gear 5;LOA;LBP;Tonnage GT;Other tonnage;GTs;Power of main engine;Power of auxiliary engine;Hull material;Date of entry into service;Segment;Country of importation/exportation;Type of export;Public aid;Year of construction
EST;EST000825423;;CEN;2004-05-01;2006-07-05;1F00H57;EK-9244;VIIKARI;EETLL;Tallinn;ES2120;Y;Y;N;N;;N;;TO;OTB;PTB;OTM;;;;27.10;24.82;79.00;0.00;0.00;165.00;0.00;2;1974-12-31;MFL;;;;1974-01-01
EST;EST000825423;;EXP;2006-07-06;2006-07-06;1F00H57;EK-9244;VIIKARI;EETLL;Tallinn;ES2120;Y;N;N;N;;N;;TO;OTM;PTB;OTB;;;;27.10;24.82;79.00;0.00;0.00;165.00;0.00;2;1974-12-31;MFL;LVA;EX;PA;1974-01-01
EST;EST000825424;8928181;CEN;2004-05-01;2010-12-20;1F00G56;EK-3231;TOOLSE;EETLL;Tallinn;ESBR;Y;Y;Y;N;;N;;TO;OTB;PTB;OTM;;;;25.50;23.06;117.00;0.00;0.00;221.00;0.00;2;1975-12-31;MFL;;;;1975-01-01
EST;EST000825424;8928181;MOD;2010-12-21;2014-08-18;1F00G56;EK-3231;TOOLSE;EETLL;Tallinn;ESBR;Y;Y;Y;N;;N;;TO;OTB;OTM;PTB;;;;25.50;23.06;117.00;0.00;0.00;221.00;0.00;2;1975-12-31;MFL;;;PA;1975-01-01
EST;EST000825424;8928181;DES;2014-08-19;2014-08-19;1F00G56;EK-3231;TOOLSE;EETLL;Tallinn;ESBR;Y;N;Y;N;;N;;TO;;NO;;;;;25.50;23.06;117.00;0.00;0.00;221.00;0.00;2;1975-12-31;MFL;;;AC;1975-01-01
EST;EST000825462;8331601;CEN;2004-05-01;2009-02-19;3F00F10;EK-9250;LIU;EEPRN;Pärnu;ES2027;Y;Y;Y;N;;N;;TO;OTB;OTM;PTM;;;;25.42;23.06;122.00;0.00;0.00;221.00;0.00;2;1984-12-31;MFL;;;;1984-01-01
EST;EST000825462;8331601;RET;2009-02-20;2009-02-20;3F00F10;EK-9250;LIU;EEPRN;Pärnu;ES2027;Y;N;Y;N;;N;;TO;;NO;;;;;25.42;23.06;122.00;0.00;0.00;221.00;0.00;2;1984-12-31;MFL;;;PA;1984-01-01
EST;EST000825462;8331601;CHA;2009-03-03;2013-12-29;3F00F10;EK-9250;LIU;EEPRN;Pärnu;ES2027;Y;Y;Y;N;;N;;TO;;NO;;;;;25.42;23.06;122.00;0.00;0.00;221.00;0.00;2;1984-12-31;MFL;;;PA;1984-01-01
EST;EST000825462;8331601;RET;2013-12-30;2013-12-30;3F00F10;EK-9250;LIU;EEPRN;Pärnu;ES2027;Y;N;Y;N;;N;;TO;;NO;;;;;25.42;23.06;122.00;0.00;0.00;221.00;0.00;2;1984-12-31;MFL;;;AC;1984-01-01
EST;EST000825463;5341112;CEN;2004-05-01;2014-11-27;397FA02;EK-9702;AMAZON;EENAS;Nasva;ES2281;Y;Y;Y;N;;N;;TO;OTB;OTM;;;;;28.30;25.50;126.00;0.00;0.00;423.00;0.00;2;1961-12-31;MFL;;;;1961-01-01
EST;EST000825463;5341112;RET;2014-11-28;2014-11-28;397FA02;EK-9702;AMAZON;EENAS;Nasva;ES2281;Y;N;Y;N;;N;;TO;;NO;;;;;28.30;25.50;126.00;0.00;0.00;423.00;0.00;2;1961-12-31;MFL;;;PA;1961-01-01
EST;EST000825463;5341112;CHA;2014-12-01;2017-10-17;397FA02;EK-9702;AMAZON;EENAS;Nasva;ES2281;Y;Y;Y;N;;N;;TO;;NO;;;;;28.30;25.50;126.00;0.00;0.00;423.00;0.00;2;1961-12-31;MFL;;;PA;1961-01-01
EST;EST000825463;5341112;RET;2017-10-18;2017-10-18;397FA02;EK-9702;AMAZON;EENAS;Nasva;ES2281;Y;N;Y;N;;N;;TO;OTM;OTB;;;;;28.30;25.50;126.00;0.00;0.00;423.00;0.00;2;1961-12-31;MFL;;;PA;1961-01-01
EST;EST000825464;5295155;CEN;2004-05-01;2100-12-31;397FL13;EK-9723;HANNA;EENAS;Nasva;ES2356;Y;Y;Y;N;;N;;TO;OTM;OTB;;;;;27.54;24.29;166.00;0.00;0.00;662.00;0.00;2;1961-12-31;MFL;;;;1961-01-01
EST;EST000825465;;CEN;2004-05-01;2006-02-07;397FG12;EK-9709;SOLVEIG;EENAS;Nasva;ES2333;Y;Y;Y;N;;N;;TO;OTB;OTM;;;;;26.47;22.55;129.00;0.00;0.00;423.00;0.00;2;1961-12-31;MFL;;;;1961-01-01
EST;EST000825465;;RET;2006-02-08;2006-02-08;397FG12;EK-9709;SOLVEIG;EENAS;Nasva;ES2333;Y;N;Y;N;;N;;TO;OTB;OTM;;;;;26.47;22.55;129.00;0.00;0.00;423.00;0.00;2;1961-12-31;MFL;;;AC;1961-01-01
EST;EST000826036;;CEN;2004-05-01;2007-03-12;3F00H14;EK-9412;THERESE;EENAS;Nasva;ES2079;Y;Y;N;N;;N;;TO;OTM;NO;;;;;15.37;14.76;17.00;0.00;0.00;106.70;0.00;2;1994-12-31;MFL;;;;1994-01-01
EST;EST000826036;;RET;2007-03-13;2007-03-13;3F00H14;EK-9412;THERESE;EENAS;Nasva;ES2079;Y;N;N;N;;N;;TO;OTM;NO;;;;;15.37;14.76;17.00;0.00;0.00;106.70;0.00;2;1994-12-31;MFL;;;PA;1994-01-01
EST;EST000912075;;CEN;2004-05-01;2100-12-31;6M000760;BMA-787;BMA-787;EEALS;;;N;Y;N;N;;N;;GO;GNS;NO;;;;;4.65;4.46;0.74;0.00;0.00;18.39;0.00;3;1994-12-31;MFL;;;;1994-01-01
EST;EST001128499;;CEN;2004-05-01;2006-03-29;196FH02;EK-9607;ERIK;EETLL;Tallinn;ES2263;Y;Y;N;N;;N;;TO;PS;PTM;;;;;12.98;12.46;12.44;0.00;0.00;58.00;0.00;1;1986-12-31;MFL;;;;1986-01-01
EST;EST001128499;;RET;2006-03-30;2006-03-30;196FH02;EK-9607;ERIK;EETLL;Tallinn;ES2263;Y;N;N;N;;N;;TO;PS;PTM;;;;;12.98;12.46;12.44;0.00;0.00;58.00;0.00;1;1986-12-31;MFL;;;PA;1986-01-01
EST;EST001218001;8003981;CEN;2004-05-01;2004-07-04;1F00L74;EK-9901;HELTERMAA;EETLL;Tallinn;ESGM;Y;Y;Y;N;;N;;TO;OTB;NO;;;;;47.90;43.07;698.00;0.00;0.00;1325.00;860.00;2;1981-12-31;MFL;;;;1981-01-01
EST;EST001218001;8003981;EXP;2004-07-05;2004-07-05;1F00L74;EK-9901;HELTERMAA;EETLL;Tallinn;ESGM;Y;N;Y;N;;N;;TO;OTB;NO;;;;;47.90;43.07;698.00;0.00;0.00;1325.00;860.00;2;1981-12-31;MFL;CAN;EX;PA;1981-01-01
EST;EST010101010;;CEN;2004-05-01;2007-03-12;1F00D22;EK-1005;AVE;EETLL;Tallinn;ES2283;Y;Y;N;N;;N;;TO;OTM;NO;;;;;15.73;15.10;17.00;0.00;0.00;73.50;0.00;1;1991-12-31;MFL;;;;1991-01-01
EST;EST010101010;;RET;2007-03-13;2007-03-13;1F00D22;EK-1005;AVE;EETLL;Tallinn;ES2283;Y;N;N;N;;N;;TO;OTM;NO;;;;;15.73;15.10;17.00;0.00;0.00;73.50;0.00;1;1991-12-31;MFL;;;PA;1991-01-01
EST;EST010101011;;CEN;2004-05-01;2009-05-12;197FC01;EK-9704;KAAVI;EETLL;Tallinn;ES2176;Y;Y;N;N;;N;;TO;OTM;NO;;;;;17.56;16.86;25.00;0.00;0.00;110.00;0.00;2;1979-12-31;MFL;;;;1979-01-01
EST;EST010101011;;RET;2009-05-13;2009-05-13;197FC01;EK-9704;KAAVI;EETLL;Tallinn;ES2176;Y;N;N;N;;N;;TO;;NO;;;;;17.56;16.86;25.00;0.00;0.00;110.00;0.00;2;1979-12-31;MFL;;;PA;1979-01-01
EST;EST010101012;;CEN;2004-05-01;2006-03-28;1F00F32;EK-9409;MAJAK-5;EETLL;Tallinn;ES2103;Y;Y;N;N;;N;;TO;OTM;NO;;;;;12.98;12.46;13.93;0.00;0.00;66.00;0.00;1;1976-12-31;MFL;;;;1976-01-01
EST;EST010101012;;RET;2006-03-29;2006-03-29;1F00F32;EK-9409;MAJAK-5;EETLL;Tallinn;ES2103;Y;N;N;N;;N;;TO;OTM;NO;;;;;12.98;12.46;13.93;0.00;0.00;66.00;0.00;1;1976-12-31;MFL;;;PA;1976-01-01
EST;EST010101013;;CEN;2004-05-01;2006-03-28;1F00F25;EK-9410;MAJAK-6;EETLL;Tallinn;ES2104;Y;Y;N;N;;N;;TO;OTM;NO;;;;;15.73;15.10;13.00;0.00;0.00;66.00;0.00;1;1986-12-31;MFL;;;;1986-01-01
EST;EST010101013;;RET;2006-03-29;2006-03-29;1F00F25;EK-9410;MAJAK-6;EETLL;Tallinn;ES2104;Y;N;N;N;;N;;TO;OTM;NO;;;;;15.73;15.10;13.00;0.00;0.00;66.00;0.00;1;1986-12-31;MFL;;;PA;1986-01-01
EST;EST010101014;8858465;CEN;2004-05-01;2013-01-16;199FJ36;EK-9222;NARVIA;EENJS;Narva-Jõesuu;ESHB;Y;Y;Y;N;;N;;TO;OTM;NO;;;;;25.40;23.06;117.00;0.00;0.00;220.00;0.00;2;1991-12-31;MFL;;;;1991-01-01
EST;EST010101014;8858465;MOD;2013-01-17;2100-12-31;199FJ36;EK-9222;NARVIA;EENJS;Narva-Jõesuu;ESHB;Y;Y;Y;N;;N;;TO;OTM;NO;;;;;23.06;22.14;117.00;0.00;0.00;220.00;0.00;2;1991-12-31;MFL;;;PA;1991-01-01
EST;EST010101015;;CEN;2004-05-01;2009-07-14;195FH21;EK-9512;KELNASE-1;EEKLN;Kelnase;;N;Y;N;N;;N;;TO;OTM;NO;;;;;12.92;12.40;10.89;0.00;0.00;61.60;0.00;1;1995-12-31;MFL;;;;1995-01-01
EST;EST010101015;;DES;2009-07-15;2009-07-15;195FH21;EK-9512;KELNASE-1;EEKLN;Kelnase;;N;N;N;N;;N;;TO;;NO;;;;;12.92;12.40;10.89;0.00;0.00;61.60;0.00;1;1995-12-31;MFL;;;PA;1995-01-01
EST;EST010101016;;CEN;2004-05-01;2009-05-12;1F00F30;EK-1506;KELNASE-5;EEKLN;Kelnase;;N;Y;N;N;;N;;TO;OTM;NO;;;;;12.98;12.46;9.80;0.00;0.00;44.00;0.00;1;1983-12-31;MFL;;;;1983-01-01
EST;EST010101016;;RET;2009-05-13;2009-05-13;1F00F30;EK-1506;KELNASE-5;EEKLN;Kelnase;;N;N;N;N;;N;;TO;;NO;;;;;12.98;12.46;9.80;0.00;0.00;44.00;0.00;1;1983-12-31;MFL;;;PA;1983-01-01
EST;EST010101017;;CEN;2004-05-01;2011-10-09;198FG01;EK-9301;AIDU;EENJS;Narva-Jõesuu;ES2204;Y;Y;N;N;;N;;TO;OTM;NO;;;;;17.56;16.86;25.00;0.00;0.00;110.00;0.00;2;1981-12-31;MFL;;;;1981-01-01
EST;EST010101017;;MOD;2011-10-10;2015-09-20;198FG01;EK-9301;AIDU;EENJS;Narva-Jõesuu;ES2204;Y;Y;Y;N;;N;;TO;OTM;OTB;;;;;17.56;16.86;28.65;0.00;0.00;110.00;0.00;2;1981-12-31;MFL;;;PA;1981-01-01
EST;EST010101017;;MOD;2015-09-21;2016-11-27;198FG01;EK-9301;AIDU;EENJS;Narva-Jõesuu;ES2204;Y;Y;Y;N;;Y;;TO;OTB;OTM;;;;;17.56;16.86;28.65;0.00;0.00;110.00;0.00;2;1981-12-31;MFL;;;PA;1981-01-01
EST;EST010101017;;MOD;2016-11-28;2017-07-03;198FG01;EK-9301;AIDU;EEWST;;ES2204;Y;Y;Y;N;;Y;;TO;OTB;OTM;;;;;17.56;16.86;28.65;0.00;0.00;110.00;0.00;2;1981-12-31;MFL;;;PA;1981-01-01
EST;EST010101017;;RET;2017-07-04;2017-07-04;198FG01;EK-9301;AIDU;EEWST;;ES2204;Y;N;Y;N;;N;;TO;OTB;OTM;;;;;17.56;16.86;28.65;0.00;0.00;110.00;0.00;2;1981-12-31;MFL;;;PA;1981-01-01
EST;EST010101018;;CEN;2004-05-01;2009-05-12;199FG21;EK-2047;RANNA;EENJS;Narva-Jõesuu;ES2219;Y;Y;Y;N;;N;;TO;OTM;NO;;;;;25.20;22.15;75.00;0.00;0.00;367.00;0.00;2;1968-12-31;MFL;;;;1968-01-01
EST;EST010101018;;DES;2009-05-13;2009-05-13;199FG21;EK-2047;RANNA;EENJS;Narva-Jõesuu;ES2219;Y;N;Y;N;;N;;TO;;NO;;;;;25.20;22.15;75.00;0.00;0.00;367.00;0.00;2;1968-12-31;MFL;;;AC;1968-01-01
EST;EST010101019;8729755;CEN;2004-05-01;2009-07-09;199FI32;EK-9223;VIRU;EENJS;Narva-Jõesuu;ESHA;Y;Y;Y;N;;N;;TO;OTM;NO;;;;;25.40;22.44;117.00;0.00;0.00;220.00;0.00;2;1989-12-31;MFL;;;;1989-01-01
EST;EST010101019;8729755;DES;2009-07-10;2009-07-10;199FI32;EK-9223;VIRU;EENJS;Narva-Jõesuu;ESHA;Y;N;Y;N;;N;;TO;;NO;;;;;25.40;22.44;117.00;0.00;0.00;220.00;0.00;2;1989-12-31;MFL;;;AC;1989-01-01
EST;EST010101020;;CEN;2004-05-01;2006-03-30;195FD03;EK-9508;FORTUUNA;EENJS;Narva-Jõesuu;ES2122;Y;Y;Y;N;;N;;TO;OTM;NO;;;;;25.20;22.08;73.00;0.00;0.00;294.00;0.00;2;1972-12-31;MFL;;;;1972-01-01
EST;EST010101020;;RET;2006-03-31;2006-03-31;195FD03;EK-9508;FORTUUNA;EENJS;Narva-Jõesuu;ES2122;Y;N;Y;N;;N;;TO;OTM;NO;;;;;25.20;22.08;73.00;0.00;0.00;294.00;0.00;2;1972-12-31;MFL;;;AC;1972-01-01
EST;EST010101021;8878348;CEN;2004-05-01;2011-11-16;199FG19;EK-9219;HIIESAARE;EELHT;Lehtma;ESZE;Y;Y;Y;N;;N;;TO;OTM;NO;;;;;25.40;23.06;113.00;0.00;0.00;221.00;0.00;2;1981-12-31;MFL;;;;1981-01-01
EST;EST010101021;8878348;MOD;2011-11-17;2012-01-25;199FG19;EK-9219;HIIESAARE;EENAR;Narva;ESZE;Y;Y;Y;N;;N;;TO;OTM;NO;;;;;25.40;23.06;113.00;0.00;0.00;221.00;0.00;2;1981-12-31;MFL;;;PA;1981-01-01
EST;EST010101021;8878348;EXP;2012-01-26;2012-01-26;199FG19;EK-9219;HIIESAARE;EENAR;Narva;ESZE;Y;N;Y;N;;N;;TO;;NO;;;;;25.40;23.06;113.00;0.00;0.00;221.00;0.00;2;1981-12-31;MFL;FIN;EX;PA;1981-01-01
EST;EST010101021;8878348;IMP;2018-02-26;2100-12-31;805;EK-1801;HIIESAARE;EEMDR;Miiduranna;ESLA;Y;Y;Y;Y;;Y;;TO;OTM;NO;;;;;23.06;22.00;113.00;0.00;0.00;368.00;0.00;2;1981-12-31;MFL;FIN;;;1981-01-01
EST;EST010101022;;CEN;2004-05-01;2006-02-28;198FI10;EK-9606;JOHNNY;EETLL;Tallinn;ES2257;Y;Y;N;N;;N;;TO;OTM;NO;;;;;19.38;18.60;46.00;0.00;0.00;240.00;0.00;1;1957-12-31;MFL;;;;1957-01-01
EST;EST010101022;;RET;2006-03-01;2006-03-01;198FI10;EK-9606;JOHNNY;EETLL;Tallinn;ES2257;Y;N;N;N;;N;;TO;OTM;NO;;;;;19.38;18.60;46.00;0.00;0.00;240.00;0.00;1;1957-12-31;MFL;;;PA;1957-01-01
EST;EST010101023;8870889;CEN;2004-05-01;2012-09-25;3F00E05;EK-9233;KASTNA;EEPRN;Pärnu;ES2135;Y;Y;Y;N;;N;;TO;OTM;NO;;;;;25.42;23.06;122.00;0.00;0.00;221.00;0.00;2;1983-12-31;MFL;;;;1983-01-01
EST;EST010101023;8870889;MOD;2012-09-26;2013-02-10;3F00E05;EK-9233;KASTNA;EEPRN;Pärnu;ES2135;Y;Y;Y;N;;Y;;TO;OTM;NO;;;;;25.42;23.06;122.00;0.00;0.00;221.00;0.00;2;1983-12-31;MFL;;;PA;1983-01-01
EST;EST010101023;8870889;RET;2013-02-11;2013-02-11;3F00E05;EK-9233;KASTNA;EEPRN;Pärnu;ES2135;Y;N;Y;N;;N;;TO;;NO;;;;;25.42;23.06;122.00;0.00;0.00;221.00;0.00;2;1983-12-31;MFL;;;PA;1983-01-01
EST;EST010101023;8870889;CHA;2013-02-14;2013-05-12;3F00E05;EK-9233;KASTNA;EEPRN;Pärnu;ES2135;Y;Y;Y;N;;Y;;TO;;NO;;;;;25.42;23.06;122.00;0.00;0.00;221.00;0.00;2;1983-12-31;MFL;;;PA;1983-01-01
EST;EST010101023;8870889;RET;2013-05-13;2013-05-13;3F00E05;EK-9233;KASTNA;EEPRN;Pärnu;ES2135;Y;N;Y;N;;N;;TO;;NO;;;;;25.42;23.06;122.00;0.00;0.00;221.00;0.00;2;1983-12-31;MFL;;;PA;1983-01-01
EST;EST010101023;8870889;CHA;2013-05-17;2014-01-12;3F00E05;EK-9233;KASTNA;EEPRN;Pärnu;ES2135;Y;Y;Y;N;;Y;;TO;;NO;;;;;25.42;23.06;122.00;0.00;0.00;221.00;0.00;2;1983-12-31;MFL;;;PA;1983-01-01
EST;EST010101023;8870889;MOD;2014-01-13;2100-12-31;3F00E05;EK-9233;KASTNA;EEPRN;Pärnu;ES2135;Y;Y;Y;N;;Y;;TO;OTM;NO;;;;;25.42;23.06;122.00;0.00;0.00;221.00;0.00;2;1983-12-31;MFL;;;PA;1983-01-01
EST;EST010101024;8887648;CEN;2004-05-01;2006-03-15;1F00G54;EK-9251;ILLUSTE;EEVIR;Virtsu;ES2274;Y;Y;Y;N;;N;;TO;OTM;NO;;;;;25.50;23.06;117.00;0.00;0.00;221.00;0.00;2;1983-12-31;MFL;;;;1983-01-01
EST;EST010101024;8887648;RET;2006-03-16;2006-03-16;1F00G54;EK-9251;ILLUSTE;EEVIR;Virtsu;ES2274;Y;N;Y;N;;N;;TO;OTM;NO;;;;;25.50;23.06;117.00;0.00;0.00;221.00;0.00;2;1983-12-31;MFL;;;AC;1983-01-01
EST;EST010101025;8897253;CEN;2004-05-01;2007-06-03;199FK42;EK-9403;MAALI;EETLL;Tallinn;ES2055;Y;Y;Y;N;;N;;TO;OTB;NO;;;;;25.40;23.06;117.00;0.00;0.00;221.00;0.00;2;1973-12-31;MFL;;;;1973-01-01
EST;EST010101025;8897253;RET;2007-06-04;2007-06-04;199FK42;EK-9403;MAALI;EETLL;Tallinn;ES2055;Y;N;Y;N;;N;;TO;OTB;NO;;;;;25.40;23.06;117.00;0.00;0.00;221.00;0.00;2;1973-12-31;MFL;;;PA;1973-01-01
EST;EST010101025;8897253;CHA;2007-11-07;2011-05-18;199FK42;EK-9403;MAALI;EETLL;Tallinn;ES2055;Y;Y;Y;N;;N;;TO;OTB;NO;;;;;25.40;23.06;117.00;0.00;0.00;221.00;0.00;2;1973-12-31;MFL;;;PA;1973-01-01
EST;EST010101025;8897253;RET;2011-05-19;2011-05-19;199FK42;EK-9403;MAALI;EETLL;Tallinn;ES2055;Y;N;Y;N;;N;;TO;;NO;;;;;25.40;23.06;117.00;0.00;0.00;221.00;0.00;2;1973-12-31;MFL;;;AC;1973-01-01
EST;EST010101026;;CEN;2004-05-01;2013-02-25;196FJ06;EK-9610;PÜÜTON 2;EELSA;Loksa;ES2269;Y;Y;N;N;;N;;TO;OTB;NO;;;;;13.20;12.67;14.07;0.00;0.00;104.00;0.00;1;1996-12-31;MFL;;;;1996-01-01
EST;EST010101026;;MOD;2013-02-26;2017-07-18;196FJ06;EK-9610;PÜÜTON 2;EELSA;Loksa;ES2269;Y;Y;Y;N;;N;;TO;PTM;NO;;;;;13.20;12.67;14.07;0.00;0.00;104.00;0.00;1;1996-12-31;MFL;;;PA;1996-01-01
EST;EST010101026;;MOD;2017-07-19;2018-02-25;196FJ06;EK-9610;PÜÜTON 2;EELSA;Loksa;ES2269;Y;Y;Y;N;;N;;TO;PTM;NO;;;;;13.20;12.67;14.07;0.00;0.00;104.00;0.00;1;1996-12-31;MFL;;;PA;1996-01-01
EST;EST010101026;;RET;2018-02-26;2018-02-26;196FJ06;EK-9610;PÜÜTON 2;EELSA;Loksa;ES2269;Y;N;Y;N;;N;;TO;PTM;NO;;;;;13.20;12.67;14.07;0.00;0.00;104.00;0.00;1;1996-12-31;MFL;;;PA;1996-01-01
EST;EST010101027;;CEN;2004-05-01;2009-07-14;196FJ05;EK-9609;PÜÜTON 1;EELSA;Loksa;ES2268;Y;Y;N;N;;N;;TO;OTB;NO;;;;;13.20;12.67;14.07;0.00;0.00;104.00;0.00;1;1996-12-31;MFL;;;;1996-01-01
EST;EST010101027;;DES;2009-07-15;2009-07-15;196FJ05;EK-9609;PÜÜTON 1;EELSA;Loksa;ES2268;Y;N;N;N;;N;;TO;;NO;;;;;13.20;12.67;14.07;0.00;0.00;104.00;0.00;1;1996-12-31;MFL;;;AC;1996-01-01
EST;EST010101028;;CEN;2004-05-01;2006-03-28;199FI30;EK-1501;TAAT;EEKBN;;ES2349;Y;Y;N;N;;N;;TO;OTB;NO;;;;;15.73;15.10;13.00;0.00;0.00;54.40;0.00;1;1992-12-31;MFL;;;;1992-01-01
EST;EST010101028;;RET;2006-03-29;2006-03-29;199FI30;EK-1501;TAAT;EEKBN;;ES2349;Y;N;N;N;;N;;TO;OTB;NO;;;;;15.73;15.10;13.00;0.00;0.00;54.40;0.00;1;1992-12-31;MFL;;;PA;1992-01-01
EST;EST010101029;;CEN;2004-05-01;2006-03-28;199FI31;EK-1515;TIIR;EEKBN;;ES2348;Y;Y;N;N;;N;;TO;OTB;NO;;;;;12.98;12.46;12.44;0.00;0.00;54.00;0.00;1;1988-12-31;MFL;;;;1988-01-01
EST;EST010101029;;RET;2006-03-29;2006-03-29;199FI31;EK-1515;TIIR;EEKBN;;ES2348;Y;N;N;N;;N;;TO;OTB;NO;;;;;12.98;12.46;12.44;0.00;0.00;54.00;0.00;1;1988-12-31;MFL;;;PA;1988-01-01
EST;EST010101030;;CEN;2004-05-01;2007-06-03;1F00D20;EK-1009;LEA;EETLL;Tallinn;ES2284;Y;Y;N;N;;N;;TO;OTB;NO;;;;;12.88;12.36;10.97;0.00;0.00;73.50;0.00;1;1989-12-31;MFL;;;;1989-01-01
EST;EST010101030;;RET;2007-06-04;2007-06-04;1F00D20;EK-1009;LEA;EETLL;Tallinn;ES2284;Y;N;N;N;;N;;TO;OTB;NO;;;;;12.88;12.36;10.97;0.00;0.00;73.50;0.00;1;1989-12-31;MFL;;;PA;1989-01-01
EST;EST010101031;;CEN;2004-05-01;2008-02-18;197FC02;EK-9705;KÄRSA;EETLL;Tallinn;ES2177;Y;Y;N;N;;N;;TO;OTB;NO;;;;;17.56;16.86;25.00;0.00;0.00;110.00;0.00;2;1979-12-31;MFL;;;;1979-01-01
