Country of Registration;CFR;UVI;Event;Event Start Date;Event End Date;Registration Number;External marking;Name of vessel;Place of registration;Place of registration name;IRCS;IRCS indicator;Licence indicator;VMS indicator;ERS indicator;ERS Exempt indicator;AIS indicator;MMSI;Vessel Type;Main fishing gear;Subsidiary fishing gear 1;Subsidiary fishing gear 2;Subsidiary fishing gear 3;Subsidiary fishing gear 4;Subsidiary fishing gear 5;LOA;LBP;Tonnage GT;Other tonnage;GTs;Power of main engine;Power of auxiliary engine;Hull material;Date of entry into service;Segment;Country of importation/exportation;Type of export;Public aid;Year of construction
BEL;BEL000081967;8341096;CEN;1989-01-01;1989-03-30;008;K.8;YVONNE;KIELD;;OPAH;Y;N;N;Y;;N;;FX;TBB;NO;;;;;21.91;19.31;56.00;0.00;0.00;220.00;0.00;2;1967-07-01;EST;;;;1967-01-01
BEL;BEL000081967;8341096;MOD;1989-03-31;1991-12-31;008;K.8;AQUARIUS;KIELD;;OPAH;Y;N;N;Y;;N;;FX;TBB;NO;;;;;21.91;19.31;56.00;0.00;0.00;220.00;0.00;2;1967-07-01;EST;;;;1967-01-01
BEL;BEL000081967;8341096;MOD;1992-01-01;1993-02-04;008;Z.8;AQUARIUS;ZEEBR;;OPAH;Y;Y;N;Y;;N;;FX;TBB;NO;;;;;21.91;19.31;56.00;0.00;0.00;220.00;0.00;2;1967-07-01;E10;;;;1967-01-01
BEL;BEL000081967;8341096;MOD;1993-02-05;1994-11-03;008;K.8;AQUARIUS;KIELD;;OPAH;Y;N;N;Y;;N;;FX;TBB;NO;;;;;21.91;19.31;56.00;0.00;0.00;220.00;0.00;2;1967-07-01;C10;;;;1967-01-01
BEL;BEL000081967;8341096;MOD;1994-11-04;1996-12-31;008;Z.8;AQUARIUS;ZEEBR;;OPAH;Y;Y;N;Y;;N;;FX;TBB;NO;;;;;21.91;19.31;56.00;0.00;0.00;220.00;0.00;2;1967-07-01;C10;;;;1967-01-01
BEL;BEL000081967;8341096;MOD;1997-01-01;2002-12-31;008;Z.8;AQUARIUS;ZEEBR;;OPAH;Y;Y;Y;Y;;N;;FX;TBB;NO;;;;;21.91;19.31;56.00;0.00;0.00;220.00;0.00;2;1967-07-01;4A1;;;;1967-01-01
BEL;BEL000081967;8341096;MOD;2003-01-01;2006-02-05;008;Z.8;AQUARIUS;ZEEBR;;OPAH;Y;Y;Y;Y;;N;;FX;TBB;NO;;;;;21.91;19.31;56.00;0.00;0.00;220.00;0.00;2;1967-07-01;MFL;;;;1967-01-01
BEL;BEL000081967;8341096;MOD;2006-02-06;2017-11-06;008;Z.8;AQUARIUS;ZEEBR;;OPAH;Y;Y;Y;Y;;N;;FX;TBB;OTB;;;;;21.91;19.31;56.00;0.00;0.00;220.00;0.00;2;1967-07-01;MFL;;;;1967-01-01
BEL;BEL000081967;8341096;MOD;2017-11-07;2020-01-19;008;Z.8;AQUARIUS;ZEEBR;;OPAH;Y;Y;Y;Y;;N;;FX;TBB;OTB;;;;;21.91;19.31;56.00;0.00;0.00;220.00;0.00;2;1967-07-01;MFL;;;;1967-01-01
BEL;BEL000081967;8341096;MOD;2020-01-20;2020-09-08;008;Z.8;AQUARIUS;ZEEBR;;OPAH;Y;Y;Y;Y;;N;;FX;TBB;OTB;;;;;21.91;19.31;56.00;0.00;0.00;220.00;0.00;2;1967-07-01;MFL;;;;1967-01-01
BEL;BEL000081967;8341096;MOD;2020-09-09;2021-01-12;008;Z.8;AQUARIUS;ZEEBR;;OPAH;Y;Y;Y;Y;;Y;205264000;FX;TBB;OTB;;;;;21.91;19.31;58.00;0.00;0.00;220.00;0.00;2;1967-07-01;MFL;;;;1967-01-01
BEL;BEL000081967;8341096;MOD;2021-01-13;2100-12-31;008;Z.8;AQUARIUS;BEZEE;Zeebrugge;OPAH;Y;Y;Y;Y;;Y;205264000;FX;TBB;OTB;;;;;21.91;19.31;58.00;0.00;0.00;220.00;0.00;2;1967-07-01;MFL;;;;1967-01-01
BEL;BEL000131989;8564404;CST;1989-02-15;1991-12-31;013;K.13;MORGENSTER;KIELD;;OPAM;Y;N;N;Y;;N;;FX;TBB;NO;;;;;23.94;21.14;94.00;0.00;0.00;218.00;0.00;2;1989-02-15;BIN;;;;1989-01-01
BEL;BEL000131989;8564404;MOD;1992-01-01;1994-08-18;013;Z.13;MORGENSTER;ZEEBR;;OPAM;Y;Y;N;Y;;N;;FX;TBB;NO;;;;;23.94;21.14;94.00;0.00;0.00;218.00;0.00;2;1989-02-15;E10;;;;1989-01-01
BEL;BEL000131989;8564404;MOD;1994-08-19;1996-12-31;013;Z.13;MORGENSTER;ZEEBR;;OPAM;Y;Y;N;Y;;N;;FX;TBB;NO;;;;;23.94;21.14;94.00;0.00;0.00;218.00;0.00;2;1989-02-15;C10;;;;1989-01-01
BEL;BEL000131989;8564404;MOD;1997-01-01;2002-12-31;013;Z.13;MORGENSTER;ZEEBR;;OPAM;Y;Y;Y;Y;;N;;FX;TBB;NO;;;;;23.94;21.14;94.00;0.00;0.00;218.00;0.00;2;1989-02-15;4A1;;;;1989-01-01
BEL;BEL000131989;8564404;MOD;2003-01-01;2006-02-02;013;Z.13;MORGENSTER;ZEEBR;;OPAM;Y;Y;Y;Y;;N;;FX;TBB;NO;;;;;23.94;21.14;94.00;0.00;0.00;218.00;0.00;2;1989-02-15;MFL;;;;1989-01-01
BEL;BEL000131989;8564404;MOD;2006-02-03;2011-07-18;013;Z.13;MORGENSTER;ZEEBR;;OPAM;Y;Y;Y;Y;;N;;FX;TBB;OTB;;;;;23.94;21.14;94.00;0.00;0.00;218.00;0.00;2;1989-02-15;MFL;;;;1989-01-01
BEL;BEL000131989;8564404;MOD;2011-07-19;2017-01-18;013;O.13;MORGENSTER;OOSTE;;OPAM;Y;Y;Y;Y;;N;;FX;TBB;OTB;;;;;23.94;21.14;94.00;0.00;0.00;218.00;0.00;2;1989-02-15;MFL;;;;1989-01-01
BEL;BEL000131989;8564404;MOD;2017-01-19;2021-01-04;013;O.13;MORGENSTER;OOSTE;;OPAM;Y;Y;Y;Y;;N;;FX;TBB;OTB;;;;;23.94;21.14;94.00;0.00;0.00;218.00;0.00;2;1989-02-15;MFL;;;;1989-01-01
BEL;BEL000131989;8564404;MOD;2021-01-05;2021-01-17;013;O.13;MORGENSTER;BEOST;Oostende (Ostend);OPAM;Y;Y;Y;Y;;Y;205017000;FX;TBB;OTB;;;;;23.94;21.14;94.00;0.00;0.00;218.00;0.00;2;1989-02-15;MFL;;;;1989-01-01
BEL;BEL000131989;8564404;MOD;2021-01-18;2021-08-21;013;O.13;MORGENSTER;BEOST;Oostende (Ostend);OPAM;Y;Y;Y;Y;;Y;205017000;FX;TBB;OTB;;;;;23.94;21.14;94.00;0.00;0.00;218.00;0.00;2;1989-02-15;MFL;;;;1989-01-01
BEL;BEL000131989;8564404;DES;2021-08-22;2021-08-22;013;O.13;MORGENSTER;BEOST;Oostende (Ostend);OPAM;Y;Y;Y;Y;;Y;205017000;FX;TBB;OTB;;;;;23.94;21.14;94.00;0.00;0.00;218.00;0.00;2;1989-02-15;MFL;;;;1989-01-01
BEL;BEL000241964;8564480;CEN;1989-01-01;1991-12-31;024;BOU.24;BEATRIX;BOEKH;;OPAX;Y;Y;N;Y;;N;;FX;TBB;NO;;;;;19.04;17.67;44.00;41.38;0.00;202.00;0.00;2;1964-07-01;EST;;;;1964-01-01
BEL;BEL000241964;8564480;MOD;1992-01-01;1996-12-31;024;BOU.24;BEATRIX;BOEKH;;OPAX;Y;Y;N;Y;;N;;FX;TBB;NO;;;;;19.04;17.67;44.00;41.38;0.00;202.00;0.00;2;1964-07-01;E10;;;;1964-01-01
BEL;BEL000241964;8564480;MOD;1997-01-01;1998-08-02;024;BOU.24;BEATRIX;BOEKH;;OPAX;Y;Y;Y;Y;;N;;FX;TBB;NO;;;;;19.04;17.67;44.00;41.38;0.00;202.00;0.00;2;1964-07-01;4A1;;;;1964-01-01
BEL;BEL000241964;8564480;MOD;1998-08-03;2002-12-31;024;BOU.24;BEATRIX;BOEKH;;OPAX;Y;Y;Y;Y;;N;;FX;TBB;NO;;;;;19.04;17.67;44.00;0.00;0.00;202.00;0.00;2;1964-07-01;4A1;;;;1964-01-01
BEL;BEL000241964;8564480;MOD;2003-01-01;2006-02-16;024;BOU.24;BEATRIX;BOEKH;;OPAX;Y;Y;Y;Y;;N;;FX;TBB;NO;;;;;19.04;17.67;44.00;0.00;0.00;202.00;0.00;2;1964-07-01;MFL;;;;1964-01-01
BEL;BEL000241964;8564480;MOD;2006-02-17;2018-06-25;024;BOU.24;BEATRIX;BOEKH;;OPAX;Y;Y;Y;Y;;N;;FX;TBB;OTB;;;;;19.04;16.64;44.00;0.00;0.00;202.00;0.00;2;1964-07-01;MFL;;;;1964-01-01
BEL;BEL000241964;8564480;MOD;2018-06-26;2020-09-08;024;BOU.24;ZEEVONK;BOEKH;;OPAX;Y;Y;Y;Y;;N;;FX;TBB;OTB;;;;;19.04;16.64;44.00;0.00;0.00;202.00;0.00;2;1964-07-01;MFL;;;;1964-01-01
BEL;BEL000241964;8564480;MOD;2020-09-09;2021-01-04;024;BOU.24;ZEEVONK;BOEKH;;OPAX;Y;Y;Y;Y;;Y;205632000;FX;TBB;OTB;;;;;19.04;16.64;44.00;0.00;0.00;202.00;0.00;2;1964-07-01;MFL;;;;1964-01-01
BEL;BEL000241964;8564480;MOD;2021-01-05;2021-01-11;024;BOU.24;ZEEVONK;BEBHE;Boekhoute;OPAX;Y;Y;Y;Y;;Y;205632000;FX;TBB;OTB;;;;;19.04;16.64;44.00;0.00;0.00;202.00;0.00;2;1964-07-01;MFL;;;;1964-01-01
BEL;BEL000241964;8564480;MOD;2021-01-12;2021-01-13;024;BOU.24;ZEEVONK;BEBHE;Boekhoute;OPAX;Y;Y;Y;Y;;Y;205632000;FX;TBB;OTB;;;;;19.04;16.64;44.00;0.00;0.00;202.00;0.00;2;1964-07-01;MFL;;;;1964-01-01
BEL;BEL000241964;8564480;MOD;2021-01-14;2021-09-06;024;BOU.24;ZEEVONK;BEBHE;Boekhoute;OPAX;Y;Y;Y;Y;;Y;205632000;FX;TBB;OTB;;;;;19.04;16.64;44.00;0.00;0.00;202.00;0.00;2;1964-07-01;MFL;;;;1964-01-01
BEL;BEL000241964;8564480;RET;2021-09-07;2021-09-07;024;BOU.24;ZEEVONK;BEBHE;Boekhoute;OPAX;Y;Y;Y;Y;;Y;205632000;FX;TBB;OTB;;;;;19.04;16.64;44.00;0.00;0.00;202.00;0.00;2;1964-07-01;MFL;;;;1964-01-01
BEL;BEL000281932;;CEN;1989-01-01;1991-12-31;028;BOU 28;ANNIE;BOEKH;;OPBB;Y;N;N;Y;;N;;FX;TBB;NO;;;;;16.19;13.39;0.00;28.67;0.00;88.00;0.00;2;1932-09-26;BIN;;;;1932-01-01
BEL;BEL000281932;;MOD;1992-01-01;1993-11-08;028;Z.28;ANN;ZEEBR;;OPBB;Y;Y;N;Y;;N;;FX;TBB;NO;;;;;16.19;13.39;0.00;28.67;0.00;88.00;0.00;2;1932-09-26;E10;;;;1932-01-01
BEL;BEL000281932;;MOD;1993-11-09;1994-01-11;028;BOU 28;ANNIE;BOEKH;;OPBB;Y;N;N;Y;;N;;FX;TBB;NO;;;;;16.19;13.39;0.00;28.67;0.00;88.00;0.00;2;1932-09-26;C10;;;;1932-01-01
BEL;BEL000281932;;MOD;1994-01-12;1996-01-16;028;Z.28;ANN;ZEEBR;;OPBB;Y;Y;N;Y;;N;;FX;TBB;NO;;;;;16.19;13.39;0.00;28.67;0.00;88.00;0.00;2;1932-09-26;C10;;;;1932-01-01
BEL;BEL000281932;;RET;1996-01-17;1996-01-17;028;Z.28;ANN;ZEEBR;;OPBB;Y;Y;N;Y;;N;;FX;TBB;NO;;;;;16.19;13.39;0.00;28.67;0.00;88.00;0.00;2;1932-09-26;E10;;;PA;1932-01-01
BEL;BEL002011991;;CST;1991-04-19;1991-12-31;201;BOU 201;ADRIANA-MARIA;BOEKH;;OPHS;Y;N;N;Y;;N;;FX;TBB;NO;;;;;23.90;20.86;156.00;0.00;0.00;220.00;0.00;2;1991-04-19;ZEE;;;;1991-01-01
BEL;BEL002011991;;MOD;1992-01-01;1994-08-16;201;Z.201;ADRIANA-MARIA;ZEEBR;;OPHS;Y;Y;N;Y;;N;;FX;TBB;NO;;;;;23.90;20.86;156.00;0.00;0.00;220.00;0.00;2;1991-04-19;C10;;;;1991-01-01
BEL;BEL002011991;;EXP;1994-08-17;1994-08-17;201;Z.201;ADRIANA-MARIA;ZEEBR;;OPHS;Y;Y;N;Y;;N;;FX;TBB;NO;;;;;23.90;20.86;156.00;0.00;0.00;220.00;0.00;2;1991-04-19;C10;NLD;EX;PA;1991-01-01
BEL;BEL003191989;8816120;CST;1989-12-12;1991-12-31;319;BOU 319;ZELDENRUST;BOEKH;;OPMG;Y;N;N;Y;;N;;TU;TBB;NO;;;;;40.25;35.86;469.00;0.00;0.00;882.00;0.00;2;1989-12-12;ZEE;;;;1989-01-01
BEL;BEL003191989;8816120;MOD;1992-01-01;1995-09-20;319;O.319;ZELDENRUST;OOSTE;;OPMG;Y;N;N;Y;;N;;TU;TBB;NO;;;;;40.25;35.86;469.00;0.00;0.00;882.00;0.00;2;1989-12-12;E10;;;;1989-01-01
BEL;BEL003191989;8816120;MOD;1995-09-21;1996-12-31;319;Z.319;AVONTUUR;ZEEBR;;OPMG;Y;Y;N;Y;;N;;TU;TBB;NO;;;;;40.25;35.86;469.00;0.00;0.00;882.00;0.00;2;1989-12-12;E10;;;;1989-01-01
BEL;BEL003191989;8816120;MOD;1997-01-01;2002-12-31;319;Z.319;AVONTUUR;ZEEBR;;OPMG;Y;Y;Y;Y;;N;;TU;TBB;NO;;;;;40.25;35.86;469.00;0.00;0.00;882.00;0.00;2;1989-12-12;4A1;;;;1989-01-01
BEL;BEL003191989;8816120;MOD;2003-01-01;2004-07-21;319;Z.319;AVONTUUR;ZEEBR;;OPMG;Y;Y;Y;Y;;N;;TU;TBB;NO;;;;;40.25;35.86;469.00;0.00;0.00;882.00;0.00;2;1989-12-12;MFL;;;;1989-01-01
BEL;BEL003191989;8816120;EXP;2004-07-22;2004-07-22;319;Z.319;AVONTUUR;ZEEBR;;OPMG;Y;Y;Y;Y;;N;;TU;TBB;NO;;;;;40.25;35.86;469.00;0.00;0.00;882.00;0.00;2;1989-12-12;MFL;GBR;EX;PA;1989-01-01
BEL;BEL010201971;;CEN;1989-01-01;1991-12-31;020;O.20;GOEWIND;OOSTE;;OPAT;Y;Y;N;Y;;N;;FX;TBB;NO;;;;;14.31;12.28;29.00;25.80;0.00;110.00;0.00;2;1971-08-17;ZEE;;;;1971-01-01
BEL;BEL010201971;;MOD;1992-01-01;1996-12-31;020;O.20;GOEWIND;OOSTE;;OPAT;Y;Y;N;Y;;N;;FX;TBB;NO;;;;;14.31;12.28;29.00;25.80;0.00;110.00;0.00;2;1971-08-17;E10;;;;1971-01-01
BEL;BEL010201971;;MOD;1997-01-01;1999-03-24;020;O.20;GOEWIND;OOSTE;;OPAT;Y;Y;N;Y;;N;;FX;TBB;NO;;;;;14.31;12.28;29.00;25.80;0.00;110.00;0.00;2;1971-08-17;4A1;;;;1971-01-01
BEL;BEL010201971;;EXP;1999-03-25;1999-03-25;020;O.20;GOEWIND;OOSTE;;OPAT;Y;Y;N;Y;;N;;FX;TBB;NO;;;;;14.31;12.28;29.00;25.80;0.00;110.00;0.00;2;1971-08-17;4A1;NLD;EX;PA;1971-01-01
BEL;BEL010291967;8745424;CEN;1989-01-01;1991-12-31;029;O.29;BROODWINNER;OOSTE;;OPBC;Y;Y;N;Y;;N;;FX;TBB;OTB;;;;;27.20;16.50;100.00;99.03;0.00;221.00;0.00;2;1967-10-10;OND;;;;1967-01-01
BEL;BEL010291967;8745424;MOD;1992-01-01;1996-12-31;029;O.29;BROODWINNER;OOSTE;;OPBC;Y;Y;N;Y;;N;;FX;TBB;OTB;;;;;27.20;16.50;100.00;99.03;0.00;221.00;0.00;2;1967-10-10;E10;;;;1967-01-01
BEL;BEL010291967;8745424;MOD;1997-01-01;1998-08-02;029;O.29;BROODWINNER;OOSTE;;OPBC;Y;Y;Y;Y;;N;;FX;TBB;OTB;;;;;27.20;16.50;100.00;99.03;0.00;221.00;0.00;2;1967-10-10;4A1;;;;1967-01-01
BEL;BEL010291967;8745424;MOD;1998-08-03;2002-12-31;029;O.29;BROODWINNER;OOSTE;;OPBC;Y;Y;Y;Y;;N;;FX;TBB;OTB;;;;;27.20;16.50;100.00;0.00;0.00;221.00;0.00;2;1967-10-10;4A1;;;;1967-01-01
BEL;BEL010291967;8745424;MOD;2003-01-01;2006-02-26;029;O.29;BROODWINNER;OOSTE;;OPBC;Y;Y;Y;Y;;N;;FX;TBB;OTB;;;;;27.20;16.50;100.00;0.00;0.00;221.00;0.00;2;1967-10-10;MFL;;;;1967-01-01
BEL;BEL010291967;8745424;MOD;2006-02-27;2007-06-28;029;O.29;BROODWINNER;OOSTE;;OPBC;Y;Y;Y;Y;;N;;FX;TBB;OTB;;;;;27.20;23.58;100.00;0.00;0.00;221.00;0.00;2;1967-10-10;MFL;;;;1967-01-01
BEL;BEL010291967;8745424;MOD;2007-06-29;2018-03-20;029;O.29;BROODWINNER;OOSTE;;OPBC;Y;Y;Y;Y;;N;;FX;TBB;OTB;;;;;27.20;23.58;100.00;0.00;0.00;221.00;0.00;2;1967-10-10;MFL;;;;1967-01-01
BEL;BEL010291967;8745424;MOD;2018-03-21;2021-01-04;029;O.29;BROODWINNER;OOSTE;;OPBC;Y;Y;Y;Y;;N;;FX;TBB;OTB;;;;;27.20;23.58;109.00;0.00;0.00;221.00;0.00;2;1967-10-10;MFL;;;;1967-01-01
BEL;BEL010291967;8745424;MOD;2021-01-05;2021-01-17;029;O.29;BROODWINNER;OOSTE;;OPBC;Y;Y;Y;Y;;Y;205150000;FX;TBB;OTB;;;;;27.20;23.58;109.00;0.00;0.00;221.00;0.00;2;1967-10-10;MFL;;;;1967-01-01
BEL;BEL010291967;8745424;MOD;2021-01-18;2021-02-02;029;O.29;BROODWINNER;BEOST;Oostende (Ostend);OPBC;Y;Y;Y;Y;;Y;205150000;FX;TBB;OTB;;;;;27.20;23.58;109.00;0.00;0.00;221.00;0.00;2;1967-10-10;MFL;;;;1967-01-01
BEL;BEL010291967;8745424;MOD;2021-02-03;2100-12-31;029;O.29;BROODWINNER;BEOST;Oostende (Ostend);OPBC;Y;Y;Y;Y;;Y;205150000;FX;TBB;OTB;;;;;27.20;23.58;109.00;0.00;0.00;221.00;0.00;2;1967-10-10;MFL;;;;1967-01-01
BEL;BEL010322007;;CST;2007-08-20;2010-04-13;032;O.32;PETRUS PICTOR;OOSTE;;OPBF;Y;Y;Y;Y;;N;;MO;GNS;OTB;;;;;11.78;11.75;21.00;0.00;0.00;221.00;0.00;3;2007-08-20;MFL;;;;2007-01-01
BEL;BEL010322007;;MOD;2010-04-14;2010-09-09;032;N.32;JOLLY JUMPER;NIEUW;;OPBF;Y;Y;Y;Y;;N;;MO;GNS;OTB;;;;;11.78;11.77;21.00;0.00;0.00;221.00;0.00;3;2007-08-20;MFL;;;;2007-01-01
BEL;BEL010322007;;MOD;2010-09-10;2013-07-14;032;N.32;JOLLY JUMPER;NIEUW;;OPBF;Y;Y;Y;Y;;N;;MO;GNS;OTB;;;;;11.78;11.77;21.00;0.00;0.00;221.00;0.00;3;2007-08-20;MFL;;;;2007-01-01
BEL;BEL010322007;;MOD;2013-07-15;2015-07-13;032;N.32;JOLLY JUMPER;NIEUW;;OPBF;Y;Y;Y;Y;;N;;MO;OTB;NO;;;;;11.78;11.77;21.00;0.00;0.00;221.00;0.00;3;2007-08-20;MFL;;;;2007-01-01
BEL;BEL010322007;;EXP;2015-07-14;2015-07-14;032;N.32;JOLLY JUMPER;NIEUW;;OPBF;Y;Y;Y;Y;;N;;MO;OTB;NO;;;;;11.78;11.77;21.00;0.00;0.00;221.00;0.00;3;2007-08-20;MFL;IRL;EX;PA;2007-01-01
BEL;BEL010331976;7936791;CEN;1989-01-01;1989-09-11;033;O.33;MARBI;OOSTE;;OPBG;Y;Y;N;Y;;N;;FX;TBB;NO;;;;;34.80;30.78;247.00;226.22;0.00;882.00;0.00;2;1976-04-09;ZEE;;;;1976-01-01
BEL;BEL010331976;7936791;MOD;1989-09-12;1990-12-02;033;O.33;MARBI;OOSTE;;OPBG;Y;Y;N;Y;;N;;FX;TBB;NO;;;;;34.80;30.78;247.00;226.22;0.00;882.00;0.00;2;1976-04-09;ZEE;;;;1976-01-01
BEL;BEL010331976;7936791;MOD;1990-12-03;1991-12-31;033;O.33;MARBI;OOSTE;;OPBG;Y;Y;N;Y;;N;;FX;TBB;NO;;;;;34.80;30.78;247.00;0.00;0.00;882.00;0.00;2;1976-04-09;ZEE;;;;1976-01-01
BEL;BEL010331976;7936791;MOD;1992-01-01;1996-12-31;033;O.33;MARBI;OOSTE;;OPBG;Y;Y;Y;Y;;N;;FX;TBB;NO;;;;;34.80;30.78;247.00;0.00;0.00;882.00;0.00;2;1976-04-09;E10;;;;1976-01-01
BEL;BEL010331976;7936791;MOD;1997-01-01;1999-07-18;033;O.33;MARBI;OOSTE;;OPBG;Y;Y;Y;Y;;N;;FX;TBB;NO;;;;;34.80;30.78;247.00;0.00;0.00;882.00;0.00;2;1976-04-09;4A1;;;;1976-01-01
