Country of Registration;CFR;UVI;Event;Event Start Date;Event End Date;Registration Number;External marking;Name of vessel;Place of registration;Place of registration name;IRCS;IRCS indicator;Licence indicator;VMS indicator;ERS indicator;ERS Exempt indicator;AIS indicator;MMSI;Vessel Type;Main fishing gear;Subsidiary fishing gear 1;Subsidiary fishing gear 2;Subsidiary fishing gear 3;Subsidiary fishing gear 4;Subsidiary fishing gear 5;LOA;LBP;Tonnage GT;Other tonnage;GTs;Power of main engine;Power of auxiliary engine;Hull material;Date of entry into service;Segment;Country of importation/exportation;Type of export;Public aid;Year of construction
POL;DEU300540207;;IMP;2005-03-10;2006-12-21;PL01995;WŁA-44;No name;0345;;;N;Y;N;N;;N;;FX;GNS;LLS;LLD;GND;;;10.52;9.55;9.48;0.00;0.00;50.00;0.00;3;1983-05-20;MFL;DEU;;PA;1982-01-01
POL;DEU300540207;;MOD;2006-12-22;2015-09-15;PL01995;WŁA-44;No name;0345;;;N;Y;N;N;;N;;FX;GNS;GND;LLS;LLD;;;10.52;9.55;9.48;0.00;0.00;50.00;0.00;3;1983-05-20;MFL;;;;1982-01-01
POL;DEU300540207;;MOD;2015-09-16;2100-12-31;PL01995;WŁA-44;No name;0345;;SPG2761;Y;Y;N;N;;N;;FX;GNS;FPO;LLS;LLD;;;10.52;9.55;9.48;0.00;0.00;50.00;0.00;3;1983-05-20;MFL;;;;1982-01-01
POL;DEU300590207;;CEN;2004-05-01;2004-06-20;PL00002;KOL-184;LAGUNA;0225;;SPS2434;Y;Y;Y;;;;;FX;OTM;OTB;;;;;29.95;27.53;184.00;0.00;0.00;588.00;0.00;2;1965-12-31;MFL;;;;1965-01-01
POL;DEU300590207;;MOD;2004-06-21;2004-07-20;PL00002;WLA-54;<NO NAME GIVEN>;0345;;SPS2434;Y;Y;Y;;;;;FX;OTM;OTB;;;;;29.95;27.53;184.00;0.00;0.00;588.00;0.00;2;1965-12-31;MFL;;;;1965-01-01
POL;DEU300590207;;MOD;2004-07-21;2008-02-18;PL00002;WLA-54;LAGUNA;0345;;SPS2434;Y;Y;Y;;;;;FX;OTM;OTB;;;;;29.95;27.53;184.00;0.00;0.00;588.00;0.00;2;1965-12-31;MFL;;;;1965-01-01
POL;DEU300590207;;MOD;2008-02-19;2009-10-26;PL00002;WLA-54;LAGUNA;0345;;SPS2434;Y;Y;Y;;;;;FX;OTM;OTB;;;;;29.95;27.53;184.00;0.00;0.00;588.00;0.00;2;1965-12-31;MFL;;;;1965-01-01
POL;DEU300590207;;DES;2009-10-27;2009-10-27;PL00002;WLA-54;LAGUNA;0345;;SPS2434;Y;N;N;;;;;FX;OTM;OTB;;;;;29.95;27.53;184.00;0.00;0.00;588.00;0.00;2;1965-12-31;MFL;;;AC;1965-01-01
POL;DEU300740207;;CEN;2004-05-01;2005-01-05;PL00021;MRZ-10;BORNEO;0123;;SPS2466;Y;Y;N;;;;;FX;OTB;OTM;;;;;18.10;16.84;44.00;0.00;0.00;221.00;0.00;1;2003-10-13;MFL;;;;1951-01-01
POL;DEU300740207;;MOD;2005-01-06;2007-10-16;PL00021;MRZ-10;BORNEO;0123;;SPS2466;Y;Y;Y;;;;;FX;OTB;OTM;;;;;18.10;16.84;44.00;0.00;0.00;221.00;0.00;1;2003-10-13;MFL;;;;1951-01-01
POL;DEU300740207;;MOD;2007-10-17;2008-11-16;PL00021;MRZ-10;BORNEO;0123;;SPS2466;Y;Y;Y;;;;;FX;OTB;OTM;;;;;18.10;16.84;44.00;0.00;0.00;221.00;0.00;1;2003-10-13;MFL;;;;1951-01-01
POL;DEU300740207;;DES;2008-11-17;2008-11-17;PL00021;MRZ-10;BORNEO;0123;;SPS2466;Y;N;Y;;;;;FX;OTB;OTM;;;;;18.10;16.84;44.00;0.00;0.00;221.00;0.00;1;2003-10-13;MFL;;;PA;1951-01-01
POL;DNK000009275;;IMP;2021-02-18;2100-12-31;PL02328;SWA-26;No name;0343;;SPG4455;Y;Y;N;N;;N;;WO;FYK;GNS;FPO;LLS;LLD;;7.50;6.84;2.50;0.00;0.00;20.00;0.00;3;1976-01-01;MFL;DNK;;PA;1976-01-01
POL;DNK000011127;;IMP;2020-05-21;2021-12-01;PL02324;JAS-136;No name;0338;;SPG3942;Y;Y;N;N;;N;;MTG;GNS;LLD;LLS;FPO;;;7.99;7.16;2.06;0.00;0.00;29.30;0.00;3;1973-01-01;MFL;DNK;;PA;1973-01-01
POL;DNK000011127;;MOD;2021-12-02;2100-12-31;PL02324;JAS-136;No name;PLJAT;Jastarnia;SPG3942;Y;Y;N;N;;N;;MTG;GNS;FYK;FPO;LLD;LLS;;7.99;7.16;2.06;0.00;0.00;29.30;0.00;3;1973-01-01;MFL;;;;1973-01-01
POL;DNK000012227;;IMP;2010-03-31;2011-12-28;PL02144;JAS-79;<NO NAME GIVEN>;0338;;SPG3293;Y;Y;N;;;;;TS;OTB;LLS;;;;;13.25;12.28;19.77;0.00;0.00;121.00;0.00;1;1960-07-01;MFL;DNK;;;1960-01-01
POL;DNK000012227;;MOD;2011-12-29;2017-05-17;PL02144;JAS-79;<NO NAME GIVEN>;0338;;SPG3293;Y;Y;Y;;;;;TS;OTB;LLS;;;;;13.25;12.28;19.77;0.00;0.00;121.00;0.00;1;1960-07-01;MFL;;;;1960-01-01
POL;DNK000012227;;MOD;2017-05-18;2100-12-31;PL02144;JAS-79;No name;0338;;SPG3293;Y;Y;Y;Y;;N;;TS;OTB;LLD;PTB;LLS;GNS;PTM;13.56;12.28;20.38;0.00;0.00;121.00;0.00;1;1960-07-01;MFL;;;;1960-01-01
POL;DNK000012260;;IMP;2009-05-29;2011-07-28;PL02114;ŁEB-49;;0236;;;N;Y;N;N;;N;;MTG;GNS;OTB;FPO;LLS;;;8.26;7.45;4.11;0.00;0.00;32.50;0.00;3;1987-10-15;MFL;DNK;;PA;1977-01-01
POL;DNK000012260;;MOD;2011-07-29;2017-05-08;PL02114;ŁEB-49;;0236;;;N;Y;N;N;;N;;MTG;GNS;FPO;LLD;LLS;;;8.26;7.45;4.11;0.00;0.00;32.50;0.00;3;1987-10-15;MFL;;;;1977-01-01
POL;DNK000012260;;MOD;2017-05-09;2019-05-05;PL02114;ŁEB-49;;0236;;;N;Y;N;N;;N;;MTG;GNS;FPO;LLD;LLS;;;8.26;7.45;4.11;0.00;0.00;32.50;0.00;3;1987-10-15;MFL;;;;1977-01-01
POL;DNK000012260;;MOD;2019-05-06;2020-04-22;PL02114;ŁEB-49;;0236;;;N;Y;N;N;;N;;MTG;GNS;FPO;LLD;LLS;;;8.26;7.45;4.11;0.00;0.00;32.50;0.00;3;1987-10-15;MFL;;;;1977-01-01
POL;DNK000012260;;MOD;2020-04-23;2023-09-19;PL02114;NIE-21;No name;0122;;SPS2764;Y;Y;N;N;;N;;MTG;GNS;LLS;FPO;LLD;;;8.26;7.45;4.11;0.00;0.00;32.50;0.00;3;1987-10-15;MFL;;;;1977-01-01
POL;DNK000012260;;MOD;2023-09-20;2100-12-31;PL02114;NIE-21;No name;PLNCH;Niechorze;SPS2764;Y;Y;N;N;Y;N;;GO;GNS;FPO;LHP;FYK;LLD;LLS;8.26;7.45;4.11;0.00;0.00;32.50;0.00;3;1987-10-15;MFL;;;;1977-01-01
POL;DNK000012439;;IMP;2007-04-30;2008-10-19;PL02029;UST-46;<NO NAME GIVEN>;0234;;;N;N;N;;;;;MTG;OTB;GNS;;;;;13.41;12.31;23.77;0.00;0.00;106.00;0.00;1;1964-11-04;MFL;DNK;;;1964-01-01
POL;DNK000012439;;MOD;2008-10-20;2011-12-01;PL02029;KOL-117;<NO NAME GIVEN>;0225;;;N;Y;N;;;;;MTG;OTB;GNS;;;;;13.60;12.25;23.77;0.00;0.00;106.00;0.00;1;1964-11-04;MFL;;;;1964-01-01
POL;DNK000012439;;MOD;2011-12-02;2011-12-28;PL02029;KOL-117;<NO NAME GIVEN>;0225;;SPS2720;Y;Y;N;;;;;MTG;OTB;GNS;;;;;13.60;12.25;23.77;0.00;0.00;106.00;0.00;1;1964-11-04;MFL;;;;1964-01-01
POL;DNK000012439;;MOD;2011-12-29;2013-09-12;PL02029;KOL-117;<NO NAME GIVEN>;0225;;SPS2720;Y;Y;Y;;;;;MTG;OTB;GNS;;;;;13.60;12.25;23.77;0.00;0.00;106.00;0.00;1;1964-11-04;MFL;;;;1964-01-01
POL;DNK000012439;;MOD;2013-09-13;2014-06-30;PL02029;KOL-117;<NO NAME GIVEN>;0225;;SPS2720;Y;Y;Y;;;;;MTG;OTB;GNS;;;;;13.60;12.25;23.77;0.00;0.00;106.00;0.00;1;1964-11-04;MFL;;;;1964-01-01
POL;DNK000012439;;RET;2014-07-01;2014-07-01;PL02029;KOL-117;<NO NAME GIVEN>;0225;;SPS2720;Y;N;Y;;;;;MTG;OTB;GNS;;;;;13.60;12.25;23.77;0.00;0.00;106.00;0.00;1;1964-11-04;MFL;;;PA;1964-01-01
POL;DNK000013087;8612110;IMP;2022-12-16;2100-12-31;PL02336;WŁA-220;NECFISH 1;PLWLA;Władysławowo;SPG5387;Y;Y;Y;Y;;Y;261002913;TTW;PTB;OTM;PTM;LLD;OTB;GNS;20.55;17.31;110.00;0.00;0.00;368.00;68.00;2;1985-04-03;MFL;FIN;;PA;1985-01-01
POL;DNK000013126;;IMP;2023-08-09;2100-12-31;PL02338;JAS-137;No name;PLJAT;Jastarnia;SPG5544;Y;N;N;N;Y;N;;FX;GNS;FPO;LLD;LLS;FYK;;6.71;6.24;2.30;0.00;0.00;20.00;0.00;3;1980-01-01;MFL;DNK;;PA;1980-01-01
POL;DNK000013165;;IMP;2018-04-12;2020-07-15;PL02314;DAR-348;<NO NAME GIVEN>;0232;;SPS3574;Y;Y;N;;;;;WO;GNS;LLS;;;;;8.88;7.64;3.80;0.00;0.00;63.00;0.00;;1986-01-01;MFL;DNK;;;
POL;DNK000013165;;MOD;2020-07-16;2100-12-31;PL02314;DAR-348;No name;0232;;SPS3574;Y;Y;N;N;;Y;261038790;WO;GNS;FPO;LLD;LLS;LHP;LHM;8.88;7.64;3.80;0.00;0.00;63.00;0.00;3;1986-01-01;MFL;;;;1985-01-01
POL;DNK000013667;;IMP;2017-10-09;2100-12-31;PL02311;WŁA-187;WŁA-187 AUGUSTYN;0345;;SPG4557;Y;Y;Y;Y;;Y;261036610;TO;OTM;OTB;GNS;;;;19.09;16.19;61.00;0.00;0.00;294.00;21.51;2;1982-12-01;MFL;DNK;;PA;1982-01-01
POL;DNK000013985;;IMP;2008-06-06;2011-12-29;PL02051;ŚWI-24;;0118;;;N;Y;N;N;;N;;TT;OTB;GNS;SB;LLS;OTM;FPO;13.90;12.69;23.98;0.00;0.00;169.00;0.00;1;1961-09-19;MFL;DNK;;PA;1961-01-01
POL;DNK000013985;;MOD;2011-12-30;2013-07-15;PL02051;ŚWI-24;;0118;;;N;Y;Y;N;;N;;TT;OTB;LLS;SB;FPO;GNS;OTM;13.90;12.69;23.98;0.00;0.00;169.00;0.00;1;1961-09-19;MFL;;;;1961-01-01
POL;DNK000013985;;MOD;2013-07-16;2017-05-08;PL02051;ŚWI-24;;0118;;SPS2662;Y;Y;Y;N;;N;;TT;OTB;GNS;OTM;FPO;LLS;SB;13.90;12.69;23.98;0.00;0.00;169.00;0.00;1;1961-09-19;MFL;;;;1961-01-01
POL;DNK000013985;;MOD;2017-05-09;2019-05-05;PL02051;ŚWI-24;;0118;;SPS2662;Y;Y;Y;Y;;N;;TT;OTB;OTM;GNS;LLS;FPO;PTM;13.90;12.69;23.98;0.00;0.00;169.00;0.00;1;1961-09-19;MFL;;;;1961-01-01
POL;DNK000013985;;MOD;2019-05-06;2100-12-31;PL02051;ŚWI-24;No name;0118;;SPS2662;Y;Y;Y;Y;;Y;261013080;TT;OTB;OTM;LLS;PTM;FPO;GNS;13.90;12.69;23.98;0.00;0.00;169.00;0.00;1;1961-09-19;MFL;;;;1961-01-01
POL;FIN000010029;;IMP;2007-11-16;2007-12-18;PL02043;WLA-100;SUZANNE KRYSTYNA;0345;;SPG3022;Y;Y;N;;;;;FX;OTB;OTM;;;;;31.30;27.89;197.00;0.00;0.00;596.00;88.26;2;1973-10-30;MFL;FIN;;;1973-01-01
POL;FIN000010029;;MOD;2007-12-19;2008-09-09;PL02043;WLA-100;SUZANNE KRYSTYNA;0345;;SPG3022;Y;Y;Y;;;;;FX;OTB;OTM;;;;;31.30;27.89;197.00;0.00;0.00;596.00;88.26;2;1973-10-30;MFL;;;;1973-01-01
POL;FIN000010029;;MOD;2008-09-10;2010-09-29;PL02043;WLA-100;SUZANNE KRYSTYNA;0345;;SPG3022;Y;Y;Y;;;;;FX;OTB;OTM;;;;;31.30;27.89;197.00;0.00;0.00;596.00;88.26;2;1973-10-30;MFL;;;;1973-01-01
POL;FIN000010029;;MOD;2010-09-30;2011-08-16;PL02043;WLA-100;SUZANNE KRYSTYNA;0345;;SPG3022;Y;Y;Y;;;;;FX;OTB;OTM;;;;;31.30;27.89;281.00;0.00;84.00;596.00;88.26;2;1973-10-30;MFL;;;;1973-01-01
POL;FIN000010029;;DES;2011-08-17;2011-08-17;PL02043;WLA-100;SUZANNE KRYSTYNA;0345;;SPG3022;Y;Y;Y;;;;;FX;OTB;OTM;;;;;31.30;27.89;281.00;0.00;84.00;596.00;88.26;2;1973-10-30;MFL;;;AC;1973-01-01
POL;FIN000010175;;IMP;2010-10-26;2014-04-15;PL02155;LEB-77;<NO NAME GIVEN>;0236;;SPG3370;Y;Y;N;;;;;FX;GNS;LLS;;;;;11.30;9.81;7.04;0.00;0.00;37.70;0.00;3;1989-12-31;MFL;FIN;;;1989-01-01
POL;FIN000010175;;DES;2014-04-16;2014-04-16;PL02155;LEB-77;<NO NAME GIVEN>;0236;;SPG3370;Y;N;N;;;;;FX;GNS;LLS;;;;;11.30;9.81;7.04;0.00;0.00;37.70;0.00;3;1989-12-31;MFL;;;PA;1989-01-01
POL;FRA000736420;8873893;IMP;2022-11-24;2100-12-31;PL02335;WŁA-222;No name;PLWLA;Władysławowo;SPG5397;Y;Y;Y;Y;;Y;261003012;WOP;FPO;OTP;OTM;;;;23.89;21.05;185.00;0.00;0.00;404.00;0.00;2;1990-04-25;MFL;FRA;;PA;1989-01-01
POL;GBR000C19345;9564530;IMP;2023-12-15;2100-12-31;PL02339;GDY-347;No name;PLGDY;Gdynia;SPG5667;Y;Y;Y;Y;N;Y;261004881;TSW;OTB;OTM;FPO;;;;18.46;16.72;144.00;0.00;0.00;358.00;0.00;2;2008-09-17;MFL;GBR;;PA;2007-01-01
POL;IRL000I13000;9204556;IMP;2018-09-27;2023-01-08;PL02315;GDY-151;ANNELIES ILENA;PLGDY;Gdynia;SPG4839;Y;Y;Y;Y;;Y;261084090;TT;OTM;PTM;;;;;144.60;134.30;14055.00;0.00;0.00;14400.00;6720.00;2;2000-08-17;MFL;NLD;;PA;1999-01-01
POL;IRL000I13000;9204556;MOD;2023-01-09;2023-09-30;PL02315;GDY-151;ANNELIES ILENA;PLGDY;Gdynia;SPG4839;Y;Y;Y;Y;;Y;261084090;TT;OTM;PTM;;;;;144.60;134.30;14464.00;0.00;0.00;14400.00;6720.00;2;2000-08-17;MFL;;;;1999-01-01
POL;IRL000I13000;9204556;MOD;2023-10-01;2023-11-14;PL02315;GDY-151;ANNELIES ILENA;;;;;;;;;;;TT;;;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;;;;;;
POL;IRL000I13000;9204556;MOD;2023-11-15;2100-12-31;PL02315;GDY-151;ANNELIES ILENA;PLGDY;Gdynia;SPG4839;;Y;Y;Y;Y;Y;261084090;TT;OTM;PTM;;;;;144.60;0.00;14464.00;0.00;0.00;14400.00;6720.00;;2008-08-17;MFL;;;;
POL;NLD198200977;8128573;IMP;2011-10-26;2011-12-08;PL02182;WLA-84;<NO NAME GIVEN>;0345;;SPG3578;Y;Y;N;;;;;TTW;OTB;OTM;;;;;24.93;22.11;113.00;0.00;0.00;243.00;225.00;2;1982-06-30;MFL;NLD;;;1982-01-01
POL;NLD198200977;8128573;MOD;2011-12-09;2012-08-27;PL02182;WLA-84;<NO NAME GIVEN>;0345;;SPG3578;Y;Y;Y;;;;;TTW;OTB;OTM;;;;;24.93;22.11;113.00;0.00;0.00;243.00;225.00;2;1982-06-30;MFL;;;;1982-01-01
POL;NLD198200977;8128573;MOD;2012-08-28;2013-09-29;PL02182;WLA-84;<NO NAME GIVEN>;0345;;SPG3578;Y;Y;Y;;;;;TTW;OTB;OTM;;;;;26.65;23.98;122.00;0.00;0.00;243.00;225.00;2;1982-06-30;MFL;;;;1982-01-01
POL;NLD198200977;8128573;MOD;2013-09-30;2017-04-17;PL02182;WLA-84;<NO NAME GIVEN>;0345;;SPG3578;Y;Y;Y;;;;;TTW;OTB;OTM;;;;;26.65;24.52;125.00;0.00;0.00;243.00;225.00;2;1982-06-30;MFL;;;;1982-01-01
POL;NLD198200977;8128573;MOD;2017-04-18;2018-08-28;PL02182;WLA-84;<NO NAME GIVEN>;0345;;SPG3578;Y;Y;Y;;;;;TTW;OTB;OTM;;;;;26.65;24.52;125.00;0.00;0.00;294.00;225.00;2;1982-06-30;MFL;;;;1982-01-01
POL;NLD198200977;8128573;MOD;2018-08-29;2100-12-31;PL02182;WŁA-84;No name;0345;;SPG3578;Y;Y;Y;Y;;Y;261020840;TTW;OTB;OTM;PTB;LLD;PTM;;26.65;24.52;125.00;0.00;0.00;294.00;225.00;2;1982-06-30;MFL;;;;1981-01-01
POL;NLD198901091;8918318;IMP;2021-10-15;2100-12-31;PL02333;GDY-346;ALINA;PLGDY;Gdynia;SNSB;Y;Y;Y;Y;;Y;261001225;TT;OTM;PTM;;;;;110.80;103.95;5099.00;0.00;0.00;6600.00;1360.00;2;1990-09-25;MFL;FRO;;PA;1989-01-01
POL;POL010101682;;CEN;2004-05-01;2009-05-07;PL01682;STL-1;<NO NAME GIVEN>;0101;;;N;Y;N;;;;;FX;FPO;SSC;;;;;9.22;8.08;4.56;0.00;0.00;22.40;0.00;2;1988-09-13;MFL;;;;1988-01-01
POL;POL010101682;;DES;2009-05-08;2009-05-08;PL01682;STL-1;<NO NAME GIVEN>;0101;;;N;N;N;;;;;FX;FPO;SSC;;;;;9.22;8.08;4.56;0.00;0.00;22.40;0.00;2;1988-09-13;MFL;;;AC;1988-01-01
POL;POL010101683;;CEN;2004-05-01;2006-03-22;PL01683;STL-2;<NO NAME GIVEN>;0101;;;N;Y;N;;;;;FX;FPO;SSC;;;;;9.23;8.12;4.57;0.00;0.00;22.40;0.00;2;1988-09-23;MFL;;;;1988-01-01
POL;POL010101683;;RET;2006-03-23;2006-03-23;PL01683;STL-2;<NO NAME GIVEN>;0101;;;N;N;N;;;;;FX;FPO;SSC;;;;;9.23;8.12;4.57;0.00;0.00;22.40;0.00;2;1988-09-23;MFL;;;AC;1988-01-01
POL;POL010101684;;CEN;2004-05-01;2004-12-07;PL01684;STL-6;<NO NAME GIVEN>;0101;;;N;Y;N;;;;;FX;FPO;SSC;;;;;8.50;8.40;3.23;0.00;0.00;22.40;0.00;2;1972-04-07;MFL;;;;1970-01-01
POL;POL010101684;;MOD;2004-12-08;2006-03-29;PL01684;STL-6;<NO NAME GIVEN>;0101;;;N;Y;N;;;;;FX;FPO;NO;;;;;8.50;8.40;3.23;0.00;0.00;22.40;0.00;2;1972-04-07;MFL;;;;1970-01-01
POL;POL010101684;;DES;2006-03-30;2006-03-30;PL01684;STL-6;<NO NAME GIVEN>;0101;;;N;N;N;;;;;FX;FPO;NO;;;;;8.50;8.40;3.23;0.00;0.00;22.40;0.00;2;1972-04-07;MFL;;;AC;1970-01-01
POL;POL010101685;;CEN;2004-05-01;2006-10-25;PL01685;STL-9;<NO NAME GIVEN>;0101;;;N;Y;N;;;;;FX;GNS;FPO;;;;;6.64;5.88;1.03;0.00;0.00;5.20;0.00;3;1985-02-18;MFL;;;;1984-01-01
POL;POL010101685;;MOD;2006-10-26;2009-05-07;PL01685;STL-9;<NO NAME GIVEN>;0101;;;N;Y;N;;;;;FX;GNS;FPO;;;;;6.64;5.88;1.03;0.00;0.00;5.20;0.00;3;1985-02-18;MFL;;;;1984-01-01
POL;POL010101685;;DES;2009-05-08;2009-05-08;PL01685;STL-9;<NO NAME GIVEN>;0101;;;N;N;N;;;;;FX;GNS;FPO;;;;;6.64;5.88;1.03;0.00;0.00;5.20;0.00;3;1985-02-18;MFL;;;AC;1984-01-01
POL;POL010101686;;CEN;2004-05-01;2013-03-24;PL01686;STŁ-10;No name;0101;;;N;Y;N;N;;N;;FX;FPO;SSC;GTR;GNS;;;7.62;6.95;1.72;0.00;0.00;8.50;0.00;1;1965-05-08;MFL;;;;1959-01-01
POL;POL010101686;;MOD;2013-03-25;2021-04-19;PL01686;STŁ-10;No name;0101;;;N;Y;N;N;;N;;FX;FPO;GTR;GNS;;;;7.62;6.95;1.72;0.00;0.00;8.50;0.00;1;1965-05-08;MFL;;;;1959-01-01
POL;POL010101686;;MOD;2021-04-20;2100-12-31;PL01686;STŁ-10;No name;0101;;;N;Y;N;N;;N;;FX;FYK;GTR;GNS;;;;7.62;6.95;1.72;0.00;0.00;8.50;0.00;1;1965-05-08;MFL;;;;1959-01-01
POL;POL010101687;;CEN;2004-05-01;2012-12-16;PL01687;STŁ-18;No name;0101;;;N;Y;N;N;;N;;FX;FPO;GTR;GNS;;;;8.20;7.27;3.09;0.00;0.00;20.20;0.00;1;1992-08-31;MFL;;;;1992-01-01
POL;POL010101687;;MOD;2012-12-17;2019-12-11;PL01687;TRB-77;No name;0106;;;N;Y;N;N;;N;;FX;FPO;GTR;GNS;;;;8.20;7.27;3.09;0.00;0.00;20.20;0.00;1;1992-08-31;MFL;;;;1992-01-01
