Country of Registration;CFR;UVI;Event;Event Start Date;Event End Date;Registration Number;External marking;Name of vessel;Place of registration;Place of registration name;IRCS;IRCS indicator;Licence indicator;VMS indicator;ERS indicator;ERS Exempt indicator;AIS indicator;MMSI;Vessel Type;Main fishing gear;Subsidiary fishing gear 1;Subsidiary fishing gear 2;Subsidiary fishing gear 3;Subsidiary fishing gear 4;Subsidiary fishing gear 5;LOA;LBP;Tonnage GT;Other tonnage;GTs;Power of main engine;Power of auxiliary engine;Hull material;Date of entry into service;Segment;Country of importation/exportation;Type of export;Public aid;Year of construction
LVA;DNK000006781;8612108;IMP;2012-05-15;2014-03-13;LVR0842;LVR0842;SIRIUS;RG;Riga;YL2771;Y;Y;Y;Y;N;Y;;FX;OTB;OTM;;;;;33.50;32.16;246.00;0.00;0.00;633.00;221.00;2;2012-05-15;MFL;DNK;;PA;1985-01-01
LVA;DNK000006781;8612108;MOD;2014-03-14;2019-03-03;LVR0842;LVR0842;SIRIUS;RG;Riga;YL2771;Y;Y;Y;Y;N;Y;;FX;OTB;OTM;;;;;33.50;32.16;246.00;0.00;0.00;633.00;309.00;2;2012-05-15;MFL;;;;1985-01-01
LVA;DNK000006781;8612108;MOD;2019-03-04;2019-03-04;LVR0842;LVR0842;SIRIUS;RG;Riga;YL2771;Y;N;Y;Y;N;Y;;FX;OTB;OTM;;;;;33.50;32.16;246.00;0.00;0.00;633.00;309.00;2;2012-05-15;MFL;;;;1985-01-01
LVA;DNK000006781;8612108;MOD;2019-03-05;2020-07-01;LVR0842;LVR0842;SIRIUS;RG;Riga;YL2771;Y;Y;Y;Y;N;Y;;FX;OTB;OTM;;;;;33.50;32.16;246.00;0.00;0.00;633.00;309.00;2;2012-05-15;MFL;;;;1985-01-01
LVA;DNK000006781;8612108;MOD;2020-07-02;2100-12-31;LVR0842;LVR0842;SIRIUS;RG;Riga;YL2771;Y;Y;Y;Y;N;Y;275420000;FX;OTB;OTM;;;;;33.50;32.16;246.00;0.00;0.00;633.00;309.00;2;2012-05-15;MFL;;;;1985-01-01
LVA;DNK000007384;;IMP;2009-01-10;2009-05-24;LVL2144;LVL2144;SEA LADY;LA;Liepaja;YLDA;Y;Y;Y;Y;N;Y;;FX;OTM;OTB;;;;;35.09;0.00;296.00;188.08;0.00;577.00;368.00;2;1985-01-01;MFL;DNK;;PA;1985-01-01
LVA;DNK000007384;;MOD;2009-05-25;2012-09-23;LVL2144;LVL2144;SEA LADY;LA;Liepaja;YLDA;Y;Y;Y;Y;N;Y;;FX;OTM;OTB;;;;;35.09;0.00;296.00;0.00;0.00;577.00;510.00;2;1985-01-01;MFL;;;;1985-01-01
LVA;DNK000007384;;DES;2012-09-24;2012-09-24;LVL2144;LVL2144;SEA LADY;LA;Liepaja;YLDA;Y;N;Y;Y;N;Y;;FX;OTM;OTB;;;;;35.09;0.00;296.00;0.00;0.00;577.00;510.00;2;1985-01-01;MFL;;;AC;1985-01-01
LVA;DNK000013618;;IMP;2008-07-15;2009-05-24;LVV1553;LVV1553;INGRID GAY;VP;Ventspils;YL2661;Y;Y;Y;Y;N;Y;;FX;OTB;OTM;;;;;35.25;0.00;396.00;0.00;0.00;735.00;294.00;2;1984-01-01;MFL;SWE;;PA;1984-01-01
LVA;DNK000013618;;MOD;2009-05-25;2011-04-26;LVV1553;LVV1553;INGRID GAY;VP;Ventspils;YL2661;Y;Y;Y;Y;N;Y;;FX;OTB;OTM;;;;;35.25;0.00;396.00;0.00;0.00;735.00;326.00;2;1984-01-01;MFL;;;;1984-01-01
LVA;DNK000013618;;DES;2011-04-27;2011-04-27;LVV1553;LVV1553;INGRID GAY;VP;Ventspils;YL2661;Y;N;Y;Y;N;Y;;FX;OTB;OTM;;;;;35.25;0.00;396.00;0.00;0.00;735.00;326.00;2;1984-01-01;MFL;;;AC;1984-01-01
LVA;EST010101150;8315956;IMP;2020-01-23;2020-02-19;LVR0851;LVR0851;AUSEKLIS;RG;Riga;YLPL;Y;Y;Y;Y;N;Y;275500000;FX;OTB;OTM;;;;;63.83;58.11;1410.00;0.00;0.00;1840.00;1380.00;2;2020-01-23;MFL;EST;;PA;1984-01-01
LVA;EST010101150;8315956;MOD;2020-02-20;2020-07-01;LVR0851;LVR0851;AUSEKLIS;RG;Riga;YLPL;Y;Y;Y;Y;N;Y;275500000;FX;OTB;OTM;;;;;63.83;58.11;1410.00;0.00;0.00;1840.00;1380.00;2;2020-01-23;MFL;;;;1984-01-01
LVA;EST010101150;8315956;MOD;2020-07-02;2021-09-10;LVR0851;LVR0851;AUSEKLIS;RG;Riga;YLPL;Y;Y;Y;Y;N;Y;275500000;FX;OTB;OTM;;;;;63.83;58.11;1410.00;0.00;0.00;1840.00;1380.00;2;2020-01-23;MFL;;;;1984-01-01
LVA;EST010101150;8315956;MOD;2021-09-11;2021-11-05;LVR0851;LVR0851;AUSEKLIS;RG;Riga;YLPL;Y;N;Y;Y;N;Y;275500000;FX;OTB;OTM;;;;;63.83;58.11;1410.00;0.00;0.00;1840.00;1380.00;2;2020-01-23;MFL;;;;1984-01-01
LVA;EST010101150;8315956;MOD;2021-11-06;2022-12-31;LVR0851;LVR0851;AUSEKLIS;RG;Riga;YLPL;Y;Y;Y;Y;N;Y;275500000;FX;OTB;OTM;;;;;63.83;58.11;1410.00;0.00;0.00;1840.00;1380.00;2;2020-01-23;MFL;;;;1984-01-01
LVA;EST010101150;8315956;MOD;2023-01-01;2023-01-13;LVR0851;LVR0851;AUSEKLIS;RG;Riga;YLPL;Y;N;Y;Y;N;Y;275500000;FX;OTB;OTM;;;;;63.83;58.11;1410.00;0.00;0.00;1840.00;1380.00;2;2020-01-23;MFL;;;;1984-01-01
LVA;EST010101150;8315956;MOD;2023-01-14;2023-12-31;LVR0851;LVR0851;AUSEKLIS;RG;Riga;YLPL;Y;Y;Y;Y;N;Y;275500000;FX;OTB;OTM;;;;;63.83;58.11;1410.00;0.00;0.00;1840.00;1380.00;2;2020-01-23;MFL;;;;1984-01-01
LVA;EST010101150;8315956;MOD;2024-01-01;2024-01-18;LVR0851;LVR0851;AUSEKLIS;RG;Riga;YLPL;Y;N;Y;Y;N;Y;275500000;FX;OTB;OTM;;;;;63.83;58.11;1410.00;0.00;0.00;1840.00;0.00;2;2020-01-23;MFL;;;;1984-01-01
LVA;EST010101150;8315956;MOD;2024-01-19;2100-12-31;LVR0851;LVR0851;AUSEKLIS;RG;Riga;YLPL;Y;Y;Y;Y;N;Y;275500000;FX;OTB;OTM;;;;;63.83;58.11;1410.00;0.00;0.00;1840.00;0.00;2;2020-01-23;MFL;;;;1984-01-01
LVA;EST010126471;;IMP;2005-07-01;2006-09-18;LVL2139;LVL2139;ESTA;LA;Liepaja;YL2550;Y;Y;Y;Y;N;Y;;FX;GNS;NO;;;;;27.10;24.60;89.00;0.00;0.00;165.00;0.00;2;1973-12-31;MFL;EST;;PA;1973-01-01
LVA;EST010126471;;MOD;2006-09-19;2007-01-22;LVL2139;LVL2139;ESTA;LA;Liepaja;YL2550;Y;Y;Y;Y;N;Y;;FX;GNS;NO;;;;;27.10;24.60;89.00;0.00;0.00;165.00;0.00;2;1973-12-31;MFL;;;;1973-01-01
LVA;EST010126471;;MOD;2007-01-23;2010-12-31;LVL2139;LVL2139;ESTA;LA;Liepaja;YL2550;Y;Y;Y;Y;N;Y;;FX;GNS;NO;;;;;27.10;24.60;89.00;0.00;0.00;165.00;0.00;2;1973-12-31;MFL;;;;1973-01-01
LVA;EST010126471;;MOD;2011-01-01;2011-04-07;LVL2139;LVL2139;ESTA;LA;Liepaja;YL2550;Y;N;Y;Y;N;Y;;FX;GNS;NO;;;;;27.10;24.60;89.00;0.00;0.00;165.00;0.00;2;1973-12-31;MFL;;;;1973-01-01
LVA;EST010126471;;DES;2011-04-08;2011-04-08;LVL2139;LVL2139;ESTA;LA;Liepaja;YL2550;Y;N;Y;Y;N;Y;;FX;GNS;NO;;;;;27.10;24.60;89.00;0.00;0.00;165.00;0.00;2;1973-12-31;MFL;;;AC;1973-01-01
LVA;EST090617002;8970823;IMP;2012-07-27;2012-09-23;LVL2146;LVL2146;VIVITA;LA;Liepaja;YL2791;Y;Y;Y;Y;N;Y;;FX;OTB;OTM;;;;;25.50;24.48;117.00;0.00;0.00;354.00;0.00;2;2012-07-27;MFL;EST;;PA;2001-01-01
LVA;EST090617002;8970823;MOD;2012-09-24;2014-03-13;LVL2146;LVL2146;VIVITA;LA;Liepaja;YL2791;Y;Y;Y;Y;N;Y;;FX;OTB;OTM;;;;;25.50;24.48;117.00;0.00;0.00;354.00;0.00;2;2012-07-27;MFL;;;;2001-01-01
LVA;EST090617002;8970823;MOD;2014-03-14;2016-07-14;LVL2146;LVL2146;VIVITA;LA;Liepaja;YL2791;Y;Y;Y;Y;N;Y;;FX;OTB;OTM;;;;;25.50;24.48;117.00;0.00;0.00;354.00;26.20;2;2001-01-01;MFL;;;;2001-01-01
LVA;EST090617002;8970823;MOD;2016-07-15;2016-11-30;LVL2146;LVL2146;VIVITA;LA;Liepaja;YL2791;Y;Y;Y;Y;N;Y;;FX;OTB;OTM;;;;;25.50;24.48;117.00;0.00;0.00;354.00;26.20;2;2001-01-01;MFL;;;;2001-01-01
LVA;EST090617002;8970823;MOD;2016-12-01;2019-12-02;LVL2146;LVL2146;VIVITA;LA;Liepaja;YL2791;Y;Y;Y;Y;N;Y;;FX;OTB;OTM;;;;;25.50;24.48;117.00;0.00;0.00;354.00;26.20;2;2001-01-01;MFL;;;;2001-01-01
LVA;EST090617002;8970823;MOD;2019-12-03;2020-04-21;LVL2146;LVL2146;VIVITA;LA;Liepaja;YL2791;Y;Y;Y;Y;N;Y;;FX;OTM;;;;;;25.50;24.48;117.00;0.00;0.00;354.00;26.20;2;2001-01-01;MFL;;;;2001-01-01
LVA;EST090617002;8970823;MOD;2020-04-22;2020-07-01;LVL2146;LVL2146;VIVITA;LA;Liepaja;YL2791;Y;N;Y;Y;N;Y;;FX;OTM;;;;;;25.50;24.48;117.00;0.00;0.00;354.00;26.20;2;2001-01-01;MFL;;;;2001-01-01
LVA;EST090617002;8970823;MOD;2020-07-02;2020-08-11;LVL2146;LVL2146;VIVITA;LA;Liepaja;YL2791;Y;N;Y;Y;N;Y;275423000;FX;OTM;;;;;;25.50;24.48;117.00;0.00;0.00;354.00;26.20;2;2001-01-01;MFL;;;;2001-01-01
LVA;EST090617002;8970823;MOD;2020-08-12;2020-09-06;LVL2146;LVL2146;VIVITA;LA;Liepaja;YL2791;Y;Y;Y;Y;N;Y;275423000;FX;OTM;;;;;;25.50;24.48;117.00;0.00;0.00;354.00;26.20;2;2001-01-01;MFL;;;;2001-01-01
LVA;EST090617002;8970823;MOD;2020-09-07;2020-09-07;LVL2146;LVL2146;VIVITA;LA;Liepaja;YL2791;Y;N;Y;Y;N;Y;275423000;FX;OTM;;;;;;25.50;24.48;117.00;0.00;0.00;354.00;26.20;2;2001-01-01;MFL;;;;2001-01-01
LVA;EST090617002;8970823;EXP;2020-09-08;2020-09-08;LVL2146;LVL2146;VIVITA;LA;Liepaja;YL2791;Y;N;Y;Y;N;Y;275423000;FX;OTM;;;;;;25.50;24.48;117.00;0.00;0.00;354.00;26.20;2;2001-01-01;MFL;RUS;EX;;2001-01-01
LVA;GBR000B10280;;IMP;2015-12-23;2016-01-06;VP108;VP108;SILVA;VP;Ventspils;;N;N;N;N;Y;N;;FX;GNS;NK;;;;;11.20;0.00;15.12;0.00;0.00;125.00;0.00;2;1989-01-01;MFL;GBR;;;1989-01-01
LVA;GBR000B10280;;MOD;2016-01-07;2016-11-30;VP108;VP108;SILVA;VP;Ventspils;;N;Y;N;N;Y;N;;FX;GNS;NK;;;;;11.20;0.00;15.12;0.00;0.00;125.00;0.00;2;1989-01-01;MFL;;;;1989-01-01
LVA;GBR000B10280;;MOD;2016-12-01;2016-12-30;VP108;VP108;SILVA;VP;Ventspils;;N;Y;N;N;Y;N;;FX;GNS;NK;;;;;11.20;0.00;15.12;0.00;0.00;125.00;0.00;2;1989-01-01;MFL;;;;1989-01-01
LVA;GBR000B10280;;MOD;2016-12-31;2017-01-05;VP108;VP108;SILVA;VP;Ventspils;;N;N;N;N;Y;N;;FX;GNS;NK;;;;;11.20;0.00;15.12;0.00;0.00;125.00;0.00;2;1989-01-01;MFL;;;;1989-01-01
LVA;GBR000B10280;;MOD;2017-01-06;2017-12-30;VP108;VP108;SILVA;VP;Ventspils;;N;Y;N;N;Y;N;;FX;GNS;NK;;;;;11.20;0.00;15.12;0.00;0.00;125.00;0.00;2;1989-01-01;MFL;;;;1989-01-01
LVA;GBR000B10280;;MOD;2017-12-31;2018-01-01;VP108;VP108;SILVA;VP;Ventspils;;N;N;N;N;Y;N;;FX;GNS;NK;;;;;11.20;0.00;15.12;0.00;0.00;125.00;0.00;2;1989-01-01;MFL;;;;1989-01-01
LVA;GBR000B10280;;MOD;2018-01-02;2018-12-30;VP108;VP108;SILVA;VP;Ventspils;;N;Y;N;N;Y;N;;FX;GNS;NK;;;;;11.20;0.00;15.12;0.00;0.00;125.00;0.00;2;1989-01-01;MFL;;;;1989-01-01
LVA;GBR000B10280;;MOD;2018-12-31;2019-01-01;VP108;VP108;SILVA;VP;Ventspils;;N;N;N;N;Y;N;;FX;GNS;NK;;;;;11.20;0.00;15.12;0.00;0.00;125.00;0.00;2;1989-01-01;MFL;;;;1989-01-01
LVA;GBR000B10280;;MOD;2019-01-02;2019-05-25;VP108;VP108;SILVA;VP;Ventspils;;N;Y;N;N;Y;N;;FX;GNS;NK;;;;;11.20;0.00;15.12;0.00;0.00;125.00;0.00;2;1989-01-01;MFL;;;;1989-01-01
LVA;GBR000B10280;;MOD;2019-05-26;2019-06-03;VP108;VP108;SILVA;VP;Ventspils;;N;N;N;N;Y;N;;FX;GNS;NK;;;;;11.20;0.00;15.12;0.00;0.00;125.00;0.00;2;1989-01-01;MFL;;;;1989-01-01
LVA;GBR000B10280;;MOD;2019-06-04;2019-12-30;VP108;VP108;SILVA;VP;Ventspils;;N;Y;N;N;Y;N;;FX;GNS;NK;;;;;11.20;0.00;15.12;0.00;0.00;125.00;0.00;2;1989-01-01;MFL;;;;1989-01-01
LVA;GBR000B10280;;MOD;2019-12-31;2020-01-06;VP108;VP108;SILVA;VP;Ventspils;;N;N;N;N;Y;N;;FX;GNS;NK;;;;;11.20;0.00;15.12;0.00;0.00;125.00;0.00;2;1989-01-01;MFL;;;;1989-01-01
LVA;GBR000B10280;;MOD;2020-01-07;2020-12-30;VP108;VP108;SILVA;VP;Ventspils;;N;Y;N;N;Y;N;;FX;GNS;NK;;;;;11.20;0.00;15.12;0.00;0.00;125.00;0.00;2;1989-01-01;MFL;;;;1989-01-01
LVA;GBR000B10280;;MOD;2020-12-31;2100-12-31;VP108;VP108;SILVA;VP;Ventspils;;N;N;N;N;Y;N;;FX;GNS;NK;;;;;11.20;0.00;15.12;0.00;0.00;125.00;0.00;2;1989-01-01;MFL;;;;1989-01-01
LVA;GBR000B11108;8821010;IMP;2009-08-10;2014-03-11;LVV1555;LVV1555;GLENROSE;VP;Ventspils;YL2694;Y;Y;Y;Y;N;Y;;FX;OTM;OTB;;;;;38.50;33.20;554.00;0.00;0.00;1268.00;0.00;2;2009-08-10;MFL;GBR;;PA;1990-01-01
LVA;GBR000B11108;8821010;MOD;2014-03-12;2014-12-15;LVV1555;LVV1555;GLENROSE;VP;Ventspils;YL2694;Y;N;Y;Y;N;Y;;FX;OTM;OTB;;;;;38.50;33.20;554.00;0.00;0.00;1268.00;158.00;2;2009-08-10;MFL;;;;1990-01-01
LVA;GBR000B11108;8821010;MOD;2014-12-16;2017-03-28;LVV1555;LVV1555;GLENROSE;VP;Ventspils;YL2694;Y;Y;Y;Y;N;Y;;FX;OTM;OTB;;;;;38.50;33.20;554.00;0.00;0.00;1268.00;158.00;2;2009-08-10;MFL;;;;1990-01-01
LVA;GBR000B11108;8821010;MOD;2017-03-29;2017-03-31;LVV1555;LVV1555;GLENROSE;VP;Ventspils;YL2694;Y;N;Y;Y;N;Y;;FX;OTM;OTB;;;;;38.50;33.20;554.00;0.00;0.00;1268.00;158.00;2;2009-08-10;MFL;;;;1990-01-01
LVA;GBR000B11108;8821010;MOD;2017-04-01;2020-07-01;LVV1555;LVV1555;GLENROSE;VP;Ventspils;YL2694;Y;Y;Y;Y;N;Y;;FX;OTM;OTB;;;;;38.50;33.20;554.00;0.00;0.00;1268.00;158.00;2;2009-08-10;MFL;;;;1990-01-01
LVA;GBR000B11108;8821010;MOD;2020-07-02;2100-12-31;LVV1555;LVV1555;GLENROSE;VP;Ventspils;YL2694;Y;Y;Y;Y;N;Y;275107000;FX;OTM;OTB;;;;;38.50;33.20;554.00;0.00;0.00;1268.00;158.00;2;1990-08-10;MFL;;;;1990-01-01
LVA;LTU000000001;8876780;IMP;2021-10-21;2021-11-01;LVL2159;LVL2159;ALBATROSS 2;LA;Liepaja;YLRU;Y;N;Y;Y;N;Y;275526000;FX;OTM;LLS;;;;;25.50;22.00;118.00;0.00;0.00;221.00;42.00;2;2021-10-21;MFL;LTU;;PA;1976-01-01
LVA;LTU000000001;8876780;MOD;2021-11-02;2023-03-03;LVL2159;LVL2159;ALBATROSS 2;LA;Liepaja;YLRU;Y;Y;Y;Y;N;Y;275526000;FX;OTM;LLS;;;;;25.50;22.00;118.00;0.00;0.00;221.00;42.00;2;2021-10-21;MFL;;;;1976-01-01
LVA;LTU000000001;8876780;MOD;2023-03-04;2100-12-31;LVL2159;LVL2159;ALBATROSS 2;LA;Liepaja;YLRU;Y;Y;Y;Y;N;Y;275526000;FX;OTM;LLS;;;;;25.50;22.00;118.00;0.00;0.00;221.00;70.00;2;2021-10-21;MFL;;;;1976-01-01
LVA;LTU000000005;8876651;IMP;2021-10-21;2021-11-01;LVL2160;LVL2160;ALBATROSS 3;LA;Liepaja;YLRV;Y;N;Y;Y;N;Y;275527000;FX;OTM;LLS;;;;;25.50;22.00;118.00;0.00;0.00;221.00;30.00;2;2021-10-21;MFL;LTU;;PA;1981-01-01
LVA;LTU000000005;8876651;MOD;2021-11-02;2023-10-29;LVL2160;LVL2160;ALBATROSS 3;LA;Liepaja;YLRV;Y;Y;Y;Y;N;Y;275527000;FX;OTM;LLS;;;;;25.50;22.00;118.00;0.00;0.00;221.00;30.00;2;2021-10-21;MFL;;;;1981-01-01
LVA;LTU000000005;8876651;MOD;2023-10-30;2100-12-31;LVL2160;LVL2160;ALBATROSS 3;LA;Liepaja;YLRV;Y;Y;Y;Y;N;Y;275527000;FX;OTM;LLS;;;;;25.50;0.00;118.00;0.00;0.00;221.00;34.00;2;1981-10-21;MFL;;;;1981-01-01
LVA;LTU000000011;8725955;IMP;2023-03-09;2100-12-31;LVL1545;LVL1545;LIBAVA;LA;Liepaja;YL2330;Y;N;N;Y;N;Y;275243000;FX;OTM;OTB;;;;;25.50;22.00;117.00;0.00;0.00;221.00;30.00;2;2023-03-09;MFL;LTU;;PA;1985-01-01
LVA;LTU000000047;8829244;IMP;2013-10-01;2014-03-13;LVL2148;LVL2148;ILONA;LA;Liepaja;YL2830;Y;Y;Y;Y;N;Y;;FX;OTB;OTM;;;;;25.50;22.00;117.00;0.00;0.00;220.00;29.00;2;2013-10-01;MFL;LTU;;PA;1990-01-01
LVA;LTU000000047;8829244;MOD;2014-03-14;2016-07-14;LVL2148;LVL2148;ILONA;LA;Liepaja;YL2830;Y;Y;Y;Y;N;Y;;FX;OTB;OTM;;;;;25.50;22.00;117.00;0.00;0.00;220.00;30.00;2;1990-10-01;MFL;;;;1990-01-01
LVA;LTU000000047;8829244;MOD;2016-07-15;2020-07-01;LVL2148;LVL2148;ILONA;LA;Liepaja;YL2830;Y;Y;Y;Y;N;Y;;FX;OTB;OTM;;;;;25.50;22.00;117.00;0.00;0.00;220.00;30.00;2;1990-10-01;MFL;;;;1990-01-01
LVA;LTU000000047;8829244;MOD;2020-07-02;2023-09-19;LVL2148;LVL2148;ILONA;LA;Liepaja;YL2830;Y;Y;Y;Y;N;Y;275440000;FX;OTB;OTM;;;;;25.50;22.00;117.00;0.00;0.00;220.00;30.00;2;1990-10-01;MFL;;;;1990-01-01
LVA;LTU000000047;8829244;MOD;2023-09-20;2023-09-25;LVL2148;LVL2148;ILONA;LA;Liepaja;YL2830;Y;N;Y;Y;N;Y;275440000;FX;OTB;OTM;;;;;25.50;0.00;117.00;0.00;0.00;220.00;30.00;2;1990-01-01;MFL;;;PA;1990-01-01
LVA;LTU000000047;8829244;MOD;2023-09-26;2100-12-31;LVL2148;LVL2148;ILONA;LA;Liepaja;YL2830;Y;Y;Y;Y;N;Y;275440000;FX;OTB;OTM;;;;;25.50;0.00;117.00;0.00;0.00;220.00;30.00;2;1990-01-01;MFL;;;PA;1990-01-01
LVA;LTU000000060;;IMP;2016-10-07;2016-11-30;LVL0600;LVL0600;ALBATROSS;LA;Liepaja;YL2163;Y;N;Y;Y;N;Y;;FX;OTM;OTB;;;;;25.50;0.00;118.00;0.00;0.00;221.00;0.00;2;1977-01-01;MFL;LTU;;;1977-01-01
LVA;LTU000000060;;MOD;2016-12-01;2017-03-26;LVL0600;LVL0600;ALBATROSS;LA;Liepaja;YL2163;Y;N;Y;Y;N;Y;;FX;OTM;OTB;;;;;25.50;0.00;118.00;0.00;0.00;221.00;0.00;2;1977-01-01;MFL;;;;1977-01-01
LVA;LTU000000060;;MOD;2017-03-27;2017-11-22;LVL0600;LVL0600;ALBATROSS;LA;Liepaja;YL2163;Y;Y;Y;Y;N;Y;;FX;OTM;OTB;;;;;25.50;0.00;118.00;0.00;0.00;221.00;0.00;2;1977-01-01;MFL;;;;1977-01-01
