AreaCode	FishingActivityCategoryEuropeanLvl6Code
27.3.d.27	OTM_DEF_<16_0_0
27.3.d.27	OTM_DEF_>=105_1_110
27.3.d.27	OTM_DEF_>=105_1_120
27.3.d.27	OTM_DEF_>=120_0_0
27.3.d.27	OTM_FWS_>0_0_0
27.3.d.27	OTM_SPF_>=105_1_110
27.3.d.27	OTM_SPF_>=105_1_120
27.3.d.27	OTM_SPF_>=120_0_0
27.3.d.27	OTM_SPF_16-104_0_0
27.3.d.27	OTM_SPF_16-31_0_0
27.3.d.27	OTM_SPF_32-104_0_0
27.3.d.27	OTT_CRU_>0_0_0
27.3.d.27	OTT_DEF_<16_0_0
27.3.d.27	OTT_DEF_>=105_1_110
27.3.d.27	OTT_DEF_>=105_1_120
27.3.d.27	OTT_DEF_>=120_0_0
27.3.d.27	OTT_SPF_>=105_1_110
27.3.d.27	OTT_SPF_>=105_1_120
27.3.d.27	OTT_SPF_>=120_0_0
27.3.d.27	OTT_SPF_16-104_0_0
27.3.d.27	OTT_SPF_16-31_0_0
27.3.d.27	OTT_SPF_32-104_0_0
27.3.d.27	PS_SPF_>=105_1_110
27.3.d.27	PS_SPF_>=105_1_120
27.3.d.27	PS_SPF_>=120_0_0
27.3.d.27	PS_SPF_16-104_0_0
27.3.d.27	PS_SPF_16-31_0_0
27.3.d.27	PS_SPF_32-104_0_0
27.3.d.27	PTB_DEF_<16_0_0
27.3.d.27	PTB_DEF_>=105_1_110
27.3.d.27	PTB_DEF_>=105_1_120
27.3.d.27	PTB_DEF_>=120_0_0
27.3.d.27	PTB_FWS_>0_0_0
27.3.d.27	PTB_SPF_>=105_1_110
27.3.d.27	PTB_SPF_>=105_1_120
27.3.d.27	PTB_SPF_16-104_0_0
27.3.d.27	PTB_SPF_16-31_0_0
27.3.d.27	PTB_SPF_32-104_0_0
27.3.d.27	PTM_DEF_<16_0_0
27.3.d.27	PTM_DEF_>=105_1_110
27.3.d.27	PTM_DEF_>=105_1_120
27.3.d.27	PTM_DEF_>=120_0_0
27.3.d.27	PTM_FWS_>0_0_0
27.3.d.27	PTM_SPF_>=105_1_110
27.3.d.27	PTM_SPF_>=105_1_120
27.3.d.27	PTM_SPF_>=120_0_0
27.3.d.27	PTM_SPF_16-104_0_0
27.3.d.27	PTM_SPF_16-31_0_0
27.3.d.27	PTM_SPF_32-104_0_0
27.3.d.27	SB_FIF_>0_0_0
27.3.d.27	SDN_DEF_<16_0_0
27.3.d.27	SDN_DEF_>=105_1_110
27.3.d.27	SDN_DEF_>=105_1_120
27.3.d.27	SDN_DEF_>=120_0_0
27.3.d.27	SDN_SPF_>=105_1_110
27.3.d.27	SDN_SPF_>=105_1_120
27.3.d.27	SDN_SPF_>=120_0_0
27.3.d.27	SDN_SPF_16-104_0_0
27.3.d.27	SDN_SPF_16-31_0_0
27.3.d.27	SDN_SPF_32-104_0_0
27.3.d.27	SPR_DEF_<16_0_0
27.3.d.27	SPR_DEF_>=105_1_110
27.3.d.27	SPR_DEF_>=105_1_120
27.3.d.27	SPR_DEF_>=120_0_0
27.3.d.27	SSC_DEF_<16_0_0
27.3.d.27	SSC_DEF_>=105_1_110
27.3.d.27	SSC_DEF_>=105_1_120
27.3.d.27	SSC_DEF_>=120_0_0
27.3.d.27	SSC_FWS_>0_0_0
27.3.d.28	FPN_ANA_>0_0_0
27.3.d.28	FPN_CAT_>0_0_0
27.3.d.28	FPN_DEF_>0_0_0
27.3.d.28	FPN_FWS_>0_0_0
27.3.d.28	FPN_SPF_>0_0_0
27.3.d.28	FPO_ANA_>0_0_0
27.3.d.28	FPO_CAT_>0_0_0
27.3.d.28	FPO_DEF_>0_0_0
27.3.d.28	FPO_FWS_>0_0_0
27.3.d.28	FPO_SPF_>0_0_0
27.3.d.28	FYK_ANA_>0_0_0
27.3.d.28	FYK_CAT_>0_0_0
27.3.d.28	FYK_DEF_>0_0_0
27.3.d.28	FYK_FWS_>0_0_0
27.3.d.28	FYK_SPF_>0_0_0
27.3.d.28	GND_ANA_>=157_0_0
27.3.d.28	GNS_ANA_>=157_0_0
27.3.d.28	GNS_ANA_110-156_0_0
27.3.d.28	GNS_CAT_>0_0_0
27.3.d.28	GNS_DEF_>=157_0_0
27.3.d.28	GNS_DEF_110-156_0_0
27.3.d.28	GNS_FWS_>0_0_0
27.3.d.28	GNS_SPF_>=157_0_0
27.3.d.28	GNS_SPF_110-156_0_0
27.3.d.28	GNS_SPF_16-109_0_0
27.3.d.28	GNS_SPF_32-109_0_0
27.3.d.28	GTR_DEF_>=157_0_0
27.3.d.28	GTR_DEF_110-156_0_0
27.3.d.28	GTR_FWS_>0_0_0
27.3.d.28	GTR_SPF_>=157_0_0
27.3.d.28	GTR_SPF_110-156_0_0
27.3.d.28	GTR_SPF_16-109_0_0
27.3.d.28	GTR_SPF_32-109_0_0
27.3.d.28	LHP_FIF_0_0_0
27.3.d.28	LLD_ANA_0_0_0
27.3.d.28	LLD_SPF_0_0_0
27.3.d.28	LLS_ANA_0_0_0
27.3.d.28	LLS_CAT_0_0_0
27.3.d.28	LLS_DEF_0_0_0
27.3.d.28	LLS_FWS_0_0_0
27.3.d.28	LLS_SPF_0_0_0
27.3.d.28	MIS_MIS_0_0_0
27.3.d.28	OTB_CRU_>0_0_0
27.3.d.28	OTB_DEF_<16_0_0
27.3.d.28	OTB_DEF_>=105_1_110
27.3.d.28	OTB_DEF_>=105_1_120
27.3.d.28	OTB_DEF_>=110_0_0
27.3.d.28	OTB_DEF_>=120_0_0
27.3.d.28	OTB_FWS_>0_0_0
27.3.d.28	OTB_SPF_>=105_1_110
27.3.d.28	OTB_SPF_>=105_1_120
27.3.d.28	OTB_SPF_>=120_0_0
27.3.d.28	OTB_SPF_16-104_0_0
27.3.d.28	OTB_SPF_16-31_0_0
27.3.d.28	OTB_SPF_32-104_0_0
27.3.d.28	OTM_DEF_<16_0_0
27.3.d.28	OTM_DEF_>=105_1_110
27.3.d.28	OTM_DEF_>=105_1_120
27.3.d.28	OTM_DEF_>=120_0_0
27.3.d.28	OTM_FWS_>0_0_0
27.3.d.28	OTM_SPF_>=105_1_110
27.3.d.28	OTM_SPF_>=105_1_120
27.3.d.28	OTM_SPF_>=120_0_0
27.3.d.28	OTM_SPF_16-104_0_0
27.3.d.28	OTM_SPF_16-31_0_0
27.3.d.28	OTM_SPF_32-104_0_0
27.3.d.28	OTT_CRU_>0_0_0
27.3.d.28	OTT_DEF_<16_0_0
27.3.d.28	OTT_DEF_>=105_1_110
27.3.d.28	OTT_DEF_>=105_1_120
27.3.d.28	OTT_DEF_>=120_0_0
27.3.d.28	OTT_SPF_>=105_1_110
27.3.d.28	OTT_SPF_>=105_1_120
27.3.d.28	OTT_SPF_>=120_0_0
27.3.d.28	OTT_SPF_16-104_0_0
27.3.d.28	OTT_SPF_16-31_0_0
27.3.d.28	OTT_SPF_32-104_0_0
27.3.d.28	PS_SPF_>=105_1_110
27.3.d.28	PS_SPF_>=105_1_120
27.3.d.28	PS_SPF_>=120_0_0
27.3.d.28	PS_SPF_16-104_0_0
27.3.d.28	PS_SPF_16-31_0_0
27.3.d.28	PS_SPF_32-104_0_0
27.3.d.28	PTB_DEF_<16_0_0
27.3.d.28	PTB_DEF_>=105_1_110
27.3.d.28	PTB_DEF_>=105_1_120
27.3.d.28	PTB_DEF_>=120_0_0
27.3.d.28	PTB_FWS_>0_0_0
27.3.d.28	PTB_SPF_>=105_1_110
27.3.d.28	PTB_SPF_>=105_1_120
27.3.d.28	PTB_SPF_16-104_0_0
27.3.d.28	PTB_SPF_16-31_0_0
27.3.d.28	PTB_SPF_32-104_0_0
27.3.d.28	PTM_DEF_<16_0_0
27.3.d.28	PTM_DEF_>=105_1_110
27.3.d.28	PTM_DEF_>=105_1_120
27.3.d.28	PTM_DEF_>=120_0_0
27.3.d.28	PTM_FWS_>0_0_0
27.3.d.28	PTM_SPF_>=105_1_110
27.3.d.28	PTM_SPF_>=105_1_120
27.3.d.28	PTM_SPF_>=120_0_0
27.3.d.28	PTM_SPF_16-104_0_0
27.3.d.28	PTM_SPF_16-31_0_0
27.3.d.28	PTM_SPF_32-104_0_0
27.3.d.28	SB_FIF_>0_0_0
27.3.d.28	SDN_DEF_<16_0_0
27.3.d.28	SDN_DEF_>=105_1_110
27.3.d.28	SDN_DEF_>=105_1_120
27.3.d.28	SDN_DEF_>=120_0_0
27.3.d.28	SDN_SPF_>=105_1_110
27.3.d.28	SDN_SPF_>=105_1_120
27.3.d.28	SDN_SPF_>=120_0_0
27.3.d.28	SDN_SPF_16-104_0_0
27.3.d.28	SDN_SPF_16-31_0_0
27.3.d.28	SDN_SPF_32-104_0_0
27.3.d.28	SPR_DEF_<16_0_0
27.3.d.28	SPR_DEF_>=105_1_110
27.3.d.28	SPR_DEF_>=105_1_120
27.3.d.28	SPR_DEF_>=120_0_0
27.3.d.28	SSC_DEF_<16_0_0
27.3.d.28	SSC_DEF_>=105_1_110
27.3.d.28	SSC_DEF_>=105_1_120
27.3.d.28	SSC_DEF_>=120_0_0
27.3.d.28	SSC_FWS_>0_0_0
27.3.d.28.1	FPN_ANA_>0_0_0
27.3.d.28.1	FPN_CAT_>0_0_0
27.3.d.28.1	FPN_DEF_>0_0_0
27.3.d.28.1	FPN_FWS_>0_0_0
27.3.d.28.1	FPN_SPF_>0_0_0
27.3.d.28.1	FPO_ANA_>0_0_0
27.3.d.28.1	FPO_CAT_>0_0_0
27.3.d.28.1	FPO_DEF_>0_0_0
27.3.d.28.1	FPO_FWS_>0_0_0
27.3.d.28.1	FPO_SPF_>0_0_0
27.3.d.28.1	FYK_ANA_>0_0_0
27.3.d.28.1	FYK_CAT_>0_0_0
27.3.d.28.1	FYK_DEF_>0_0_0
27.3.d.28.1	FYK_FWS_>0_0_0
27.3.d.28.1	FYK_SPF_>0_0_0
27.3.d.28.1	GND_ANA_>=157_0_0
27.3.d.28.1	GNS_ANA_>=157_0_0
27.3.d.28.1	GNS_ANA_110-156_0_0
27.3.d.28.1	GNS_CAT_>0_0_0
27.3.d.28.1	GNS_DEF_>=157_0_0
27.3.d.28.1	GNS_DEF_110-156_0_0
27.3.d.28.1	GNS_FWS_>0_0_0
27.3.d.28.1	GNS_SPF_>=157_0_0
27.3.d.28.1	GNS_SPF_110-156_0_0
27.3.d.28.1	GNS_SPF_16-109_0_0
27.3.d.28.1	GNS_SPF_32-109_0_0
27.3.d.28.1	GTR_DEF_>=157_0_0
27.3.d.28.1	GTR_DEF_110-156_0_0
27.3.d.28.1	GTR_FWS_>0_0_0
27.3.d.28.1	GTR_SPF_>=157_0_0
27.3.d.28.1	GTR_SPF_110-156_0_0
27.3.d.28.1	GTR_SPF_16-109_0_0
27.3.d.28.1	GTR_SPF_32-109_0_0
27.3.d.28.1	LHP_FIF_0_0_0
27.3.d.28.1	LLD_ANA_0_0_0
27.3.d.28.1	LLD_SPF_0_0_0
27.3.d.28.1	LLS_ANA_0_0_0
27.3.d.28.1	LLS_CAT_0_0_0
27.3.d.28.1	LLS_DEF_0_0_0
27.3.d.28.1	LLS_FWS_0_0_0
27.3.d.28.1	LLS_SPF_0_0_0
27.3.d.28.1	MIS_MIS_0_0_0
27.3.d.28.1	OTB_CRU_>0_0_0
27.3.d.28.1	OTB_DEF_<16_0_0
27.3.d.28.1	OTB_DEF_>=105_1_110
27.3.d.28.1	OTB_DEF_>=105_1_120
27.3.d.28.1	OTB_DEF_>=110_0_0
27.3.d.28.1	OTB_DEF_>=120_0_0
27.3.d.28.1	OTB_FWS_>0_0_0
27.3.d.28.1	OTB_SPF_>=105_1_110
27.3.d.28.1	OTB_SPF_>=105_1_120
27.3.d.28.1	OTB_SPF_>=120_0_0
27.3.d.28.1	OTB_SPF_16-104_0_0
27.3.d.28.1	OTB_SPF_16-31_0_0
27.3.d.28.1	OTB_SPF_32-104_0_0
27.3.d.28.1	OTM_DEF_<16_0_0
27.3.d.28.1	OTM_DEF_>=105_1_110
27.3.d.28.1	OTM_DEF_>=105_1_120
27.3.d.28.1	OTM_DEF_>=120_0_0
27.3.d.28.1	OTM_FWS_>0_0_0
27.3.d.28.1	OTM_SPF_>=105_1_110
27.3.d.28.1	OTM_SPF_>=105_1_120
27.3.d.28.1	OTM_SPF_>=120_0_0
27.3.d.28.1	OTM_SPF_16-104_0_0
27.3.d.28.1	OTM_SPF_16-31_0_0
27.3.d.28.1	OTM_SPF_32-104_0_0
27.3.d.28.1	OTT_CRU_>0_0_0
27.3.d.28.1	OTT_DEF_<16_0_0
27.3.d.28.1	OTT_DEF_>=105_1_110
27.3.d.28.1	OTT_DEF_>=105_1_120
27.3.d.28.1	OTT_DEF_>=120_0_0
27.3.d.28.1	OTT_SPF_>=105_1_110
27.3.d.28.1	OTT_SPF_>=105_1_120
27.3.d.28.1	OTT_SPF_>=120_0_0
27.3.d.28.1	OTT_SPF_16-104_0_0
27.3.d.28.1	OTT_SPF_16-31_0_0
27.3.d.28.1	OTT_SPF_32-104_0_0
27.3.d.28.1	PS_SPF_>=105_1_110
27.3.d.28.1	PS_SPF_>=105_1_120
27.3.d.28.1	PS_SPF_>=120_0_0
27.3.d.28.1	PS_SPF_16-104_0_0
27.3.d.28.1	PS_SPF_16-31_0_0
27.3.d.28.1	PS_SPF_32-104_0_0
27.3.d.28.1	PTB_DEF_<16_0_0
27.3.d.28.1	PTB_DEF_>=105_1_110
27.3.d.28.1	PTB_DEF_>=105_1_120
27.3.d.28.1	PTB_DEF_>=120_0_0
27.3.d.28.1	PTB_FWS_>0_0_0
27.3.d.28.1	PTB_SPF_>=105_1_110
27.3.d.28.1	PTB_SPF_>=105_1_120
27.3.d.28.1	PTB_SPF_16-104_0_0
27.3.d.28.1	PTB_SPF_16-31_0_0
27.3.d.28.1	PTB_SPF_32-104_0_0
27.3.d.28.1	PTM_DEF_<16_0_0
27.3.d.28.1	PTM_DEF_>=105_1_110
27.3.d.28.1	PTM_DEF_>=105_1_120
27.3.d.28.1	PTM_DEF_>=120_0_0
27.3.d.28.1	PTM_FWS_>0_0_0
27.3.d.28.1	PTM_SPF_>=105_1_110
27.3.d.28.1	PTM_SPF_>=105_1_120
27.3.d.28.1	PTM_SPF_>=120_0_0
27.3.d.28.1	PTM_SPF_16-104_0_0
27.3.d.28.1	PTM_SPF_16-31_0_0
27.3.d.28.1	PTM_SPF_32-104_0_0
27.3.d.28.1	SB_FIF_>0_0_0
27.3.d.28.1	SDN_DEF_<16_0_0
27.3.d.28.1	SDN_DEF_>=105_1_110
27.3.d.28.1	SDN_DEF_>=105_1_120
27.3.d.28.1	SDN_DEF_>=120_0_0
27.3.d.28.1	SDN_SPF_>=105_1_110
27.3.d.28.1	SDN_SPF_>=105_1_120
27.3.d.28.1	SDN_SPF_>=120_0_0
27.3.d.28.1	SDN_SPF_16-104_0_0
27.3.d.28.1	SDN_SPF_16-31_0_0
27.3.d.28.1	SDN_SPF_32-104_0_0
27.3.d.28.1	SPR_DEF_<16_0_0
27.3.d.28.1	SPR_DEF_>=105_1_110
27.3.d.28.1	SPR_DEF_>=105_1_120
27.3.d.28.1	SPR_DEF_>=120_0_0
27.3.d.28.1	SSC_DEF_<16_0_0
27.3.d.28.1	SSC_DEF_>=105_1_110
27.3.d.28.1	SSC_DEF_>=105_1_120
27.3.d.28.1	SSC_DEF_>=120_0_0
27.3.d.28.1	SSC_FWS_>0_0_0
27.3.d.28.2	FPN_ANA_>0_0_0
27.3.d.28.2	FPN_CAT_>0_0_0
27.3.d.28.2	FPN_DEF_>0_0_0
27.3.d.28.2	FPN_FWS_>0_0_0
27.3.d.28.2	FPN_SPF_>0_0_0
27.3.d.28.2	FPO_ANA_>0_0_0
27.3.d.28.2	FPO_CAT_>0_0_0
27.3.d.28.2	FPO_DEF_>0_0_0
27.3.d.28.2	FPO_FWS_>0_0_0
27.3.d.28.2	FPO_SPF_>0_0_0
27.3.d.28.2	FYK_ANA_>0_0_0
27.3.d.28.2	FYK_CAT_>0_0_0
27.3.d.28.2	FYK_DEF_>0_0_0
27.3.d.28.2	FYK_FWS_>0_0_0
27.3.d.28.2	FYK_SPF_>0_0_0
27.3.d.28.2	GND_ANA_>=157_0_0
27.3.d.28.2	GNS_ANA_>=157_0_0
27.3.d.28.2	GNS_ANA_110-156_0_0
27.3.d.28.2	GNS_CAT_>0_0_0
27.3.d.28.2	GNS_DEF_>=157_0_0
27.3.d.28.2	GNS_DEF_110-156_0_0
27.3.d.28.2	GNS_DEF_60-79_0_0
27.3.d.28.2	GNS_FWS_>0_0_0
27.3.d.28.2	GNS_SPF_>=157_0_0
27.3.d.28.2	GNS_SPF_110-156_0_0
27.3.d.28.2	GNS_SPF_16-109_0_0
27.3.d.28.2	GNS_SPF_32-109_0_0
27.3.d.28.2	GTR_DEF_>=157_0_0
27.3.d.28.2	GTR_DEF_110-156_0_0
27.3.d.28.2	GTR_FWS_>0_0_0
27.3.d.28.2	GTR_SPF_>=157_0_0
27.3.d.28.2	GTR_SPF_110-156_0_0
27.3.d.28.2	GTR_SPF_16-109_0_0
27.3.d.28.2	GTR_SPF_32-109_0_0
27.3.d.28.2	LHP_FIF_0_0_0
27.3.d.28.2	LLD_ANA_0_0_0
27.3.d.28.2	LLD_SPF_0_0_0
27.3.d.28.2	LLS_ANA_0_0_0
27.3.d.28.2	LLS_CAT_0_0_0
27.3.d.28.2	LLS_DEF_0_0_0
27.3.d.28.2	LLS_FWS_0_0_0
27.3.d.28.2	LLS_SPF_0_0_0
27.3.d.28.2	MIS_MIS_0_0_0
27.3.d.28.2	OTB_CRU_>0_0_0
27.3.d.28.2	OTB_DEF_<16_0_0
27.3.d.28.2	OTB_DEF_>=105_1_110
27.3.d.28.2	OTB_DEF_>=105_1_120
27.3.d.28.2	OTB_DEF_>=110_0_0
27.3.d.28.2	OTB_DEF_>=120_0_0
27.3.d.28.2	OTB_FWS_>0_0_0
27.3.d.28.2	OTB_SPF_>=105_1_110
27.3.d.28.2	OTB_SPF_>=105_1_120
27.3.d.28.2	OTB_SPF_>=120_0_0
27.3.d.28.2	OTB_SPF_16-104_0_0
27.3.d.28.2	OTB_SPF_16-31_0_0
27.3.d.28.2	OTB_SPF_32-104_0_0
27.3.d.28.2	OTM_DEF_<16_0_0
27.3.d.28.2	OTM_DEF_>=105_1_110
27.3.d.28.2	OTM_DEF_>=105_1_120
27.3.d.28.2	OTM_DEF_>=120_0_0
27.3.d.28.2	OTM_FWS_>0_0_0
27.3.d.28.2	OTM_SPF_>=105_1_110
27.3.d.28.2	OTM_SPF_>=105_1_120
27.3.d.28.2	OTM_SPF_>=120_0_0
27.3.d.28.2	OTM_SPF_16-104_0_0
27.3.d.28.2	OTM_SPF_16-31_0_0
27.3.d.28.2	OTM_SPF_32-104_0_0
27.3.d.28.2	OTT_CRU_>0_0_0
27.3.d.28.2	OTT_DEF_<16_0_0
27.3.d.28.2	OTT_DEF_>=105_1_110
27.3.d.28.2	OTT_DEF_>=105_1_120
27.3.d.28.2	OTT_DEF_>=120_0_0
27.3.d.28.2	OTT_SPF_>=105_1_110
27.3.d.28.2	OTT_SPF_>=105_1_120
27.3.d.28.2	OTT_SPF_>=120_0_0
27.3.d.28.2	OTT_SPF_16-104_0_0
27.3.d.28.2	OTT_SPF_16-31_0_0
27.3.d.28.2	OTT_SPF_32-104_0_0
27.3.d.28.2	PS_SPF_>=105_1_110
27.3.d.28.2	PS_SPF_>=105_1_120
27.3.d.28.2	PS_SPF_>=120_0_0
27.3.d.28.2	PS_SPF_16-104_0_0
27.3.d.28.2	PS_SPF_16-31_0_0
27.3.d.28.2	PS_SPF_32-104_0_0
27.3.d.28.2	PTB_DEF_<16_0_0
27.3.d.28.2	PTB_DEF_>=105_1_110
27.3.d.28.2	PTB_DEF_>=105_1_120
27.3.d.28.2	PTB_DEF_>=120_0_0
27.3.d.28.2	PTB_FWS_>0_0_0
27.3.d.28.2	PTB_SPF_>=105_1_110
27.3.d.28.2	PTB_SPF_>=105_1_120
27.3.d.28.2	PTB_SPF_16-104_0_0
27.3.d.28.2	PTB_SPF_16-31_0_0
27.3.d.28.2	PTB_SPF_32-104_0_0
27.3.d.28.2	PTM_DEF_<16_0_0
27.3.d.28.2	PTM_DEF_>=105_1_110
27.3.d.28.2	PTM_DEF_>=105_1_120
27.3.d.28.2	PTM_DEF_>=120_0_0
27.3.d.28.2	PTM_FWS_>0_0_0
27.3.d.28.2	PTM_SPF_>=105_1_110
27.3.d.28.2	PTM_SPF_>=105_1_120
27.3.d.28.2	PTM_SPF_>=120_0_0
27.3.d.28.2	PTM_SPF_16-104_0_0
27.3.d.28.2	PTM_SPF_16-31_0_0
27.3.d.28.2	PTM_SPF_32-104_0_0
27.3.d.28.2	SB_FIF_>0_0_0
27.3.d.28.2	SDN_DEF_<16_0_0
27.3.d.28.2	SDN_DEF_>=105_1_110
27.3.d.28.2	SDN_DEF_>=105_1_120
27.3.d.28.2	SDN_DEF_>=120_0_0
27.3.d.28.2	SDN_SPF_>=105_1_110
27.3.d.28.2	SDN_SPF_>=105_1_120
27.3.d.28.2	SDN_SPF_>=120_0_0
27.3.d.28.2	SDN_SPF_16-104_0_0
27.3.d.28.2	SDN_SPF_16-31_0_0
27.3.d.28.2	SDN_SPF_32-104_0_0
27.3.d.28.2	SPR_DEF_<16_0_0
27.3.d.28.2	SPR_DEF_>=105_1_110
27.3.d.28.2	SPR_DEF_>=105_1_120
27.3.d.28.2	SPR_DEF_>=120_0_0
27.3.d.28.2	SSC_DEF_<16_0_0
27.3.d.28.2	SSC_DEF_>=105_1_110
27.3.d.28.2	SSC_DEF_>=105_1_120
27.3.d.28.2	SSC_DEF_>=120_0_0
27.3.d.28.2	SSC_FWS_>0_0_0
27.3.d.29	FPN_ANA_>0_0_0
27.3.d.29	FPN_CAT_>0_0_0
27.3.d.29	FPN_DEF_>0_0_0
27.3.d.29	FPN_FWS_>0_0_0
27.3.d.29	FPN_SPF_>0_0_0
27.3.d.29	FPO_ANA_>0_0_0
27.3.d.29	FPO_CAT_>0_0_0
27.3.d.29	FPO_DEF_>0_0_0
27.3.d.29	FPO_FWS_>0_0_0
27.3.d.29	FPO_SPF_>0_0_0
27.3.d.29	FYK_ANA_>0_0_0
27.3.d.29	FYK_CAT_>0_0_0
27.3.d.29	FYK_DEF_>0_0_0
27.3.d.29	FYK_FWS_>0_0_0
27.3.d.29	FYK_SPF_>0_0_0
27.3.d.29	GND_ANA_>=157_0_0
27.3.d.29	GNS_ANA_>=157_0_0
27.3.d.29	GNS_ANA_110-156_0_0
27.3.d.29	GNS_CAT_>0_0_0
27.3.d.29	GNS_DEF_>=157_0_0
27.3.d.29	GNS_DEF_110-156_0_0
27.3.d.29	GNS_FWS_>0_0_0
27.3.d.29	GNS_SPF_>=157_0_0
27.3.d.29	GNS_SPF_110-156_0_0
27.3.d.29	GNS_SPF_16-109_0_0
27.3.d.29	GNS_SPF_32-109_0_0
27.3.d.29	GTR_DEF_>=157_0_0
27.3.d.29	GTR_DEF_110-156_0_0
27.3.d.29	GTR_FWS_>0_0_0
27.3.d.29	GTR_SPF_>=157_0_0
27.3.d.29	GTR_SPF_110-156_0_0
27.3.d.29	GTR_SPF_16-109_0_0
27.3.d.29	GTR_SPF_32-109_0_0
27.3.d.29	LHP_FIF_0_0_0
27.3.d.29	LLD_ANA_0_0_0
27.3.d.29	LLD_SPF_0_0_0
27.3.d.29	LLS_ANA_0_0_0
27.3.d.29	LLS_CAT_0_0_0
27.3.d.29	LLS_DEF_0_0_0
27.3.d.29	LLS_FWS_0_0_0
27.3.d.29	LLS_SPF_0_0_0
27.3.d.29	MIS_MIS_0_0_0
27.3.d.29	OTB_CRU_>0_0_0
27.3.d.29	OTB_DEF_<16_0_0
27.3.d.29	OTB_DEF_>=105_1_110
27.3.d.29	OTB_DEF_>=105_1_120
27.3.d.29	OTB_DEF_>=110_0_0
27.3.d.29	OTB_DEF_>=120_0_0
27.3.d.29	OTB_FWS_>0_0_0
27.3.d.29	OTB_SPF_>=105_1_110
27.3.d.29	OTB_SPF_>=105_1_120
27.3.d.29	OTB_SPF_>=120_0_0
27.3.d.29	OTB_SPF_16-104_0_0
27.3.d.29	OTB_SPF_16-31_0_0
27.3.d.29	OTB_SPF_32-104_0_0
27.3.d.29	OTM_DEF_<16_0_0
27.3.d.29	OTM_DEF_>=105_1_110
27.3.d.29	OTM_DEF_>=105_1_120
27.3.d.29	OTM_DEF_>=120_0_0
27.3.d.29	OTM_FWS_>0_0_0
27.3.d.29	OTM_SPF_>=105_1_110
27.3.d.29	OTM_SPF_>=105_1_120
27.3.d.29	OTM_SPF_>=120_0_0
27.3.d.29	OTM_SPF_16-104_0_0
27.3.d.29	OTM_SPF_16-31_0_0
27.3.d.29	OTM_SPF_32-104_0_0
27.3.d.29	OTT_CRU_>0_0_0
27.3.d.29	OTT_DEF_<16_0_0
27.3.d.29	OTT_DEF_>=105_1_110
27.3.d.29	OTT_DEF_>=105_1_120
27.3.d.29	OTT_DEF_>=120_0_0
27.3.d.29	OTT_SPF_>=105_1_110
27.3.d.29	OTT_SPF_>=105_1_120
27.3.d.29	OTT_SPF_>=120_0_0
27.3.d.29	OTT_SPF_16-104_0_0
27.3.d.29	OTT_SPF_16-31_0_0
27.3.d.29	OTT_SPF_32-104_0_0
27.3.d.29	PS_SPF_>=105_1_110
27.3.d.29	PS_SPF_>=105_1_120
27.3.d.29	PS_SPF_>=120_0_0
27.3.d.29	PS_SPF_16-104_0_0
27.3.d.29	PS_SPF_16-31_0_0
27.3.d.29	PS_SPF_32-104_0_0
27.3.d.29	PTB_DEF_<16_0_0
27.3.d.29	PTB_DEF_>=105_1_110
27.3.d.29	PTB_DEF_>=105_1_120
27.3.d.29	PTB_DEF_>=120_0_0
27.3.d.29	PTB_FWS_>0_0_0
27.3.d.29	PTB_SPF_>=105_1_110
27.3.d.29	PTB_SPF_>=105_1_120
27.3.d.29	PTB_SPF_16-104_0_0
27.3.d.29	PTB_SPF_16-31_0_0
27.3.d.29	PTB_SPF_32-104_0_0
27.3.d.29	PTM_DEF_<16_0_0
27.3.d.29	PTM_DEF_>=105_1_110
27.3.d.29	PTM_DEF_>=105_1_120
27.3.d.29	PTM_DEF_>=120_0_0
27.3.d.29	PTM_FWS_>0_0_0
27.3.d.29	PTM_SPF_>=105_1_110
27.3.d.29	PTM_SPF_>=105_1_120
27.3.d.29	PTM_SPF_>=120_0_0
27.3.d.29	PTM_SPF_16-104_0_0
27.3.d.29	PTM_SPF_16-31_0_0
27.3.d.29	PTM_SPF_32-104_0_0
27.3.d.29	SB_FIF_>0_0_0
27.3.d.29	SDN_DEF_<16_0_0
27.3.d.29	SDN_DEF_>=105_1_110
27.3.d.29	SDN_DEF_>=105_1_120
27.3.d.29	SDN_DEF_>=120_0_0
27.3.d.29	SDN_SPF_>=105_1_110
27.3.d.29	SDN_SPF_>=105_1_120
27.3.d.29	SDN_SPF_>=120_0_0
27.3.d.29	SDN_SPF_16-104_0_0
27.3.d.29	SDN_SPF_16-31_0_0
27.3.d.29	SDN_SPF_32-104_0_0
27.3.d.29	SPR_DEF_<16_0_0
27.3.d.29	SPR_DEF_>=105_1_110
27.3.d.29	SPR_DEF_>=105_1_120
27.3.d.29	SPR_DEF_>=120_0_0
27.3.d.29	SSC_DEF_<16_0_0
27.3.d.29	SSC_DEF_>=105_1_110
27.3.d.29	SSC_DEF_>=105_1_120
27.3.d.29	SSC_DEF_>=120_0_0
27.3.d.29	SSC_FWS_>0_0_0
27.3.d.30	FPN_ANA_>0_0_0
27.3.d.30	FPN_CAT_>0_0_0
27.3.d.30	FPN_DEF_>0_0_0
27.3.d.30	FPN_FWS_>0_0_0
27.3.d.30	FPN_SPF_>0_0_0
27.3.d.30	FPO_ANA_>0_0_0
