RCG,NEW_metier_level_6,OLD_metier_level_6
NSEA,PTM_DEF_70-89_0_0,PTM_DEF_70-99_0_0
NSEA,PTM_DEF_90-99_0_0,PTM_DEF_90-119_0_0
NSEA,PTM_DEF_100-119_0_0,PTM_DEF_100-119_0_0
NSEA,PTM_DEF_>=120_0_0,PTM_DEF_>=120_0_0
NSEA,PTM_DEF_>0_0_0,PTM_DEF_0_0_0
NSEA,PTM_LPF_70-89_0_0,
NSEA,PTM_LPF_90-99_0_0,
NSEA,PTM_LPF_100-119_0_0,PTM_LPF_100-119_0_0
NSEA,PTM_LPF_>=120_0_0,
NSEA,PTM_LPF_>0_0_0,PTM_LPF_>0_0_0
NSEA,PTM_LPF_>0_0_0,PTM_LPF_0_0_0
NSEA,PTM_SPF_16-31_0_0,PTM_SPF_16-31_0_0
NSEA,PTM_SPF_32-69_0_0,PTM_SPF_32-69_0_0
NSEA,PTM_SPF_70-89_0_0,PTM_SPF_70-89_0_0
NSEA,PTM_SPF_70-89_0_0,PTM_SPF_70-99_0_0
NSEA,PTM_SPF_90-99_0_0,
NSEA,PTM_SPF_100-119_0_0,PTM_SPF_100-119_0_0
NSEA,PTM_SPF_>=120_0_0,PTM_SPF_>=120_0_0
NSEA,PTM_SPF_>0_0_0,PTM_SPF_0_0_0
NSEA,SB_FIF_>0_0_0,SB_FIF_>0_0_0
NSEA,SB_DEF_>0_0_0,
NSEA,SDN_DEF_<16_0_0,SDN_DEF_<16_0_0
NSEA,SDN_DEF_16-31_0_0,SDN_DEF_16-31_0_0
NSEA,SDN_DEF_32-69_0_0,SDN_DEF_32-69_0_0
NSEA,SDN_DEF_70-89_0_0,SDN_DEF_70-89_0_0
NSEA,SDN_DEF_70-89_0_0,SDN_DEF_70-99_0_0
NSEA,SDN_DEF_90-99_0_0,SDN_DEF_90-119_0_0
NSEA,SDN_DEF_90-99_1_120,
NSEA,SDN_DEF_90-99_1_140,
NSEA,SDN_DEF_90-99_1_180,
NSEA,SDN_DEF_90-99_1_270,
NSEA,SDN_DEF_90-99_1_300,
NSEA,SDN_DEF_100-119_0_0,SDN_DEF_100-119_0_0
NSEA,SDN_DEF_100-119_1_120,
NSEA,SDN_DEF_100-119_1_140,
NSEA,SDN_DEF_100-119_1_180,
NSEA,SDN_DEF_100-119_1_270,
NSEA,SDN_DEF_100-119_1_300,
NSEA,SDN_DEF_>=120_0_0,SDN_DEF_>=120_0_0
NSEA,SDN_DEF_>0_0_0,SDN_DEF_>0_0_0
NSEA,SSC_DEF_<16_0_0,SSC_DEF_<16_0_0
NSEA,SSC_DEF_16-31_0_0,
NSEA,SSC_DEF_32-69_0_0,SSC_DEF_32-69_0_0
NSEA,SSC_DEF_70-89_0_0,SSC_DEF_70-99_0_0
NSEA,SSC_DEF_90-99_0_0,SSC_DEF_90-119_0_0
NSEA,SSC_DEF_90-99_1_120,
NSEA,SSC_DEF_90-99_1_140,
NSEA,SSC_DEF_90-99_1_180,
NSEA,SSC_DEF_90-99_1_270,
NSEA,SSC_DEF_90-99_1_300,
NSEA,SSC_DEF_100-119_0_0,SSC_DEF_100-119_0_0
NSEA,SSC_DEF_100-119_1_120,
NSEA,SSC_DEF_100-119_1_140,
NSEA,SSC_DEF_100-119_1_180,
NSEA,SSC_DEF_100-119_1_270,
NSEA,SSC_DEF_100-119_1_300,
NSEA,SSC_DEF_>=120_0_0,SSC_DEF_>=120_0_0
NSEA,SSC_DEF_>0_0_0,
NSEA,TBB_CRU_<16_0_0,TBB_CRU_<16_0_0
NSEA,TBB_CRU_16-31_0_0,TBB_CRU_16-31_0_0
NSEA,TBB_CRU_32-69_0_0,TBB_CRU_32-69_0_0
NSEA,TBB_CRU_70-89_0_0,TBB_CRU_70-89_0_0
NSEA,TBB_CRU_70-89_0_0,TBB_CRU_70-99_0_0
NSEA,TBB_CRU_90-99_0_0,
NSEA,TBB_CRU_100-119_0_0,TBB_CRU_100-119_0_0
NSEA,TBB_CRU_>=120_0_0,TBB_CRU_>=120_0_0
NSEA,TBB_CRU_>0_0_0,TBB_CRU_0_0_0
NSEA,TBB_DEF_<16_0_0,TBB_DEF_<16_0_0
NSEA,TBB_DEF_16-31_0_0,TBB_DEF_16-31_0_0
NSEA,TBB_DEF_32-69_0_0,TBB_DEF_32-69_0_0
NSEA,TBB_DEF_70-89_0_0,TBB_DEF_70-89_0_0
NSEA,TBB_DEF_70-89_0_0,TBB_DEF_70-99_0_0
NSEA,TBB_DEF_90-99_0_0,TBB_DEF_90-119_0_0
NSEA,TBB_DEF_100-119_0_0,TBB_DEF_100-119_0_0
NSEA,TBB_DEF_>120_0_0,TBB_DEF_>=120_0_0
NSEA,TBB_DEF_>0_0_0,TBB_DEF_0_0_0
NSEA,TBB_MCD_16-31_0_0,TBB_MCD_16-31_0_0
NSEA,TBB_MCD_32-69_0_0,
NSEA,TBB_MCD_70-89_0_0,TBB_MCD_70-99_0_0
NSEA,TBB_MCD_90-99_0_0,
NSEA,TBB_MCD_100-119_0_0,
NSEA,TBB_MCD_>=120_0_0,TBB_MCD_>=120_0_0
NSEA,TBB_MCD_>0_0_0,
NSEA,TBB_MOL_>0_0_0,TBB_MOL_0_0_0
