"Stock","Species","Areas","AreaType","StockDescription","AphiaID","WoRMSname","ID"
"dgs.27.nea","DGS","27.3.d.28","IC_Sub-divisions","Spurdog (Squalus acanthias) in Subareas 1-10  12 and 14 (the Northeast Atlantic and adjacent waters)",105923,"Squalus acanthias","105923 27.3.d.28"
"dgs.27.nea","DGS","27.3.d.29","IC_Sub-divisions","Spurdog (Squalus acanthias) in Subareas 1-10  12 and 14 (the Northeast Atlantic and adjacent waters)",105923,"Squalus acanthias","105923 27.3.d.29"
"dgs.27.nea","DGS","27.3.d.30","IC_Sub-divisions","Spurdog (Squalus acanthias) in Subareas 1-10  12 and 14 (the Northeast Atlantic and adjacent waters)",105923,"Squalus acanthias","105923 27.3.d.30"
"dgs.27.nea","DGS","27.3.d.31","IC_Sub-divisions","Spurdog (Squalus acanthias) in Subareas 1-10  12 and 14 (the Northeast Atlantic and adjacent waters)",105923,"Squalus acanthias","105923 27.3.d.31"
"dgs.27.nea","DGS","27.3.d.32","IC_Sub-divisions","Spurdog (Squalus acanthias) in Subareas 1-10  12 and 14 (the Northeast Atlantic and adjacent waters)",105923,"Squalus acanthias","105923 27.3.d.32"
"dgs.27.nea","DGS","27.3.b","IC_Divisions","Spurdog (Squalus acanthias) in Subareas 1-10  12 and 14 (the Northeast Atlantic and adjacent waters)",105923,"Squalus acanthias","105923 27.3.b"
"dgs.27.nea","DGS","27.3.c","IC_Divisions","Spurdog (Squalus acanthias) in Subareas 1-10  12 and 14 (the Northeast Atlantic and adjacent waters)",105923,"Squalus acanthias","105923 27.3.c"
"dgs.27.nea","DGS","27.7.b","IC_Divisions","Spurdog (Squalus acanthias) in Subareas 1-10  12 and 14 (the Northeast Atlantic and adjacent waters)",105923,"Squalus acanthias","105923 27.7.b"
"dgs.27.nea","DGS","27.7.c","IC_Divisions","Spurdog (Squalus acanthias) in Subareas 1-10  12 and 14 (the Northeast Atlantic and adjacent waters)",105923,"Squalus acanthias","105923 27.7.c"
"dgs.27.nea","DGS","27.7.g","IC_Divisions","Spurdog (Squalus acanthias) in Subareas 1-10  12 and 14 (the Northeast Atlantic and adjacent waters)",105923,"Squalus acanthias","105923 27.7.g"
"dgs.27.nea","DGS","27.7.h","IC_Divisions","Spurdog (Squalus acanthias) in Subareas 1-10  12 and 14 (the Northeast Atlantic and adjacent waters)",105923,"Squalus acanthias","105923 27.7.h"
"dgs.27.nea","DGS","27.7.j","IC_Divisions","Spurdog (Squalus acanthias) in Subareas 1-10  12 and 14 (the Northeast Atlantic and adjacent waters)",105923,"Squalus acanthias","105923 27.7.j"
"dgs.27.nea","DGS","27.7.k","IC_Divisions","Spurdog (Squalus acanthias) in Subareas 1-10  12 and 14 (the Northeast Atlantic and adjacent waters)",105923,"Squalus acanthias","105923 27.7.k"
"dgs.27.nea","DGS","27.8.a","IC_Divisions","Spurdog (Squalus acanthias) in Subareas 1-10  12 and 14 (the Northeast Atlantic and adjacent waters)",105923,"Squalus acanthias","105923 27.8.a"
"dgs.27.nea","DGS","27.8.b","IC_Divisions","Spurdog (Squalus acanthias) in Subareas 1-10  12 and 14 (the Northeast Atlantic and adjacent waters)",105923,"Squalus acanthias","105923 27.8.b"
"dgs.27.nea","DGS","27.8.c","IC_Divisions","Spurdog (Squalus acanthias) in Subareas 1-10  12 and 14 (the Northeast Atlantic and adjacent waters)",105923,"Squalus acanthias","105923 27.8.c"
"dgs.27.nea","DGS","27.8.d","IC_Divisions","Spurdog (Squalus acanthias) in Subareas 1-10  12 and 14 (the Northeast Atlantic and adjacent waters)",105923,"Squalus acanthias","105923 27.8.d"
"dgs.27.nea","DGS","27.8.e","IC_Divisions","Spurdog (Squalus acanthias) in Subareas 1-10  12 and 14 (the Northeast Atlantic and adjacent waters)",105923,"Squalus acanthias","105923 27.8.e"
"dgs.27.nea","DGS","27.9.a","IC_Divisions","Spurdog (Squalus acanthias) in Subareas 1-10  12 and 14 (the Northeast Atlantic and adjacent waters)",105923,"Squalus acanthias","105923 27.9.a"
"dgs.27.nea","DGS","27.9.b","IC_Divisions","Spurdog (Squalus acanthias) in Subareas 1-10  12 and 14 (the Northeast Atlantic and adjacent waters)",105923,"Squalus acanthias","105923 27.9.b"
"dgs.27.nea","DGS","27","IC_AreaTopLevel","Spurdog (Squalus acanthias) in Subareas 1-10  12 and 14 (the Northeast Atlantic and adjacent waters)",105923,"Squalus acanthias","105923 27"
"dgs.27.nea","DGS","27.3.a.21","IC_Sub-divisions","Spurdog (Squalus acanthias) in Subareas 1-10  12 and 14 (the Northeast Atlantic and adjacent waters)",105923,"Squalus acanthias","105923 27.3.a.21"
"dgs.27.nea","DGS","27.9.a.n","IC_Sub-divisions","Spurdog (Squalus acanthias) in Subareas 1-10  12 and 14 (the Northeast Atlantic and adjacent waters)",105923,"Squalus acanthias","105923 27.9.a.n"
"dgs.27.nea","DGS","27.9.a.s","IC_Sub-divisions","Spurdog (Squalus acanthias) in Subareas 1-10  12 and 14 (the Northeast Atlantic and adjacent waters)",105923,"Squalus acanthias","105923 27.9.a.s"
"dgs.27.nea","DGS","27.9.a.c.n","IC_AreaUnit","Spurdog (Squalus acanthias) in Subareas 1-10  12 and 14 (the Northeast Atlantic and adjacent waters)",105923,"Squalus acanthias","105923 27.9.a.c.n"
"dgs.27.nea","DGS","27.9.a.c.s","IC_AreaUnit","Spurdog (Squalus acanthias) in Subareas 1-10  12 and 14 (the Northeast Atlantic and adjacent waters)",105923,"Squalus acanthias","105923 27.9.a.c.s"
"dgs.27.nea","DGS","27.8.c.w","IC_Sub-divisions","Spurdog (Squalus acanthias) in Subareas 1-10  12 and 14 (the Northeast Atlantic and adjacent waters)",105923,"Squalus acanthias","105923 27.8.c.w"
"dgs.27.nea","DGS","27.8.c.e","IC_Sub-divisions","Spurdog (Squalus acanthias) in Subareas 1-10  12 and 14 (the Northeast Atlantic and adjacent waters)",105923,"Squalus acanthias","105923 27.8.c.e"
"dgs.27.nea","DGS","27.3.a.20","IC_Sub-divisions","Spurdog (Squalus acanthias) in Subareas 1-10  12 and 14 (the Northeast Atlantic and adjacent waters)",105923,"Squalus acanthias","105923 27.3.a.20"
"dgs.27.nea","DGS","27.3.d.28.1","IC_Sub-divisions","Spurdog (Squalus acanthias) in Subareas 1-10  12 and 14 (the Northeast Atlantic and adjacent waters)",105923,"Squalus acanthias","105923 27.3.d.28.1"
"dgs.27.nea","DGS","27.3.d.28.2","IC_Sub-divisions","Spurdog (Squalus acanthias) in Subareas 1-10  12 and 14 (the Northeast Atlantic and adjacent waters)",105923,"Squalus acanthias","105923 27.3.d.28.2"
"dgs.27.nea","DGS","27.9.a.s.a","IC_AreaUnit","Spurdog (Squalus acanthias) in Subareas 1-10  12 and 14 (the Northeast Atlantic and adjacent waters)",105923,"Squalus acanthias","105923 27.9.a.s.a"
"dgs.27.nea","DGS","27.9.a.s.c","IC_AreaUnit","Spurdog (Squalus acanthias) in Subareas 1-10  12 and 14 (the Northeast Atlantic and adjacent waters)",105923,"Squalus acanthias","105923 27.9.a.s.c"
"dgs.27.nea","DGS","27.12.b","IC_Divisions","Spurdog (Squalus acanthias) in Subareas 1-10  12 and 14 (the Northeast Atlantic and adjacent waters)",105923,"Squalus acanthias","105923 27.12.b"
"dgs.27.nea","DGS","27.1.b","IC_Divisions","Spurdog (Squalus acanthias) in Subareas 1-10  12 and 14 (the Northeast Atlantic and adjacent waters)",105923,"Squalus acanthias","105923 27.1.b"
"dgs.27.nea","DGS","27.2.a.1","IC_Sub-divisions","Spurdog (Squalus acanthias) in Subareas 1-10  12 and 14 (the Northeast Atlantic and adjacent waters)",105923,"Squalus acanthias","105923 27.2.a.1"
"dgs.27.nea","DGS","27.2.a.2","IC_Sub-divisions","Spurdog (Squalus acanthias) in Subareas 1-10  12 and 14 (the Northeast Atlantic and adjacent waters)",105923,"Squalus acanthias","105923 27.2.a.2"
"dgs.27.nea","DGS","27.12.c","IC_Divisions","Spurdog (Squalus acanthias) in Subareas 1-10  12 and 14 (the Northeast Atlantic and adjacent waters)",105923,"Squalus acanthias","105923 27.12.c"
"dgs.27.nea","DGS","27.10.a.2","IC_Sub-divisions","Spurdog (Squalus acanthias) in Subareas 1-10  12 and 14 (the Northeast Atlantic and adjacent waters)",105923,"Squalus acanthias","105923 27.10.a.2"
"dgs.27.nea","DGS","27.10.a","IC_Divisions","Spurdog (Squalus acanthias) in Subareas 1-10  12 and 14 (the Northeast Atlantic and adjacent waters)",105923,"Squalus acanthias","105923 27.10.a"
"dgs.27.nea","DGS","27.10.a.1","IC_Sub-divisions","Spurdog (Squalus acanthias) in Subareas 1-10  12 and 14 (the Northeast Atlantic and adjacent waters)",105923,"Squalus acanthias","105923 27.10.a.1"
"dgs.27.nea","DGS","27.10.b","IC_Divisions","Spurdog (Squalus acanthias) in Subareas 1-10  12 and 14 (the Northeast Atlantic and adjacent waters)",105923,"Squalus acanthias","105923 27.10.b"
"dgs.27.nea","DGS","27.9.b.1","IC_Sub-divisions","Spurdog (Squalus acanthias) in Subareas 1-10  12 and 14 (the Northeast Atlantic and adjacent waters)",105923,"Squalus acanthias","105923 27.9.b.1"
"dgs.27.nea","DGS","27.9.b.2","IC_Sub-divisions","Spurdog (Squalus acanthias) in Subareas 1-10  12 and 14 (the Northeast Atlantic and adjacent waters)",105923,"Squalus acanthias","105923 27.9.b.2"
"dgs.27.nea","DGS","27.12.a","IC_Divisions","Spurdog (Squalus acanthias) in Subareas 1-10  12 and 14 (the Northeast Atlantic and adjacent waters)",105923,"Squalus acanthias","105923 27.12.a"
"dgs.27.nea","DGS","27.12.a.1","IC_Sub-divisions","Spurdog (Squalus acanthias) in Subareas 1-10  12 and 14 (the Northeast Atlantic and adjacent waters)",105923,"Squalus acanthias","105923 27.12.a.1"
"dgs.27.nea","DGS","27.12.a.2","IC_Sub-divisions","Spurdog (Squalus acanthias) in Subareas 1-10  12 and 14 (the Northeast Atlantic and adjacent waters)",105923,"Squalus acanthias","105923 27.12.a.2"
"dgs.27.nea","DGS","27.12.a.3","IC_Sub-divisions","Spurdog (Squalus acanthias) in Subareas 1-10  12 and 14 (the Northeast Atlantic and adjacent waters)",105923,"Squalus acanthias","105923 27.12.a.3"
"dgs.27.nea","DGS","27.12.a.4","IC_Sub-divisions","Spurdog (Squalus acanthias) in Subareas 1-10  12 and 14 (the Northeast Atlantic and adjacent waters)",105923,"Squalus acanthias","105923 27.12.a.4"
"dgs.27.nea","DGS","27.5.a.1","IC_Sub-divisions","Spurdog (Squalus acanthias) in Subareas 1-10  12 and 14 (the Northeast Atlantic and adjacent waters)",105923,"Squalus acanthias","105923 27.5.a.1"
"dgs.27.nea","DGS","27.14.b.1","IC_Sub-divisions","Spurdog (Squalus acanthias) in Subareas 1-10  12 and 14 (the Northeast Atlantic and adjacent waters)",105923,"Squalus acanthias","105923 27.14.b.1"
"dgs.27.nea","DGS","27.14.b.2","IC_Sub-divisions","Spurdog (Squalus acanthias) in Subareas 1-10  12 and 14 (the Northeast Atlantic and adjacent waters)",105923,"Squalus acanthias","105923 27.14.b.2"
"dgs.27.nea","DGS","27.5.a.2","IC_Sub-divisions","Spurdog (Squalus acanthias) in Subareas 1-10  12 and 14 (the Northeast Atlantic and adjacent waters)",105923,"Squalus acanthias","105923 27.5.a.2"
"dgs.27.nea","DGS","27.4.outFU","IC_Divisions","Spurdog (Squalus acanthias) in Subareas 1-10  12 and 14 (the Northeast Atlantic and adjacent waters)",105923,"Squalus acanthias","105923 27.4.outFU"
"dgs.27.nea","DGS","27.7.outFU","IC_Divisions","Spurdog (Squalus acanthias) in Subareas 1-10  12 and 14 (the Northeast Atlantic and adjacent waters)",105923,"Squalus acanthias","105923 27.7.outFU"
"dgs.27.nea","DGS","27.5.b.1.a","IC_AreaUnit","Spurdog (Squalus acanthias) in Subareas 1-10  12 and 14 (the Northeast Atlantic and adjacent waters)",105923,"Squalus acanthias","105923 27.5.b.1.a"
"dgs.27.nea","DGS","27.5.b.1.b","IC_AreaUnit","Spurdog (Squalus acanthias) in Subareas 1-10  12 and 14 (the Northeast Atlantic and adjacent waters)",105923,"Squalus acanthias","105923 27.5.b.1.b"
"dgs.27.nea","DGS","27.6.b.2","IC_Sub-divisions","Spurdog (Squalus acanthias) in Subareas 1-10  12 and 14 (the Northeast Atlantic and adjacent waters)",105923,"Squalus acanthias","105923 27.6.b.2"
"dgs.27.nea","DGS","27.6.b.1","IC_Sub-divisions","Spurdog (Squalus acanthias) in Subareas 1-10  12 and 14 (the Northeast Atlantic and adjacent waters)",105923,"Squalus acanthias","105923 27.6.b.1"
"dgs.27.nea","DGS","27.7.c.1","IC_Sub-divisions","Spurdog (Squalus acanthias) in Subareas 1-10  12 and 14 (the Northeast Atlantic and adjacent waters)",105923,"Squalus acanthias","105923 27.7.c.1"
"dgs.27.nea","DGS","27.7.c.2","IC_Sub-divisions","Spurdog (Squalus acanthias) in Subareas 1-10  12 and 14 (the Northeast Atlantic and adjacent waters)",105923,"Squalus acanthias","105923 27.7.c.2"
"dgs.27.nea","DGS","27.7.j.1","IC_Sub-divisions","Spurdog (Squalus acanthias) in Subareas 1-10  12 and 14 (the Northeast Atlantic and adjacent waters)",105923,"Squalus acanthias","105923 27.7.j.1"
"dgs.27.nea","DGS","27.7.j.2","IC_Sub-divisions","Spurdog (Squalus acanthias) in Subareas 1-10  12 and 14 (the Northeast Atlantic and adjacent waters)",105923,"Squalus acanthias","105923 27.7.j.2"
"dgs.27.nea","DGS","27.7.k.1","IC_Sub-divisions","Spurdog (Squalus acanthias) in Subareas 1-10  12 and 14 (the Northeast Atlantic and adjacent waters)",105923,"Squalus acanthias","105923 27.7.k.1"
"dgs.27.nea","DGS","27.7.k.2","IC_Sub-divisions","Spurdog (Squalus acanthias) in Subareas 1-10  12 and 14 (the Northeast Atlantic and adjacent waters)",105923,"Squalus acanthias","105923 27.7.k.2"
"dgs.27.nea","DGS","27.8.d.1","IC_Sub-divisions","Spurdog (Squalus acanthias) in Subareas 1-10  12 and 14 (the Northeast Atlantic and adjacent waters)",105923,"Squalus acanthias","105923 27.8.d.1"
"dgs.27.nea","DGS","27.8.d.2","IC_Sub-divisions","Spurdog (Squalus acanthias) in Subareas 1-10  12 and 14 (the Northeast Atlantic and adjacent waters)",105923,"Squalus acanthias","105923 27.8.d.2"
"dgs.27.nea","DGS","27.8.e.1","IC_Sub-divisions","Spurdog (Squalus acanthias) in Subareas 1-10  12 and 14 (the Northeast Atlantic and adjacent waters)",105923,"Squalus acanthias","105923 27.8.e.1"
"dgs.27.nea","DGS","27.8.e.2","IC_Sub-divisions","Spurdog (Squalus acanthias) in Subareas 1-10  12 and 14 (the Northeast Atlantic and adjacent waters)",105923,"Squalus acanthias","105923 27.8.e.2"
"dgs.27.nea","DGS","27.2.b.1","IC_Sub-divisions","Spurdog (Squalus acanthias) in Subareas 1-10  12 and 14 (the Northeast Atlantic and adjacent waters)",105923,"Squalus acanthias","105923 27.2.b.1"
"dgs.27.nea","DGS","27.2.b.2","IC_Sub-divisions","Spurdog (Squalus acanthias) in Subareas 1-10  12 and 14 (the Northeast Atlantic and adjacent waters)",105923,"Squalus acanthias","105923 27.2.b.2"
"dgs.27.nea","DGS","27.9.a.c","IC_Sub-divisions","Spurdog (Squalus acanthias) in Subareas 1-10  12 and 14 (the Northeast Atlantic and adjacent waters)",105923,"Squalus acanthias","105923 27.9.a.c"
"dgx.27.nea","DGX","27.4","IC_Sub-areas","Dogfish (Squalidae) in Subareas 1-10  12 and 14 (the Northeast Atlantic and adjacent waters)",105716,"Squalidae","105716 27.4"
"dgx.27.nea","DGX","27.3","IC_Sub-areas","Dogfish (Squalidae) in Subareas 1-10  12 and 14 (the Northeast Atlantic and adjacent waters)",105716,"Squalidae","105716 27.3"
"dgx.27.nea","DGX","27.4.a","IC_Divisions","Dogfish (Squalidae) in Subareas 1-10  12 and 14 (the Northeast Atlantic and adjacent waters)",105716,"Squalidae","105716 27.4.a"
"dgx.27.nea","DGX","27.1","IC_Sub-areas","Dogfish (Squalidae) in Subareas 1-10  12 and 14 (the Northeast Atlantic and adjacent waters)",105716,"Squalidae","105716 27.1"
"dgx.27.nea","DGX","27.2","IC_Sub-areas","Dogfish (Squalidae) in Subareas 1-10  12 and 14 (the Northeast Atlantic and adjacent waters)",105716,"Squalidae","105716 27.2"
"dgx.27.nea","DGX","27.5","IC_Sub-areas","Dogfish (Squalidae) in Subareas 1-10  12 and 14 (the Northeast Atlantic and adjacent waters)",105716,"Squalidae","105716 27.5"
"dgx.27.nea","DGX","27.6","IC_Sub-areas","Dogfish (Squalidae) in Subareas 1-10  12 and 14 (the Northeast Atlantic and adjacent waters)",105716,"Squalidae","105716 27.6"
"dgx.27.nea","DGX","27.7","IC_Sub-areas","Dogfish (Squalidae) in Subareas 1-10  12 and 14 (the Northeast Atlantic and adjacent waters)",105716,"Squalidae","105716 27.7"
"dgx.27.nea","DGX","27.8","IC_Sub-areas","Dogfish (Squalidae) in Subareas 1-10  12 and 14 (the Northeast Atlantic and adjacent waters)",105716,"Squalidae","105716 27.8"
"dgx.27.nea","DGX","27.9","IC_Sub-areas","Dogfish (Squalidae) in Subareas 1-10  12 and 14 (the Northeast Atlantic and adjacent waters)",105716,"Squalidae","105716 27.9"
"dgx.27.nea","DGX","27.1","IC_Sub-areas","Dogfish (Squalidae) in Subareas 1-10  12 and 14 (the Northeast Atlantic and adjacent waters)",105716,"Squalidae","105716 27.1"
"dgx.27.nea","DGX","27.12","IC_Sub-areas","Dogfish (Squalidae) in Subareas 1-10  12 and 14 (the Northeast Atlantic and adjacent waters)",105716,"Squalidae","105716 27.12"
"dgx.27.nea","DGX","27.14","IC_Sub-areas","Dogfish (Squalidae) in Subareas 1-10  12 and 14 (the Northeast Atlantic and adjacent waters)",105716,"Squalidae","105716 27.14"
"dgx.27.nea","DGX","27.2.a","IC_Divisions","Dogfish (Squalidae) in Subareas 1-10  12 and 14 (the Northeast Atlantic and adjacent waters)",105716,"Squalidae","105716 27.2.a"
"dgx.27.nea","DGX","27.2.b","IC_Divisions","Dogfish (Squalidae) in Subareas 1-10  12 and 14 (the Northeast Atlantic and adjacent waters)",105716,"Squalidae","105716 27.2.b"
"dgx.27.nea","DGX","27.3.a","IC_Divisions","Dogfish (Squalidae) in Subareas 1-10  12 and 14 (the Northeast Atlantic and adjacent waters)",105716,"Squalidae","105716 27.3.a"
"dgx.27.nea","DGX","27.3.d","IC_Divisions","Dogfish (Squalidae) in Subareas 1-10  12 and 14 (the Northeast Atlantic and adjacent waters)",105716,"Squalidae","105716 27.3.d"
"dgx.27.nea","DGX","27.4.b","IC_Divisions","Dogfish (Squalidae) in Subareas 1-10  12 and 14 (the Northeast Atlantic and adjacent waters)",105716,"Squalidae","105716 27.4.b"
"dgx.27.nea","DGX","27.4.c","IC_Divisions","Dogfish (Squalidae) in Subareas 1-10  12 and 14 (the Northeast Atlantic and adjacent waters)",105716,"Squalidae","105716 27.4.c"
"dgx.27.nea","DGX","27.5.a","IC_Divisions","Dogfish (Squalidae) in Subareas 1-10  12 and 14 (the Northeast Atlantic and adjacent waters)",105716,"Squalidae","105716 27.5.a"
"dgx.27.nea","DGX","27.5.b","IC_Divisions","Dogfish (Squalidae) in Subareas 1-10  12 and 14 (the Northeast Atlantic and adjacent waters)",105716,"Squalidae","105716 27.5.b"
"dgx.27.nea","DGX","27.6.a","IC_Divisions","Dogfish (Squalidae) in Subareas 1-10  12 and 14 (the Northeast Atlantic and adjacent waters)",105716,"Squalidae","105716 27.6.a"
"dgx.27.nea","DGX","27.6.b","IC_Divisions","Dogfish (Squalidae) in Subareas 1-10  12 and 14 (the Northeast Atlantic and adjacent waters)",105716,"Squalidae","105716 27.6.b"
"dgx.27.nea","DGX","27.7.a","IC_Divisions","Dogfish (Squalidae) in Subareas 1-10  12 and 14 (the Northeast Atlantic and adjacent waters)",105716,"Squalidae","105716 27.7.a"
"dgx.27.nea","DGX","27.7.d","IC_Divisions","Dogfish (Squalidae) in Subareas 1-10  12 and 14 (the Northeast Atlantic and adjacent waters)",105716,"Squalidae","105716 27.7.d"
"dgx.27.nea","DGX","27.7.e","IC_Divisions","Dogfish (Squalidae) in Subareas 1-10  12 and 14 (the Northeast Atlantic and adjacent waters)",105716,"Squalidae","105716 27.7.e"
"dgx.27.nea","DGX","27.7.f","IC_Divisions","Dogfish (Squalidae) in Subareas 1-10  12 and 14 (the Northeast Atlantic and adjacent waters)",105716,"Squalidae","105716 27.7.f"
"dgx.27.nea","DGX","27.14.a","IC_Divisions","Dogfish (Squalidae) in Subareas 1-10  12 and 14 (the Northeast Atlantic and adjacent waters)",105716,"Squalidae","105716 27.14.a"
"dgx.27.nea","DGX","27.14.b","IC_Divisions","Dogfish (Squalidae) in Subareas 1-10  12 and 14 (the Northeast Atlantic and adjacent waters)",105716,"Squalidae","105716 27.14.b"
"dgx.27.nea","DGX","27.3.b","IC_Divisions","Dogfish (Squalidae) in Subareas 1-10  12 and 14 (the Northeast Atlantic and adjacent waters)",105716,"Squalidae","105716 27.3.b"
"dgx.27.nea","DGX","27.3.c","IC_Divisions","Dogfish (Squalidae) in Subareas 1-10  12 and 14 (the Northeast Atlantic and adjacent waters)",105716,"Squalidae","105716 27.3.c"
"dgx.27.nea","DGX","27.7.b","IC_Divisions","Dogfish (Squalidae) in Subareas 1-10  12 and 14 (the Northeast Atlantic and adjacent waters)",105716,"Squalidae","105716 27.7.b"
"dgx.27.nea","DGX","27.7.c","IC_Divisions","Dogfish (Squalidae) in Subareas 1-10  12 and 14 (the Northeast Atlantic and adjacent waters)",105716,"Squalidae","105716 27.7.c"
"dgx.27.nea","DGX","27.7.g","IC_Divisions","Dogfish (Squalidae) in Subareas 1-10  12 and 14 (the Northeast Atlantic and adjacent waters)",105716,"Squalidae","105716 27.7.g"
"dgx.27.nea","DGX","27.7.h","IC_Divisions","Dogfish (Squalidae) in Subareas 1-10  12 and 14 (the Northeast Atlantic and adjacent waters)",105716,"Squalidae","105716 27.7.h"
"dgx.27.nea","DGX","27.7.j","IC_Divisions","Dogfish (Squalidae) in Subareas 1-10  12 and 14 (the Northeast Atlantic and adjacent waters)",105716,"Squalidae","105716 27.7.j"
"dgx.27.nea","DGX","27.7.k","IC_Divisions","Dogfish (Squalidae) in Subareas 1-10  12 and 14 (the Northeast Atlantic and adjacent waters)",105716,"Squalidae","105716 27.7.k"
"dgx.27.nea","DGX","27.8.a","IC_Divisions","Dogfish (Squalidae) in Subareas 1-10  12 and 14 (the Northeast Atlantic and adjacent waters)",105716,"Squalidae","105716 27.8.a"
"dgx.27.nea","DGX","27.8.b","IC_Divisions","Dogfish (Squalidae) in Subareas 1-10  12 and 14 (the Northeast Atlantic and adjacent waters)",105716,"Squalidae","105716 27.8.b"
"dgx.27.nea","DGX","27.8.c","IC_Divisions","Dogfish (Squalidae) in Subareas 1-10  12 and 14 (the Northeast Atlantic and adjacent waters)",105716,"Squalidae","105716 27.8.c"
"dgx.27.nea","DGX","27.8.d","IC_Divisions","Dogfish (Squalidae) in Subareas 1-10  12 and 14 (the Northeast Atlantic and adjacent waters)",105716,"Squalidae","105716 27.8.d"
"dgx.27.nea","DGX","27.8.e","IC_Divisions","Dogfish (Squalidae) in Subareas 1-10  12 and 14 (the Northeast Atlantic and adjacent waters)",105716,"Squalidae","105716 27.8.e"
"dgx.27.nea","DGX","27.9.a","IC_Divisions","Dogfish (Squalidae) in Subareas 1-10  12 and 14 (the Northeast Atlantic and adjacent waters)",105716,"Squalidae","105716 27.9.a"
"dgx.27.nea","DGX","27.9.b","IC_Divisions","Dogfish (Squalidae) in Subareas 1-10  12 and 14 (the Northeast Atlantic and adjacent waters)",105716,"Squalidae","105716 27.9.b"
"dgx.27.nea","DGX","27","IC_AreaTopLevel","Dogfish (Squalidae) in Subareas 1-10  12 and 14 (the Northeast Atlantic and adjacent waters)",105716,"Squalidae","105716 27"
"dgx.27.nea","DGX","27.12.b","IC_Divisions","Dogfish (Squalidae) in Subareas 1-10  12 and 14 (the Northeast Atlantic and adjacent waters)",105716,"Squalidae","105716 27.12.b"
"dgx.27.nea","DGX","27.1.b","IC_Divisions","Dogfish (Squalidae) in Subareas 1-10  12 and 14 (the Northeast Atlantic and adjacent waters)",105716,"Squalidae","105716 27.1.b"
"dgx.27.nea","DGX","27.12.c","IC_Divisions","Dogfish (Squalidae) in Subareas 1-10  12 and 14 (the Northeast Atlantic and adjacent waters)",105716,"Squalidae","105716 27.12.c"
"dgx.27.nea","DGX","27.10.a","IC_Divisions","Dogfish (Squalidae) in Subareas 1-10  12 and 14 (the Northeast Atlantic and adjacent waters)",105716,"Squalidae","105716 27.10.a"
"dgx.27.nea","DGX","27.10.b","IC_Divisions","Dogfish (Squalidae) in Subareas 1-10  12 and 14 (the Northeast Atlantic and adjacent waters)",105716,"Squalidae","105716 27.10.b"
"dgx.27.nea","DGX","27.12.a","IC_Divisions","Dogfish (Squalidae) in Subareas 1-10  12 and 14 (the Northeast Atlantic and adjacent waters)",105716,"Squalidae","105716 27.12.a"
"dgx.27.nea","DGX","27.1.coas","IC_Sub-areas","Dogfish (Squalidae) in Subareas 1-10  12 and 14 (the Northeast Atlantic and adjacent waters)",105716,"Squalidae","105716 27.1.coas"
"dgx.27.nea","DGX","27.2.coas","IC_Sub-areas","Dogfish (Squalidae) in Subareas 1-10  12 and 14 (the Northeast Atlantic and adjacent waters)",105716,"Squalidae","105716 27.2.coas"
"dgx.27.nea","DGX","27.1.a","IC_Divisions","Dogfish (Squalidae) in Subareas 1-10  12 and 14 (the Northeast Atlantic and adjacent waters)",105716,"Squalidae","105716 27.1.a"
"edt.27.nea","EDT","27.4","IC_Sub-areas","Musky octopus (Eledone moschata) in subareas 4-9 and divisions 2.a and 3.a (Norwegian Sea  Skagerrak and Kattegat",140601,"Eledone moschata","140601 27.4"
"edt.27.nea","EDT","27.4.a","IC_Divisions","Musky octopus (Eledone moschata) in subareas 4-9 and divisions 2.a and 3.a (Norwegian Sea  Skagerrak and Kattegat",140601,"Eledone moschata","140601 27.4.a"
"edt.27.nea","EDT","27.5","IC_Sub-areas","Musky octopus (Eledone moschata) in subareas 4-9 and divisions 2.a and 3.a (Norwegian Sea  Skagerrak and Kattegat",140601,"Eledone moschata","140601 27.5"
"edt.27.nea","EDT","27.6","IC_Sub-areas","Musky octopus (Eledone moschata) in subareas 4-9 and divisions 2.a and 3.a (Norwegian Sea  Skagerrak and Kattegat",140601,"Eledone moschata","140601 27.6"
"edt.27.nea","EDT","27.7","IC_Sub-areas","Musky octopus (Eledone moschata) in subareas 4-9 and divisions 2.a and 3.a (Norwegian Sea  Skagerrak and Kattegat",140601,"Eledone moschata","140601 27.7"
"edt.27.nea","EDT","27.8","IC_Sub-areas","Musky octopus (Eledone moschata) in subareas 4-9 and divisions 2.a and 3.a (Norwegian Sea  Skagerrak and Kattegat",140601,"Eledone moschata","140601 27.8"
"edt.27.nea","EDT","27.9","IC_Sub-areas","Musky octopus (Eledone moschata) in subareas 4-9 and divisions 2.a and 3.a (Norwegian Sea  Skagerrak and Kattegat",140601,"Eledone moschata","140601 27.9"
"edt.27.nea","EDT","27.2.a","IC_Divisions","Musky octopus (Eledone moschata) in subareas 4-9 and divisions 2.a and 3.a (Norwegian Sea  Skagerrak and Kattegat",140601,"Eledone moschata","140601 27.2.a"
"edt.27.nea","EDT","27.3.a","IC_Divisions","Musky octopus (Eledone moschata) in subareas 4-9 and divisions 2.a and 3.a (Norwegian Sea  Skagerrak and Kattegat",140601,"Eledone moschata","140601 27.3.a"
"edt.27.nea","EDT","27.4.b","IC_Divisions","Musky octopus (Eledone moschata) in subareas 4-9 and divisions 2.a and 3.a (Norwegian Sea  Skagerrak and Kattegat",140601,"Eledone moschata","140601 27.4.b"
