TAXOCODE,3A_CODE,Scientific_name,Author,,AphiaID,Match type,ScientificName,Authority,AphiaID_accepted,Kingdom,Phylum,Class,Order,Family,Genus,Subgenus,Species,Subspecies,in_ERMS
31612050XX,QZX,Darina spp,,,492536,exact,Darina,Gray 1853,492536,Animalia,Mollusca,Bivalvia,Veneroida,Mactridae,Darina,,,,1
30731005XX,FEX,Fusitriton spp,,,390535,exact,Fusitriton,Cossmann 1903,390535,Animalia,Mollusca,Gastropoda,Littorinimorpha,Ranellidae,Fusitriton,,,,0
31611099XX,FDX,Leukoma spp,,,492481,exact,Leukoma,Römer 1857,492481,Animalia,Mollusca,Bivalvia,Veneroida,Veneridae,Leukoma,,,,0
31630008XX,EWX,Lucina spp,,,147468,exact,Lucina,Brugui?re 1797,147468,Animalia,Mollusca,Bivalvia,Lucinoida,Lucinidae,Lucina,,,,1
30742008XX,WTX,Odontocymbiola spp,,,382323,exact,Odontocymbiola,Clench & Turner 1964,382323,Animalia,Mollusca,Gastropoda,Neogastropoda,Volutidae,Odontocymbiola,,,,0
30708009XX,WUX,Pareuthria spp,,,196933,exact,Pareuthria,Strebel 1905,196933,Animalia,Mollusca,Gastropoda,Neogastropoda,Buccinidae,Pareuthria,,,,0
30731004XX,YYX,Priene spp,,,463498,exact,Priene,H. Adams & A. Adams 1858,463498,Animalia,Mollusca,Gastropoda,Littorinimorpha,Ranellidae,Priene,,,,1
30716003XX,JYX,Scurria spp,,,456553,exact,Scurria,Gray 1847,456553,Animalia,Mollusca,Gastropoda,,Lottiidae,Scurria,,,,0
30752001XX,UDX,Trochita spp,,,224253,exact,Trochita,Schumacher 1817,224253,Animalia,Mollusca,Gastropoda,Littorinimorpha,Calyptraeidae,Trochita,,,,0
31612004XX,RIX,Rangia spp,,,156990,exact,Rangia,Desmoulins 1832,156990,Animalia,Mollusca,Bivalvia,Veneroida,Mactridae,Rangia,,,,1
31636003XX,FJX,Pholas spp,,,138343,exact,Pholas,Linnaeus 1758,138343,Animalia,Mollusca,Bivalvia,Myoida,Pholadidae,Pholas,,,,1
30702013XX,NCX,Chicoreus spp,,,205487,exact,Chicoreus,Montfort 1810,205487,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Chicoreus,,,,0
31638006XX,FWX,Asaphis spp,,,204788,exact,Asaphis,Modeer 1793,204788,Animalia,Mollusca,Bivalvia,Veneroida,Psammobiidae,Asaphis,,,,1
31611027XX,VEX,Venus spp,,,138648,exact,Venus,Linnaeus 1758,138648,Animalia,Mollusca,Bivalvia,Veneroida,Veneridae,Venus,,,,1
30725003XX,UAX,Turbinella spp,,,,,,,,,,,,,,,,,0
30708008XX,FPX,Trophon spp,,,138208,exact,Trophon,Montfort 1810,138208,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Trophon,,,,1
31623010XX,YWX,Trachycardium spp,,,203976,exact,Trachycardium,Mörch 1853,203976,Animalia,Mollusca,Bivalvia,Veneroida,Cardiidae,Trachycardium,,,,0
30702004XX,IBX,Thais spp,,,138207,exact,Thais,Röding 1798,138207,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Thais,,,,1
30704001XX,GFX,Tegula spp,,,413467,exact,Tegula,Lesson 1832,413467,Animalia,Mollusca,Gastropoda,,Tegulidae,Tegula,,,,0
31640002XX,GHX,Tagelus spp,,,156997,exact,Tagelus,Gray 1847,156997,Animalia,Mollusca,Bivalvia,Veneroida,Solecurtidae,Tagelus,,,,1
31641001XX,DZX,Spondylus spp,,,138518,exact,Spondylus,Linnaeus 1758,138518,Animalia,Mollusca,Bivalvia,Pectinoida,Spondylidae,Spondylus,,,,1
31640004XX,UUX,Solecurtus spp,,,138513,exact,Solecurtus,Blainville 1824,138513,Animalia,Mollusca,Bivalvia,Veneroida,Solecurtidae,Solecurtus,,,,1
30717009XX,UIX,Sinum spp,,,138244,exact,Sinum,Röding 1798,138244,Animalia,Mollusca,Gastropoda,Littorinimorpha,Naticidae,Sinum,,,,1
31616007XX,IQX,Siliqua spp,,,159997,exact,Siliqua,Megerle von Mühlfeld 1811,159997,Animalia,Mollusca,Bivalvia,[unassigned] Euheterodonta,Pharidae,Siliqua,,,,0
31604005XX,FTX,Scapharca spp,,,204489,exact,Scapharca,J.E. Gray 1847,204489,Animalia,Mollusca,Bivalvia,Arcoida,Arcidae,Scapharca,,,,1
31611037XX,XDX,Saxidomus spp,,,367777,exact,Saxidomus,Conrad 1837,367777,Animalia,Mollusca,Bivalvia,Veneroida,Veneridae,Saxidomus,,,,0
31638005XX,UJX,Sanguinolaria spp,,,206767,exact,Sanguinolaria,Lamarck 1799,206767,Animalia,Mollusca,Bivalvia,Veneroida,Psammobiidae,Sanguinolaria,,,,1
31607003XX,OZX,Saccostrea spp,,,138300,exact,Saccostrea,Dollfus & Dautzenberg 1920,138300,Animalia,Mollusca,Bivalvia,Ostreoida,Ostreidae,Saccostrea,,,,1
30709002XX,UGX,Pugilina spp,,,224383,exact,Pugilina,Schumacher 1817,224383,Animalia,Mollusca,Gastropoda,Neogastropoda,Melongenidae,Pugilina,,,,0
31606023XX,TXX,Pteria spp,,,138397,exact,Pteria,Scopoli 1777,138397,Animalia,Mollusca,Bivalvia,Pterioida,Pteriidae,Pteria,,,,1
31621002XX,YGX,Polymesoda spp,,,415847,exact,Polymesoda,Rafinesque 1820,415847,Animalia,Mollusca,Bivalvia,Veneroida,Cyrenidae,Polymesoda,,,,0
31620003XX,NXX,Pododesmus spp,,,137653,exact,Pododesmus,Philippi 1837,137653,Animalia,Mollusca,Bivalvia,Pectinoida,Anomiidae,Pododesmus,,,,1
30714002XX,UVX,Pleuroploca spp,,,204742,exact,Pleuroploca,P. Fischer 1884,204742,Animalia,Mollusca,Gastropoda,Neogastropoda,Fasciolariidae,Pleuroploca,,,,0
31611021XX,IUX,Pitar spp,,,138644,exact,Pitar,Römer 1857,138644,Animalia,Mollusca,Bivalvia,Veneroida,Veneridae,Pitar,,,,1
31637002XX,IDX,Pinna spp,,,138352,exact,Pinna,Linnaeus 1758,138352,Animalia,Mollusca,Bivalvia,Pterioida,Pinnidae,Pinna,,,,1
30711001XX,FAX,Phalium spp,,,137749,exact,Phalium,Link 1807,137749,Animalia,Mollusca,Gastropoda,Littorinimorpha,Cassidae,Phalium,,,,1
31647002XX,PIX,Petricola spp,,,138332,exact,Petricola,Lamarck 1801,138332,Animalia,Mollusca,Bivalvia,Veneroida,Veneridae,Petricola,,,,1
31624002XX,AKX,Paphies spp,,,206582,exact,Paphies,Lesson 1831,206582,Animalia,Mollusca,Bivalvia,Veneroida,Mesodesmatidae,Paphies,,,,0
31618089XX,GEX,Panopea spp,,,225484,exact,Panopea,Ménard de la Groye 1807,225484,Animalia,Mollusca,Bivalvia,[unassigned] Euheterodonta,Hiatellidae,Panopea,,,,1
30718001XX,OXX,Oliva spp,,,205393,exact,Oliva,Brugui?re 1789,205393,Animalia,Mollusca,Gastropoda,Neogastropoda,Olividae,Oliva,,,,0
31604004XX,NKX,Noetia spp,,,156907,exact,Noetia,Gray 1857,156907,Animalia,Mollusca,Bivalvia,Arcoida,Noetiidae,Noetia,,,,0
30735001XX,NIX,Nerita spp,,,138254,exact,Nerita,Linnaeus 1758,138254,Animalia,Mollusca,Gastropoda,Cycloneritimorpha,Neritidae,Nerita,,,,1
30717001XX,NDX,Natica spp,,,138240,exact,Natica,Scopoli 1777,138240,Animalia,Mollusca,Gastropoda,Littorinimorpha,Naticidae,Natica,,,,1
30733002XX,NBX,Nassarius spp,,,138235,exact,Nassarius,Duméril 1805,138235,Animalia,Mollusca,Gastropoda,Neogastropoda,Nassariidae,Nassarius,,,,1
31624039XX,EBX,Mesodesma spp,,,156804,exact,Mesodesma,Deshayes 1831,156804,Animalia,Mollusca,Bivalvia,Veneroida,Mesodesmatidae,Mesodesma,,,,1
31611075XX,EAX,Mercenaria spp,,,138642,exact,Mercenaria,Schumacher 1817,138642,Animalia,Mollusca,Bivalvia,Veneroida,Veneridae,Mercenaria,,,,1
30709001XX,NFX,Melongena spp,,,205587,exact,Melongena,Schumacher 1817,205587,Animalia,Mollusca,Gastropoda,Neogastropoda,Melongenidae,Melongena,,,,0
30723001XX,MZX,Malea spp,,,204597,exact,Malea,Valenciennes 1832,204597,Animalia,Mollusca,Gastropoda,Littorinimorpha,Tonnidae,Malea,,,,0
31612007XX,WMX,Mactrellona spp,,,492523,exact,Mactrellona,Marks 1915,492523,Animalia,Mollusca,Bivalvia,Veneroida,Mactridae,Mactrellona,,,,0
31611015XX,KAX,Macrocallista spp,,,205150,exact,Macrocallista,Meek 1876,205150,Animalia,Mollusca,Bivalvia,Veneroida,Veneridae,Macrocallista,,,,0
31642001XX,OVX,Macoma spp,,,138531,exact,Macoma,Leach 1819,138531,Animalia,Mollusca,Bivalvia,Veneroida,Tellinidae,Macoma,,,,1
31612003XX,UQX,Lutraria spp,,,138157,exact,Lutraria,Lamarck 1799,138157,Animalia,Mollusca,Bivalvia,Veneroida,Mactridae,Lutraria,,,,1
30716001XX,KJX,Lottia spp,,,160336,exact,Lottia,Gray 1833,160336,Animalia,Mollusca,Gastropoda,,Lottiidae,Lottia,,,,1
31610006XX,NJX,Lithophaga spp,,,138220,exact,Lithophaga,Röding 1798,138220,Animalia,Mollusca,Bivalvia,Mytiloida,Mytilidae,Lithophaga,,,,1
31627001XX,ERX,Laternula spp,,,138106,exact,Laternula,Röding 1798,138106,Animalia,Mollusca,Bivalvia,Anomalodesmata,Laternulidae,Laternula,,,,1
30706001XX,BPX,Lambis spp,,,205790,exact,Lambis,Röding 1798,205790,Animalia,Mollusca,Gastropoda,Littorinimorpha,Strombidae,Lambis,,,,1
31623008XX,KZX,Laevicardium spp,,,137738,exact,Laevicardium,Swainson 1840,137738,Animalia,Mollusca,Bivalvia,Veneroida,Cardiidae,Laevicardium,,,,1
31625001XX,IMX,Isognomon spp,,,138091,exact,Isognomon,Lightfoot 1786,138091,Animalia,Mollusca,Bivalvia,Pterioida,Pteriidae,Isognomon,,,,1
31615003XX,IFX,Iphigenia spp,,,,,,,,,,,,,,,,,0
31614001XX,YRX,Hyotissa spp,,,204006,exact,Hyotissa,Stenzel 1971,204006,Animalia,Mollusca,Bivalvia,Ostreoida,Gryphaeidae,Hyotissa,,,,1
30702001XX,HZX,Hexaplex spp,,,138194,exact,Hexaplex,Perry 1810,138194,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Hexaplex,,,,1
31638001XX,GIX,Gari spp,,,138388,exact,Gari,Schumacher 1817,138388,Animalia,Mollusca,Bivalvia,Veneroida,Psammobiidae,Gari,,,,1
31615001XX,GKX,Galatea spp,,,492282,exact,Galatea,Brugui?re 1797,492282,Animalia,Mollusca,Bivalvia,Veneroida,Donacidae,Galatea,,,,0
31623006XX,FVX,Fulvia spp,,,137737,exact,Fulvia,J. E. Gray 1853,137737,Animalia,Mollusca,Bivalvia,Veneroida,Cardiidae,Fulvia,,,,1
30715002XX,FSX,Fissurella spp,,,138013,exact,Fissurella,Brugui?re 1789,138013,Animalia,Mollusca,Gastropoda,,Fissurellidae,Fissurella,,,,1
30714003XX,FKX,Fasciolaria spp,,,138001,exact,Fasciolaria,Lamarck 1799,138001,Animalia,Mollusca,Gastropoda,Neogastropoda,Fasciolariidae,Fasciolaria,,,,1
31611010XX,EZX,Eurhomalea spp,,,492474,exact,Eurhomalea,Cossmann 1920,492474,Animalia,Mollusca,Bivalvia,Veneroida,Veneridae,Eurhomalea,,,,0
30715004XX,DFX,Diodora spp,,,138011,exact,Diodora,J.E. Gray 1821,138011,Animalia,Mollusca,Gastropoda,,Fissurellidae,Diodora,,,,1
31616008XX,UOX,Cultellus spp,,,,,,,,,,,,,,,,,0
30713002XX,KXX,Crucibulum spp,,,160231,exact,Crucibulum,Schumacher 1817,160231,Animalia,Mollusca,Gastropoda,Littorinimorpha,Calyptraeidae,Crucibulum,,,,0
30713001XX,KWX,Crepidula spp,,,137722,exact,Crepidula,Lamarck 1799,137722,Animalia,Mollusca,Gastropoda,Littorinimorpha,Calyptraeidae,Crepidula,,,,1
31630002XX,KLX,Codakia spp,,,146849,exact,Codakia,Scopoli 1777,146849,Animalia,Mollusca,Bivalvia,Lucinoida,Lucinidae,Codakia,,,,1
31611008XX,KEX,Circomphalus spp,,,152411,exact,Circomphalus,Mörch 1853,152411,Animalia,Mollusca,Bivalvia,Veneroida,Veneridae,Circomphalus,,,,1
31611007XX,KNX,Chione spp,,,,,,,,,,,,,,,,,0
30731002XX,KVX,Charonia spp,,,138425,exact,Charonia,Gistl 1847,138425,Animalia,Mollusca,Gastropoda,Littorinimorpha,Ranellidae,Charonia,,,,1
30711003XX,KSX,Cassis spp,,,206265,exact,Cassis,Scopoli 1771,206265,Animalia,Mollusca,Gastropoda,Littorinimorpha,Cassidae,Cassis,,,,1
31623003XX,KFX,Cardium spp,,,137734,exact,Cardium,Linnaeus 1758,137734,Animalia,Mollusca,Bivalvia,Veneroida,Cardiidae,Cardium,,,,1
31633004XX,KBX,Cardiocardita spp,,,225629,exact,Cardiocardita,Anton 1838,225629,Animalia,Mollusca,Bivalvia,Carditoida,Carditidae,Cardiocardita,,,,0
30733004XX,UNX,Bullia spp,,,181058,exact,Bullia,Gray 1833,181058,Animalia,Mollusca,Gastropoda,Neogastropoda,Nassariidae,Bullia,,,,1
30708001XX,BEX,Buccinum spp,,,137701,exact,Buccinum,Linnaeus 1758,137701,Animalia,Mollusca,Gastropoda,Neogastropoda,Buccinidae,Buccinum,,,,1
31604002XX,BJX,Barbatia spp,,,137672,exact,Barbatia,Gray 1842,137672,Animalia,Mollusca,Bivalvia,Arcoida,Arcidae,Barbatia,,,,1
30708006XX,YJX,Babylonia spp,,,456368,exact,Babylonia,Schlüter 1838,456368,Animalia,Mollusca,Gastropoda,Neogastropoda,Babyloniidae,Babylonia,,,,0
31642003XX,YKX,Apolymetis spp,,,225478,exact,Apolymetis,Salisbury 1929,225478,Animalia,Mollusca,Bivalvia,Veneroida,Tellinidae,Apolymetis,,,,0
31620002XX,NLX,Anomia spp,,,137650,exact,Anomia,Linnaeus 1758,137650,Animalia,Mollusca,Bivalvia,Pectinoida,Anomiidae,Anomia,,,,1
19002008XX,TFX,Tetraodon spp,,,154803,exact,Tetraodon,Linnaeus 1758,154803,Animalia,Chordata,Actinopterygii,Tetraodontiformes,Tetraodontidae,Tetraodon,,,,0
14306007XX,MDZ,Muraena spp,,,125637,exact,Muraena,Linnaeus 1758,125637,Animalia,Chordata,Actinopterygii,Anguilliformes,Muraenidae,Muraena,,,,1
14804029XX,GCQ,Ciliata spp,,,125741,exact,Ciliata,Couch 1832,125741,Animalia,Chordata,Actinopterygii,Gadiformes,Lotidae,Ciliata,,,,1
17715006XX,NUW,Blennius spp,,,125915,exact,Blennius,Linnaeus 1758,125915,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,Blennius,,,,1
19010002XX,BIX,Balistes spp,,,126228,exact,Balistes,Linnaeus 1758,126228,Animalia,Chordata,Actinopterygii,Tetraodontiformes,Balistidae,Balistes,,,,1
18301001XX,RGX,Arnoglossus spp,,,126109,exact,Arnoglossus,Bleeker 1862,126109,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Bothidae,Arnoglossus,,,,1
17032100XX,AVY,Aprion spp,,,206164,exact,Aprion,Valenciennes 1830,206164,Animalia,Chordata,Actinopterygii,Perciformes,Lutjanidae,Aprion,,,,0
16204007XX,AHX,Allocyttus spp,,,126246,exact,Allocyttus,McCulloch 1914,126246,Animalia,Chordata,Actinopterygii,Zeiformes,Oreosomatidae,Allocyttus,,,,1
17032098XX,AZX,Aphareus spp,,,,,,,,,,,,,,,,,0
17402004XX,AXQ,Acanthurus spp,,,125908,exact,Acanthurus,Forssk?l 1775,125908,Animalia,Chordata,Actinopterygii,Perciformes,Acanthuridae,Acanthurus,,,,1
78716XXXXX,GHG,Gigartinaceae,,,143733,exact,Gigartinaceae,Kützing 1843,143733,Plantae,Rhodophyta,Florideophyceae,Gigartinales,Gigartinaceae,,,,,1
40601006XX,SXQ,Arctocephalus spp,,,231390,exact,Arctocephalus,(Gray 1872),231390,Animalia,Chordata,Mammalia,Carnivora,Otariidae,Arctocephalus,,,,0
31639001XX,XML,Semele spp,,,138476,exact,Semele,Schumacher 1817,138476,Animalia,Mollusca,Bivalvia,Veneroida,Semelidae,Semele,,,,1
31610032XX,XMS,Perna spp,,,,,,,,,,,,,,,,,0
31608003XX,KTZ,Pecten spp,,,138323,exact,Pecten,O. F. Müller 1776,138323,Animalia,Mollusca,Bivalvia,Pectinoida,Pectinidae,Pecten,,,,1
31616005XX,EQX,Ensis spp,,,138333,exact,Ensis,Schumacher 1817,138333,Animalia,Mollusca,Bivalvia,[unassigned] Euheterodonta,Pharidae,Ensis,,,,1
32104007XX,UHW,Sepioteuthis spp,,,204951,exact,Sepioteuthis,Blainville 1824,204951,Animalia,Mollusca,Cephalopoda,Myopsida,Loliginidae,Sepioteuthis,,,,1
32103039XX,IOX,Sepiola spp,,,138483,exact,Sepiola,Leach 1817,138483,Animalia,Mollusca,Cephalopoda,Sepiida,Sepiolidae,Sepiola,,,,1
32102030XX,IEX,Sepiella spp,,,153103,exact,Sepiella,Gray 1849,153103,Animalia,Mollusca,Cephalopoda,Sepiida,Sepiidae,Sepiella,,,,0
32105058XX,QSX,Todarodes spp,,,138281,exact,Todarodes,Steenstrup 1880,138281,Animalia,Mollusca,Cephalopoda,Oegopsida,Ommastrephidae,Todarodes,,,,1
32105059XX,QND,Nototodarus spp,,,341450,exact,Nototodarus,Pfeffer 1912,341450,Animalia,Mollusca,Cephalopoda,Oegopsida,Ommastrephidae,Nototodarus,,,,0
32114001XX,YTW,Berryteuthis spp,,,341413,exact,Berryteuthis,Naef 1923,341413,Animalia,Mollusca,Cephalopoda,Oegopsida,Gonatidae,Berryteuthis,,,,0
31611025XX,TVW,Tivela spp,,,204741,exact,Tivela,Link 1807,204741,Animalia,Mollusca,Bivalvia,Veneroida,Veneridae,Tivela,,,,0
23121005XX,JCX,Maja spp,,,106909,exact,Maja,Lamarck 1801,106909,Animalia,Arthropoda,Malacostraca,Decapoda,Majidae,Maja,,,,1
23111196XX,LQZ,Liocarcinus spp,,,106925,exact,Liocarcinus,Stimpson 1871,106925,Animalia,Arthropoda,Malacostraca,Decapoda,Polybiidae,Liocarcinus,,,,1
23111090XX,CZW,Carcinus spp,,,106922,exact,Carcinus,Leach 1814,106922,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Carcinus,,,,1
22915005XX,TVX,Thenus spp,,,206082,exact,Thenus,Leach 1816,206082,Animalia,Arthropoda,Malacostraca,Decapoda,Scyllaridae,Thenus,,,,0
22915009XX,YLX,Scyllarus spp,,,107062,exact,Scyllarus,Fabricius 1775,107062,Animalia,Arthropoda,Malacostraca,Decapoda,Scyllaridae,Scyllarus,,,,1
22901197XX,URH,Puerulus spp,,,205259,exact,Puerulus,Ortmann 1897,205259,Animalia,Arthropoda,Malacostraca,Decapoda,Palinuridae,Puerulus,,,,0
22901180XX,INZ,Linuparus spp,,,204774,exact,Linuparus,White 1847,204774,Animalia,Arthropoda,Malacostraca,Decapoda,Palinuridae,Linuparus,,,,0
22901002XX,JSX,Jasus spp,,,246321,exact,Jasus,Parker 1883,246321,Animalia,Arthropoda,Malacostraca,Decapoda,Palinuridae,Jasus,,,,0
22829072XX,SZK,Solenocera spp,,,106826,exact,Solenocera,Lucas 1849,106826,Animalia,Arthropoda,Malacostraca,Decapoda,Solenoceridae,Solenocera,,,,1
22837001XX,RXK,Processa spp,,,107054,exact,Processa,Leach 1815 [in Leach 1815-1875],107054,Animalia,Arthropoda,Malacostraca,Decapoda,Processidae,Processa,,,,1
22804032XX,XKX,Plesionika spp,,,107046,exact,Plesionika,Spence Bate 1888,107046,Animalia,Arthropoda,Malacostraca,Decapoda,Pandalidae,Plesionika,,,,1
22829006XX,WPX,Pleoticus spp,,,158337,exact,Pleoticus,Spence Bate 1888,158337,Animalia,Arthropoda,Malacostraca,Decapoda,Solenoceridae,Pleoticus,,,,0
22801017XX,NRY,Parapenaeus spp,,,106819,exact,Parapenaeus,Smith 1885b,106819,Animalia,Arthropoda,Malacostraca,Decapoda,Penaeidae,Parapenaeus,,,,1
22812018XX,QPX,Palaemon spp,,,107032,exact,Palaemon,Weber 1795,107032,Animalia,Arthropoda,Malacostraca,Decapoda,Palaemonidae,Palaemon,,,,1
22829007XX,HZM,Hymenopenaeus spp,,,106825,exact,Hymenopenaeus,Smith 1882,106825,Animalia,Arthropoda,Malacostraca,Decapoda,Solenoceridae,Hymenopenaeus,,,,1
22802031XX,AXR,Aristeus spp,,,106807,exact,Aristeus,Duvernoy 1840,106807,Animalia,Arthropoda,Malacostraca,Decapoda,Aristeidae,Aristeus,,,,1
14804008XX,URZ,Urophycis spp,,,125774,exact,Urophycis,Gill 1863,125774,Animalia,Chordata,Actinopterygii,Gadiformes,Phycidae,Urophycis,,,,1
14804032XX,XOD,Trisopterus spp,,,125739,exact,Trisopterus,Rafinesque 1814,125739,Animalia,Chordata,Actinopterygii,Gadiformes,Gadidae,Trisopterus,,,,1
17503009XX,WHH,Tetrapturus spp,,,126014,exact,Tetrapturus,Rafinesque 1810,126014,Animalia,Chordata,Actinopterygii,Perciformes,Istiophoridae,Tetrapturus,,,,1
17063387XX,YFX,Symphodus spp,,,126023,exact,Symphodus,Rafinesque 1810,126023,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Symphodus,,,,1
17603004XX,BQX,Stromateus spp,,,126090,exact,Stromateus,Linnaeus 1758,126090,Animalia,Chordata,Actinopterygii,Perciformes,Stromateidae,Stromateus,,,,1
17092440XX,GTX,Patagonotothen spp,,,234527,exact,Patagonotothen,Balushkin 1976,234527,Animalia,Chordata,Actinopterygii,Perciformes,Nototheniidae,Patagonotothen,,,,0
17092400XX,NHY,Paranotothenia spp,,,234560,exact,Paranotothenia,Balushkin 1976,234560,Animalia,Chordata,Actinopterygii,Perciformes,Nototheniidae,Paranotothenia,,,,0
17092019XX,NXO,Notothenia spp,,,234532,exact,Notothenia,Richardson 1844,234532,Animalia,Chordata,Actinopterygii,Perciformes,Nototheniidae,Notothenia,,,,0
18302024XX,YEX,Limanda spp,,,126117,exact,Limanda,Gottsche 1835,126117,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Pleuronectidae,Limanda,,,,1
17063005XX,WRX,Labrus spp,,,126021,exact,Labrus,Linnaeus 1758,126021,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Labrus,,,,1
17063119XX,OFW,Choerodon spp,,,204382,exact,Choerodon,Bleeker 1847,204382,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Choerodon,,,,0
10901019XX,YCX,Centroscyllium spp,,,105772,exact,Centroscyllium,Müller & Henle 1841,105772,Animalia,Chordata,Elasmobranchii,Squaliformes,Etmopteridae,Centroscyllium,,,,1
16302003XX,AVX,Atherina spp,,,125659,exact,Atherina,Linnaeus 1758,125659,Animalia,Chordata,Actinopterygii,Atheriniformes,Atherinidae,Atherina,,,,1
17037106XX,RXY,Argyrosomus spp,,,126052,exact,Argyrosomus,De la Pylaie 1835,126052,Animalia,Chordata,Actinopterygii,Perciformes,Sciaenidae,Argyrosomus,,,,1
12106022XX,EVK,Anchoviella spp,,,158700,exact,Anchoviella,Fowler 1911,158700,Animalia,Chordata,Actinopterygii,Clupeiformes,Engraulidae,Anchoviella,,,,0
13801XXXXX001,TXY,P. mesopotamicus x C. macropomum,,,,,,,,,,,,,,,,,0
11004034XX,XMB,Psammobatis spp,,,270549,exact,Psammobatis,Günther 1870,270549,Animalia,Chordata,Elasmobranchii,Rajiformes,Arhynchobatidae,Psammobatis,,,,0
31611096XX,DSZ,Dosinia spp,,,138636,exact,Dosinia,Scopoli 1777,138636,Animalia,Mollusca,Bivalvia,Veneroida,Veneridae,Dosinia,,,,1
31612008XX,MWQ,Mactra spp,,,138158,exact,Mactra,Linnaeus 1767,138158,Animalia,Mollusca,Bivalvia,Veneroida,Mactridae,Mactra,,,,1
17062XXXXX,DSF,Pomacentridae,,,125553,exact,Pomacentridae,,125553,Animalia,Chordata,Actinopterygii,Perciformes,Pomacentridae,,,,,1
17608003XX,SXE,Schedophilus spp,,,125952,exact,Schedophilus,Cocco 1839,125952,Animalia,Chordata,Actinopterygii,Perciformes,Centrolophidae,Schedophilus,,,,1
12309XXXXX,ISZ,Salangidae,,,154213,exact,Salangidae,,154213,Animalia,Chordata,Actinopterygii,Osmeriformes,Salangidae,,,,,0
692XXXXXXX002,OEQ,Euryalida,,,242196,exact,Euryalida,Lamarck 1816,242196,Animalia,Echinodermata,Ophiuroidea,Euryalida,,,,,,1
617XXXXXXX001,AZN,Anthoathecatae,,,816153,exact,Anthoathecatae,,13551,Animalia,Cnidaria,Hydrozoa,Anthoathecatae,,,,,,0
603XXXXXXX,XEF,Xenophyophora,,,,,,,,,,,,,,,,,0
608XXXXXXX,PBQ,Pterobranchia,,,1819,exact,Pterobranchia,Lankester 1877,579849,Animalia,Hemichordata,Pterobranchia,,,,,,,1
21304XXXXX,BWY,Bathylasmatidae,,,106064,exact,Bathylasmatidae,Newman & Ross 1971,106078,Animalia,Arthropoda,Maxillopoda,Sessilia,Bathylasmatidae,,,,,1
64918XXXXX,SZS,Serpulidae,,,988,exact,Serpulidae,Rafinesque 1815,988,Animalia,Annelida,Polychaeta,Sabellida,Serpulidae,,,,,1
646XXXXXXX,NHE,Annelida,,,882,exact,Annelida,,882,Animalia,Annelida,,,,,,,,1
643XXXXXXX,BVH,Brachiopoda,,,1803,exact,Brachiopoda,Duméril 1805,1803,Animalia,Brachiopoda,,,,,,,,1
692XXXXXXX001,OOY,Ophiurida,,,123117,exact,Ophiurida,Müller & Troschel 1840,123117,Animalia,Echinodermata,Ophiuroidea,Ophiurida,,,,,,1
69312XXXXX,CVD,Cidaridae,,,123158,exact,Cidaridae,Gray 1825,123158,Animalia,Echinodermata,Echinoidea,Cidaroida,Cidaridae,,,,,1
605XXXXXXX,BZN,Bryozoa,,,146142,exact,Bryozoa,,146142,Animalia,Bryozoa,,,,,,,,1
612XXXXXXX,PFR,Porifera,,,558,exact,Porifera,Grant 1836,558,Animalia,Porifera,,,,,,,,1
614XXXXXXX,HXY,Hexactinellida,,,22612,exact,Hexactinellida,Schmidt 1870,22612,Animalia,Porifera,Hexactinellida,,,,,,,1
615XXXXXXX,DMO,Demospongiae,,,164811,exact,Demospongiae,Sollas 1885,164811,Animalia,Porifera,Demospongiae,,,,,,,1
13116068XX,SZX,Saurida spp,,,125685,exact,Saurida,Valenciennes 1850,125685,Animalia,Chordata,Actinopterygii,Aulopiformes,Synodontidae,Saurida,,,,1
14107075XX,WAX,Wallago spp,,,271220,exact,Wallago,Bleeker 1851,271220,Animalia,Chordata,Actinopterygii,Siluriformes,Siluridae,Wallago,,,,0
17015233XX,ILX,Sillago spp,,,126072,exact,Sillago,Cuvier 1816,126072,Animalia,Chordata,Actinopterygii,Perciformes,Sillaginidae,Sillago,,,,1
32102002XX,IAX,Sepia spp,,,138477,exact,Sepia,Linnaeus 1758,138477,Animalia,Mollusca,Cephalopoda,Sepiida,Sepiidae,Sepia,,,,1
17037561XX,NHX,Pennahia spp,,,270328,exact,Pennahia,Fowler 1926,270328,Animalia,Chordata,Actinopterygii,Perciformes,Sciaenidae,Pennahia,,,,0
17037085XX,JOX,Johnius spp,,,159317,exact,Johnius,Bloch 1793,159317,Animalia,Chordata,Actinopterygii,Perciformes,Sciaenidae,Johnius,,,,0
17065056XX,USX,Scarus spp,,,159299,exact,Scarus,Forssk?l 1775,159299,Animalia,Chordata,Actinopterygii,Perciformes,Scaridae,Scarus,,,,1
