"Code"	"sppFAO"	"area"	"desc"	"areaType"	"status"	"AphiaID"	"WoRMSname"	"ID"
"9218"	"edt.27.nea;ocm.27.nea"	"EDT"	"27.3.a"	"Musky octopus (Eledone moschata) in subareas 4-9 and divisions 2.a and 3.a (Norwegian Sea, Skagerrak and Kattegat, North Sea, Iceland and Faroes grounds, West of Scotland, Celtic Seas, Bay of Biscay, Portuguese Waters);Horned and musky octopuses (Eledone) in subareas 4-9 and divisions 2.a and 3.a (Norwegian Sea, Skagerrak and Kattegat, North Sea, Iceland and Faroes grounds, West of Scotland, Celtic Seas, Bay of Biscay, Portuguese Waters)"	"IC_Divisions"	"fishPiCodes1.0.19;updated"	140601	"Eledone moschata"	"140601 27.3.a"
"9219"	"edt.27.nea;ocm.27.nea"	"EDT"	"27.3.a.20"	"Musky octopus (Eledone moschata) in subareas 4-9 and divisions 2.a and 3.a (Norwegian Sea, Skagerrak and Kattegat, North Sea, Iceland and Faroes grounds, West of Scotland, Celtic Seas, Bay of Biscay, Portuguese Waters);Horned and musky octopuses (Eledone) in subareas 4-9 and divisions 2.a and 3.a (Norwegian Sea, Skagerrak and Kattegat, North Sea, Iceland and Faroes grounds, West of Scotland, Celtic Seas, Bay of Biscay, Portuguese Waters)"	"IC_Sub-divisions"	"fishPiCodes1.0.19;updated"	140601	"Eledone moschata"	"140601 27.3.a.20"
"9220"	"edt.27.nea;ocm.27.nea"	"EDT"	"27.3.a.21"	"Musky octopus (Eledone moschata) in subareas 4-9 and divisions 2.a and 3.a (Norwegian Sea, Skagerrak and Kattegat, North Sea, Iceland and Faroes grounds, West of Scotland, Celtic Seas, Bay of Biscay, Portuguese Waters);Horned and musky octopuses (Eledone) in subareas 4-9 and divisions 2.a and 3.a (Norwegian Sea, Skagerrak and Kattegat, North Sea, Iceland and Faroes grounds, West of Scotland, Celtic Seas, Bay of Biscay, Portuguese Waters)"	"IC_Sub-divisions"	"fishPiCodes1.0.19;updated"	140601	"Eledone moschata"	"140601 27.3.a.21"
"9221"	"edt.27.nea;ocm.27.nea"	"EDT"	"27.4"	"Musky octopus (Eledone moschata) in subareas 4-9 and divisions 2.a and 3.a (Norwegian Sea, Skagerrak and Kattegat, North Sea, Iceland and Faroes grounds, West of Scotland, Celtic Seas, Bay of Biscay, Portuguese Waters);Horned and musky octopuses (Eledone) in subareas 4-9 and divisions 2.a and 3.a (Norwegian Sea, Skagerrak and Kattegat, North Sea, Iceland and Faroes grounds, West of Scotland, Celtic Seas, Bay of Biscay, Portuguese Waters)"	"IC_Sub-areas"	"fishPiCodes1.0.19;updated"	140601	"Eledone moschata"	"140601 27.4"
"9222"	"edt.27.nea;ocm.27.nea"	"EDT"	"27.4.a"	"Musky octopus (Eledone moschata) in subareas 4-9 and divisions 2.a and 3.a (Norwegian Sea, Skagerrak and Kattegat, North Sea, Iceland and Faroes grounds, West of Scotland, Celtic Seas, Bay of Biscay, Portuguese Waters);Horned and musky octopuses (Eledone) in subareas 4-9 and divisions 2.a and 3.a (Norwegian Sea, Skagerrak and Kattegat, North Sea, Iceland and Faroes grounds, West of Scotland, Celtic Seas, Bay of Biscay, Portuguese Waters)"	"IC_Divisions"	"fishPiCodes1.0.19;updated"	140601	"Eledone moschata"	"140601 27.4.a"
"9223"	"edt.27.nea;ocm.27.nea"	"EDT"	"27.4.b"	"Musky octopus (Eledone moschata) in subareas 4-9 and divisions 2.a and 3.a (Norwegian Sea, Skagerrak and Kattegat, North Sea, Iceland and Faroes grounds, West of Scotland, Celtic Seas, Bay of Biscay, Portuguese Waters);Horned and musky octopuses (Eledone) in subareas 4-9 and divisions 2.a and 3.a (Norwegian Sea, Skagerrak and Kattegat, North Sea, Iceland and Faroes grounds, West of Scotland, Celtic Seas, Bay of Biscay, Portuguese Waters)"	"IC_Divisions"	"fishPiCodes1.0.19;updated"	140601	"Eledone moschata"	"140601 27.4.b"
"9224"	"edt.27.nea;ocm.27.nea"	"EDT"	"27.4.c"	"Musky octopus (Eledone moschata) in subareas 4-9 and divisions 2.a and 3.a (Norwegian Sea, Skagerrak and Kattegat, North Sea, Iceland and Faroes grounds, West of Scotland, Celtic Seas, Bay of Biscay, Portuguese Waters);Horned and musky octopuses (Eledone) in subareas 4-9 and divisions 2.a and 3.a (Norwegian Sea, Skagerrak and Kattegat, North Sea, Iceland and Faroes grounds, West of Scotland, Celtic Seas, Bay of Biscay, Portuguese Waters)"	"IC_Divisions"	"fishPiCodes1.0.19;updated"	140601	"Eledone moschata"	"140601 27.4.c"
"9225"	"edt.27.nea;ocm.27.nea"	"EDT"	"27.5"	"Musky octopus (Eledone moschata) in subareas 4-9 and divisions 2.a and 3.a (Norwegian Sea, Skagerrak and Kattegat, North Sea, Iceland and Faroes grounds, West of Scotland, Celtic Seas, Bay of Biscay, Portuguese Waters);Horned and musky octopuses (Eledone) in subareas 4-9 and divisions 2.a and 3.a (Norwegian Sea, Skagerrak and Kattegat, North Sea, Iceland and Faroes grounds, West of Scotland, Celtic Seas, Bay of Biscay, Portuguese Waters)"	"IC_Sub-areas"	"fishPiCodes1.0.19;updated"	140601	"Eledone moschata"	"140601 27.5"
"9226"	"edt.27.nea;ocm.27.nea"	"EDT"	"27.5.a"	"Musky octopus (Eledone moschata) in subareas 4-9 and divisions 2.a and 3.a (Norwegian Sea, Skagerrak and Kattegat, North Sea, Iceland and Faroes grounds, West of Scotland, Celtic Seas, Bay of Biscay, Portuguese Waters);Horned and musky octopuses (Eledone) in subareas 4-9 and divisions 2.a and 3.a (Norwegian Sea, Skagerrak and Kattegat, North Sea, Iceland and Faroes grounds, West of Scotland, Celtic Seas, Bay of Biscay, Portuguese Waters)"	"IC_Divisions"	"fishPiCodes1.0.19;updated"	140601	"Eledone moschata"	"140601 27.5.a"
"9227"	"edt.27.nea;ocm.27.nea"	"EDT"	"27.5.a.1"	"Musky octopus (Eledone moschata) in subareas 4-9 and divisions 2.a and 3.a (Norwegian Sea, Skagerrak and Kattegat, North Sea, Iceland and Faroes grounds, West of Scotland, Celtic Seas, Bay of Biscay, Portuguese Waters);Horned and musky octopuses (Eledone) in subareas 4-9 and divisions 2.a and 3.a (Norwegian Sea, Skagerrak and Kattegat, North Sea, Iceland and Faroes grounds, West of Scotland, Celtic Seas, Bay of Biscay, Portuguese Waters)"	"IC_Sub-divisions"	"fishPiCodes1.0.19;updated"	140601	"Eledone moschata"	"140601 27.5.a.1"
"9228"	"edt.27.nea;ocm.27.nea"	"EDT"	"27.5.a.2"	"Musky octopus (Eledone moschata) in subareas 4-9 and divisions 2.a and 3.a (Norwegian Sea, Skagerrak and Kattegat, North Sea, Iceland and Faroes grounds, West of Scotland, Celtic Seas, Bay of Biscay, Portuguese Waters);Horned and musky octopuses (Eledone) in subareas 4-9 and divisions 2.a and 3.a (Norwegian Sea, Skagerrak and Kattegat, North Sea, Iceland and Faroes grounds, West of Scotland, Celtic Seas, Bay of Biscay, Portuguese Waters)"	"IC_Sub-divisions"	"fishPiCodes1.0.19;updated"	140601	"Eledone moschata"	"140601 27.5.a.2"
"9229"	"edt.27.nea;ocm.27.nea"	"EDT"	"27.5.b"	"Musky octopus (Eledone moschata) in subareas 4-9 and divisions 2.a and 3.a (Norwegian Sea, Skagerrak and Kattegat, North Sea, Iceland and Faroes grounds, West of Scotland, Celtic Seas, Bay of Biscay, Portuguese Waters);Horned and musky octopuses (Eledone) in subareas 4-9 and divisions 2.a and 3.a (Norwegian Sea, Skagerrak and Kattegat, North Sea, Iceland and Faroes grounds, West of Scotland, Celtic Seas, Bay of Biscay, Portuguese Waters)"	"IC_Divisions"	"fishPiCodes1.0.19;updated"	140601	"Eledone moschata"	"140601 27.5.b"
"9230"	"edt.27.nea;ocm.27.nea"	"EDT"	"27.5.b.1"	"Musky octopus (Eledone moschata) in subareas 4-9 and divisions 2.a and 3.a (Norwegian Sea, Skagerrak and Kattegat, North Sea, Iceland and Faroes grounds, West of Scotland, Celtic Seas, Bay of Biscay, Portuguese Waters);Horned and musky octopuses (Eledone) in subareas 4-9 and divisions 2.a and 3.a (Norwegian Sea, Skagerrak and Kattegat, North Sea, Iceland and Faroes grounds, West of Scotland, Celtic Seas, Bay of Biscay, Portuguese Waters)"	"IC_Sub-divisions"	"fishPiCodes1.0.19;updated"	140601	"Eledone moschata"	"140601 27.5.b.1"
"9231"	"edt.27.nea;ocm.27.nea"	"EDT"	"27.5.b.2"	"Musky octopus (Eledone moschata) in subareas 4-9 and divisions 2.a and 3.a (Norwegian Sea, Skagerrak and Kattegat, North Sea, Iceland and Faroes grounds, West of Scotland, Celtic Seas, Bay of Biscay, Portuguese Waters);Horned and musky octopuses (Eledone) in subareas 4-9 and divisions 2.a and 3.a (Norwegian Sea, Skagerrak and Kattegat, North Sea, Iceland and Faroes grounds, West of Scotland, Celtic Seas, Bay of Biscay, Portuguese Waters)"	"IC_Sub-divisions"	"fishPiCodes1.0.19;updated"	140601	"Eledone moschata"	"140601 27.5.b.2"
"9232"	"edt.27.nea;ocm.27.nea"	"EDT"	"27.6"	"Musky octopus (Eledone moschata) in subareas 4-9 and divisions 2.a and 3.a (Norwegian Sea, Skagerrak and Kattegat, North Sea, Iceland and Faroes grounds, West of Scotland, Celtic Seas, Bay of Biscay, Portuguese Waters);Horned and musky octopuses (Eledone) in subareas 4-9 and divisions 2.a and 3.a (Norwegian Sea, Skagerrak and Kattegat, North Sea, Iceland and Faroes grounds, West of Scotland, Celtic Seas, Bay of Biscay, Portuguese Waters)"	"IC_Sub-areas"	"fishPiCodes1.0.19;updated"	140601	"Eledone moschata"	"140601 27.6"
"9233"	"edt.27.nea;ocm.27.nea"	"EDT"	"27.6.a"	"Musky octopus (Eledone moschata) in subareas 4-9 and divisions 2.a and 3.a (Norwegian Sea, Skagerrak and Kattegat, North Sea, Iceland and Faroes grounds, West of Scotland, Celtic Seas, Bay of Biscay, Portuguese Waters);Horned and musky octopuses (Eledone) in subareas 4-9 and divisions 2.a and 3.a (Norwegian Sea, Skagerrak and Kattegat, North Sea, Iceland and Faroes grounds, West of Scotland, Celtic Seas, Bay of Biscay, Portuguese Waters)"	"IC_Divisions"	"fishPiCodes1.0.19;updated"	140601	"Eledone moschata"	"140601 27.6.a"
"9234"	"edt.27.nea;ocm.27.nea"	"EDT"	"27.6.b"	"Musky octopus (Eledone moschata) in subareas 4-9 and divisions 2.a and 3.a (Norwegian Sea, Skagerrak and Kattegat, North Sea, Iceland and Faroes grounds, West of Scotland, Celtic Seas, Bay of Biscay, Portuguese Waters);Horned and musky octopuses (Eledone) in subareas 4-9 and divisions 2.a and 3.a (Norwegian Sea, Skagerrak and Kattegat, North Sea, Iceland and Faroes grounds, West of Scotland, Celtic Seas, Bay of Biscay, Portuguese Waters)"	"IC_Divisions"	"fishPiCodes1.0.19;updated"	140601	"Eledone moschata"	"140601 27.6.b"
"9235"	"edt.27.nea;ocm.27.nea"	"EDT"	"27.6.b.1"	"Musky octopus (Eledone moschata) in subareas 4-9 and divisions 2.a and 3.a (Norwegian Sea, Skagerrak and Kattegat, North Sea, Iceland and Faroes grounds, West of Scotland, Celtic Seas, Bay of Biscay, Portuguese Waters);Horned and musky octopuses (Eledone) in subareas 4-9 and divisions 2.a and 3.a (Norwegian Sea, Skagerrak and Kattegat, North Sea, Iceland and Faroes grounds, West of Scotland, Celtic Seas, Bay of Biscay, Portuguese Waters)"	"IC_Sub-divisions"	"fishPiCodes1.0.19;updated"	140601	"Eledone moschata"	"140601 27.6.b.1"
"9236"	"edt.27.nea;ocm.27.nea"	"EDT"	"27.6.b.2"	"Musky octopus (Eledone moschata) in subareas 4-9 and divisions 2.a and 3.a (Norwegian Sea, Skagerrak and Kattegat, North Sea, Iceland and Faroes grounds, West of Scotland, Celtic Seas, Bay of Biscay, Portuguese Waters);Horned and musky octopuses (Eledone) in subareas 4-9 and divisions 2.a and 3.a (Norwegian Sea, Skagerrak and Kattegat, North Sea, Iceland and Faroes grounds, West of Scotland, Celtic Seas, Bay of Biscay, Portuguese Waters)"	"IC_Sub-divisions"	"fishPiCodes1.0.19;updated"	140601	"Eledone moschata"	"140601 27.6.b.2"
"9237"	"edt.27.nea;ocm.27.nea"	"EDT"	"27.7"	"Musky octopus (Eledone moschata) in subareas 4-9 and divisions 2.a and 3.a (Norwegian Sea, Skagerrak and Kattegat, North Sea, Iceland and Faroes grounds, West of Scotland, Celtic Seas, Bay of Biscay, Portuguese Waters);Horned and musky octopuses (Eledone) in subareas 4-9 and divisions 2.a and 3.a (Norwegian Sea, Skagerrak and Kattegat, North Sea, Iceland and Faroes grounds, West of Scotland, Celtic Seas, Bay of Biscay, Portuguese Waters)"	"IC_Sub-areas"	"fishPiCodes1.0.19;updated"	140601	"Eledone moschata"	"140601 27.7"
"9238"	"edt.27.nea;ocm.27.nea"	"EDT"	"27.7.a"	"Musky octopus (Eledone moschata) in subareas 4-9 and divisions 2.a and 3.a (Norwegian Sea, Skagerrak and Kattegat, North Sea, Iceland and Faroes grounds, West of Scotland, Celtic Seas, Bay of Biscay, Portuguese Waters);Horned and musky octopuses (Eledone) in subareas 4-9 and divisions 2.a and 3.a (Norwegian Sea, Skagerrak and Kattegat, North Sea, Iceland and Faroes grounds, West of Scotland, Celtic Seas, Bay of Biscay, Portuguese Waters)"	"IC_Divisions"	"fishPiCodes1.0.19;updated"	140601	"Eledone moschata"	"140601 27.7.a"
"9239"	"edt.27.nea;ocm.27.nea"	"EDT"	"27.7.b"	"Musky octopus (Eledone moschata) in subareas 4-9 and divisions 2.a and 3.a (Norwegian Sea, Skagerrak and Kattegat, North Sea, Iceland and Faroes grounds, West of Scotland, Celtic Seas, Bay of Biscay, Portuguese Waters);Horned and musky octopuses (Eledone) in subareas 4-9 and divisions 2.a and 3.a (Norwegian Sea, Skagerrak and Kattegat, North Sea, Iceland and Faroes grounds, West of Scotland, Celtic Seas, Bay of Biscay, Portuguese Waters)"	"IC_Divisions"	"fishPiCodes1.0.19;updated"	140601	"Eledone moschata"	"140601 27.7.b"
"9240"	"edt.27.nea;ocm.27.nea"	"EDT"	"27.7.c"	"Musky octopus (Eledone moschata) in subareas 4-9 and divisions 2.a and 3.a (Norwegian Sea, Skagerrak and Kattegat, North Sea, Iceland and Faroes grounds, West of Scotland, Celtic Seas, Bay of Biscay, Portuguese Waters);Horned and musky octopuses (Eledone) in subareas 4-9 and divisions 2.a and 3.a (Norwegian Sea, Skagerrak and Kattegat, North Sea, Iceland and Faroes grounds, West of Scotland, Celtic Seas, Bay of Biscay, Portuguese Waters)"	"IC_Divisions"	"fishPiCodes1.0.19;updated"	140601	"Eledone moschata"	"140601 27.7.c"
"9241"	"edt.27.nea;ocm.27.nea"	"EDT"	"27.7.c.1"	"Musky octopus (Eledone moschata) in subareas 4-9 and divisions 2.a and 3.a (Norwegian Sea, Skagerrak and Kattegat, North Sea, Iceland and Faroes grounds, West of Scotland, Celtic Seas, Bay of Biscay, Portuguese Waters);Horned and musky octopuses (Eledone) in subareas 4-9 and divisions 2.a and 3.a (Norwegian Sea, Skagerrak and Kattegat, North Sea, Iceland and Faroes grounds, West of Scotland, Celtic Seas, Bay of Biscay, Portuguese Waters)"	"IC_Sub-divisions"	"fishPiCodes1.0.19;updated"	140601	"Eledone moschata"	"140601 27.7.c.1"
"9242"	"edt.27.nea;ocm.27.nea"	"EDT"	"27.7.c.2"	"Musky octopus (Eledone moschata) in subareas 4-9 and divisions 2.a and 3.a (Norwegian Sea, Skagerrak and Kattegat, North Sea, Iceland and Faroes grounds, West of Scotland, Celtic Seas, Bay of Biscay, Portuguese Waters);Horned and musky octopuses (Eledone) in subareas 4-9 and divisions 2.a and 3.a (Norwegian Sea, Skagerrak and Kattegat, North Sea, Iceland and Faroes grounds, West of Scotland, Celtic Seas, Bay of Biscay, Portuguese Waters)"	"IC_Sub-divisions"	"fishPiCodes1.0.19;updated"	140601	"Eledone moschata"	"140601 27.7.c.2"
"9243"	"edt.27.nea;ocm.27.nea"	"EDT"	"27.7.d"	"Musky octopus (Eledone moschata) in subareas 4-9 and divisions 2.a and 3.a (Norwegian Sea, Skagerrak and Kattegat, North Sea, Iceland and Faroes grounds, West of Scotland, Celtic Seas, Bay of Biscay, Portuguese Waters);Horned and musky octopuses (Eledone) in subareas 4-9 and divisions 2.a and 3.a (Norwegian Sea, Skagerrak and Kattegat, North Sea, Iceland and Faroes grounds, West of Scotland, Celtic Seas, Bay of Biscay, Portuguese Waters)"	"IC_Divisions"	"fishPiCodes1.0.19;updated"	140601	"Eledone moschata"	"140601 27.7.d"
"9244"	"edt.27.nea;ocm.27.nea"	"EDT"	"27.7.e"	"Musky octopus (Eledone moschata) in subareas 4-9 and divisions 2.a and 3.a (Norwegian Sea, Skagerrak and Kattegat, North Sea, Iceland and Faroes grounds, West of Scotland, Celtic Seas, Bay of Biscay, Portuguese Waters);Horned and musky octopuses (Eledone) in subareas 4-9 and divisions 2.a and 3.a (Norwegian Sea, Skagerrak and Kattegat, North Sea, Iceland and Faroes grounds, West of Scotland, Celtic Seas, Bay of Biscay, Portuguese Waters)"	"IC_Divisions"	"fishPiCodes1.0.19;updated"	140601	"Eledone moschata"	"140601 27.7.e"
"9245"	"edt.27.nea;ocm.27.nea"	"EDT"	"27.7.f"	"Musky octopus (Eledone moschata) in subareas 4-9 and divisions 2.a and 3.a (Norwegian Sea, Skagerrak and Kattegat, North Sea, Iceland and Faroes grounds, West of Scotland, Celtic Seas, Bay of Biscay, Portuguese Waters);Horned and musky octopuses (Eledone) in subareas 4-9 and divisions 2.a and 3.a (Norwegian Sea, Skagerrak and Kattegat, North Sea, Iceland and Faroes grounds, West of Scotland, Celtic Seas, Bay of Biscay, Portuguese Waters)"	"IC_Divisions"	"fishPiCodes1.0.19;updated"	140601	"Eledone moschata"	"140601 27.7.f"
"9246"	"edt.27.nea;ocm.27.nea"	"EDT"	"27.7.g"	"Musky octopus (Eledone moschata) in subareas 4-9 and divisions 2.a and 3.a (Norwegian Sea, Skagerrak and Kattegat, North Sea, Iceland and Faroes grounds, West of Scotland, Celtic Seas, Bay of Biscay, Portuguese Waters);Horned and musky octopuses (Eledone) in subareas 4-9 and divisions 2.a and 3.a (Norwegian Sea, Skagerrak and Kattegat, North Sea, Iceland and Faroes grounds, West of Scotland, Celtic Seas, Bay of Biscay, Portuguese Waters)"	"IC_Divisions"	"fishPiCodes1.0.19;updated"	140601	"Eledone moschata"	"140601 27.7.g"
"9247"	"edt.27.nea;ocm.27.nea"	"EDT"	"27.7.h"	"Musky octopus (Eledone moschata) in subareas 4-9 and divisions 2.a and 3.a (Norwegian Sea, Skagerrak and Kattegat, North Sea, Iceland and Faroes grounds, West of Scotland, Celtic Seas, Bay of Biscay, Portuguese Waters);Horned and musky octopuses (Eledone) in subareas 4-9 and divisions 2.a and 3.a (Norwegian Sea, Skagerrak and Kattegat, North Sea, Iceland and Faroes grounds, West of Scotland, Celtic Seas, Bay of Biscay, Portuguese Waters)"	"IC_Divisions"	"fishPiCodes1.0.19;updated"	140601	"Eledone moschata"	"140601 27.7.h"
"9248"	"edt.27.nea;ocm.27.nea"	"EDT"	"27.7.j"	"Musky octopus (Eledone moschata) in subareas 4-9 and divisions 2.a and 3.a (Norwegian Sea, Skagerrak and Kattegat, North Sea, Iceland and Faroes grounds, West of Scotland, Celtic Seas, Bay of Biscay, Portuguese Waters);Horned and musky octopuses (Eledone) in subareas 4-9 and divisions 2.a and 3.a (Norwegian Sea, Skagerrak and Kattegat, North Sea, Iceland and Faroes grounds, West of Scotland, Celtic Seas, Bay of Biscay, Portuguese Waters)"	"IC_Divisions"	"fishPiCodes1.0.19;updated"	140601	"Eledone moschata"	"140601 27.7.j"
"9249"	"edt.27.nea;ocm.27.nea"	"EDT"	"27.7.j.1"	"Musky octopus (Eledone moschata) in subareas 4-9 and divisions 2.a and 3.a (Norwegian Sea, Skagerrak and Kattegat, North Sea, Iceland and Faroes grounds, West of Scotland, Celtic Seas, Bay of Biscay, Portuguese Waters);Horned and musky octopuses (Eledone) in subareas 4-9 and divisions 2.a and 3.a (Norwegian Sea, Skagerrak and Kattegat, North Sea, Iceland and Faroes grounds, West of Scotland, Celtic Seas, Bay of Biscay, Portuguese Waters)"	"IC_Sub-divisions"	"fishPiCodes1.0.19;updated"	140601	"Eledone moschata"	"140601 27.7.j.1"
"9250"	"edt.27.nea;ocm.27.nea"	"EDT"	"27.7.j.2"	"Musky octopus (Eledone moschata) in subareas 4-9 and divisions 2.a and 3.a (Norwegian Sea, Skagerrak and Kattegat, North Sea, Iceland and Faroes grounds, West of Scotland, Celtic Seas, Bay of Biscay, Portuguese Waters);Horned and musky octopuses (Eledone) in subareas 4-9 and divisions 2.a and 3.a (Norwegian Sea, Skagerrak and Kattegat, North Sea, Iceland and Faroes grounds, West of Scotland, Celtic Seas, Bay of Biscay, Portuguese Waters)"	"IC_Sub-divisions"	"fishPiCodes1.0.19;updated"	140601	"Eledone moschata"	"140601 27.7.j.2"
"9251"	"edt.27.nea;ocm.27.nea"	"EDT"	"27.7.k"	"Musky octopus (Eledone moschata) in subareas 4-9 and divisions 2.a and 3.a (Norwegian Sea, Skagerrak and Kattegat, North Sea, Iceland and Faroes grounds, West of Scotland, Celtic Seas, Bay of Biscay, Portuguese Waters);Horned and musky octopuses (Eledone) in subareas 4-9 and divisions 2.a and 3.a (Norwegian Sea, Skagerrak and Kattegat, North Sea, Iceland and Faroes grounds, West of Scotland, Celtic Seas, Bay of Biscay, Portuguese Waters)"	"IC_Divisions"	"fishPiCodes1.0.19;updated"	140601	"Eledone moschata"	"140601 27.7.k"
"9252"	"edt.27.nea;ocm.27.nea"	"EDT"	"27.7.k.1"	"Musky octopus (Eledone moschata) in subareas 4-9 and divisions 2.a and 3.a (Norwegian Sea, Skagerrak and Kattegat, North Sea, Iceland and Faroes grounds, West of Scotland, Celtic Seas, Bay of Biscay, Portuguese Waters);Horned and musky octopuses (Eledone) in subareas 4-9 and divisions 2.a and 3.a (Norwegian Sea, Skagerrak and Kattegat, North Sea, Iceland and Faroes grounds, West of Scotland, Celtic Seas, Bay of Biscay, Portuguese Waters)"	"IC_Sub-divisions"	"fishPiCodes1.0.19;updated"	140601	"Eledone moschata"	"140601 27.7.k.1"
"9253"	"edt.27.nea;ocm.27.nea"	"EDT"	"27.7.k.2"	"Musky octopus (Eledone moschata) in subareas 4-9 and divisions 2.a and 3.a (Norwegian Sea, Skagerrak and Kattegat, North Sea, Iceland and Faroes grounds, West of Scotland, Celtic Seas, Bay of Biscay, Portuguese Waters);Horned and musky octopuses (Eledone) in subareas 4-9 and divisions 2.a and 3.a (Norwegian Sea, Skagerrak and Kattegat, North Sea, Iceland and Faroes grounds, West of Scotland, Celtic Seas, Bay of Biscay, Portuguese Waters)"	"IC_Sub-divisions"	"fishPiCodes1.0.19;updated"	140601	"Eledone moschata"	"140601 27.7.k.2"
"9254"	"edt.27.nea;ocm.27.nea"	"EDT"	"27.8"	"Musky octopus (Eledone moschata) in subareas 4-9 and divisions 2.a and 3.a (Norwegian Sea, Skagerrak and Kattegat, North Sea, Iceland and Faroes grounds, West of Scotland, Celtic Seas, Bay of Biscay, Portuguese Waters);Horned and musky octopuses (Eledone) in subareas 4-9 and divisions 2.a and 3.a (Norwegian Sea, Skagerrak and Kattegat, North Sea, Iceland and Faroes grounds, West of Scotland, Celtic Seas, Bay of Biscay, Portuguese Waters)"	"IC_Sub-areas"	"fishPiCodes1.0.19;updated"	140601	"Eledone moschata"	"140601 27.8"
"9255"	"edt.27.nea;ocm.27.nea"	"EDT"	"27.8.a"	"Musky octopus (Eledone moschata) in subareas 4-9 and divisions 2.a and 3.a (Norwegian Sea, Skagerrak and Kattegat, North Sea, Iceland and Faroes grounds, West of Scotland, Celtic Seas, Bay of Biscay, Portuguese Waters);Horned and musky octopuses (Eledone) in subareas 4-9 and divisions 2.a and 3.a (Norwegian Sea, Skagerrak and Kattegat, North Sea, Iceland and Faroes grounds, West of Scotland, Celtic Seas, Bay of Biscay, Portuguese Waters)"	"IC_Divisions"	"fishPiCodes1.0.19;updated"	140601	"Eledone moschata"	"140601 27.8.a"
"9256"	"edt.27.nea;ocm.27.nea"	"EDT"	"27.8.b"	"Musky octopus (Eledone moschata) in subareas 4-9 and divisions 2.a and 3.a (Norwegian Sea, Skagerrak and Kattegat, North Sea, Iceland and Faroes grounds, West of Scotland, Celtic Seas, Bay of Biscay, Portuguese Waters);Horned and musky octopuses (Eledone) in subareas 4-9 and divisions 2.a and 3.a (Norwegian Sea, Skagerrak and Kattegat, North Sea, Iceland and Faroes grounds, West of Scotland, Celtic Seas, Bay of Biscay, Portuguese Waters)"	"IC_Divisions"	"fishPiCodes1.0.19;updated"	140601	"Eledone moschata"	"140601 27.8.b"
"9257"	"edt.27.nea;ocm.27.nea"	"EDT"	"27.8.c"	"Musky octopus (Eledone moschata) in subareas 4-9 and divisions 2.a and 3.a (Norwegian Sea, Skagerrak and Kattegat, North Sea, Iceland and Faroes grounds, West of Scotland, Celtic Seas, Bay of Biscay, Portuguese Waters);Horned and musky octopuses (Eledone) in subareas 4-9 and divisions 2.a and 3.a (Norwegian Sea, Skagerrak and Kattegat, North Sea, Iceland and Faroes grounds, West of Scotland, Celtic Seas, Bay of Biscay, Portuguese Waters)"	"IC_Divisions"	"fishPiCodes1.0.19;updated"	140601	"Eledone moschata"	"140601 27.8.c"
"9258"	"edt.27.nea;ocm.27.nea"	"EDT"	"27.8.d"	"Musky octopus (Eledone moschata) in subareas 4-9 and divisions 2.a and 3.a (Norwegian Sea, Skagerrak and Kattegat, North Sea, Iceland and Faroes grounds, West of Scotland, Celtic Seas, Bay of Biscay, Portuguese Waters);Horned and musky octopuses (Eledone) in subareas 4-9 and divisions 2.a and 3.a (Norwegian Sea, Skagerrak and Kattegat, North Sea, Iceland and Faroes grounds, West of Scotland, Celtic Seas, Bay of Biscay, Portuguese Waters)"	"IC_Divisions"	"fishPiCodes1.0.19;updated"	140601	"Eledone moschata"	"140601 27.8.d"
"9259"	"edt.27.nea;ocm.27.nea"	"EDT"	"27.8.d.1"	"Musky octopus (Eledone moschata) in subareas 4-9 and divisions 2.a and 3.a (Norwegian Sea, Skagerrak and Kattegat, North Sea, Iceland and Faroes grounds, West of Scotland, Celtic Seas, Bay of Biscay, Portuguese Waters);Horned and musky octopuses (Eledone) in subareas 4-9 and divisions 2.a and 3.a (Norwegian Sea, Skagerrak and Kattegat, North Sea, Iceland and Faroes grounds, West of Scotland, Celtic Seas, Bay of Biscay, Portuguese Waters)"	"IC_Sub-divisions"	"fishPiCodes1.0.19;updated"	140601	"Eledone moschata"	"140601 27.8.d.1"
"9260"	"edt.27.nea;ocm.27.nea"	"EDT"	"27.8.d.2"	"Musky octopus (Eledone moschata) in subareas 4-9 and divisions 2.a and 3.a (Norwegian Sea, Skagerrak and Kattegat, North Sea, Iceland and Faroes grounds, West of Scotland, Celtic Seas, Bay of Biscay, Portuguese Waters);Horned and musky octopuses (Eledone) in subareas 4-9 and divisions 2.a and 3.a (Norwegian Sea, Skagerrak and Kattegat, North Sea, Iceland and Faroes grounds, West of Scotland, Celtic Seas, Bay of Biscay, Portuguese Waters)"	"IC_Sub-divisions"	"fishPiCodes1.0.19;updated"	140601	"Eledone moschata"	"140601 27.8.d.2"
