"Country_Code";"CFR";"Event_Code";"Event_Start_Date";"Event_End_Date";"License_Ind";"Registration_Nbr";"Ext_Marking";"Vessel_Name";"Port_Code";"Port_Name";"IRCS_Code";"IRCS";"Vms_Code";"Gear_Main_Code";"Gear_Sec_Code";"Loa";"Lbp";"Ton_Ref";"Ton_Gt";"Ton_Oth";"Ton_Gts";"Power_Main";"Power_Aux";"Hull_Material";"Com_Year";"Com_Month";"Com_Day";"Segment";"Exp_Country";"Exp_Type";"Public_Aid_Code";"Decision_Date";"Decision_Seg_Code";"Construction_Year";"Construction_Place"
"LTU";"DEU000090601";"IMP";20070719;20080417;"N";"781";"KL 781";"SEBASTES M.";"K";"KLAIPEDA";"Y";"LYSO";"Y";"OTM";"NK";"62.22";"56.11";"1943";"1943";"";NA;"1764";"1244";2;1987;5;30;"MFL";"DEU";"";"";NA;NA;1987;NA
"LTU";"DEU000090601";"EXP";20080418;20080418;"N";"781";"KL 781";"SEBASTES M.";"K";"KLAIPEDA";"Y";"LYSO";"Y";"OTM";"NK";"62.22";"56.11";"1943";"1943";"";NA;"1764";"1244";2;1987;5;30;"MFL";"LBR";"SM";"PA";NA;NA;1987;NA
"LTU";"DEU000100601";"IMP";20060302;20150428;"N";"759";"KL 759";"NIDA";"K";"KLAIPEDA";"Y";"LYSA";"Y";"OTM";"NK";"62.22";"56.11";"1943";"1943";"";NA;"1764";"1244";2;1987;6;26;"MFL";"DEU";"";"";NA;NA;1987;NA
"LTU";"DEU000100601";"MOD";20150429;20150731;"Y";"759";"KL 759";"NIDA";"K";"KLAIPEDA";"Y";"LYSA";"N";"OTM";"NK";"62.22";"56.11";"1943";"1943";"";NA;"1764";"1244";2;1987;6;26;"MFL";"";"";"";NA;NA;1987;NA
"LTU";"DEU000100601";"MOD";20150801;20151208;"Y";"759";"KL 759";"NIDA";"K";"KLAIPEDA";"Y";"LYSA";"N";"OTM";"NK";"62.22";"56.11";"1943";"1943";"";NA;"1764";"1244";2;1987;6;26;"MFL";"";"";"";NA;NA;1987;NA
"LTU";"DEU000100601";"MOD";20151209;20160720;"Y";"759";"KL 759";"NIDA";"K";"KLAIPEDA";"Y";"LYSA";"N";"OTB";"NK";"62.22";"56.11";"1943";"1943";"";NA;"1764";"1244";2;1987;6;26;"MFL";"";"";"";NA;NA;1987;NA
"LTU";"DEU000100601";"MOD";20160721;20161226;"Y";"759";"KL 759";"NIDA";"K";"KLAIPEDA";"Y";"LYSA";"N";"OTB";"NK";"62.22";"56.11";"1943";"1943";"";NA;"1764";"1244";2;1987;6;26;"MFL";"";"";"";NA;NA;1987;NA
"LTU";"DEU000100601";"MOD";20161227;20170630;"Y";"759";"KL 759";"NIDA";"K";"KLAIPEDA";"Y";"LYSA";"N";"OTM";"NK";"62.22";"56.11";"1943";"1943";"";NA;"1764";"1244";2;1987;6;26;"MFL";"";"";"";NA;NA;1987;NA
"LTU";"DEU000100601";"MOD";20170701;20180419;"Y";"759";"KL 759";"NIDA";"K";"KLAIPEDA";"Y";"LYSA";"N";"OTM";"NK";"62.22";"56.11";"1943";"1943";"";NA;"1764";"1244";2;1987;6;26;"MFL";"";"";"";NA;NA;1987;NA
"LTU";"DEU000100601";"MOD";20180420;21001231;"Y";"759";"KL 759";"NIDA";"K";"KLAIPEDA";"Y";"LYSA";"N";"OTM";"NK";"62.22";"56.11";"1943";"1943";"";NA;"1764";"1244";2;1987;6;26;"MFL";"";"";"";NA;NA;1987;NA
"LTU";"DEU101000402";"IMP";20090703;20090823;"N";"817";"KL 817";"ROJUS";"K";"KLAIPEDA";"Y";"LYTF";"Y";"OTM";"NK";"125.53";"117.29";"7646";"7646";"";NA;"6000";"5755";2;1988;12;1;"MFL";"DEU";"";"";NA;NA;1988;NA
"LTU";"DEU101000402";"EXP";20090824;20090824;"N";"817";"KL 817";"ROJUS";"K";"KLAIPEDA";"Y";"LYTF";"Y";"OTM";"NK";"125.53";"117.29";"7646";"7646";"";NA;"6000";"5755";2;1988;12;1;"MFL";"DEU";"EX";"PA";NA;NA;1988;NA
"LTU";"DNK000013689";"IMP";20170807;20171126;"Y";"904";"KL 904";"INSÄ?";"K";"KLAIPEDA";"Y";"LYBB";"Y";"PTM";"PTB";"39.05";"36";"442";"442";"";NA;"809";"210";2;1985;1;1;"MFL";"DNK";"";"PA";NA;NA;1985;NA
"LTU";"DNK000013689";"MOD";20171127;21001231;"Y";"904";"KL 904";"INSÄ?";"K";"KLAIPEDA";"Y";"LYBB";"Y";"OTM";"OTB";"39.05";"36";"442";"442";"";NA;"809";"210";2;1985;1;1;"MFL";"";"";"";NA;NA;1985;NA
"LTU";"DNK000013944";"IMP";20070402;20121204;"Y";"776";"KL 776";"GILIJA";"K";"KLAIPEDA";"Y";"LYSK";"Y";"OTM";"NK";"50.5";"46.44";"543";"543";"";NA;"1400";"1175";2;1973;12;31;"MFL";"DNK";"";"PA";NA;NA;1973;NA
"LTU";"DNK000013944";"MOD";20121205;20150421;"Y";"776";"KL 776";"GILIJA";"K";"KLAIPEDA";"Y";"LYSK";"N";"OTM";"NK";"50.5";"46.44";"543";"543";"";NA;"1400";"1175";2;1973;12;31;"MFL";"";"";"";NA;NA;1973;NA
"LTU";"DNK000013944";"MOD";20150422;21001231;"Y";"886";"KL 886";"GILIJA";"K";"KLAIPEDA";"Y";"LYSK";"N";"OTM";"NK";"50.5";"46.44";"543";"543";"";NA;"1400";"1175";2;1973;12;31;"MFL";"";"";"";NA;NA;1973;NA
"LTU";"DNK000014198";"IMP";20070202;20070912;"Y";"768";"KL 768";"TOVÄ?";"K";"KLAIPEDA";"Y";"LYSF";"Y";"OTM";"OTB";"35.95";"31.2";"296";"296";"";NA;"638";"360";2;1961;12;31;"MFL";"DNK";"";"";NA;NA;2061;NA
"LTU";"DNK000014198";"MOD";20070913;20071017;"Y";"785";"KL 785";"TOVÄ?";"K";"KLAIPEDA";"Y";"LYSF";"Y";"OTM";"OTB";"35.95";"31.2";"296";"296";"";NA;"638";"360";2;1961;12;31;"MFL";"";"";"";NA;NA;2061;NA
